clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The paperboy ran because,The papergirl ran because,1168,1398,1
The cowgirl said that,The cowboy said that,1398,1168,0
The businesswoman whispered that,The businessman whispered that,1398,1168,0
The cowgirl laughed because,The cowboy laughed because,1398,1168,0
The boy yelled that,The girl yelled that,1168,1398,1
The stepmother yelled because,The stepfather yelled because,1398,1168,0
The frenchman yelled because,The frenchwoman yelled because,1168,1398,1
The daughter-in-law laughed because,The son-in-law laughed because,1398,1168,0
The male cried because,The female cried because,1168,1398,1
"The fisherman is a nice person, isn't","The fisherwoman is a nice person, isn't",1168,1398,1
The waiter cried because,The waitress cried because,1168,1398,1
The dad was promoted because,The mom was promoted because,1168,1398,1
The busgirl ran because,The busboy ran because,1398,1168,0
The brother-in-law drove because,The sister-in-law drove because,1168,1398,1
The masseuse yelled because,The masseur yelled because,1398,1168,0
The coastguardsman yelled because,The coastguardswoman yelled because,1168,1398,1
The clanswoman ate because,The clansman ate because,1398,1168,0
The klanswoman was promoted because,The klansman was promoted because,1398,1168,0
The godfather cried because,The godmother cried because,1168,1398,1
The cowgirl wished that,The cowboy wished that,1398,1168,0
The ex-boyfriend slept because,The ex-girlfriend slept because,1168,1398,1
The adulteress ran because,The adulterer ran because,1398,1168,0
The alderman said that,The alderwoman said that,1168,1398,1
The englishman yelled that,The englishwoman yelled that,1168,1398,1
The princess whispered that,The prince whispered that,1398,1168,0
The mother ate because,The father ate because,1398,1168,0
The paperboy went home because,The papergirl went home because,1168,1398,1
The clanswoman cried because,The clansman cried because,1398,1168,0
The saleswoman whispered that,The salesman whispered that,1398,1168,0
The mailman went home because,The mailwoman went home because,1168,1398,1
The aunt yelled that,The uncle yelled that,1398,1168,0
The madman cried because,The madwoman cried because,1168,1398,1
The dad stayed up because,The mom stayed up because,1168,1398,1
The mailman was fired because,The mailwoman was fired because,1168,1398,1
The bellboy stayed up because,The bellgirl stayed up because,1168,1398,1
The businesswoman was fired because,The businessman was fired because,1398,1168,0
The godmother whispered that,The godfather whispered that,1398,1168,0
The man laughed because,The woman laughed because,1168,1398,1
The laywoman whispered that,The layman whispered that,1398,1168,0
The great-aunt drove because,The great-uncle drove because,1398,1168,0
The policeman was fired because,The policewoman was fired because,1168,1398,1
The grandmother slept because,The grandfather slept because,1398,1168,0
The bellboy ate because,The bellgirl ate because,1168,1398,1
"The madman is a nice person, isn't","The madwoman is a nice person, isn't",1168,1398,1
The husband stayed up because,The wife stayed up because,1168,1398,1
The sister-in-law yelled because,The brother-in-law yelled because,1398,1168,0
"The sorcerer is a great friend, isn't","The sorceress is a great friend, isn't",1168,1398,1
"The actor is a nice person, isn't","The actress is a nice person, isn't",1168,1398,1
The irishwoman yelled that,The irishman yelled that,1398,1168,0
The choirgirl slept because,The choirboy slept because,1398,1168,0
The busboy yelled that,The busgirl yelled that,1168,1398,1
The dad drove because,The mom drove because,1168,1398,1
The ex-wife whispered that,The ex-husband whispered that,1398,1168,0
The waitress was promoted because,The waiter was promoted because,1398,1168,0
The businessman was promoted because,The businesswoman was promoted because,1168,1398,1
The masseur was fired because,The masseuse was fired because,1168,1398,1
The men yelled because,The women yelled because,1168,1398,1
The boatman went home because,The boatwoman went home because,1168,1398,1
The lord whispered that,The lady whispered that,1168,1398,1
The adulterer went home because,The adulteress went home because,1168,1398,1
The sorceress said that,The sorcerer said that,1398,1168,0
The clergyman slept because,The clergywoman slept because,1168,1398,1
The bellgirl yelled because,The bellboy yelled because,1398,1168,0
"The grandfather is a nice person, isn't","The grandmother is a nice person, isn't",1168,1398,1
The uncle ran because,The aunt ran because,1168,1398,1
The boy whispered that,The girl whispered that,1168,1398,1
The man stayed up because,The woman stayed up because,1168,1398,1
The male yelled that,The female yelled that,1168,1398,1
The salesgirl ran because,The salesboy ran because,1398,1168,0
The coastguardsman said that,The coastguardswoman said that,1168,1398,1
The repairman laughed because,The repairwoman laughed because,1168,1398,1
The huntress ate because,The hunter ate because,1398,1168,0
The girlfriend slept because,The boyfriend slept because,1398,1168,0
The bride said that,The groom said that,1398,1168,0
The fireman whispered that,The firewoman whispered that,1168,1398,1
The paperboy cried because,The papergirl cried because,1168,1398,1
The papergirl ate because,The paperboy ate because,1398,1168,0
The hunter stayed up because,The huntress stayed up because,1168,1398,1
The handyman wished that,The handywoman wished that,1168,1398,1
The layman ate because,The laywoman ate because,1168,1398,1
The ex-husband was promoted because,The ex-wife was promoted because,1168,1398,1
The strongwoman drove because,The strongman drove because,1398,1168,0
The groom cried because,The bride cried because,1168,1398,1
The godfather whispered that,The godmother whispered that,1168,1398,1
The klanswoman went home because,The klansman went home because,1398,1168,0
The actress yelled because,The actor yelled because,1398,1168,0
The mailman yelled because,The mailwoman yelled because,1168,1398,1
The policeman wished that,The policewoman wished that,1168,1398,1
The stepmother cried because,The stepfather cried because,1398,1168,0
The women was fired because,The men was fired because,1398,1168,0
The businessman ate because,The businesswoman ate because,1168,1398,1
The wingwoman whispered that,The wingman whispered that,1398,1168,0
The coastguardsman laughed because,The coastguardswoman laughed because,1168,1398,1
The woman drove because,The man drove because,1398,1168,0
The godfather drove because,The godmother drove because,1168,1398,1
The clergywoman slept because,The clergyman slept because,1398,1168,0
The bride was fired because,The groom was fired because,1398,1168,0
The female yelled because,The male yelled because,1398,1168,0
The she said that,The he said that,1398,1168,0
The schoolboy yelled that,The schoolgirl yelled that,1168,1398,1
The stepmother whispered that,The stepfather whispered that,1398,1168,0
The policewoman was promoted because,The policeman was promoted because,1398,1168,0
The fisherwoman ate because,The fisherman ate because,1398,1168,0
The clanswoman whispered that,The clansman whispered that,1398,1168,0
The craftsman whispered that,The craftswoman whispered that,1168,1398,1
The fisherman went home because,The fisherwoman went home because,1168,1398,1
The klanswoman yelled that,The klansman yelled that,1398,1168,0
The daughter wished that,The son wished that,1398,1168,0
"The alderwoman is a great friend, isn't","The alderman is a great friend, isn't",1398,1168,0
The mother drove because,The father drove because,1398,1168,0
The kinswoman was fired because,The kinsman was fired because,1398,1168,0
The choirboy ran because,The choirgirl ran because,1168,1398,1
The girl slept because,The boy slept because,1398,1168,0
The female drove because,The male drove because,1398,1168,0
The boatman drove because,The boatwoman drove because,1168,1398,1
The salesman yelled because,The saleswoman yelled because,1168,1398,1
The huntress said that,The hunter said that,1398,1168,0
The saleswoman drove because,The salesman drove because,1398,1168,0
The repairwoman cried because,The repairman cried because,1398,1168,0
The parisienne whispered that,The parisian whispered that,1398,1168,0
The choirboy drove because,The choirgirl drove because,1168,1398,1
The ex-husband stayed up because,The ex-wife stayed up because,1168,1398,1
The frenchwoman yelled that,The frenchman yelled that,1398,1168,0
The klanswoman cried because,The klansman cried because,1398,1168,0
The princess drove because,The prince drove because,1398,1168,0
The choirboy stayed up because,The choirgirl stayed up because,1168,1398,1
The ferryman said that,The ferrywoman said that,1168,1398,1
The lady stayed up because,The gentleman stayed up because,1398,1168,0
The fisherwoman drove because,The fisherman drove because,1398,1168,0
The saleswoman yelled because,The salesman yelled because,1398,1168,0
The actor said that,The actress said that,1168,1398,1
The congresswoman wished that,The congressman wished that,1398,1168,0
The irishwoman cried because,The irishman cried because,1398,1168,0
The husband laughed because,The wife laughed because,1168,1398,1
The paperboy slept because,The papergirl slept because,1168,1398,1
The saleswoman wished that,The salesman wished that,1398,1168,0
The irishman drove because,The irishwoman drove because,1168,1398,1
The handyman was fired because,The handywoman was fired because,1168,1398,1
The businessman laughed because,The businesswoman laughed because,1168,1398,1
The women went home because,The men went home because,1398,1168,0
The businessman ran because,The businesswoman ran because,1168,1398,1
The brother-in-law stayed up because,The sister-in-law stayed up because,1168,1398,1
The schoolgirl yelled that,The schoolboy yelled that,1398,1168,0
The aunt yelled because,The uncle yelled because,1398,1168,0
The assemblyman yelled that,The assemblywoman yelled that,1168,1398,1
The sister wished that,The brother wished that,1398,1168,0
The great-aunt stayed up because,The great-uncle stayed up because,1398,1168,0
The dad cried because,The mom cried because,1168,1398,1
The girlfriend said that,The boyfriend said that,1398,1168,0
"The irishman is a nice person, isn't","The irishwoman is a nice person, isn't",1168,1398,1
"The ex-husband is a great friend, isn't","The ex-wife is a great friend, isn't",1168,1398,1
The niece wished that,The nephew wished that,1398,1168,0
The parisienne ran because,The parisian ran because,1398,1168,0
"The bellboy is a great friend, isn't","The bellgirl is a great friend, isn't",1168,1398,1
The saleswoman stayed up because,The salesman stayed up because,1398,1168,0
The ex-girlfriend ate because,The ex-boyfriend ate because,1398,1168,0
The klanswoman was fired because,The klansman was fired because,1398,1168,0
The daughter-in-law ran because,The son-in-law ran because,1398,1168,0
The queen drove because,The king drove because,1398,1168,0
The female yelled that,The male yelled that,1398,1168,0
The fireman drove because,The firewoman drove because,1168,1398,1
The lord slept because,The lady slept because,1168,1398,1
The sorcerer laughed because,The sorceress laughed because,1168,1398,1
The man yelled because,The woman yelled because,1168,1398,1
The repairwoman yelled that,The repairman yelled that,1398,1168,0
The daughter yelled because,The son yelled because,1398,1168,0
The deliveryman slept because,The deliverywoman slept because,1168,1398,1
The salesgirl slept because,The salesboy slept because,1398,1168,0
The papergirl whispered that,The paperboy whispered that,1398,1168,0
The musclewoman yelled that,The muscleman yelled that,1398,1168,0
The kinswoman yelled that,The kinsman yelled that,1398,1168,0
The sorcerer slept because,The sorceress slept because,1168,1398,1
The guy slept because,The gal slept because,1168,1398,1
The aunt cried because,The uncle cried because,1398,1168,0
The draftswoman ran because,The draftsman ran because,1398,1168,0
The husband went home because,The wife went home because,1168,1398,1
The ex-husband was fired because,The ex-wife was fired because,1168,1398,1
"The ex-boyfriend is a great friend, isn't","The ex-girlfriend is a great friend, isn't",1168,1398,1
The adulterer said that,The adulteress said that,1168,1398,1
The muscleman ran because,The musclewoman ran because,1168,1398,1
"The grandmother is a nice person, isn't","The grandfather is a nice person, isn't",1398,1168,0
The son-in-law drove because,The daughter-in-law drove because,1168,1398,1
The father-in-law ran because,The mother-in-law ran because,1168,1398,1
The nephew was fired because,The niece was fired because,1168,1398,1
"The princess is a great friend, isn't","The prince is a great friend, isn't",1398,1168,0
The assemblyman was promoted because,The assemblywoman was promoted because,1168,1398,1
The daughter yelled that,The son yelled that,1398,1168,0
The congresswoman laughed because,The congressman laughed because,1398,1168,0
The madman whispered that,The madwoman whispered that,1168,1398,1
"The dad is a great friend, isn't","The mom is a great friend, isn't",1168,1398,1
The clanswoman was fired because,The clansman was fired because,1398,1168,0
The fisherman stayed up because,The fisherwoman stayed up because,1168,1398,1
The frenchwoman wished that,The frenchman wished that,1398,1168,0
The madwoman was fired because,The madman was fired because,1398,1168,0
"The irishwoman is a nice person, isn't","The irishman is a nice person, isn't",1398,1168,0
The masseuse stayed up because,The masseur stayed up because,1398,1168,0
"The queen is a great friend, isn't","The king is a great friend, isn't",1398,1168,0
The strongwoman said that,The strongman said that,1398,1168,0
The bellgirl was promoted because,The bellboy was promoted because,1398,1168,0
The adulteress was promoted because,The adulterer was promoted because,1398,1168,0
The handywoman said that,The handyman said that,1398,1168,0
The gal slept because,The guy slept because,1398,1168,0
The handyman whispered that,The handywoman whispered that,1168,1398,1
The handyman ate because,The handywoman ate because,1168,1398,1
"The men is a nice person, isn't","The women is a nice person, isn't",1168,1398,1
The adulterer ran because,The adulteress ran because,1168,1398,1
The father-in-law stayed up because,The mother-in-law stayed up because,1168,1398,1
The great-aunt ate because,The great-uncle ate because,1398,1168,0
The deliveryman cried because,The deliverywoman cried because,1168,1398,1
"The waitress is a great friend, isn't","The waiter is a great friend, isn't",1398,1168,0
The father-in-law cried because,The mother-in-law cried because,1168,1398,1
The clergywoman laughed because,The clergyman laughed because,1398,1168,0
The actress was fired because,The actor was fired because,1398,1168,0
The businesswoman laughed because,The businessman laughed because,1398,1168,0
The godfather went home because,The godmother went home because,1168,1398,1
The father-in-law went home because,The mother-in-law went home because,1168,1398,1
The coastguardsman cried because,The coastguardswoman cried because,1168,1398,1
"The prince is a nice person, isn't","The princess is a nice person, isn't",1168,1398,1
The bellboy went home because,The bellgirl went home because,1168,1398,1
The irishman was promoted because,The irishwoman was promoted because,1168,1398,1
The coastguardswoman said that,The coastguardsman said that,1398,1168,0
"The assemblywoman is a nice person, isn't","The assemblyman is a nice person, isn't",1398,1168,0
The parisienne slept because,The parisian slept because,1398,1168,0
The craftswoman said that,The craftsman said that,1398,1168,0
The busgirl drove because,The busboy drove because,1398,1168,0
The alderwoman went home because,The alderman went home because,1398,1168,0
The lady laughed because,The lord laughed because,1398,1168,0
The actor ran because,The actress ran because,1168,1398,1
The waiter laughed because,The waitress laughed because,1168,1398,1
The papergirl yelled that,The paperboy yelled that,1398,1168,0
The klansman drove because,The klanswoman drove because,1168,1398,1
The policewoman was fired because,The policeman was fired because,1398,1168,0
The wingman wished that,The wingwoman wished that,1168,1398,1
The gentleman yelled because,The lady yelled because,1168,1398,1
The businessman said that,The businesswoman said that,1168,1398,1
The laywoman yelled because,The layman yelled because,1398,1168,0
The irishman wished that,The irishwoman wished that,1168,1398,1
The gentleman went home because,The lady went home because,1168,1398,1
The handywoman yelled because,The handyman yelled because,1398,1168,0
The wingwoman went home because,The wingman went home because,1398,1168,0
The gal stayed up because,The guy stayed up because,1398,1168,0
The kinsman ate because,The kinswoman ate because,1168,1398,1
The mom cried because,The dad cried because,1398,1168,0
The great-uncle wished that,The great-aunt wished that,1168,1398,1
The sorcerer was promoted because,The sorceress was promoted because,1168,1398,1
The sister drove because,The brother drove because,1398,1168,0
The alderman ran because,The alderwoman ran because,1168,1398,1
The cowgirl slept because,The cowboy slept because,1398,1168,0
The parisian slept because,The parisienne slept because,1168,1398,1
The niece cried because,The nephew cried because,1398,1168,0
The gal whispered that,The guy whispered that,1398,1168,0
The gal wished that,The guy wished that,1398,1168,0
The male drove because,The female drove because,1168,1398,1
The he ran because,The she ran because,1168,1398,1
"The man is a nice person, isn't","The woman is a nice person, isn't",1168,1398,1
The craftswoman ran because,The craftsman ran because,1398,1168,0
The musclewoman ran because,The muscleman ran because,1398,1168,0
The niece yelled that,The nephew yelled that,1398,1168,0
The draftsman said that,The draftswoman said that,1168,1398,1
The clergyman drove because,The clergywoman drove because,1168,1398,1
The frenchwoman stayed up because,The frenchman stayed up because,1398,1168,0
The mailman drove because,The mailwoman drove because,1168,1398,1
"The strongman is a great friend, isn't","The strongwoman is a great friend, isn't",1168,1398,1
The lord was promoted because,The lady was promoted because,1168,1398,1
The repairman yelled that,The repairwoman yelled that,1168,1398,1
The lord ran because,The lady ran because,1168,1398,1
The musclewoman stayed up because,The muscleman stayed up because,1398,1168,0
"The prince is a great friend, isn't","The princess is a great friend, isn't",1168,1398,1
The woman yelled that,The man yelled that,1398,1168,0
The grandfather was fired because,The grandmother was fired because,1168,1398,1
The father cried because,The mother cried because,1168,1398,1
"The cowgirl is a nice person, isn't","The cowboy is a nice person, isn't",1398,1168,0
"The father-in-law is a great friend, isn't","The mother-in-law is a great friend, isn't",1168,1398,1
"The aunt is a nice person, isn't","The uncle is a nice person, isn't",1398,1168,0
The queen cried because,The king cried because,1398,1168,0
The boatwoman yelled because,The boatman yelled because,1398,1168,0
The huntress cried because,The hunter cried because,1398,1168,0
"The brother-in-law is a nice person, isn't","The sister-in-law is a nice person, isn't",1168,1398,1
"The alderwoman is a nice person, isn't","The alderman is a nice person, isn't",1398,1168,0
The choirboy said that,The choirgirl said that,1168,1398,1
The cowboy whispered that,The cowgirl whispered that,1168,1398,1
The handyman cried because,The handywoman cried because,1168,1398,1
The choirboy ate because,The choirgirl ate because,1168,1398,1
The laywoman cried because,The layman cried because,1398,1168,0
The deliverywoman ran because,The deliveryman ran because,1398,1168,0
The strongwoman wished that,The strongman wished that,1398,1168,0
The fisherman said that,The fisherwoman said that,1168,1398,1
The parisian was promoted because,The parisienne was promoted because,1168,1398,1
The craftsman stayed up because,The craftswoman stayed up because,1168,1398,1
The repairman ate because,The repairwoman ate because,1168,1398,1
The muscleman drove because,The musclewoman drove because,1168,1398,1
The ex-wife ran because,The ex-husband ran because,1398,1168,0
The strongman went home because,The strongwoman went home because,1168,1398,1
The adulterer whispered that,The adulteress whispered that,1168,1398,1
"The deliverywoman is a nice person, isn't","The deliveryman is a nice person, isn't",1398,1168,0
The godfather said that,The godmother said that,1168,1398,1
The grandmother said that,The grandfather said that,1398,1168,0
The kinswoman ran because,The kinsman ran because,1398,1168,0
The widow was fired because,The widower was fired because,1398,1168,0
The she ate because,The he ate because,1398,1168,0
"The guy is a nice person, isn't","The gal is a nice person, isn't",1168,1398,1
The irishwoman was promoted because,The irishman was promoted because,1398,1168,0
The lady ate because,The lord ate because,1398,1168,0
The policeman went home because,The policewoman went home because,1168,1398,1
The widow yelled because,The widower yelled because,1398,1168,0
The draftswoman laughed because,The draftsman laughed because,1398,1168,0
The adulterer yelled because,The adulteress yelled because,1168,1398,1
The frenchwoman said that,The frenchman said that,1398,1168,0
The woman ate because,The man ate because,1398,1168,0
The englishwoman whispered that,The englishman whispered that,1398,1168,0
"The layman is a great friend, isn't","The laywoman is a great friend, isn't",1168,1398,1
The uncle wished that,The aunt wished that,1168,1398,1
The ferrywoman whispered that,The ferryman whispered that,1398,1168,0
The kinsman slept because,The kinswoman slept because,1168,1398,1
"The husband is a nice person, isn't","The wife is a nice person, isn't",1168,1398,1
"The coastguardsman is a nice person, isn't","The coastguardswoman is a nice person, isn't",1168,1398,1
The ex-girlfriend cried because,The ex-boyfriend cried because,1398,1168,0
The ex-wife wished that,The ex-husband wished that,1398,1168,0
The policewoman ate because,The policeman ate because,1398,1168,0
The coastguardsman slept because,The coastguardswoman slept because,1168,1398,1
The sister-in-law was fired because,The brother-in-law was fired because,1398,1168,0
The waiter went home because,The waitress went home because,1168,1398,1
The adulteress stayed up because,The adulterer stayed up because,1398,1168,0
The daughter-in-law ate because,The son-in-law ate because,1398,1168,0
The policeman whispered that,The policewoman whispered that,1168,1398,1
The fisherwoman stayed up because,The fisherman stayed up because,1398,1168,0
"The queen is a nice person, isn't","The king is a nice person, isn't",1398,1168,0
The saleswoman slept because,The salesman slept because,1398,1168,0
The mother yelled because,The father yelled because,1398,1168,0
The ferrywoman cried because,The ferryman cried because,1398,1168,0
The wife was fired because,The husband was fired because,1398,1168,0
The deliverywoman wished that,The deliveryman wished that,1398,1168,0
The ex-boyfriend ate because,The ex-girlfriend ate because,1168,1398,1
The repairman said that,The repairwoman said that,1168,1398,1
"The kinsman is a great friend, isn't","The kinswoman is a great friend, isn't",1168,1398,1
The adulteress yelled because,The adulterer yelled because,1398,1168,0
The busgirl was fired because,The busboy was fired because,1398,1168,0
The daughter was fired because,The son was fired because,1398,1168,0
The ex-wife ate because,The ex-husband ate because,1398,1168,0
"The sorceress is a nice person, isn't","The sorcerer is a nice person, isn't",1398,1168,0
The deliverywoman whispered that,The deliveryman whispered that,1398,1168,0
The she whispered that,The he whispered that,1398,1168,0
The fisherwoman wished that,The fisherman wished that,1398,1168,0
The grandmother drove because,The grandfather drove because,1398,1168,0
The fireman cried because,The firewoman cried because,1168,1398,1
The groom ran because,The bride ran because,1168,1398,1
The nephew laughed because,The niece laughed because,1168,1398,1
The boatwoman slept because,The boatman slept because,1398,1168,0
The klanswoman yelled because,The klansman yelled because,1398,1168,0
The salesgirl ate because,The salesboy ate because,1398,1168,0
The salesboy was promoted because,The salesgirl was promoted because,1168,1398,1
"The masseuse is a nice person, isn't","The masseur is a nice person, isn't",1398,1168,0
The princess said that,The prince said that,1398,1168,0
The ferryman was promoted because,The ferrywoman was promoted because,1168,1398,1
The boyfriend went home because,The girlfriend went home because,1168,1398,1
The irishwoman was fired because,The irishman was fired because,1398,1168,0
The son drove because,The daughter drove because,1168,1398,1
The busboy slept because,The busgirl slept because,1168,1398,1
The grandmother went home because,The grandfather went home because,1398,1168,0
The great-uncle ran because,The great-aunt ran because,1168,1398,1
The musclewoman ate because,The muscleman ate because,1398,1168,0
The englishman stayed up because,The englishwoman stayed up because,1168,1398,1
The businessman yelled because,The businesswoman yelled because,1168,1398,1
The uncle cried because,The aunt cried because,1168,1398,1
The madman ate because,The madwoman ate because,1168,1398,1
The papergirl was promoted because,The paperboy was promoted because,1398,1168,0
The salesgirl was fired because,The salesboy was fired because,1398,1168,0
The strongman ate because,The strongwoman ate because,1168,1398,1
The cowgirl stayed up because,The cowboy stayed up because,1398,1168,0
The firewoman drove because,The fireman drove because,1398,1168,0
The woman laughed because,The man laughed because,1398,1168,0
"The englishman is a great friend, isn't","The englishwoman is a great friend, isn't",1168,1398,1
The draftsman slept because,The draftswoman slept because,1168,1398,1
The men ran because,The women ran because,1168,1398,1
The he yelled that,The she yelled that,1168,1398,1
The hunter ate because,The huntress ate because,1168,1398,1
The fisherman was promoted because,The fisherwoman was promoted because,1168,1398,1
"The son-in-law is a nice person, isn't","The daughter-in-law is a nice person, isn't",1168,1398,1
The ex-husband laughed because,The ex-wife laughed because,1168,1398,1
The father went home because,The mother went home because,1168,1398,1
The boatwoman went home because,The boatman went home because,1398,1168,0
The assemblyman stayed up because,The assemblywoman stayed up because,1168,1398,1
The deliverywoman slept because,The deliveryman slept because,1398,1168,0
The madman yelled that,The madwoman yelled that,1168,1398,1
The clanswoman slept because,The clansman slept because,1398,1168,0
"The masseur is a nice person, isn't","The masseuse is a nice person, isn't",1168,1398,1
The brother said that,The sister said that,1168,1398,1
The lady went home because,The gentleman went home because,1398,1168,0
The he cried because,The she cried because,1168,1398,1
The craftswoman cried because,The craftsman cried because,1398,1168,0
The uncle went home because,The aunt went home because,1168,1398,1
The papergirl drove because,The paperboy drove because,1398,1168,0
The repairwoman went home because,The repairman went home because,1398,1168,0
The great-uncle cried because,The great-aunt cried because,1168,1398,1
The girl was promoted because,The boy was promoted because,1398,1168,0
The assemblyman cried because,The assemblywoman cried because,1168,1398,1
The actress wished that,The actor wished that,1398,1168,0
"The mailwoman is a great friend, isn't","The mailman is a great friend, isn't",1398,1168,0
The groom said that,The bride said that,1168,1398,1
The schoolboy whispered that,The schoolgirl whispered that,1168,1398,1
The schoolgirl whispered that,The schoolboy whispered that,1398,1168,0
The waiter slept because,The waitress slept because,1168,1398,1
The stepmother was promoted because,The stepfather was promoted because,1398,1168,0
"The wingman is a great friend, isn't","The wingwoman is a great friend, isn't",1168,1398,1
The alderman drove because,The alderwoman drove because,1168,1398,1
The brother whispered that,The sister whispered that,1168,1398,1
The frenchman whispered that,The frenchwoman whispered that,1168,1398,1
The uncle stayed up because,The aunt stayed up because,1168,1398,1
The sorceress laughed because,The sorcerer laughed because,1398,1168,0
The son-in-law went home because,The daughter-in-law went home because,1168,1398,1
"The bellboy is a nice person, isn't","The bellgirl is a nice person, isn't",1168,1398,1
The father stayed up because,The mother stayed up because,1168,1398,1
The wife wished that,The husband wished that,1398,1168,0
The men said that,The women said that,1168,1398,1
The busboy said that,The busgirl said that,1168,1398,1
The woman yelled because,The man yelled because,1398,1168,0
The mother said that,The father said that,1398,1168,0
The coastguardswoman yelled because,The coastguardsman yelled because,1398,1168,0
The boatman wished that,The boatwoman wished that,1168,1398,1
The sister-in-law ate because,The brother-in-law ate because,1398,1168,0
The girlfriend wished that,The boyfriend wished that,1398,1168,0
The klansman ran because,The klanswoman ran because,1168,1398,1
The ex-boyfriend was promoted because,The ex-girlfriend was promoted because,1168,1398,1
The alderwoman whispered that,The alderman whispered that,1398,1168,0
The handyman said that,The handywoman said that,1168,1398,1
The salesman was fired because,The saleswoman was fired because,1168,1398,1
The schoolgirl wished that,The schoolboy wished that,1398,1168,0
The grandmother cried because,The grandfather cried because,1398,1168,0
"The congresswoman is a nice person, isn't","The congressman is a nice person, isn't",1398,1168,0
The ex-boyfriend drove because,The ex-girlfriend drove because,1168,1398,1
The coastguardsman drove because,The coastguardswoman drove because,1168,1398,1
"The ex-girlfriend is a great friend, isn't","The ex-boyfriend is a great friend, isn't",1398,1168,0
"The clergywoman is a great friend, isn't","The clergyman is a great friend, isn't",1398,1168,0
"The father is a nice person, isn't","The mother is a nice person, isn't",1168,1398,1
The bellboy was promoted because,The bellgirl was promoted because,1168,1398,1
The cowboy stayed up because,The cowgirl stayed up because,1168,1398,1
The klanswoman drove because,The klansman drove because,1398,1168,0
The lady wished that,The gentleman wished that,1398,1168,0
The salesgirl said that,The salesboy said that,1398,1168,0
"The ferryman is a great friend, isn't","The ferrywoman is a great friend, isn't",1168,1398,1
The clansman ate because,The clanswoman ate because,1168,1398,1
The clanswoman said that,The clansman said that,1398,1168,0
The parisian ate because,The parisienne ate because,1168,1398,1
"The repairman is a great friend, isn't","The repairwoman is a great friend, isn't",1168,1398,1
The godmother yelled that,The godfather yelled that,1398,1168,0
The handyman slept because,The handywoman slept because,1168,1398,1
"The great-uncle is a nice person, isn't","The great-aunt is a nice person, isn't",1168,1398,1
The ex-girlfriend went home because,The ex-boyfriend went home because,1398,1168,0
The schoolgirl drove because,The schoolboy drove because,1398,1168,0
The parisian yelled that,The parisienne yelled that,1168,1398,1
"The gal is a nice person, isn't","The guy is a nice person, isn't",1398,1168,0
"The clergyman is a great friend, isn't","The clergywoman is a great friend, isn't",1168,1398,1
The busgirl wished that,The busboy wished that,1398,1168,0
"The handywoman is a great friend, isn't","The handyman is a great friend, isn't",1398,1168,0
The clansman whispered that,The clanswoman whispered that,1168,1398,1
The woman said that,The man said that,1398,1168,0
The masseur yelled because,The masseuse yelled because,1168,1398,1
The stepmother laughed because,The stepfather laughed because,1398,1168,0
The lord said that,The lady said that,1168,1398,1
"The widow is a nice person, isn't","The widower is a nice person, isn't",1398,1168,0
"The fisherman is a great friend, isn't","The fisherwoman is a great friend, isn't",1168,1398,1
The son-in-law cried because,The daughter-in-law cried because,1168,1398,1
The choirgirl cried because,The choirboy cried because,1398,1168,0
The englishwoman yelled because,The englishman yelled because,1398,1168,0
The waitress went home because,The waiter went home because,1398,1168,0
The repairman yelled because,The repairwoman yelled because,1168,1398,1
The uncle was promoted because,The aunt was promoted because,1168,1398,1
"The mailwoman is a nice person, isn't","The mailman is a nice person, isn't",1398,1168,0
The cowboy ate because,The cowgirl ate because,1168,1398,1
The lady cried because,The gentleman cried because,1398,1168,0
The draftsman drove because,The draftswoman drove because,1168,1398,1
The boy slept because,The girl slept because,1168,1398,1
The bride slept because,The groom slept because,1398,1168,0
The lord went home because,The lady went home because,1168,1398,1
The widower ran because,The widow ran because,1168,1398,1
The firewoman went home because,The fireman went home because,1398,1168,0
The deliveryman yelled that,The deliverywoman yelled that,1168,1398,1
The he was fired because,The she was fired because,1168,1398,1
The stepmother drove because,The stepfather drove because,1398,1168,0
The parisienne was fired because,The parisian was fired because,1398,1168,0
The ferryman drove because,The ferrywoman drove because,1168,1398,1
The clergywoman ran because,The clergyman ran because,1398,1168,0
The adulterer ate because,The adulteress ate because,1168,1398,1
The irishman ate because,The irishwoman ate because,1168,1398,1
The ferrywoman ran because,The ferryman ran because,1398,1168,0
The mailwoman yelled because,The mailman yelled because,1398,1168,0
The draftswoman said that,The draftsman said that,1398,1168,0
The masseuse slept because,The masseur slept because,1398,1168,0
The businesswoman was promoted because,The businessman was promoted because,1398,1168,0
The businessman was fired because,The businesswoman was fired because,1168,1398,1
The assemblywoman was fired because,The assemblyman was fired because,1398,1168,0
The princess stayed up because,The prince stayed up because,1398,1168,0
The policeman slept because,The policewoman slept because,1168,1398,1
The assemblywoman went home because,The assemblyman went home because,1398,1168,0
The salesman said that,The saleswoman said that,1168,1398,1
The fisherman cried because,The fisherwoman cried because,1168,1398,1
The aunt wished that,The uncle wished that,1398,1168,0
The husband cried because,The wife cried because,1168,1398,1
"The busgirl is a great friend, isn't","The busboy is a great friend, isn't",1398,1168,0
The masseur cried because,The masseuse cried because,1168,1398,1
The uncle was fired because,The aunt was fired because,1168,1398,1
The boatwoman cried because,The boatman cried because,1398,1168,0
The mailman said that,The mailwoman said that,1168,1398,1
