clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The adulteress was promoted because,The adulterer was promoted because,1284,693,0
The mom drove because,The dad drove because,1284,693,0
The wingman yelled because,The wingwoman yelled because,693,1284,1
The man ate because,The woman ate because,693,1284,1
The actor said that,The actress said that,693,1284,1
The parisian said that,The parisienne said that,693,1284,1
The masseuse slept because,The masseur slept because,1284,693,0
The sister-in-law went home because,The brother-in-law went home because,1284,693,0
The busgirl was promoted because,The busboy was promoted because,1284,693,0
"The servicewoman is a great friend, isn't","The serviceman is a great friend, isn't",1284,693,0
"The englishman is a great friend, isn't","The englishwoman is a great friend, isn't",693,1284,1
The men ate because,The women ate because,693,1284,1
The stepfather drove because,The stepmother drove because,693,1284,1
The serviceman yelled because,The servicewoman yelled because,693,1284,1
The ferrywoman was promoted because,The ferryman was promoted because,1284,693,0
The papergirl drove because,The paperboy drove because,1284,693,0
The ferrywoman went home because,The ferryman went home because,1284,693,0
"The great-aunt is a great friend, isn't","The great-uncle is a great friend, isn't",1284,693,0
The wingman was fired because,The wingwoman was fired because,693,1284,1
The empress ate because,The emperor ate because,1284,693,0
The girlfriend went home because,The boyfriend went home because,1284,693,0
The woman wished that,The man wished that,1284,693,0
The serviceman said that,The servicewoman said that,693,1284,1
The coastguardsman was fired because,The coastguardswoman was fired because,693,1284,1
"The serviceman is a great friend, isn't","The servicewoman is a great friend, isn't",693,1284,1
The groom drove because,The bride drove because,693,1284,1
The boatman yelled because,The boatwoman yelled because,693,1284,1
The guardsman yelled that,The guardswoman yelled that,693,1284,1
The he slept because,The she slept because,693,1284,1
The mailwoman yelled because,The mailman yelled because,1284,693,0
The brother laughed because,The sister laughed because,693,1284,1
The groom laughed because,The bride laughed because,693,1284,1
The boatwoman was fired because,The boatman was fired because,1284,693,0
The draftsman yelled that,The draftswoman yelled that,693,1284,1
The barmaid wished that,The barman wished that,1284,693,0
The boyfriend cried because,The girlfriend cried because,693,1284,1
The bellboy stayed up because,The bellgirl stayed up because,693,1284,1
The muscleman slept because,The musclewoman slept because,693,1284,1
"The kinswoman is a nice person, isn't","The kinsman is a nice person, isn't",1284,693,0
The deliverywoman cried because,The deliveryman cried because,1284,693,0
The mailwoman laughed because,The mailman laughed because,1284,693,0
The dad drove because,The mom drove because,693,1284,1
The actress said that,The actor said that,1284,693,0
The wingwoman whispered that,The wingman whispered that,1284,693,0
"The muscleman is a great friend, isn't","The musclewoman is a great friend, isn't",693,1284,1
The boatman slept because,The boatwoman slept because,693,1284,1
The busboy drove because,The busgirl drove because,693,1284,1
The husband ate because,The wife ate because,693,1284,1
The grandson cried because,The granddaughter cried because,693,1284,1
The she was promoted because,The he was promoted because,1284,693,0
The uncle stayed up because,The aunt stayed up because,693,1284,1
The clansman said that,The clanswoman said that,693,1284,1
The repairman yelled because,The repairwoman yelled because,693,1284,1
The mom wished that,The dad wished that,1284,693,0
The handywoman wished that,The handyman wished that,1284,693,0
The host yelled because,The hostess yelled because,693,1284,1
The ferryman went home because,The ferrywoman went home because,693,1284,1
The heiress cried because,The heir cried because,1284,693,0
The he wished that,The she wished that,693,1284,1
The emperor ate because,The empress ate because,693,1284,1
The wingwoman yelled because,The wingman yelled because,1284,693,0
The kinswoman cried because,The kinsman cried because,1284,693,0
The son stayed up because,The daughter stayed up because,693,1284,1
The ladies ran because,The gentlemen ran because,1284,693,0
The lady stayed up because,The gentleman stayed up because,1284,693,0
The townswoman stayed up because,The townsman stayed up because,1284,693,0
The masseur was fired because,The masseuse was fired because,693,1284,1
The wingman yelled that,The wingwoman yelled that,693,1284,1
The girl stayed up because,The boy stayed up because,1284,693,0
The gentleman was promoted because,The lady was promoted because,693,1284,1
The grandmother stayed up because,The grandfather stayed up because,1284,693,0
The heroine wished that,The hero wished that,1284,693,0
"The man is a nice person, isn't","The woman is a nice person, isn't",693,1284,1
The empress was promoted because,The emperor was promoted because,1284,693,0
The girl went home because,The boy went home because,1284,693,0
The sister-in-law was fired because,The brother-in-law was fired because,1284,693,0
The wingman drove because,The wingwoman drove because,693,1284,1
The heiress yelled that,The heir yelled that,1284,693,0
The guardswoman stayed up because,The guardsman stayed up because,1284,693,0
The serviceman cried because,The servicewoman cried because,693,1284,1
The heiress laughed because,The heir laughed because,1284,693,0
The bride went home because,The groom went home because,1284,693,0
The female slept because,The male slept because,1284,693,0
The weatherman whispered that,The weatherwoman whispered that,693,1284,1
The grandfather cried because,The grandmother cried because,693,1284,1
The heroine drove because,The hero drove because,1284,693,0
The girl was promoted because,The boy was promoted because,1284,693,0
The ex-husband ran because,The ex-wife ran because,693,1284,1
The host wished that,The hostess wished that,693,1284,1
The irishwoman yelled that,The irishman yelled that,1284,693,0
The boatman ate because,The boatwoman ate because,693,1284,1
The husband was promoted because,The wife was promoted because,693,1284,1
"The nun is a great friend, isn't","The monk is a great friend, isn't",1284,693,0
The kinswoman wished that,The kinsman wished that,1284,693,0
The parisienne said that,The parisian said that,1284,693,0
The ex-boyfriend yelled because,The ex-girlfriend yelled because,693,1284,1
The townsman ran because,The townswoman ran because,693,1284,1
The assemblyman ate because,The assemblywoman ate because,693,1284,1
The monk said that,The nun said that,693,1284,1
The townsman ate because,The townswoman ate because,693,1284,1
The lady said that,The gentleman said that,1284,693,0
The assemblywoman slept because,The assemblyman slept because,1284,693,0
The masseuse ate because,The masseur ate because,1284,693,0
"The girl is a great friend, isn't","The boy is a great friend, isn't",1284,693,0
The prince ate because,The princess ate because,693,1284,1
The stepmother drove because,The stepfather drove because,1284,693,0
The weatherwoman yelled because,The weatherman yelled because,1284,693,0
The mother-in-law laughed because,The father-in-law laughed because,1284,693,0
The mailwoman yelled that,The mailman yelled that,1284,693,0
The clansman ate because,The clanswoman ate because,693,1284,1
The assemblyman yelled because,The assemblywoman yelled because,693,1284,1
The girlfriend was fired because,The boyfriend was fired because,1284,693,0
The granddaughter ran because,The grandson ran because,1284,693,0
"The sister is a nice person, isn't","The brother is a nice person, isn't",1284,693,0
The men yelled because,The women yelled because,693,1284,1
The klansman said that,The klanswoman said that,693,1284,1
The klansman whispered that,The klanswoman whispered that,693,1284,1
The clansman ran because,The clanswoman ran because,693,1284,1
The barman wished that,The barmaid wished that,693,1284,1
The man was promoted because,The woman was promoted because,693,1284,1
The boatman was fired because,The boatwoman was fired because,693,1284,1
The parisian was fired because,The parisienne was fired because,693,1284,1
The princess was fired because,The prince was fired because,1284,693,0
The marksman cried because,The markswoman cried because,693,1284,1
The milkman yelled that,The milkwoman yelled that,693,1284,1
The klansman cried because,The klanswoman cried because,693,1284,1
The guardsman was fired because,The guardswoman was fired because,693,1284,1
The waiter was fired because,The waitress was fired because,693,1284,1
The weatherman laughed because,The weatherwoman laughed because,693,1284,1
The infantryman said that,The infantrywoman said that,693,1284,1
The male slept because,The female slept because,693,1284,1
The hostess was fired because,The host was fired because,1284,693,0
The marksman yelled because,The markswoman yelled because,693,1284,1
The stepsister yelled because,The stepbrother yelled because,1284,693,0
"The klanswoman is a great friend, isn't","The klansman is a great friend, isn't",1284,693,0
"The adulterer is a nice person, isn't","The adulteress is a nice person, isn't",693,1284,1
The girl ate because,The boy ate because,1284,693,0
The man said that,The woman said that,693,1284,1
The choirboy wished that,The choirgirl wished that,693,1284,1
The mom was fired because,The dad was fired because,1284,693,0
The wife yelled that,The husband yelled that,1284,693,0
The businessman ate because,The businesswoman ate because,693,1284,1
The markswoman was fired because,The marksman was fired because,1284,693,0
"The gentlemen is a nice person, isn't","The ladies is a nice person, isn't",693,1284,1
The clansman stayed up because,The clanswoman stayed up because,693,1284,1
"The dad is a great friend, isn't","The mom is a great friend, isn't",693,1284,1
The actor whispered that,The actress whispered that,693,1284,1
The king yelled because,The queen yelled because,693,1284,1
The ferrywoman whispered that,The ferryman whispered that,1284,693,0
The granddaughter wished that,The grandson wished that,1284,693,0
The boyfriend was promoted because,The girlfriend was promoted because,693,1284,1
The guardswoman slept because,The guardsman slept because,1284,693,0
The actor was promoted because,The actress was promoted because,693,1284,1
The kinswoman was fired because,The kinsman was fired because,1284,693,0
The queen ate because,The king ate because,1284,693,0
The clansman cried because,The clanswoman cried because,693,1284,1
The repairwoman yelled that,The repairman yelled that,1284,693,0
The englishman ran because,The englishwoman ran because,693,1284,1
The frenchwoman stayed up because,The frenchman stayed up because,1284,693,0
The stepbrother ate because,The stepsister ate because,693,1284,1
The ex-wife laughed because,The ex-husband laughed because,1284,693,0
The clanswoman said that,The clansman said that,1284,693,0
The townsman said that,The townswoman said that,693,1284,1
The monk yelled because,The nun yelled because,693,1284,1
The infantryman yelled because,The infantrywoman yelled because,693,1284,1
"The salesboy is a nice person, isn't","The salesgirl is a nice person, isn't",693,1284,1
The businessman laughed because,The businesswoman laughed because,693,1284,1
The handywoman went home because,The handyman went home because,1284,693,0
The heiress slept because,The heir slept because,1284,693,0
The salesgirl was fired because,The salesboy was fired because,1284,693,0
The ferryman cried because,The ferrywoman cried because,693,1284,1
"The handyman is a nice person, isn't","The handywoman is a nice person, isn't",693,1284,1
The groom was fired because,The bride was fired because,693,1284,1
The mother yelled that,The father yelled that,1284,693,0
The repairman cried because,The repairwoman cried because,693,1284,1
The ex-wife was fired because,The ex-husband was fired because,1284,693,0
The brother was fired because,The sister was fired because,693,1284,1
The female yelled because,The male yelled because,1284,693,0
The lady laughed because,The lord laughed because,1284,693,0
"The emperor is a great friend, isn't","The empress is a great friend, isn't",693,1284,1
The husband yelled that,The wife yelled that,693,1284,1
The englishman wished that,The englishwoman wished that,693,1284,1
The repairman said that,The repairwoman said that,693,1284,1
The aunt whispered that,The uncle whispered that,1284,693,0
The mailman wished that,The mailwoman wished that,693,1284,1
The boatman drove because,The boatwoman drove because,693,1284,1
The wingwoman drove because,The wingman drove because,1284,693,0
The adulteress ate because,The adulterer ate because,1284,693,0
The wife whispered that,The husband whispered that,1284,693,0
The kinsman went home because,The kinswoman went home because,693,1284,1
The milkwoman was fired because,The milkman was fired because,1284,693,0
The wingwoman slept because,The wingman slept because,1284,693,0
The choirboy was fired because,The choirgirl was fired because,693,1284,1
The kinswoman drove because,The kinsman drove because,1284,693,0
The men was promoted because,The women was promoted because,693,1284,1
The hostess laughed because,The host laughed because,1284,693,0
The adulteress laughed because,The adulterer laughed because,1284,693,0
The uncle ran because,The aunt ran because,693,1284,1
The stepsister whispered that,The stepbrother whispered that,1284,693,0
The guardswoman was promoted because,The guardsman was promoted because,1284,693,0
The nephew slept because,The niece slept because,693,1284,1
"The king is a nice person, isn't","The queen is a nice person, isn't",693,1284,1
The mom was promoted because,The dad was promoted because,1284,693,0
The artilleryman slept because,The artillerywoman slept because,693,1284,1
The kinsman drove because,The kinswoman drove because,693,1284,1
The draftswoman yelled that,The draftsman yelled that,1284,693,0
The milkman cried because,The milkwoman cried because,693,1284,1
The muscleman drove because,The musclewoman drove because,693,1284,1
The great-uncle ran because,The great-aunt ran because,693,1284,1
The waiter yelled because,The waitress yelled because,693,1284,1
The deliveryman drove because,The deliverywoman drove because,693,1284,1
The grandson yelled because,The granddaughter yelled because,693,1284,1
"The marksman is a great friend, isn't","The markswoman is a great friend, isn't",693,1284,1
The handyman cried because,The handywoman cried because,693,1284,1
"The girlfriend is a nice person, isn't","The boyfriend is a nice person, isn't",1284,693,0
The bride was fired because,The groom was fired because,1284,693,0
The men whispered that,The women whispered that,693,1284,1
"The princess is a nice person, isn't","The prince is a nice person, isn't",1284,693,0
The mailman whispered that,The mailwoman whispered that,693,1284,1
The choirboy stayed up because,The choirgirl stayed up because,693,1284,1
The host ran because,The hostess ran because,693,1284,1
The wife drove because,The husband drove because,1284,693,0
The deliveryman slept because,The deliverywoman slept because,693,1284,1
The prince laughed because,The princess laughed because,693,1284,1
The kinswoman went home because,The kinsman went home because,1284,693,0
The parisienne yelled that,The parisian yelled that,1284,693,0
The mother-in-law cried because,The father-in-law cried because,1284,693,0
The businesswoman wished that,The businessman wished that,1284,693,0
The townswoman laughed because,The townsman laughed because,1284,693,0
"The frenchman is a nice person, isn't","The frenchwoman is a nice person, isn't",693,1284,1
The grandson stayed up because,The granddaughter stayed up because,693,1284,1
The lord cried because,The lady cried because,693,1284,1
The draftswoman ate because,The draftsman ate because,1284,693,0
The gentlemen whispered that,The ladies whispered that,693,1284,1
The choirboy yelled that,The choirgirl yelled that,693,1284,1
The mother-in-law was fired because,The father-in-law was fired because,1284,693,0
The heiress whispered that,The heir whispered that,1284,693,0
The deliveryman yelled because,The deliverywoman yelled because,693,1284,1
The englishwoman stayed up because,The englishman stayed up because,1284,693,0
"The deliveryman is a nice person, isn't","The deliverywoman is a nice person, isn't",693,1284,1
The heir wished that,The heiress wished that,693,1284,1
The strongwoman stayed up because,The strongman stayed up because,1284,693,0
The weatherwoman was promoted because,The weatherman was promoted because,1284,693,0
The host went home because,The hostess went home because,693,1284,1
"The clansman is a great friend, isn't","The clanswoman is a great friend, isn't",693,1284,1
The waiter whispered that,The waitress whispered that,693,1284,1
The adulteress yelled because,The adulterer yelled because,1284,693,0
The girlfriend was promoted because,The boyfriend was promoted because,1284,693,0
The empress ran because,The emperor ran because,1284,693,0
The choirgirl was promoted because,The choirboy was promoted because,1284,693,0
The ex-wife cried because,The ex-husband cried because,1284,693,0
The brother drove because,The sister drove because,693,1284,1
The prince wished that,The princess wished that,693,1284,1
The kinswoman yelled because,The kinsman yelled because,1284,693,0
The mailman stayed up because,The mailwoman stayed up because,693,1284,1
The englishwoman said that,The englishman said that,1284,693,0
The lord was fired because,The lady was fired because,693,1284,1
The nun went home because,The monk went home because,1284,693,0
The klanswoman ran because,The klansman ran because,1284,693,0
The draftsman drove because,The draftswoman drove because,693,1284,1
"The townsman is a great friend, isn't","The townswoman is a great friend, isn't",693,1284,1
The dad whispered that,The mom whispered that,693,1284,1
The father laughed because,The mother laughed because,693,1284,1
The ferryman yelled that,The ferrywoman yelled that,693,1284,1
The coastguardswoman said that,The coastguardsman said that,1284,693,0
The nun whispered that,The monk whispered that,1284,693,0
The waitress wished that,The waiter wished that,1284,693,0
The husband yelled because,The wife yelled because,693,1284,1
The irishman slept because,The irishwoman slept because,693,1284,1
The daughter stayed up because,The son stayed up because,1284,693,0
The great-aunt stayed up because,The great-uncle stayed up because,1284,693,0
The draftswoman cried because,The draftsman cried because,1284,693,0
The handyman yelled that,The handywoman yelled that,693,1284,1
The bellgirl laughed because,The bellboy laughed because,1284,693,0
"The queen is a nice person, isn't","The king is a nice person, isn't",1284,693,0
"The actress is a nice person, isn't","The actor is a nice person, isn't",1284,693,0
The ferrywoman yelled because,The ferryman yelled because,1284,693,0
The aunt yelled because,The uncle yelled because,1284,693,0
The salesboy yelled because,The salesgirl yelled because,693,1284,1
The adulteress said that,The adulterer said that,1284,693,0
The ferryman slept because,The ferrywoman slept because,693,1284,1
The townswoman went home because,The townsman went home because,1284,693,0
The grandmother drove because,The grandfather drove because,1284,693,0
The paperboy said that,The papergirl said that,693,1284,1
The ferryman ran because,The ferrywoman ran because,693,1284,1
The draftswoman went home because,The draftsman went home because,1284,693,0
"The businessman is a nice person, isn't","The businesswoman is a nice person, isn't",693,1284,1
The irishman wished that,The irishwoman wished that,693,1284,1
The groom yelled because,The bride yelled because,693,1284,1
The frenchwoman cried because,The frenchman cried because,1284,693,0
The actress yelled that,The actor yelled that,1284,693,0
The ladies yelled because,The gentlemen yelled because,1284,693,0
The strongman slept because,The strongwoman slept because,693,1284,1
The father-in-law laughed because,The mother-in-law laughed because,693,1284,1
The actress was promoted because,The actor was promoted because,1284,693,0
The grandson ran because,The granddaughter ran because,693,1284,1
The coastguardswoman cried because,The coastguardsman cried because,1284,693,0
The actress cried because,The actor cried because,1284,693,0
The goddaughter whispered that,The godson whispered that,1284,693,0
The stepfather whispered that,The stepmother whispered that,693,1284,1
The assemblywoman said that,The assemblyman said that,1284,693,0
The ex-boyfriend ate because,The ex-girlfriend ate because,693,1284,1
The englishwoman yelled that,The englishman yelled that,1284,693,0
The woman yelled that,The man yelled that,1284,693,0
The weatherwoman wished that,The weatherman wished that,1284,693,0
The townswoman slept because,The townsman slept because,1284,693,0
The artillerywoman whispered that,The artilleryman whispered that,1284,693,0
The ladies cried because,The gentlemen cried because,1284,693,0
The heroine said that,The hero said that,1284,693,0
The lady laughed because,The gentleman laughed because,1284,693,0
The alderwoman wished that,The alderman wished that,1284,693,0
The strongwoman yelled because,The strongman yelled because,1284,693,0
The guardsman stayed up because,The guardswoman stayed up because,693,1284,1
"The masseuse is a great friend, isn't","The masseur is a great friend, isn't",1284,693,0
The godson was fired because,The goddaughter was fired because,693,1284,1
The boatwoman ran because,The boatman ran because,1284,693,0
The guy yelled that,The gal yelled that,693,1284,1
The kinsman whispered that,The kinswoman whispered that,693,1284,1
"The infantrywoman is a great friend, isn't","The infantryman is a great friend, isn't",1284,693,0
The brother stayed up because,The sister stayed up because,693,1284,1
"The assemblywoman is a great friend, isn't","The assemblyman is a great friend, isn't",1284,693,0
The gal was promoted because,The guy was promoted because,1284,693,0
The actor cried because,The actress cried because,693,1284,1
The dad yelled because,The mom yelled because,693,1284,1
The hostess ran because,The host ran because,1284,693,0
The townsman was fired because,The townswoman was fired because,693,1284,1
The gal yelled that,The guy yelled that,1284,693,0
The klansman slept because,The klanswoman slept because,693,1284,1
The mother-in-law went home because,The father-in-law went home because,1284,693,0
The clanswoman slept because,The clansman slept because,1284,693,0
The handywoman cried because,The handyman cried because,1284,693,0
The actor yelled that,The actress yelled that,693,1284,1
The brother cried because,The sister cried because,693,1284,1
The bride yelled because,The groom yelled because,1284,693,0
The salesgirl ate because,The salesboy ate because,1284,693,0
"The son-in-law is a nice person, isn't","The daughter-in-law is a nice person, isn't",693,1284,1
The klanswoman yelled that,The klansman yelled that,1284,693,0
The bellgirl drove because,The bellboy drove because,1284,693,0
The masseuse went home because,The masseur went home because,1284,693,0
The lord wished that,The lady wished that,693,1284,1
The draftsman laughed because,The draftswoman laughed because,693,1284,1
The gentlemen wished that,The ladies wished that,693,1284,1
"The lady is a great friend, isn't","The gentleman is a great friend, isn't",1284,693,0
The nephew cried because,The niece cried because,693,1284,1
The handywoman yelled because,The handyman yelled because,1284,693,0
The boyfriend stayed up because,The girlfriend stayed up because,693,1284,1
The milkwoman yelled because,The milkman yelled because,1284,693,0
"The princess is a great friend, isn't","The prince is a great friend, isn't",1284,693,0
The strongman went home because,The strongwoman went home because,693,1284,1
The choirgirl yelled because,The choirboy yelled because,1284,693,0
The stepfather said that,The stepmother said that,693,1284,1
The coastguardswoman went home because,The coastguardsman went home because,1284,693,0
The heroine stayed up because,The hero stayed up because,1284,693,0
The adulteress yelled that,The adulterer yelled that,1284,693,0
The muscleman went home because,The musclewoman went home because,693,1284,1
The alderman was promoted because,The alderwoman was promoted because,693,1284,1
The mailman said that,The mailwoman said that,693,1284,1
"The parisienne is a great friend, isn't","The parisian is a great friend, isn't",1284,693,0
The ex-husband cried because,The ex-wife cried because,693,1284,1
The weatherwoman laughed because,The weatherman laughed because,1284,693,0
The handyman ate because,The handywoman ate because,693,1284,1
The boatwoman went home because,The boatman went home because,1284,693,0
The son-in-law was fired because,The daughter-in-law was fired because,693,1284,1
The marksman wished that,The markswoman wished that,693,1284,1
"The actor is a great friend, isn't","The actress is a great friend, isn't",693,1284,1
The barmaid ran because,The barman ran because,1284,693,0
The son whispered that,The daughter whispered that,693,1284,1
The strongwoman slept because,The strongman slept because,1284,693,0
The barman cried because,The barmaid cried because,693,1284,1
The frenchwoman said that,The frenchman said that,1284,693,0
The gentlemen cried because,The ladies cried because,693,1284,1
The townsman yelled because,The townswoman yelled because,693,1284,1
The lord slept because,The lady slept because,693,1284,1
The parisienne cried because,The parisian cried because,1284,693,0
The queen cried because,The king cried because,1284,693,0
The queen ran because,The king ran because,1284,693,0
The adulterer yelled that,The adulteress yelled that,693,1284,1
"The frenchman is a great friend, isn't","The frenchwoman is a great friend, isn't",693,1284,1
The townsman whispered that,The townswoman whispered that,693,1284,1
The granddaughter was fired because,The grandson was fired because,1284,693,0
The monk yelled that,The nun yelled that,693,1284,1
The guardsman said that,The guardswoman said that,693,1284,1
The ex-wife whispered that,The ex-husband whispered that,1284,693,0
The busgirl yelled because,The busboy yelled because,1284,693,0
The granddaughter cried because,The grandson cried because,1284,693,0
The grandmother wished that,The grandfather wished that,1284,693,0
The nun wished that,The monk wished that,1284,693,0
The strongwoman drove because,The strongman drove because,1284,693,0
The weatherman stayed up because,The weatherwoman stayed up because,693,1284,1
"The townswoman is a nice person, isn't","The townsman is a nice person, isn't",1284,693,0
The artillerywoman yelled that,The artilleryman yelled that,1284,693,0
"The gal is a great friend, isn't","The guy is a great friend, isn't",1284,693,0
The strongman stayed up because,The strongwoman stayed up because,693,1284,1
The great-uncle was promoted because,The great-aunt was promoted because,693,1284,1
The townsman stayed up because,The townswoman stayed up because,693,1284,1
The serviceman laughed because,The servicewoman laughed because,693,1284,1
The assemblywoman was promoted because,The assemblyman was promoted because,1284,693,0
The coastguardsman stayed up because,The coastguardswoman stayed up because,693,1284,1
"The boatwoman is a great friend, isn't","The boatman is a great friend, isn't",1284,693,0
The milkman drove because,The milkwoman drove because,693,1284,1
"The brother-in-law is a great friend, isn't","The sister-in-law is a great friend, isn't",693,1284,1
The ladies stayed up because,The gentlemen stayed up because,1284,693,0
The mother-in-law was promoted because,The father-in-law was promoted because,1284,693,0
The male cried because,The female cried because,693,1284,1
The strongwoman yelled that,The strongman yelled that,1284,693,0
"The female is a great friend, isn't","The male is a great friend, isn't",1284,693,0
The servicewoman drove because,The serviceman drove because,1284,693,0
The father-in-law was fired because,The mother-in-law was fired because,693,1284,1
The alderman yelled that,The alderwoman yelled that,693,1284,1
The heroine ate because,The hero ate because,1284,693,0
The girl yelled because,The boy yelled because,1284,693,0
The klansman laughed because,The klanswoman laughed because,693,1284,1
The ferryman was promoted because,The ferrywoman was promoted because,693,1284,1
The granddaughter was promoted because,The grandson was promoted because,1284,693,0
The daughter-in-law stayed up because,The son-in-law stayed up because,1284,693,0
The milkwoman whispered that,The milkman whispered that,1284,693,0
The girl cried because,The boy cried because,1284,693,0
The brother-in-law cried because,The sister-in-law cried because,693,1284,1
The grandfather went home because,The grandmother went home because,693,1284,1
The lady stayed up because,The lord stayed up because,1284,693,0
The clanswoman was promoted because,The clansman was promoted because,1284,693,0
The alderwoman laughed because,The alderman laughed because,1284,693,0
The granddaughter drove because,The grandson drove because,1284,693,0
"The he is a great friend, isn't","The she is a great friend, isn't",693,1284,1
The sister said that,The brother said that,1284,693,0
The father was fired because,The mother was fired because,693,1284,1
The bride was promoted because,The groom was promoted because,1284,693,0
The guy slept because,The gal slept because,693,1284,1
The queen stayed up because,The king stayed up because,1284,693,0
The alderwoman cried because,The alderman cried because,1284,693,0
The mailman was fired because,The mailwoman was fired because,693,1284,1
The bellgirl went home because,The bellboy went home because,1284,693,0
The woman said that,The man said that,1284,693,0
"The busgirl is a great friend, isn't","The busboy is a great friend, isn't",1284,693,0
The nun ran because,The monk ran because,1284,693,0
The coastguardswoman was promoted because,The coastguardsman was promoted because,1284,693,0
The great-uncle wished that,The great-aunt wished that,693,1284,1
The son-in-law was promoted because,The daughter-in-law was promoted because,693,1284,1
The kinsman yelled because,The kinswoman yelled because,693,1284,1
The sister-in-law ate because,The brother-in-law ate because,1284,693,0
"The clanswoman is a great friend, isn't","The clansman is a great friend, isn't",1284,693,0
The busgirl went home because,The busboy went home because,1284,693,0
The infantrywoman whispered that,The infantryman whispered that,1284,693,0
The gal said that,The guy said that,1284,693,0
The busboy wished that,The busgirl wished that,693,1284,1
The ex-boyfriend was promoted because,The ex-girlfriend was promoted because,693,1284,1
The adulterer went home because,The adulteress went home because,693,1284,1
"The deliveryman is a great friend, isn't","The deliverywoman is a great friend, isn't",693,1284,1
The klansman drove because,The klanswoman drove because,693,1284,1
The parisian stayed up because,The parisienne stayed up because,693,1284,1
The paperboy yelled because,The papergirl yelled because,693,1284,1
"The goddaughter is a nice person, isn't","The godson is a nice person, isn't",1284,693,0
The bellgirl yelled that,The bellboy yelled that,1284,693,0
The niece ran because,The nephew ran because,1284,693,0
The frenchwoman laughed because,The frenchman laughed because,1284,693,0
The host drove because,The hostess drove because,693,1284,1
The ex-wife ran because,The ex-husband ran because,1284,693,0
The uncle slept because,The aunt slept because,693,1284,1
The waiter wished that,The waitress wished that,693,1284,1
The kinswoman yelled that,The kinsman yelled that,1284,693,0
The daughter was fired because,The son was fired because,1284,693,0
The wingman ate because,The wingwoman ate because,693,1284,1
The frenchwoman wished that,The frenchman wished that,1284,693,0
The businesswoman went home because,The businessman went home because,1284,693,0
"The boy is a nice person, isn't","The girl is a nice person, isn't",693,1284,1
The grandson wished that,The granddaughter wished that,693,1284,1
The emperor went home because,The empress went home because,693,1284,1
The choirboy drove because,The choirgirl drove because,693,1284,1
The ex-girlfriend said that,The ex-boyfriend said that,1284,693,0
"The nephew is a nice person, isn't","The niece is a nice person, isn't",693,1284,1
The barman went home because,The barmaid went home because,693,1284,1
The she wished that,The he wished that,1284,693,0
The handyman yelled because,The handywoman yelled because,693,1284,1
"The klanswoman is a nice person, isn't","The klansman is a nice person, isn't",1284,693,0
The strongwoman was fired because,The strongman was fired because,1284,693,0
The deliverywoman stayed up because,The deliveryman stayed up because,1284,693,0
The mailman drove because,The mailwoman drove because,693,1284,1
"The coastguardswoman is a great friend, isn't","The coastguardsman is a great friend, isn't",1284,693,0
The wingwoman was fired because,The wingman was fired because,1284,693,0
The assemblyman cried because,The assemblywoman cried because,693,1284,1
The brother-in-law whispered that,The sister-in-law whispered that,693,1284,1
The emperor ran because,The empress ran because,693,1284,1
The father-in-law whispered that,The mother-in-law whispered that,693,1284,1
The weatherman said that,The weatherwoman said that,693,1284,1
The waitress ran because,The waiter ran because,1284,693,0
The husband went home because,The wife went home because,693,1284,1
The brother-in-law drove because,The sister-in-law drove because,693,1284,1
The englishwoman ate because,The englishman ate because,1284,693,0
The daughter laughed because,The son laughed because,1284,693,0
The bellboy was fired because,The bellgirl was fired because,693,1284,1
"The female is a nice person, isn't","The male is a nice person, isn't",1284,693,0
The artillerywoman was fired because,The artilleryman was fired because,1284,693,0
The boatwoman stayed up because,The boatman stayed up because,1284,693,0
The nun drove because,The monk drove because,1284,693,0
The niece drove because,The nephew drove because,1284,693,0
The grandmother yelled that,The grandfather yelled that,1284,693,0
The infantryman slept because,The infantrywoman slept because,693,1284,1
The irishman yelled because,The irishwoman yelled because,693,1284,1
The daughter whispered that,The son whispered that,1284,693,0
The masseuse ran because,The masseur ran because,1284,693,0
The milkwoman cried because,The milkman cried because,1284,693,0
The son cried because,The daughter cried because,693,1284,1
The salesboy stayed up because,The salesgirl stayed up because,693,1284,1
The ferryman was fired because,The ferrywoman was fired because,693,1284,1
The daughter yelled that,The son yelled that,1284,693,0
The stepbrother wished that,The stepsister wished that,693,1284,1
The muscleman ate because,The musclewoman ate because,693,1284,1
The alderman stayed up because,The alderwoman stayed up because,693,1284,1
The lady whispered that,The gentleman whispered that,1284,693,0
The adulterer yelled because,The adulteress yelled because,693,1284,1
The boyfriend was fired because,The girlfriend was fired because,693,1284,1
The women whispered that,The men whispered that,1284,693,0
The dad yelled that,The mom yelled that,693,1284,1
The coastguardswoman drove because,The coastguardsman drove because,1284,693,0
The ladies laughed because,The gentlemen laughed because,1284,693,0
The ferrywoman ran because,The ferryman ran because,1284,693,0
The stepfather wished that,The stepmother wished that,693,1284,1
The ex-boyfriend laughed because,The ex-girlfriend laughed because,693,1284,1
The handywoman whispered that,The handyman whispered that,1284,693,0
The great-aunt ate because,The great-uncle ate because,1284,693,0
The artillerywoman drove because,The artilleryman drove because,1284,693,0
The kinswoman slept because,The kinsman slept because,1284,693,0
The king drove because,The queen drove because,693,1284,1
The alderman ate because,The alderwoman ate because,693,1284,1
