clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
"The markswoman is a great friend, isn't","The marksman is a great friend, isn't",703,344,0
"The muscleman is a great friend, isn't","The musclewoman is a great friend, isn't",344,703,1
The lady ran because,The gentleman ran because,703,344,0
The ex-girlfriend stayed up because,The ex-boyfriend stayed up because,703,344,0
The deliveryman ran because,The deliverywoman ran because,344,703,1
"The salesman is a nice person, isn't","The saleswoman is a nice person, isn't",344,703,1
"The kinswoman is a nice person, isn't","The kinsman is a nice person, isn't",703,344,0
The frenchman ran because,The frenchwoman ran because,344,703,1
The ex-boyfriend ran because,The ex-girlfriend ran because,344,703,1
The men ate because,The women ate because,344,703,1
The serviceman stayed up because,The servicewoman stayed up because,344,703,1
The godmother wished that,The godfather wished that,703,344,0
The fireman drove because,The firewoman drove because,344,703,1
The godson was fired because,The goddaughter was fired because,344,703,1
The he whispered that,The she whispered that,344,703,1
The clanswoman ran because,The clansman ran because,703,344,0
The gal ran because,The guy ran because,703,344,0
The goddaughter yelled that,The godson yelled that,703,344,0
The lady drove because,The gentleman drove because,703,344,0
The lord ran because,The lady ran because,344,703,1
"The he is a great friend, isn't","The she is a great friend, isn't",344,703,1
The milkwoman yelled because,The milkman yelled because,703,344,0
The monk was promoted because,The nun was promoted because,344,703,1
The nun yelled because,The monk yelled because,703,344,0
The deliveryman wished that,The deliverywoman wished that,344,703,1
The lady wished that,The gentleman wished that,703,344,0
The guy laughed because,The gal laughed because,344,703,1
"The cowboy is a nice person, isn't","The cowgirl is a nice person, isn't",344,703,1
The clanswoman laughed because,The clansman laughed because,703,344,0
The prince slept because,The princess slept because,344,703,1
The nephew ran because,The niece ran because,344,703,1
The masseuse went home because,The masseur went home because,703,344,0
"The barman is a nice person, isn't","The barmaid is a nice person, isn't",344,703,1
The laywoman went home because,The layman went home because,703,344,0
The father-in-law yelled that,The mother-in-law yelled that,344,703,1
The markswoman was fired because,The marksman was fired because,703,344,0
The parisian cried because,The parisienne cried because,344,703,1
The stepsister went home because,The stepbrother went home because,703,344,0
"The ferryman is a nice person, isn't","The ferrywoman is a nice person, isn't",344,703,1
The boatman stayed up because,The boatwoman stayed up because,344,703,1
The kinswoman was fired because,The kinsman was fired because,703,344,0
"The nun is a nice person, isn't","The monk is a nice person, isn't",703,344,0
The irishman laughed because,The irishwoman laughed because,344,703,1
The girl was fired because,The boy was fired because,703,344,0
The deliverywoman stayed up because,The deliveryman stayed up because,703,344,0
The mother yelled because,The father yelled because,703,344,0
"The parisian is a great friend, isn't","The parisienne is a great friend, isn't",344,703,1
The klansman cried because,The klanswoman cried because,344,703,1
"The milkman is a great friend, isn't","The milkwoman is a great friend, isn't",344,703,1
"The bellgirl is a nice person, isn't","The bellboy is a nice person, isn't",703,344,0
The englishman said that,The englishwoman said that,344,703,1
The alderman yelled because,The alderwoman yelled because,344,703,1
The weatherwoman slept because,The weatherman slept because,703,344,0
The schoolboy went home because,The schoolgirl went home because,344,703,1
The busboy wished that,The busgirl wished that,344,703,1
The klansman laughed because,The klanswoman laughed because,344,703,1
The milkman stayed up because,The milkwoman stayed up because,344,703,1
The frenchwoman whispered that,The frenchman whispered that,703,344,0
The assemblyman wished that,The assemblywoman wished that,344,703,1
The congressman was promoted because,The congresswoman was promoted because,344,703,1
The adulterer was fired because,The adulteress was fired because,344,703,1
The alderman stayed up because,The alderwoman stayed up because,344,703,1
The woman said that,The man said that,703,344,0
The wingwoman yelled that,The wingman yelled that,703,344,0
The alderman ate because,The alderwoman ate because,344,703,1
The alderwoman wished that,The alderman wished that,703,344,0
The fisherman stayed up because,The fisherwoman stayed up because,344,703,1
The brother-in-law said that,The sister-in-law said that,344,703,1
The boatman ate because,The boatwoman ate because,344,703,1
The husband was promoted because,The wife was promoted because,344,703,1
The repairman was promoted because,The repairwoman was promoted because,344,703,1
The assemblyman drove because,The assemblywoman drove because,344,703,1
The strongwoman whispered that,The strongman whispered that,703,344,0
The layman ate because,The laywoman ate because,344,703,1
The barman laughed because,The barmaid laughed because,344,703,1
"The handywoman is a nice person, isn't","The handyman is a nice person, isn't",703,344,0
The parisian was fired because,The parisienne was fired because,344,703,1
The princess yelled because,The prince yelled because,703,344,0
The gentlemen laughed because,The ladies laughed because,344,703,1
The handywoman ran because,The handyman ran because,703,344,0
The ex-boyfriend said that,The ex-girlfriend said that,344,703,1
The layman stayed up because,The laywoman stayed up because,344,703,1
The clanswoman said that,The clansman said that,703,344,0
The monk cried because,The nun cried because,344,703,1
The girl yelled because,The boy yelled because,703,344,0
The daughter wished that,The son wished that,703,344,0
The assemblywoman yelled because,The assemblyman yelled because,703,344,0
The king slept because,The queen slept because,344,703,1
The fisherwoman slept because,The fisherman slept because,703,344,0
The englishwoman drove because,The englishman drove because,703,344,0
The monk ran because,The nun ran because,344,703,1
The brother laughed because,The sister laughed because,344,703,1
"The ex-boyfriend is a great friend, isn't","The ex-girlfriend is a great friend, isn't",344,703,1
The infantryman yelled because,The infantrywoman yelled because,344,703,1
The cowboy said that,The cowgirl said that,344,703,1
"The king is a nice person, isn't","The queen is a nice person, isn't",344,703,1
The fisherman drove because,The fisherwoman drove because,344,703,1
The paperboy went home because,The papergirl went home because,344,703,1
The parisienne laughed because,The parisian laughed because,703,344,0
The aunt stayed up because,The uncle stayed up because,703,344,0
The mother-in-law wished that,The father-in-law wished that,703,344,0
The ferryman wished that,The ferrywoman wished that,344,703,1
The ferrywoman wished that,The ferryman wished that,703,344,0
The salesman ate because,The saleswoman ate because,344,703,1
The alderwoman drove because,The alderman drove because,703,344,0
The muscleman stayed up because,The musclewoman stayed up because,344,703,1
The busboy was fired because,The busgirl was fired because,344,703,1
The serviceman whispered that,The servicewoman whispered that,344,703,1
The actor whispered that,The actress whispered that,344,703,1
The husband wished that,The wife wished that,344,703,1
The alderman whispered that,The alderwoman whispered that,344,703,1
The queen cried because,The king cried because,703,344,0
The madwoman yelled because,The madman yelled because,703,344,0
The barman yelled that,The barmaid yelled that,344,703,1
The princess laughed because,The prince laughed because,703,344,0
The barman slept because,The barmaid slept because,344,703,1
"The groom is a nice person, isn't","The bride is a nice person, isn't",344,703,1
The uncle went home because,The aunt went home because,344,703,1
The salesgirl cried because,The salesboy cried because,703,344,0
The musclewoman laughed because,The muscleman laughed because,703,344,0
The brother-in-law yelled because,The sister-in-law yelled because,344,703,1
The masseuse whispered that,The masseur whispered that,703,344,0
The lord slept because,The lady slept because,344,703,1
The daughter-in-law ran because,The son-in-law ran because,703,344,0
The salesman drove because,The saleswoman drove because,344,703,1
"The bellboy is a nice person, isn't","The bellgirl is a nice person, isn't",344,703,1
The princess wished that,The prince wished that,703,344,0
"The madman is a great friend, isn't","The madwoman is a great friend, isn't",344,703,1
"The cowgirl is a nice person, isn't","The cowboy is a nice person, isn't",703,344,0
The godfather was promoted because,The godmother was promoted because,344,703,1
The she whispered that,The he whispered that,703,344,0
The bellgirl stayed up because,The bellboy stayed up because,703,344,0
The godson stayed up because,The goddaughter stayed up because,344,703,1
The deliverywoman drove because,The deliveryman drove because,703,344,0
The layman drove because,The laywoman drove because,344,703,1
The strongman drove because,The strongwoman drove because,344,703,1
"The sorceress is a great friend, isn't","The sorcerer is a great friend, isn't",703,344,0
"The boatman is a nice person, isn't","The boatwoman is a nice person, isn't",344,703,1
The paperboy yelled because,The papergirl yelled because,344,703,1
The ex-girlfriend whispered that,The ex-boyfriend whispered that,703,344,0
The strongman yelled that,The strongwoman yelled that,344,703,1
The servicewoman went home because,The serviceman went home because,703,344,0
The clansman laughed because,The clanswoman laughed because,344,703,1
The girlfriend went home because,The boyfriend went home because,703,344,0
The alderwoman slept because,The alderman slept because,703,344,0
"The infantrywoman is a nice person, isn't","The infantryman is a nice person, isn't",703,344,0
"The barmaid is a nice person, isn't","The barman is a nice person, isn't",703,344,0
The assemblywoman cried because,The assemblyman cried because,703,344,0
The lord whispered that,The lady whispered that,344,703,1
The firewoman ran because,The fireman ran because,703,344,0
The brother-in-law went home because,The sister-in-law went home because,344,703,1
The father drove because,The mother drove because,344,703,1
The grandmother drove because,The grandfather drove because,703,344,0
The milkwoman yelled that,The milkman yelled that,703,344,0
The lady yelled because,The gentleman yelled because,703,344,0
The groom wished that,The bride wished that,344,703,1
The milkman went home because,The milkwoman went home because,344,703,1
The sorcerer was promoted because,The sorceress was promoted because,344,703,1
The stepbrother yelled that,The stepsister yelled that,344,703,1
The masseur drove because,The masseuse drove because,344,703,1
The grandfather ran because,The grandmother ran because,344,703,1
The adulteress was promoted because,The adulterer was promoted because,703,344,0
The niece said that,The nephew said that,703,344,0
"The madwoman is a nice person, isn't","The madman is a nice person, isn't",703,344,0
The uncle drove because,The aunt drove because,344,703,1
"The daughter-in-law is a great friend, isn't","The son-in-law is a great friend, isn't",703,344,0
The parisian whispered that,The parisienne whispered that,344,703,1
The choirgirl cried because,The choirboy cried because,703,344,0
The alderman went home because,The alderwoman went home because,344,703,1
The barmaid was promoted because,The barman was promoted because,703,344,0
The milkman yelled that,The milkwoman yelled that,344,703,1
The brother ate because,The sister ate because,344,703,1
The schoolgirl slept because,The schoolboy slept because,703,344,0
The barman yelled because,The barmaid yelled because,344,703,1
"The deliveryman is a great friend, isn't","The deliverywoman is a great friend, isn't",344,703,1
The barmaid slept because,The barman slept because,703,344,0
The brother cried because,The sister cried because,344,703,1
"The irishman is a great friend, isn't","The irishwoman is a great friend, isn't",344,703,1
The great-uncle drove because,The great-aunt drove because,344,703,1
The ex-girlfriend was promoted because,The ex-boyfriend was promoted because,703,344,0
The male slept because,The female slept because,344,703,1
The lady laughed because,The gentleman laughed because,703,344,0
The alderman yelled that,The alderwoman yelled that,344,703,1
The grandfather said that,The grandmother said that,344,703,1
The goddaughter slept because,The godson slept because,703,344,0
"The ex-boyfriend is a nice person, isn't","The ex-girlfriend is a nice person, isn't",344,703,1
The papergirl yelled that,The paperboy yelled that,703,344,0
The barmaid yelled that,The barman yelled that,703,344,0
The schoolboy drove because,The schoolgirl drove because,344,703,1
The prince was fired because,The princess was fired because,344,703,1
The godson drove because,The goddaughter drove because,344,703,1
The woman wished that,The man wished that,703,344,0
The papergirl was fired because,The paperboy was fired because,703,344,0
The boyfriend yelled because,The girlfriend yelled because,344,703,1
The clansman went home because,The clanswoman went home because,344,703,1
The prince laughed because,The princess laughed because,344,703,1
The men yelled that,The women yelled that,344,703,1
"The parisienne is a great friend, isn't","The parisian is a great friend, isn't",703,344,0
The frenchwoman went home because,The frenchman went home because,703,344,0
The kinsman ate because,The kinswoman ate because,344,703,1
The irishwoman whispered that,The irishman whispered that,703,344,0
The assemblyman cried because,The assemblywoman cried because,344,703,1
The grandmother was promoted because,The grandfather was promoted because,703,344,0
The sorceress cried because,The sorcerer cried because,703,344,0
The sister-in-law slept because,The brother-in-law slept because,703,344,0
"The sister-in-law is a nice person, isn't","The brother-in-law is a nice person, isn't",703,344,0
The papergirl was promoted because,The paperboy was promoted because,703,344,0
The ladies yelled because,The gentlemen yelled because,703,344,0
The princess said that,The prince said that,703,344,0
The nephew yelled because,The niece yelled because,344,703,1
The boatman yelled because,The boatwoman yelled because,344,703,1
The bride went home because,The groom went home because,703,344,0
The sorceress stayed up because,The sorcerer stayed up because,703,344,0
The weatherwoman drove because,The weatherman drove because,703,344,0
The girl ate because,The boy ate because,703,344,0
The congresswoman ate because,The congressman ate because,703,344,0
The madwoman ate because,The madman ate because,703,344,0
The infantryman went home because,The infantrywoman went home because,344,703,1
The parisian wished that,The parisienne wished that,344,703,1
The godmother yelled because,The godfather yelled because,703,344,0
The great-aunt wished that,The great-uncle wished that,703,344,0
The actor wished that,The actress wished that,344,703,1
The marksman ran because,The markswoman ran because,344,703,1
The king was promoted because,The queen was promoted because,344,703,1
The deliverywoman slept because,The deliveryman slept because,703,344,0
The mother-in-law said that,The father-in-law said that,703,344,0
The women was promoted because,The men was promoted because,703,344,0
The weatherman was fired because,The weatherwoman was fired because,344,703,1
The gentleman yelled that,The lady yelled that,344,703,1
The boatwoman said that,The boatman said that,703,344,0
The masseur yelled because,The masseuse yelled because,344,703,1
The madwoman drove because,The madman drove because,703,344,0
The grandmother yelled that,The grandfather yelled that,703,344,0
The stepbrother ate because,The stepsister ate because,344,703,1
The serviceman laughed because,The servicewoman laughed because,344,703,1
The ladies wished that,The gentlemen wished that,703,344,0
The servicewoman ran because,The serviceman ran because,703,344,0
The bellboy drove because,The bellgirl drove because,344,703,1
The mailwoman said that,The mailman said that,703,344,0
The irishman drove because,The irishwoman drove because,344,703,1
The brother yelled because,The sister yelled because,344,703,1
The boyfriend ran because,The girlfriend ran because,344,703,1
"The masseuse is a great friend, isn't","The masseur is a great friend, isn't",703,344,0
The choirboy ate because,The choirgirl ate because,344,703,1
The congresswoman ran because,The congressman ran because,703,344,0
The infantrywoman yelled because,The infantryman yelled because,703,344,0
The brother wished that,The sister wished that,344,703,1
The princess was fired because,The prince was fired because,703,344,0
The bride was fired because,The groom was fired because,703,344,0
The musclewoman yelled that,The muscleman yelled that,703,344,0
The godfather went home because,The godmother went home because,344,703,1
The mailman yelled because,The mailwoman yelled because,344,703,1
The deliveryman laughed because,The deliverywoman laughed because,344,703,1
The godfather whispered that,The godmother whispered that,344,703,1
The deliverywoman wished that,The deliveryman wished that,703,344,0
The madman cried because,The madwoman cried because,344,703,1
The son-in-law went home because,The daughter-in-law went home because,344,703,1
The wingman was promoted because,The wingwoman was promoted because,344,703,1
The alderman ran because,The alderwoman ran because,344,703,1
The masseur cried because,The masseuse cried because,344,703,1
The groom yelled that,The bride yelled that,344,703,1
The englishwoman was promoted because,The englishman was promoted because,703,344,0
The stepmother yelled because,The stepfather yelled because,703,344,0
"The cowboy is a great friend, isn't","The cowgirl is a great friend, isn't",344,703,1
The laywoman slept because,The layman slept because,703,344,0
"The ferryman is a great friend, isn't","The ferrywoman is a great friend, isn't",344,703,1
The frenchwoman was fired because,The frenchman was fired because,703,344,0
The grandmother laughed because,The grandfather laughed because,703,344,0
The masseuse was promoted because,The masseur was promoted because,703,344,0
The marksman ate because,The markswoman ate because,344,703,1
The dad was promoted because,The mom was promoted because,344,703,1
The schoolgirl laughed because,The schoolboy laughed because,703,344,0
The frenchman was promoted because,The frenchwoman was promoted because,344,703,1
The dad went home because,The mom went home because,344,703,1
The prince was promoted because,The princess was promoted because,344,703,1
The stepbrother slept because,The stepsister slept because,344,703,1
The masseuse ate because,The masseur ate because,703,344,0
The fisherwoman yelled that,The fisherman yelled that,703,344,0
The deliverywoman was fired because,The deliveryman was fired because,703,344,0
The klanswoman laughed because,The klansman laughed because,703,344,0
The aunt was promoted because,The uncle was promoted because,703,344,0
The marksman whispered that,The markswoman whispered that,344,703,1
The adulteress yelled because,The adulterer yelled because,703,344,0
The mother ran because,The father ran because,703,344,0
The musclewoman yelled because,The muscleman yelled because,703,344,0
The repairwoman went home because,The repairman went home because,703,344,0
"The grandfather is a nice person, isn't","The grandmother is a nice person, isn't",344,703,1
The stepfather wished that,The stepmother wished that,344,703,1
The parisienne wished that,The parisian wished that,703,344,0
The husband yelled that,The wife yelled that,344,703,1
The salesboy wished that,The salesgirl wished that,344,703,1
The mother ate because,The father ate because,703,344,0
The repairman was fired because,The repairwoman was fired because,344,703,1
The grandmother whispered that,The grandfather whispered that,703,344,0
The bride wished that,The groom wished that,703,344,0
The milkman whispered that,The milkwoman whispered that,344,703,1
The godfather stayed up because,The godmother stayed up because,344,703,1
The sorcerer whispered that,The sorceress whispered that,344,703,1
The markswoman laughed because,The marksman laughed because,703,344,0
The parisienne ran because,The parisian ran because,703,344,0
The husband stayed up because,The wife stayed up because,344,703,1
The busboy drove because,The busgirl drove because,344,703,1
The paperboy was promoted because,The papergirl was promoted because,344,703,1
The frenchman yelled because,The frenchwoman yelled because,344,703,1
The king was fired because,The queen was fired because,344,703,1
The gal yelled because,The guy yelled because,703,344,0
"The repairwoman is a great friend, isn't","The repairman is a great friend, isn't",703,344,0
The adulterer was promoted because,The adulteress was promoted because,344,703,1
The saleswoman stayed up because,The salesman stayed up because,703,344,0
The nun stayed up because,The monk stayed up because,703,344,0
The sister drove because,The brother drove because,703,344,0
The handywoman yelled because,The handyman yelled because,703,344,0
The infantryman wished that,The infantrywoman wished that,344,703,1
The men whispered that,The women whispered that,344,703,1
The papergirl yelled because,The paperboy yelled because,703,344,0
The handywoman yelled that,The handyman yelled that,703,344,0
The salesman was fired because,The saleswoman was fired because,344,703,1
The husband ran because,The wife ran because,344,703,1
The men slept because,The women slept because,344,703,1
The mom whispered that,The dad whispered that,703,344,0
The infantrywoman slept because,The infantryman slept because,703,344,0
"The englishwoman is a nice person, isn't","The englishman is a nice person, isn't",703,344,0
The servicewoman slept because,The serviceman slept because,703,344,0
The irishwoman yelled that,The irishman yelled that,703,344,0
The busgirl laughed because,The busboy laughed because,703,344,0
The female laughed because,The male laughed because,703,344,0
The he ate because,The she ate because,344,703,1
The saleswoman wished that,The salesman wished that,703,344,0
The englishman went home because,The englishwoman went home because,344,703,1
The masseur went home because,The masseuse went home because,344,703,1
The madman ran because,The madwoman ran because,344,703,1
The madman yelled because,The madwoman yelled because,344,703,1
The stepsister drove because,The stepbrother drove because,703,344,0
The dad was fired because,The mom was fired because,344,703,1
The gentlemen whispered that,The ladies whispered that,344,703,1
The deliveryman stayed up because,The deliverywoman stayed up because,344,703,1
The actor laughed because,The actress laughed because,344,703,1
The sister-in-law laughed because,The brother-in-law laughed because,703,344,0
The marksman cried because,The markswoman cried because,344,703,1
The daughter-in-law slept because,The son-in-law slept because,703,344,0
"The weatherman is a nice person, isn't","The weatherwoman is a nice person, isn't",344,703,1
The great-uncle ate because,The great-aunt ate because,344,703,1
The musclewoman went home because,The muscleman went home because,703,344,0
The parisienne stayed up because,The parisian stayed up because,703,344,0
The sorcerer ate because,The sorceress ate because,344,703,1
The salesgirl was promoted because,The salesboy was promoted because,703,344,0
The ferryman drove because,The ferrywoman drove because,344,703,1
The grandmother ate because,The grandfather ate because,703,344,0
"The brother is a great friend, isn't","The sister is a great friend, isn't",344,703,1
"The male is a great friend, isn't","The female is a great friend, isn't",344,703,1
The daughter said that,The son said that,703,344,0
The deliveryman slept because,The deliverywoman slept because,344,703,1
The dad said that,The mom said that,344,703,1
The assemblywoman laughed because,The assemblyman laughed because,703,344,0
The barman said that,The barmaid said that,344,703,1
The adulteress ran because,The adulterer ran because,703,344,0
The busgirl ate because,The busboy ate because,703,344,0
The congresswoman cried because,The congressman cried because,703,344,0
The cowboy was fired because,The cowgirl was fired because,344,703,1
The actor yelled because,The actress yelled because,344,703,1
The irishman was promoted because,The irishwoman was promoted because,344,703,1
The gal stayed up because,The guy stayed up because,703,344,0
The klansman drove because,The klanswoman drove because,344,703,1
The wingman ate because,The wingwoman ate because,344,703,1
The goddaughter was fired because,The godson was fired because,703,344,0
The weatherman cried because,The weatherwoman cried because,344,703,1
The girlfriend laughed because,The boyfriend laughed because,703,344,0
The muscleman ran because,The musclewoman ran because,344,703,1
The irishman yelled because,The irishwoman yelled because,344,703,1
The great-aunt ate because,The great-uncle ate because,703,344,0
The brother yelled that,The sister yelled that,344,703,1
The handywoman said that,The handyman said that,703,344,0
The deliveryman yelled because,The deliverywoman yelled because,344,703,1
"The serviceman is a great friend, isn't","The servicewoman is a great friend, isn't",344,703,1
The assemblyman was promoted because,The assemblywoman was promoted because,344,703,1
"The bellgirl is a great friend, isn't","The bellboy is a great friend, isn't",703,344,0
The handywoman laughed because,The handyman laughed because,703,344,0
The cowgirl drove because,The cowboy drove because,703,344,0
The repairwoman laughed because,The repairman laughed because,703,344,0
The cowgirl ran because,The cowboy ran because,703,344,0
The repairman stayed up because,The repairwoman stayed up because,344,703,1
The son ran because,The daughter ran because,344,703,1
The sister was fired because,The brother was fired because,703,344,0
The grandfather went home because,The grandmother went home because,344,703,1
The salesgirl yelled that,The salesboy yelled that,703,344,0
The repairman went home because,The repairwoman went home because,344,703,1
The repairman laughed because,The repairwoman laughed because,344,703,1
"The schoolgirl is a nice person, isn't","The schoolboy is a nice person, isn't",703,344,0
The musclewoman cried because,The muscleman cried because,703,344,0
The strongman yelled because,The strongwoman yelled because,344,703,1
The princess whispered that,The prince whispered that,703,344,0
The infantrywoman yelled that,The infantryman yelled that,703,344,0
The brother-in-law slept because,The sister-in-law slept because,344,703,1
The female stayed up because,The male stayed up because,703,344,0
The stepbrother whispered that,The stepsister whispered that,344,703,1
The father-in-law laughed because,The mother-in-law laughed because,344,703,1
The choirgirl whispered that,The choirboy whispered that,703,344,0
"The nun is a great friend, isn't","The monk is a great friend, isn't",703,344,0
"The ex-girlfriend is a great friend, isn't","The ex-boyfriend is a great friend, isn't",703,344,0
The adulterer stayed up because,The adulteress stayed up because,344,703,1
The guy wished that,The gal wished that,344,703,1
The milkman wished that,The milkwoman wished that,344,703,1
The female whispered that,The male whispered that,703,344,0
The firewoman was fired because,The fireman was fired because,703,344,0
The female drove because,The male drove because,703,344,0
The groom cried because,The bride cried because,344,703,1
The saleswoman ran because,The salesman ran because,703,344,0
The servicewoman was fired because,The serviceman was fired because,703,344,0
The daughter-in-law cried because,The son-in-law cried because,703,344,0
The male yelled because,The female yelled because,344,703,1
The milkwoman went home because,The milkman went home because,703,344,0
The mailwoman went home because,The mailman went home because,703,344,0
The boy laughed because,The girl laughed because,344,703,1
The salesboy stayed up because,The salesgirl stayed up because,344,703,1
The female ran because,The male ran because,703,344,0
The kinsman yelled that,The kinswoman yelled that,344,703,1
"The boatman is a great friend, isn't","The boatwoman is a great friend, isn't",344,703,1
The sister-in-law whispered that,The brother-in-law whispered that,703,344,0
The laywoman laughed because,The layman laughed because,703,344,0
The repairwoman was promoted because,The repairman was promoted because,703,344,0
The princess yelled that,The prince yelled that,703,344,0
The papergirl drove because,The paperboy drove because,703,344,0
The mom went home because,The dad went home because,703,344,0
The daughter-in-law drove because,The son-in-law drove because,703,344,0
The bellboy laughed because,The bellgirl laughed because,344,703,1
The repairwoman ate because,The repairman ate because,703,344,0
The daughter yelled that,The son yelled that,703,344,0
The great-uncle said that,The great-aunt said that,344,703,1
The brother-in-law drove because,The sister-in-law drove because,344,703,1
The sorceress drove because,The sorcerer drove because,703,344,0
The godmother laughed because,The godfather laughed because,703,344,0
The irishman cried because,The irishwoman cried because,344,703,1
The markswoman was promoted because,The marksman was promoted because,703,344,0
The bellboy ran because,The bellgirl ran because,344,703,1
The laywoman ate because,The layman ate because,703,344,0
The layman laughed because,The laywoman laughed because,344,703,1
The godson said that,The goddaughter said that,344,703,1
The strongman ran because,The strongwoman ran because,344,703,1
The handywoman was fired because,The handyman was fired because,703,344,0
"The sorceress is a nice person, isn't","The sorcerer is a nice person, isn't",703,344,0
The musclewoman slept because,The muscleman slept because,703,344,0
The klanswoman yelled that,The klansman yelled that,703,344,0
The salesman was promoted because,The saleswoman was promoted because,344,703,1
The sister said that,The brother said that,703,344,0
The niece yelled because,The nephew yelled because,703,344,0
The salesgirl said that,The salesboy said that,703,344,0
The strongwoman said that,The strongman said that,703,344,0
The choirboy said that,The choirgirl said that,344,703,1
The congressman whispered that,The congresswoman whispered that,344,703,1
The paperboy cried because,The papergirl cried because,344,703,1
The stepbrother went home because,The stepsister went home because,344,703,1
The irishman ran because,The irishwoman ran because,344,703,1
The niece yelled that,The nephew yelled that,703,344,0
The ex-girlfriend yelled because,The ex-boyfriend yelled because,703,344,0
The choirgirl went home because,The choirboy went home because,703,344,0
The sister-in-law said that,The brother-in-law said that,703,344,0
The infantrywoman wished that,The infantryman wished that,703,344,0
The uncle was promoted because,The aunt was promoted because,344,703,1
The ex-boyfriend whispered that,The ex-girlfriend whispered that,344,703,1
The paperboy yelled that,The papergirl yelled that,344,703,1
The firewoman yelled because,The fireman yelled because,703,344,0
The salesman stayed up because,The saleswoman stayed up because,344,703,1
The daughter-in-law yelled that,The son-in-law yelled that,703,344,0
The markswoman stayed up because,The marksman stayed up because,703,344,0
"The goddaughter is a great friend, isn't","The godson is a great friend, isn't",703,344,0
The adulterer cried because,The adulteress cried because,344,703,1
The nun said that,The monk said that,703,344,0
The sister-in-law went home because,The brother-in-law went home because,703,344,0
The repairman cried because,The repairwoman cried because,344,703,1
The choirboy was promoted because,The choirgirl was promoted because,344,703,1
The choirgirl was promoted because,The choirboy was promoted because,703,344,0
The lady cried because,The gentleman cried because,703,344,0
The cowgirl said that,The cowboy said that,703,344,0
The uncle ran because,The aunt ran because,344,703,1
The strongwoman drove because,The strongman drove because,703,344,0
The marksman stayed up because,The markswoman stayed up because,344,703,1
The klansman stayed up because,The klanswoman stayed up because,344,703,1
"The actor is a great friend, isn't","The actress is a great friend, isn't",344,703,1
The klansman slept because,The klanswoman slept because,344,703,1
The fireman laughed because,The firewoman laughed because,344,703,1
The adulteress stayed up because,The adulterer stayed up because,703,344,0
The strongwoman ate because,The strongman ate because,703,344,0
The godfather ran because,The godmother ran because,344,703,1
The she was fired because,The he was fired because,703,344,0
The nun drove because,The monk drove because,703,344,0
The godson whispered that,The goddaughter whispered that,344,703,1
"The salesgirl is a nice person, isn't","The salesboy is a nice person, isn't",703,344,0
"The woman is a great friend, isn't","The man is a great friend, isn't",703,344,0
The markswoman went home because,The marksman went home because,703,344,0
The alderman slept because,The alderwoman slept because,344,703,1
The repairwoman drove because,The repairman drove because,703,344,0
The mailman ate because,The mailwoman ate because,344,703,1
The firewoman said that,The fireman said that,703,344,0
The englishman wished that,The englishwoman wished that,344,703,1
The boyfriend was promoted because,The girlfriend was promoted because,344,703,1
The man wished that,The woman wished that,344,703,1
The schoolboy ran because,The schoolgirl ran because,344,703,1
The busgirl ran because,The busboy ran because,703,344,0
The godmother stayed up because,The godfather stayed up because,703,344,0
"The man is a nice person, isn't","The woman is a nice person, isn't",344,703,1
The woman ate because,The man ate because,703,344,0
The mom slept because,The dad slept because,703,344,0
"The frenchwoman is a great friend, isn't","The frenchman is a great friend, isn't",703,344,0
The he was promoted because,The she was promoted because,344,703,1
The bellboy was promoted because,The bellgirl was promoted because,344,703,1
The sorceress wished that,The sorcerer wished that,703,344,0
The salesboy ran because,The salesgirl ran because,344,703,1
The laywoman whispered that,The layman whispered that,703,344,0
The ex-boyfriend was promoted because,The ex-girlfriend was promoted because,344,703,1
The barmaid wished that,The barman wished that,703,344,0
The son-in-law was promoted because,The daughter-in-law was promoted because,344,703,1
The grandfather cried because,The grandmother cried because,344,703,1
The markswoman drove because,The marksman drove because,703,344,0
The queen slept because,The king slept because,703,344,0
The godfather was fired because,The godmother was fired because,344,703,1
"The kinsman is a great friend, isn't","The kinswoman is a great friend, isn't",344,703,1
The son laughed because,The daughter laughed because,344,703,1
The deliverywoman yelled that,The deliveryman yelled that,703,344,0
The congresswoman was promoted because,The congressman was promoted because,703,344,0
The guy ate because,The gal ate because,344,703,1
The infantryman said that,The infantrywoman said that,344,703,1
The mailwoman ran because,The mailman ran because,703,344,0
The muscleman yelled that,The musclewoman yelled that,344,703,1
The daughter stayed up because,The son stayed up because,703,344,0
The aunt went home because,The uncle went home because,703,344,0
The deliveryman ate because,The deliverywoman ate because,344,703,1
"The aunt is a great friend, isn't","The uncle is a great friend, isn't",703,344,0
"The goddaughter is a nice person, isn't","The godson is a nice person, isn't",703,344,0
The serviceman yelled because,The servicewoman yelled because,344,703,1
The mailwoman cried because,The mailman cried because,703,344,0
The daughter-in-law went home because,The son-in-law went home because,703,344,0
The bellboy was fired because,The bellgirl was fired because,344,703,1
The busboy said that,The busgirl said that,344,703,1
The mother said that,The father said that,703,344,0
The schoolgirl drove because,The schoolboy drove because,703,344,0
The men went home because,The women went home because,344,703,1
The goddaughter yelled because,The godson yelled because,703,344,0
The actress stayed up because,The actor stayed up because,703,344,0
The fisherman was fired because,The fisherwoman was fired because,344,703,1
The alderman said that,The alderwoman said that,344,703,1
