clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The woman was promoted because,The man was promoted because,1364,568,0
The grandmother whispered that,The grandfather whispered that,1364,568,0
"The frenchman is a great friend, isn't","The frenchwoman is a great friend, isn't",568,1364,1
The groom slept because,The bride slept because,568,1364,1
"The repairman is a great friend, isn't","The repairwoman is a great friend, isn't",568,1364,1
The king slept because,The queen slept because,568,1364,1
"The clanswoman is a nice person, isn't","The clansman is a nice person, isn't",1364,568,0
The son went home because,The daughter went home because,568,1364,1
The grandson yelled because,The granddaughter yelled because,568,1364,1
The handyman cried because,The handywoman cried because,568,1364,1
The man wished that,The woman wished that,568,1364,1
"The strongman is a great friend, isn't","The strongwoman is a great friend, isn't",568,1364,1
The frenchman ran because,The frenchwoman ran because,568,1364,1
The salesboy ran because,The salesgirl ran because,568,1364,1
"The godmother is a great friend, isn't","The godfather is a great friend, isn't",1364,568,0
The boyfriend laughed because,The girlfriend laughed because,568,1364,1
The nephew stayed up because,The niece stayed up because,568,1364,1
The fireman whispered that,The firewoman whispered that,568,1364,1
The kinsman was promoted because,The kinswoman was promoted because,568,1364,1
"The englishman is a great friend, isn't","The englishwoman is a great friend, isn't",568,1364,1
The fireman yelled because,The firewoman yelled because,568,1364,1
The brother yelled because,The sister yelled because,568,1364,1
"The milkwoman is a great friend, isn't","The milkman is a great friend, isn't",1364,568,0
The repairman whispered that,The repairwoman whispered that,568,1364,1
The men yelled because,The women yelled because,568,1364,1
The salesgirl stayed up because,The salesboy stayed up because,1364,568,0
The schoolboy slept because,The schoolgirl slept because,568,1364,1
The father yelled that,The mother yelled that,568,1364,1
"The niece is a nice person, isn't","The nephew is a nice person, isn't",1364,568,0
The son yelled that,The daughter yelled that,568,1364,1
The busgirl whispered that,The busboy whispered that,1364,568,0
The godson was fired because,The goddaughter was fired because,568,1364,1
The he whispered that,The she whispered that,568,1364,1
The kinsman yelled that,The kinswoman yelled that,568,1364,1
"The kinsman is a great friend, isn't","The kinswoman is a great friend, isn't",568,1364,1
The ladies yelled because,The gentlemen yelled because,1364,568,0
The clergywoman wished that,The clergyman wished that,1364,568,0
"The laywoman is a nice person, isn't","The layman is a nice person, isn't",1364,568,0
The gentlemen was promoted because,The ladies was promoted because,568,1364,1
The nephew laughed because,The niece laughed because,568,1364,1
The bride went home because,The groom went home because,1364,568,0
The weatherwoman said that,The weatherman said that,1364,568,0
The irishwoman was fired because,The irishman was fired because,1364,568,0
"The mother-in-law is a great friend, isn't","The father-in-law is a great friend, isn't",1364,568,0
"The father-in-law is a great friend, isn't","The mother-in-law is a great friend, isn't",568,1364,1
The heroine slept because,The hero slept because,1364,568,0
The ex-girlfriend yelled because,The ex-boyfriend yelled because,1364,568,0
The adulterer wished that,The adulteress wished that,568,1364,1
The abbess ran because,The abbot ran because,1364,568,0
The stepmother yelled because,The stepfather yelled because,1364,568,0
The girl stayed up because,The boy stayed up because,1364,568,0
The waiter yelled because,The waitress yelled because,568,1364,1
The parisian whispered that,The parisienne whispered that,568,1364,1
The choirgirl was fired because,The choirboy was fired because,1364,568,0
The hero yelled that,The heroine yelled that,568,1364,1
The father-in-law yelled because,The mother-in-law yelled because,568,1364,1
The uncle ran because,The aunt ran because,568,1364,1
The grandson stayed up because,The granddaughter stayed up because,568,1364,1
The grandfather was fired because,The grandmother was fired because,568,1364,1
The lady went home because,The gentleman went home because,1364,568,0
The godfather said that,The godmother said that,568,1364,1
The assemblywoman said that,The assemblyman said that,1364,568,0
"The assemblywoman is a nice person, isn't","The assemblyman is a nice person, isn't",1364,568,0
The prince wished that,The princess wished that,568,1364,1
The kinswoman stayed up because,The kinsman stayed up because,1364,568,0
The boatwoman wished that,The boatman wished that,1364,568,0
The guy yelled because,The gal yelled because,568,1364,1
The handywoman was promoted because,The handyman was promoted because,1364,568,0
The frenchman said that,The frenchwoman said that,568,1364,1
"The queen is a great friend, isn't","The king is a great friend, isn't",1364,568,0
The female drove because,The male drove because,1364,568,0
The granddaughter whispered that,The grandson whispered that,1364,568,0
The parisienne said that,The parisian said that,1364,568,0
"The gentlemen is a great friend, isn't","The ladies is a great friend, isn't",568,1364,1
The klansman ate because,The klanswoman ate because,568,1364,1
The stepfather yelled because,The stepmother yelled because,568,1364,1
The abbess laughed because,The abbot laughed because,1364,568,0
The masseur yelled because,The masseuse yelled because,568,1364,1
The queen laughed because,The king laughed because,1364,568,0
"The frenchwoman is a great friend, isn't","The frenchman is a great friend, isn't",1364,568,0
The adulteress said that,The adulterer said that,1364,568,0
The strongman cried because,The strongwoman cried because,568,1364,1
The repairwoman ate because,The repairman ate because,1364,568,0
The princess laughed because,The prince laughed because,1364,568,0
The uncle wished that,The aunt wished that,568,1364,1
The gentleman was promoted because,The lady was promoted because,568,1364,1
"The guy is a nice person, isn't","The gal is a nice person, isn't",568,1364,1
The ferryman ran because,The ferrywoman ran because,568,1364,1
The madman slept because,The madwoman slept because,568,1364,1
The godmother slept because,The godfather slept because,1364,568,0
The layman wished that,The laywoman wished that,568,1364,1
The busgirl slept because,The busboy slept because,1364,568,0
The gentlemen said that,The ladies said that,568,1364,1
The princess stayed up because,The prince stayed up because,1364,568,0
The weatherman slept because,The weatherwoman slept because,568,1364,1
The barmaid laughed because,The barman laughed because,1364,568,0
The man yelled because,The woman yelled because,568,1364,1
The kinswoman went home because,The kinsman went home because,1364,568,0
The daughter stayed up because,The son stayed up because,1364,568,0
The she stayed up because,The he stayed up because,1364,568,0
The gentleman yelled because,The lady yelled because,568,1364,1
The daughter yelled because,The son yelled because,1364,568,0
The actor was fired because,The actress was fired because,568,1364,1
The husband was promoted because,The wife was promoted because,568,1364,1
The mother slept because,The father slept because,1364,568,0
The strongwoman cried because,The strongman cried because,1364,568,0
The barman went home because,The barmaid went home because,568,1364,1
The firewoman wished that,The fireman wished that,1364,568,0
The mother ran because,The father ran because,1364,568,0
The daughter-in-law laughed because,The son-in-law laughed because,1364,568,0
The girl was promoted because,The boy was promoted because,1364,568,0
The niece ate because,The nephew ate because,1364,568,0
The busgirl wished that,The busboy wished that,1364,568,0
The parisian was fired because,The parisienne was fired because,568,1364,1
The infantrywoman whispered that,The infantryman whispered that,1364,568,0
The stepmother ran because,The stepfather ran because,1364,568,0
The stepmother was fired because,The stepfather was fired because,1364,568,0
The man yelled that,The woman yelled that,568,1364,1
The busgirl yelled because,The busboy yelled because,1364,568,0
"The assemblywoman is a great friend, isn't","The assemblyman is a great friend, isn't",1364,568,0
The groom wished that,The bride wished that,568,1364,1
The adulterer slept because,The adulteress slept because,568,1364,1
The heroine ate because,The hero ate because,1364,568,0
The barmaid was promoted because,The barman was promoted because,1364,568,0
The frenchwoman ran because,The frenchman ran because,1364,568,0
The daughter-in-law ate because,The son-in-law ate because,1364,568,0
The wife stayed up because,The husband stayed up because,1364,568,0
The bellgirl stayed up because,The bellboy stayed up because,1364,568,0
"The stepfather is a great friend, isn't","The stepmother is a great friend, isn't",568,1364,1
The prince said that,The princess said that,568,1364,1
The ex-girlfriend yelled that,The ex-boyfriend yelled that,1364,568,0
The irishman whispered that,The irishwoman whispered that,568,1364,1
The abbess went home because,The abbot went home because,1364,568,0
The madman whispered that,The madwoman whispered that,568,1364,1
The artillerywoman yelled that,The artilleryman yelled that,1364,568,0
The parisienne was fired because,The parisian was fired because,1364,568,0
The gentleman was fired because,The lady was fired because,568,1364,1
The stepmother ate because,The stepfather ate because,1364,568,0
The clergyman drove because,The clergywoman drove because,568,1364,1
The clansman whispered that,The clanswoman whispered that,568,1364,1
The girl said that,The boy said that,1364,568,0
The adulterer laughed because,The adulteress laughed because,568,1364,1
"The weatherwoman is a great friend, isn't","The weatherman is a great friend, isn't",1364,568,0
The nun said that,The monk said that,1364,568,0
The queen was promoted because,The king was promoted because,1364,568,0
The irishwoman laughed because,The irishman laughed because,1364,568,0
The father-in-law wished that,The mother-in-law wished that,568,1364,1
The lord yelled that,The lady yelled that,568,1364,1
The parisian laughed because,The parisienne laughed because,568,1364,1
"The infantrywoman is a nice person, isn't","The infantryman is a nice person, isn't",1364,568,0
"The salesboy is a nice person, isn't","The salesgirl is a nice person, isn't",568,1364,1
The wife yelled because,The husband yelled because,1364,568,0
The weatherwoman cried because,The weatherman cried because,1364,568,0
The grandmother ate because,The grandfather ate because,1364,568,0
The father-in-law cried because,The mother-in-law cried because,568,1364,1
The adulterer went home because,The adulteress went home because,568,1364,1
"The firewoman is a great friend, isn't","The fireman is a great friend, isn't",1364,568,0
"The mother is a nice person, isn't","The father is a nice person, isn't",1364,568,0
"The schoolboy is a nice person, isn't","The schoolgirl is a nice person, isn't",568,1364,1
The niece went home because,The nephew went home because,1364,568,0
The muscleman was promoted because,The musclewoman was promoted because,568,1364,1
The madman ran because,The madwoman ran because,568,1364,1
The brother slept because,The sister slept because,568,1364,1
The infantryman ate because,The infantrywoman ate because,568,1364,1
The guy yelled that,The gal yelled that,568,1364,1
The musclewoman stayed up because,The muscleman stayed up because,1364,568,0
"The stepmother is a great friend, isn't","The stepfather is a great friend, isn't",1364,568,0
The son said that,The daughter said that,568,1364,1
The grandson went home because,The granddaughter went home because,568,1364,1
The busboy drove because,The busgirl drove because,568,1364,1
The masseur slept because,The masseuse slept because,568,1364,1
The bellgirl said that,The bellboy said that,1364,568,0
The abbot yelled because,The abbess yelled because,568,1364,1
The wingwoman yelled because,The wingman yelled because,1364,568,0
The husband yelled that,The wife yelled that,568,1364,1
The choirgirl ran because,The choirboy ran because,1364,568,0
The schoolgirl ate because,The schoolboy ate because,1364,568,0
The stepmother laughed because,The stepfather laughed because,1364,568,0
The prince went home because,The princess went home because,568,1364,1
The guy whispered that,The gal whispered that,568,1364,1
The choirgirl yelled that,The choirboy yelled that,1364,568,0
The boy whispered that,The girl whispered that,568,1364,1
The assemblyman was promoted because,The assemblywoman was promoted because,568,1364,1
The barman drove because,The barmaid drove because,568,1364,1
The godmother ate because,The godfather ate because,1364,568,0
The boyfriend was promoted because,The girlfriend was promoted because,568,1364,1
The klansman cried because,The klanswoman cried because,568,1364,1
The wingwoman wished that,The wingman wished that,1364,568,0
The deliveryman was fired because,The deliverywoman was fired because,568,1364,1
The lord yelled because,The lady yelled because,568,1364,1
The guy was fired because,The gal was fired because,568,1364,1
The niece whispered that,The nephew whispered that,1364,568,0
The female said that,The male said that,1364,568,0
The kinsman yelled because,The kinswoman yelled because,568,1364,1
The madwoman drove because,The madman drove because,1364,568,0
"The brother-in-law is a nice person, isn't","The sister-in-law is a nice person, isn't",568,1364,1
The wife whispered that,The husband whispered that,1364,568,0
The women laughed because,The men laughed because,1364,568,0
The infantryman slept because,The infantrywoman slept because,568,1364,1
The boatwoman stayed up because,The boatman stayed up because,1364,568,0
The englishman cried because,The englishwoman cried because,568,1364,1
The queen drove because,The king drove because,1364,568,0
The alderman whispered that,The alderwoman whispered that,568,1364,1
The alderman laughed because,The alderwoman laughed because,568,1364,1
"The adulteress is a nice person, isn't","The adulterer is a nice person, isn't",1364,568,0
The alderman said that,The alderwoman said that,568,1364,1
The frenchman was fired because,The frenchwoman was fired because,568,1364,1
The guy laughed because,The gal laughed because,568,1364,1
The wingman was promoted because,The wingwoman was promoted because,568,1364,1
The weatherwoman yelled that,The weatherman yelled that,1364,568,0
The muscleman said that,The musclewoman said that,568,1364,1
The kinswoman ran because,The kinsman ran because,1364,568,0
The women went home because,The men went home because,1364,568,0
The irishman drove because,The irishwoman drove because,568,1364,1
The wingman yelled because,The wingwoman yelled because,568,1364,1
The salesgirl ate because,The salesboy ate because,1364,568,0
The bellgirl wished that,The bellboy wished that,1364,568,0
The groom whispered that,The bride whispered that,568,1364,1
The salesboy whispered that,The salesgirl whispered that,568,1364,1
The godson cried because,The goddaughter cried because,568,1364,1
"The layman is a nice person, isn't","The laywoman is a nice person, isn't",568,1364,1
The monk ate because,The nun ate because,568,1364,1
The lady wished that,The lord wished that,1364,568,0
The ex-girlfriend slept because,The ex-boyfriend slept because,1364,568,0
"The actress is a great friend, isn't","The actor is a great friend, isn't",1364,568,0
The weatherman ran because,The weatherwoman ran because,568,1364,1
The strongman yelled that,The strongwoman yelled that,568,1364,1
The irishwoman stayed up because,The irishman stayed up because,1364,568,0
The strongman said that,The strongwoman said that,568,1364,1
The godson drove because,The goddaughter drove because,568,1364,1
The klansman ran because,The klanswoman ran because,568,1364,1
The male said that,The female said that,568,1364,1
The muscleman stayed up because,The musclewoman stayed up because,568,1364,1
The parisian said that,The parisienne said that,568,1364,1
The repairman went home because,The repairwoman went home because,568,1364,1
The bride said that,The groom said that,1364,568,0
The schoolgirl ran because,The schoolboy ran because,1364,568,0
The brother whispered that,The sister whispered that,568,1364,1
The irishwoman yelled because,The irishman yelled because,1364,568,0
The repairwoman slept because,The repairman slept because,1364,568,0
The uncle yelled that,The aunt yelled that,568,1364,1
The abbot was promoted because,The abbess was promoted because,568,1364,1
"The sister-in-law is a nice person, isn't","The brother-in-law is a nice person, isn't",1364,568,0
The barman stayed up because,The barmaid stayed up because,568,1364,1
"The bellgirl is a great friend, isn't","The bellboy is a great friend, isn't",1364,568,0
The salesgirl was promoted because,The salesboy was promoted because,1364,568,0
The infantrywoman was fired because,The infantryman was fired because,1364,568,0
"The ex-boyfriend is a nice person, isn't","The ex-girlfriend is a nice person, isn't",568,1364,1
The nun cried because,The monk cried because,1364,568,0
The madwoman ate because,The madman ate because,1364,568,0
The kinsman said that,The kinswoman said that,568,1364,1
The brother-in-law ran because,The sister-in-law ran because,568,1364,1
"The wingwoman is a nice person, isn't","The wingman is a nice person, isn't",1364,568,0
The king went home because,The queen went home because,568,1364,1
"The choirboy is a great friend, isn't","The choirgirl is a great friend, isn't",568,1364,1
The kinswoman was fired because,The kinsman was fired because,1364,568,0
The klansman stayed up because,The klanswoman stayed up because,568,1364,1
The artilleryman whispered that,The artillerywoman whispered that,568,1364,1
"The actor is a great friend, isn't","The actress is a great friend, isn't",568,1364,1
"The englishman is a nice person, isn't","The englishwoman is a nice person, isn't",568,1364,1
The adulteress yelled because,The adulterer yelled because,1364,568,0
"The she is a nice person, isn't","The he is a nice person, isn't",1364,568,0
The gal stayed up because,The guy stayed up because,1364,568,0
The sister-in-law ate because,The brother-in-law ate because,1364,568,0
The busgirl drove because,The busboy drove because,1364,568,0
The masseur went home because,The masseuse went home because,568,1364,1
The lady stayed up because,The gentleman stayed up because,1364,568,0
The princess was fired because,The prince was fired because,1364,568,0
The frenchwoman went home because,The frenchman went home because,1364,568,0
The bellboy ran because,The bellgirl ran because,568,1364,1
The gentlemen went home because,The ladies went home because,568,1364,1
The brother was fired because,The sister was fired because,568,1364,1
The firewoman ran because,The fireman ran because,1364,568,0
The aunt ran because,The uncle ran because,1364,568,0
The stepfather ate because,The stepmother ate because,568,1364,1
The fireman ran because,The firewoman ran because,568,1364,1
The salesgirl was fired because,The salesboy was fired because,1364,568,0
The kinsman went home because,The kinswoman went home because,568,1364,1
The boy cried because,The girl cried because,568,1364,1
The son-in-law went home because,The daughter-in-law went home because,568,1364,1
The clanswoman slept because,The clansman slept because,1364,568,0
The wingman wished that,The wingwoman wished that,568,1364,1
The actress stayed up because,The actor stayed up because,1364,568,0
The repairwoman was fired because,The repairman was fired because,1364,568,0
The boatman yelled that,The boatwoman yelled that,568,1364,1
The parisienne went home because,The parisian went home because,1364,568,0
The boatwoman was fired because,The boatman was fired because,1364,568,0
The woman yelled that,The man yelled that,1364,568,0
The alderman was promoted because,The alderwoman was promoted because,568,1364,1
The milkman cried because,The milkwoman cried because,568,1364,1
The grandmother went home because,The grandfather went home because,1364,568,0
The lord said that,The lady said that,568,1364,1
The englishman wished that,The englishwoman wished that,568,1364,1
The repairman said that,The repairwoman said that,568,1364,1
The son laughed because,The daughter laughed because,568,1364,1
The actor drove because,The actress drove because,568,1364,1
"The madman is a great friend, isn't","The madwoman is a great friend, isn't",568,1364,1
The boatman laughed because,The boatwoman laughed because,568,1364,1
The ex-boyfriend drove because,The ex-girlfriend drove because,568,1364,1
The goddaughter wished that,The godson wished that,1364,568,0
The ferrywoman was promoted because,The ferryman was promoted because,1364,568,0
The husband whispered that,The wife whispered that,568,1364,1
The frenchman laughed because,The frenchwoman laughed because,568,1364,1
The infantrywoman slept because,The infantryman slept because,1364,568,0
The monk yelled because,The nun yelled because,568,1364,1
The mother-in-law laughed because,The father-in-law laughed because,1364,568,0
The handywoman went home because,The handyman went home because,1364,568,0
The deliverywoman ate because,The deliveryman ate because,1364,568,0
The queen went home because,The king went home because,1364,568,0
"The prince is a great friend, isn't","The princess is a great friend, isn't",568,1364,1
The musclewoman yelled because,The muscleman yelled because,1364,568,0
The monk cried because,The nun cried because,568,1364,1
"The parisian is a nice person, isn't","The parisienne is a nice person, isn't",568,1364,1
The woman cried because,The man cried because,1364,568,0
The bellboy yelled that,The bellgirl yelled that,568,1364,1
The handyman stayed up because,The handywoman stayed up because,568,1364,1
The aunt said that,The uncle said that,1364,568,0
The milkwoman was promoted because,The milkman was promoted because,1364,568,0
The actor slept because,The actress slept because,568,1364,1
The daughter ate because,The son ate because,1364,568,0
The waiter said that,The waitress said that,568,1364,1
The weatherman whispered that,The weatherwoman whispered that,568,1364,1
The uncle cried because,The aunt cried because,568,1364,1
"The gentlemen is a nice person, isn't","The ladies is a nice person, isn't",568,1364,1
The mom ran because,The dad ran because,1364,568,0
The barman wished that,The barmaid wished that,568,1364,1
The male cried because,The female cried because,568,1364,1
The gentleman stayed up because,The lady stayed up because,568,1364,1
The stepfather slept because,The stepmother slept because,568,1364,1
The ferrywoman cried because,The ferryman cried because,1364,568,0
The boatwoman drove because,The boatman drove because,1364,568,0
The englishman slept because,The englishwoman slept because,568,1364,1
The niece wished that,The nephew wished that,1364,568,0
The ladies cried because,The gentlemen cried because,1364,568,0
The grandmother wished that,The grandfather wished that,1364,568,0
The choirboy yelled that,The choirgirl yelled that,568,1364,1
"The busboy is a great friend, isn't","The busgirl is a great friend, isn't",568,1364,1
The deliveryman yelled that,The deliverywoman yelled that,568,1364,1
The father whispered that,The mother whispered that,568,1364,1
The mother-in-law drove because,The father-in-law drove because,1364,568,0
The granddaughter yelled because,The grandson yelled because,1364,568,0
"The waitress is a great friend, isn't","The waiter is a great friend, isn't",1364,568,0
The woman laughed because,The man laughed because,1364,568,0
The repairman laughed because,The repairwoman laughed because,568,1364,1
The kinsman ate because,The kinswoman ate because,568,1364,1
"The barman is a great friend, isn't","The barmaid is a great friend, isn't",568,1364,1
The son was fired because,The daughter was fired because,568,1364,1
The masseuse wished that,The masseur wished that,1364,568,0
The wingwoman yelled that,The wingman yelled that,1364,568,0
The princess said that,The prince said that,1364,568,0
The nephew slept because,The niece slept because,568,1364,1
The busboy ran because,The busgirl ran because,568,1364,1
The busgirl cried because,The busboy cried because,1364,568,0
The lady cried because,The gentleman cried because,1364,568,0
The englishwoman ate because,The englishman ate because,1364,568,0
The abbess yelled that,The abbot yelled that,1364,568,0
The assemblywoman drove because,The assemblyman drove because,1364,568,0
The barmaid said that,The barman said that,1364,568,0
The busboy wished that,The busgirl wished that,568,1364,1
The artillerywoman ate because,The artilleryman ate because,1364,568,0
The milkman whispered that,The milkwoman whispered that,568,1364,1
The englishwoman whispered that,The englishman whispered that,1364,568,0
The masseur wished that,The masseuse wished that,568,1364,1
The waitress wished that,The waiter wished that,1364,568,0
The ex-boyfriend whispered that,The ex-girlfriend whispered that,568,1364,1
"The busboy is a nice person, isn't","The busgirl is a nice person, isn't",568,1364,1
The husband yelled because,The wife yelled because,568,1364,1
The son-in-law was promoted because,The daughter-in-law was promoted because,568,1364,1
The bride drove because,The groom drove because,1364,568,0
The mom drove because,The dad drove because,1364,568,0
The schoolgirl slept because,The schoolboy slept because,1364,568,0
"The firewoman is a nice person, isn't","The fireman is a nice person, isn't",1364,568,0
"The clergyman is a nice person, isn't","The clergywoman is a nice person, isn't",568,1364,1
The masseuse yelled because,The masseur yelled because,1364,568,0
The niece said that,The nephew said that,1364,568,0
The sister ran because,The brother ran because,1364,568,0
The man laughed because,The woman laughed because,568,1364,1
The deliveryman laughed because,The deliverywoman laughed because,568,1364,1
The infantrywoman ran because,The infantryman ran because,1364,568,0
The male yelled because,The female yelled because,568,1364,1
The guy drove because,The gal drove because,568,1364,1
The male was promoted because,The female was promoted because,568,1364,1
The handyman drove because,The handywoman drove because,568,1364,1
The woman wished that,The man wished that,1364,568,0
The milkman ran because,The milkwoman ran because,568,1364,1
The assemblyman wished that,The assemblywoman wished that,568,1364,1
The assemblyman laughed because,The assemblywoman laughed because,568,1364,1
The ferrywoman was fired because,The ferryman was fired because,1364,568,0
The barmaid yelled because,The barman yelled because,1364,568,0
The busboy was promoted because,The busgirl was promoted because,568,1364,1
"The deliveryman is a great friend, isn't","The deliverywoman is a great friend, isn't",568,1364,1
The mailwoman cried because,The mailman cried because,1364,568,0
The strongwoman laughed because,The strongman laughed because,1364,568,0
The grandmother cried because,The grandfather cried because,1364,568,0
The handyman ate because,The handywoman ate because,568,1364,1
The repairwoman yelled because,The repairman yelled because,1364,568,0
The grandmother said that,The grandfather said that,1364,568,0
"The clergywoman is a great friend, isn't","The clergyman is a great friend, isn't",1364,568,0
The weatherwoman yelled because,The weatherman yelled because,1364,568,0
The groom yelled because,The bride yelled because,568,1364,1
The weatherman yelled that,The weatherwoman yelled that,568,1364,1
The godmother was promoted because,The godfather was promoted because,1364,568,0
The boy laughed because,The girl laughed because,568,1364,1
The parisienne yelled that,The parisian yelled that,1364,568,0
The salesboy said that,The salesgirl said that,568,1364,1
The ex-girlfriend said that,The ex-boyfriend said that,1364,568,0
The lady laughed because,The lord laughed because,1364,568,0
"The gal is a nice person, isn't","The guy is a nice person, isn't",1364,568,0
The deliveryman stayed up because,The deliverywoman stayed up because,568,1364,1
The masseur stayed up because,The masseuse stayed up because,568,1364,1
The adulterer cried because,The adulteress cried because,568,1364,1
The brother drove because,The sister drove because,568,1364,1
The masseuse slept because,The masseur slept because,1364,568,0
The layman ran because,The laywoman ran because,568,1364,1
The lord laughed because,The lady laughed because,568,1364,1
The godson slept because,The goddaughter slept because,568,1364,1
The abbess cried because,The abbot cried because,1364,568,0
The parisienne yelled because,The parisian yelled because,1364,568,0
The laywoman ate because,The layman ate because,1364,568,0
The mom wished that,The dad wished that,1364,568,0
The bride ate because,The groom ate because,1364,568,0
The irishman ran because,The irishwoman ran because,568,1364,1
The irishman wished that,The irishwoman wished that,568,1364,1
The gentlemen yelled that,The ladies yelled that,568,1364,1
The girl laughed because,The boy laughed because,1364,568,0
The stepfather stayed up because,The stepmother stayed up because,568,1364,1
"The milkman is a nice person, isn't","The milkwoman is a nice person, isn't",568,1364,1
The layman drove because,The laywoman drove because,568,1364,1
The irishwoman whispered that,The irishman whispered that,1364,568,0
The daughter-in-law stayed up because,The son-in-law stayed up because,1364,568,0
The adulteress laughed because,The adulterer laughed because,1364,568,0
The uncle yelled because,The aunt yelled because,568,1364,1
The ferrywoman ran because,The ferryman ran because,1364,568,0
The weatherman cried because,The weatherwoman cried because,568,1364,1
The grandfather drove because,The grandmother drove because,568,1364,1
The frenchman yelled that,The frenchwoman yelled that,568,1364,1
The madman yelled because,The madwoman yelled because,568,1364,1
The boatwoman cried because,The boatman cried because,1364,568,0
The son wished that,The daughter wished that,568,1364,1
The musclewoman laughed because,The muscleman laughed because,1364,568,0
The repairman was fired because,The repairwoman was fired because,568,1364,1
The wingwoman cried because,The wingman cried because,1364,568,0
The infantrywoman ate because,The infantryman ate because,1364,568,0
"The klansman is a nice person, isn't","The klanswoman is a nice person, isn't",568,1364,1
"The artilleryman is a nice person, isn't","The artillerywoman is a nice person, isn't",568,1364,1
The princess slept because,The prince slept because,1364,568,0
The monk drove because,The nun drove because,568,1364,1
"The schoolgirl is a nice person, isn't","The schoolboy is a nice person, isn't",1364,568,0
"The muscleman is a great friend, isn't","The musclewoman is a great friend, isn't",568,1364,1
The sister was promoted because,The brother was promoted because,1364,568,0
The mother-in-law yelled that,The father-in-law yelled that,1364,568,0
The niece ran because,The nephew ran because,1364,568,0
The alderwoman yelled because,The alderman yelled because,1364,568,0
The clergywoman ate because,The clergyman ate because,1364,568,0
The woman yelled because,The man yelled because,1364,568,0
The frenchman slept because,The frenchwoman slept because,568,1364,1
The clergyman laughed because,The clergywoman laughed because,568,1364,1
The men cried because,The women cried because,568,1364,1
The handyman was fired because,The handywoman was fired because,568,1364,1
The abbot said that,The abbess said that,568,1364,1
The wingwoman laughed because,The wingman laughed because,1364,568,0
The fireman wished that,The firewoman wished that,568,1364,1
The kinswoman slept because,The kinsman slept because,1364,568,0
The madman stayed up because,The madwoman stayed up because,568,1364,1
The heroine stayed up because,The hero stayed up because,1364,568,0
The bellgirl went home because,The bellboy went home because,1364,568,0
The daughter ran because,The son ran because,1364,568,0
"The handywoman is a nice person, isn't","The handyman is a nice person, isn't",1364,568,0
The bellgirl ran because,The bellboy ran because,1364,568,0
The nun wished that,The monk wished that,1364,568,0
The niece cried because,The nephew cried because,1364,568,0
The actress cried because,The actor cried because,1364,568,0
The mailman cried because,The mailwoman cried because,568,1364,1
The groom stayed up because,The bride stayed up because,568,1364,1
The godfather was fired because,The godmother was fired because,568,1364,1
The king yelled because,The queen yelled because,568,1364,1
The artillerywoman whispered that,The artilleryman whispered that,1364,568,0
The parisian cried because,The parisienne cried because,568,1364,1
"The schoolboy is a great friend, isn't","The schoolgirl is a great friend, isn't",568,1364,1
The wife yelled that,The husband yelled that,1364,568,0
The prince was promoted because,The princess was promoted because,568,1364,1
The salesgirl went home because,The salesboy went home because,1364,568,0
The lady was fired because,The gentleman was fired because,1364,568,0
The klanswoman ran because,The klansman ran because,1364,568,0
The goddaughter whispered that,The godson whispered that,1364,568,0
The schoolboy whispered that,The schoolgirl whispered that,568,1364,1
The klanswoman went home because,The klansman went home because,1364,568,0
The godson ran because,The goddaughter ran because,568,1364,1
"The son is a nice person, isn't","The daughter is a nice person, isn't",568,1364,1
The daughter-in-law said that,The son-in-law said that,1364,568,0
The musclewoman slept because,The muscleman slept because,1364,568,0
The assemblyman yelled because,The assemblywoman yelled because,568,1364,1
The abbess was fired because,The abbot was fired because,1364,568,0
The lord ate because,The lady ate because,568,1364,1
The lord cried because,The lady cried because,568,1364,1
The ex-boyfriend cried because,The ex-girlfriend cried because,568,1364,1
The princess ate because,The prince ate because,1364,568,0
The mother drove because,The father drove because,1364,568,0
The schoolgirl cried because,The schoolboy cried because,1364,568,0
The adulteress yelled that,The adulterer yelled that,1364,568,0
The frenchman yelled because,The frenchwoman yelled because,568,1364,1
The boyfriend cried because,The girlfriend cried because,568,1364,1
The busboy stayed up because,The busgirl stayed up because,568,1364,1
The goddaughter yelled that,The godson yelled that,1364,568,0
"The heroine is a nice person, isn't","The hero is a nice person, isn't",1364,568,0
The female yelled that,The male yelled that,1364,568,0
The daughter slept because,The son slept because,1364,568,0
The artilleryman cried because,The artillerywoman cried because,568,1364,1
The men ran because,The women ran because,568,1364,1
"The uncle is a great friend, isn't","The aunt is a great friend, isn't",568,1364,1
The repairman was promoted because,The repairwoman was promoted because,568,1364,1
"The son-in-law is a nice person, isn't","The daughter-in-law is a nice person, isn't",568,1364,1
The repairwoman yelled that,The repairman yelled that,1364,568,0
The adulterer was promoted because,The adulteress was promoted because,568,1364,1
The abbess drove because,The abbot drove because,1364,568,0
The brother wished that,The sister wished that,568,1364,1
The wingman drove because,The wingwoman drove because,568,1364,1
The hero whispered that,The heroine whispered that,568,1364,1
The clansman wished that,The clanswoman wished that,568,1364,1
The layman ate because,The laywoman ate because,568,1364,1
The he drove because,The she drove because,568,1364,1
The schoolboy laughed because,The schoolgirl laughed because,568,1364,1
The actor yelled because,The actress yelled because,568,1364,1
The strongwoman ran because,The strongman ran because,1364,568,0
"The gentleman is a great friend, isn't","The lady is a great friend, isn't",568,1364,1
