clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the table, there is a grey jug, a brown bowl, and a red lighter. What color is the jug? A: grey Q: On the floor, you see a green jug and a pink cup. What color is the cup? A:",pink,13705,"Q: On the table, there is a grey jug, a brown bowl, and a red lighter. What color is the jug? A: grey Q: On the floor, you see a purple envelope and a grey lighter. What color is the envelope? A:",purple,20203
"Q: On the floor, I see a blue bowl, a pink puzzle, a black plate, and a yellow ball. What color is the puzzle? A: pink Q: On the floor, you see a pink puzzle and a red ball. What color is the puzzle? A:",pink,13705,"Q: On the floor, I see a blue bowl, a pink puzzle, a black plate, and a yellow ball. What color is the puzzle? A: pink Q: On the floor, you see a gold ball and a black puzzle. What color is the puzzle? A:",black,3455
"Q: On the desk, there is a pink cup, a red puzzle, a purple plate, and a green bowl. What color is the bowl? A: green Q: On the floor, I see a yellow notebook, a silver jug, and a brown envelope. What color is the jug? A:",silver,10514,"Q: On the desk, there is a pink cup, a red puzzle, a purple plate, and a green bowl. What color is the bowl? A: green Q: On the floor, I see a silver jug, a red cup, and a pink bowl. What color is the bowl? A:",pink,13705
"Q: On the floor, I see a red notebook, a blue cup, and a purple pen. What color is the cup? A: blue Q: On the floor, there is a black notebook, a red envelope, a yellow bowl, and a green lighter. What color is the lighter? A:",green,6112,"Q: On the floor, I see a red notebook, a blue cup, and a purple pen. What color is the cup? A: blue Q: On the floor, there is an orange plate, a black ball, a brown envelope, and a silver bowl. What color is the plate? A:",orange,15313
"Q: On the table, you see a yellow jug, a blue cup, a black plate, and a green envelope. What color is the cup? A: blue Q: On the floor, I see a purple plate, a gold bowl, and an orange lighter. What color is the plate? A:",purple,20203,"Q: On the table, you see a yellow jug, a blue cup, a black plate, and a green envelope. What color is the cup? A: blue Q: On the floor, I see a red bowl, a yellow jug, and a brown notebook. What color is the jug? A:",yellow,10452
"Q: On the desk, there is a red notebook, a pink bowl, and a purple puzzle. What color is the puzzle? A: purple Q: On the floor, there is a yellow lighter, a black notebook, a green cup, and a blue jug. What color is the notebook? A:",black,3455,"Q: On the desk, there is a red notebook, a pink bowl, and a purple puzzle. What color is the puzzle? A: purple Q: On the floor, there is a silver pen, a gold notebook, a pink envelope, and a purple bowl. What color is the pen? A:",silver,10514
"Q: On the table, you see a brown lighter, a black pen, a red bowl, and a green notebook. What color is the bowl? A: red Q: On the floor, I see a pink envelope and a silver bottle. What color is the bottle? A:",silver,10514,"Q: On the table, you see a brown lighter, a black pen, a red bowl, and a green notebook. What color is the bowl? A: red Q: On the floor, I see a gold notebook and a red pen. What color is the pen? A:",red,3528
"Q: On the floor, there is a black jug, a blue pen, and a yellow envelope. What color is the pen? A: blue Q: On the floor, there is a blue lighter and a red cup. What color is the cup? A:",red,3528,"Q: On the floor, there is a black jug, a blue pen, and a yellow envelope. What color is the pen? A: blue Q: On the floor, there is a yellow notebook and a pink puzzle. What color is the notebook? A:",yellow,10452
"Q: On the desk, there is a green bowl and an orange lighter. What color is the bowl? A: green Q: On the floor, there is a gold jug and a red plate. What color is the plate? A:",red,3528,"Q: On the desk, there is a green bowl and an orange lighter. What color is the bowl? A: green Q: On the floor, there is a pink ball and an orange cup. What color is the ball? A:",pink,13705
"Q: On the floor, you see a yellow bowl, a green puzzle, a silver jug, and a blue notebook. What color is the puzzle? A: green Q: On the desk, there is a grey jug and a green envelope. What color is the jug? A:",grey,16311,"Q: On the floor, you see a yellow bowl, a green puzzle, a silver jug, and a blue notebook. What color is the puzzle? A: green Q: On the desk, there is a yellow jug and a silver bowl. What color is the bowl? A:",silver,10514
"Q: On the desk, you see a yellow jug, a gold envelope, a pink pen, and a blue puzzle. What color is the envelope? A: gold Q: On the floor, I see a purple jug, a silver pen, and a brown bottle. What color is the bottle? A:",brown,9828,"Q: On the desk, you see a yellow jug, a gold envelope, a pink pen, and a blue puzzle. What color is the envelope? A: gold Q: On the floor, I see a pink pen, a purple bottle, and a red jug. What color is the jug? A:",red,3528
"Q: On the table, you see an orange jug and a green puzzle. What color is the jug? A: orange Q: On the table, I see a black ball and a brown puzzle. What color is the ball? A:",black,3455,"Q: On the table, you see an orange jug and a green puzzle. What color is the jug? A: orange Q: On the table, I see a green bowl and a purple cup. What color is the bowl? A:",green,6112
"Q: On the desk, I see a purple plate, a red notebook, and a gold lighter. What color is the notebook? A: red Q: On the table, you see a green bowl and a purple pen. What color is the bowl? A:",green,6112,"Q: On the desk, I see a purple plate, a red notebook, and a gold lighter. What color is the notebook? A: red Q: On the table, you see a pink cup and a blue lighter. What color is the cup? A:",pink,13705
"Q: On the floor, I see a blue lighter and a black plate. What color is the lighter? A: blue Q: On the floor, I see a silver envelope, a gold cup, and a brown bottle. What color is the cup? A:",gold,5782,"Q: On the floor, I see a blue lighter and a black plate. What color is the lighter? A: blue Q: On the floor, I see a black cup, a red pen, and a green plate. What color is the pen? A:",red,3528
"Q: On the floor, there is a pink bottle, a grey plate, an orange notebook, and a silver pen. What color is the notebook? A: orange Q: On the desk, I see a yellow lighter and a brown puzzle. What color is the lighter? A:",yellow,10452,"Q: On the floor, there is a pink bottle, a grey plate, an orange notebook, and a silver pen. What color is the notebook? A: orange Q: On the desk, I see a grey lighter and an orange puzzle. What color is the puzzle? A:",orange,15313
"Q: On the floor, there is a gold jug, a purple envelope, and a red pen. What color is the envelope? A: purple Q: On the desk, I see a brown bowl and a yellow lighter. What color is the bowl? A:",brown,9828,"Q: On the floor, there is a gold jug, a purple envelope, and a red pen. What color is the envelope? A: purple Q: On the desk, I see a red lighter and a grey ball. What color is the ball? A:",grey,16311
"Q: On the desk, there is an orange lighter, a gold bottle, and a yellow envelope. What color is the bottle? A: gold Q: On the floor, I see a blue puzzle, a black ball, a silver plate, and a grey lighter. What color is the puzzle? A:",blue,5813,"Q: On the desk, there is an orange lighter, a gold bottle, and a yellow envelope. What color is the bottle? A: gold Q: On the floor, I see a red bowl, a silver plate, a purple lighter, and a yellow cup. What color is the lighter? A:",purple,20203
"Q: On the desk, you see a grey bowl, a blue plate, a yellow envelope, and a red pen. What color is the envelope? A: yellow Q: On the desk, there is a green plate and a grey jug. What color is the plate? A:",green,6112,"Q: On the desk, you see a grey bowl, a blue plate, a yellow envelope, and a red pen. What color is the envelope? A: yellow Q: On the desk, there is a purple bowl and an orange ball. What color is the ball? A:",orange,15313
"Q: On the table, I see a black plate, a red bottle, a grey envelope, and a blue notebook. What color is the bottle? A: red Q: On the floor, I see an orange ball, a pink bottle, and a green envelope. What color is the bottle? A:",pink,13705,"Q: On the table, I see a black plate, a red bottle, a grey envelope, and a blue notebook. What color is the bottle? A: red Q: On the floor, I see a purple ball, a black envelope, and a blue cup. What color is the envelope? A:",black,3455
"Q: On the table, I see a brown ball and a pink pen. What color is the pen? A: pink Q: On the desk, I see an orange ball, a green bottle, a purple cup, and a yellow jug. What color is the bottle? A:",green,6112,"Q: On the table, I see a brown ball and a pink pen. What color is the pen? A: pink Q: On the desk, I see a grey cup, a black puzzle, a silver bottle, and a purple notebook. What color is the notebook? A:",purple,20203
"Q: On the desk, you see a grey envelope, a silver notebook, and a yellow jug. What color is the jug? A: yellow Q: On the table, there is a pink bottle, a red ball, and a black pen. What color is the ball? A:",red,3528,"Q: On the desk, you see a grey envelope, a silver notebook, and a yellow jug. What color is the jug? A: yellow Q: On the table, there is a red bottle, an orange plate, and a purple ball. What color is the plate? A:",orange,15313
"Q: On the desk, there is an orange puzzle, a yellow pen, and a gold bowl. What color is the puzzle? A: orange Q: On the floor, you see a yellow envelope, a silver bottle, and a purple ball. What color is the bottle? A:",silver,10514,"Q: On the desk, there is an orange puzzle, a yellow pen, and a gold bowl. What color is the puzzle? A: orange Q: On the floor, you see a yellow ball, a gold bowl, and a black puzzle. What color is the puzzle? A:",black,3455
"Q: On the floor, I see a yellow plate and a gold bowl. What color is the bowl? A: gold Q: On the desk, I see a brown bottle, a red cup, and a pink envelope. What color is the envelope? A:",pink,13705,"Q: On the floor, I see a yellow plate and a gold bowl. What color is the bowl? A: gold Q: On the desk, I see a grey puzzle, a green notebook, and a gold envelope. What color is the puzzle? A:",grey,16311
"Q: On the desk, you see a gold puzzle, an orange cup, a purple bottle, and a pink envelope. What color is the envelope? A: pink Q: On the desk, you see a pink lighter, a brown bowl, and a red cup. What color is the lighter? A:",pink,13705,"Q: On the desk, you see a gold puzzle, an orange cup, a purple bottle, and a pink envelope. What color is the envelope? A: pink Q: On the desk, you see a gold envelope, a black notebook, and a grey pen. What color is the pen? A:",grey,16311
"Q: On the floor, you see a black pen and a pink lighter. What color is the lighter? A: pink Q: On the desk, there is a red envelope, a silver pen, a green lighter, and a blue bowl. What color is the pen? A:",silver,10514,"Q: On the floor, you see a black pen and a pink lighter. What color is the lighter? A: pink Q: On the desk, there is a grey lighter, a yellow bottle, a red ball, and a purple plate. What color is the ball? A:",red,3528
"Q: On the desk, you see a gold notebook, a blue plate, a green puzzle, and a brown bottle. What color is the notebook? A: gold Q: On the floor, there is a grey lighter, a gold notebook, and a purple pen. What color is the lighter? A:",grey,16311,"Q: On the desk, you see a gold notebook, a blue plate, a green puzzle, and a brown bottle. What color is the notebook? A: gold Q: On the floor, there is a red bowl, a brown puzzle, and an orange ball. What color is the puzzle? A:",brown,9828
"Q: On the floor, you see a black puzzle, a pink envelope, an orange plate, and a brown pen. What color is the puzzle? A: black Q: On the table, you see a black lighter, a brown bowl, and a grey notebook. What color is the bowl? A:",brown,9828,"Q: On the floor, you see a black puzzle, a pink envelope, an orange plate, and a brown pen. What color is the puzzle? A: black Q: On the table, you see a red plate, a blue bottle, and a pink notebook. What color is the notebook? A:",pink,13705
"Q: On the table, there is a pink bottle, an orange jug, and a blue bowl. What color is the bowl? A: blue Q: On the desk, there is a black envelope and a blue ball. What color is the envelope? A:",black,3455,"Q: On the table, there is a pink bottle, an orange jug, and a blue bowl. What color is the bowl? A: blue Q: On the desk, there is a silver lighter and an orange pen. What color is the pen? A:",orange,15313
"Q: On the table, I see a red pen, a yellow envelope, and a pink plate. What color is the plate? A: pink Q: On the floor, there is a blue envelope and a green notebook. What color is the envelope? A:",blue,5813,"Q: On the table, I see a red pen, a yellow envelope, and a pink plate. What color is the plate? A: pink Q: On the floor, there is a pink plate and a purple puzzle. What color is the puzzle? A:",purple,20203
"Q: On the table, you see a pink lighter, a blue jug, and a brown bottle. What color is the bottle? A: brown Q: On the desk, you see a pink puzzle and a gold lighter. What color is the puzzle? A:",pink,13705,"Q: On the table, you see a pink lighter, a blue jug, and a brown bottle. What color is the bottle? A: brown Q: On the desk, you see a red bottle and a yellow pen. What color is the pen? A:",yellow,10452
"Q: On the floor, you see a pink puzzle and a yellow notebook. What color is the puzzle? A: pink Q: On the table, there is a silver pen and a gold plate. What color is the plate? A:",gold,5782,"Q: On the floor, you see a pink puzzle and a yellow notebook. What color is the puzzle? A: pink Q: On the table, there is a silver puzzle and a brown pen. What color is the pen? A:",brown,9828
"Q: On the floor, you see a silver lighter and a yellow pen. What color is the lighter? A: silver Q: On the floor, you see a brown bowl, a yellow puzzle, an orange cup, and a green ball. What color is the puzzle? A:",yellow,10452,"Q: On the floor, you see a silver lighter and a yellow pen. What color is the lighter? A: silver Q: On the floor, you see a green envelope, a gold plate, a purple lighter, and a blue cup. What color is the lighter? A:",purple,20203
"Q: On the table, there is a grey pen, a black lighter, a silver notebook, and a green cup. What color is the lighter? A: black Q: On the table, there is a yellow notebook and a black envelope. What color is the envelope? A:",black,3455,"Q: On the table, there is a grey pen, a black lighter, a silver notebook, and a green cup. What color is the lighter? A: black Q: On the table, there is a purple ball and an orange cup. What color is the ball? A:",purple,20203
"Q: On the floor, there is a grey ball, a blue bowl, a gold lighter, and a purple bottle. What color is the ball? A: grey Q: On the desk, there is a green pen, a gold bowl, a brown puzzle, and a red cup. What color is the puzzle? A:",brown,9828,"Q: On the floor, there is a grey ball, a blue bowl, a gold lighter, and a purple bottle. What color is the ball? A: grey Q: On the desk, there is a yellow bowl, a grey lighter, a gold puzzle, and a blue ball. What color is the lighter? A:",grey,16311
"Q: On the floor, there is a black bowl, an orange pen, a blue cup, and a gold plate. What color is the bowl? A: black Q: On the table, I see a grey bottle, a green envelope, a gold puzzle, and a pink ball. What color is the puzzle? A:",gold,5782,"Q: On the floor, there is a black bowl, an orange pen, a blue cup, and a gold plate. What color is the bowl? A: black Q: On the table, I see a blue jug, a pink plate, a red notebook, and a gold bottle. What color is the notebook? A:",red,3528
"Q: On the table, you see a silver jug and a pink envelope. What color is the envelope? A: pink Q: On the floor, I see a brown bowl, a red notebook, and a black cup. What color is the bowl? A:",brown,9828,"Q: On the table, you see a silver jug and a pink envelope. What color is the envelope? A: pink Q: On the floor, I see a green lighter, a yellow ball, and a grey notebook. What color is the notebook? A:",grey,16311
"Q: On the desk, there is a grey lighter, a brown bottle, a purple envelope, and a red plate. What color is the plate? A: red Q: On the floor, I see a silver ball, a brown bottle, and a black bowl. What color is the bowl? A:",black,3455,"Q: On the desk, there is a grey lighter, a brown bottle, a purple envelope, and a red plate. What color is the plate? A: red Q: On the floor, I see an orange lighter, a gold bottle, and a silver pen. What color is the lighter? A:",orange,15313
"Q: On the floor, there is a silver bottle, a red lighter, and a green envelope. What color is the envelope? A: green Q: On the floor, there is a pink bowl and a yellow plate. What color is the plate? A:",yellow,10452,"Q: On the floor, there is a silver bottle, a red lighter, and a green envelope. What color is the envelope? A: green Q: On the floor, there is a yellow bowl and a black jug. What color is the jug? A:",black,3455
"Q: On the desk, I see a brown plate and a gold pen. What color is the pen? A: gold Q: On the desk, you see a silver puzzle, a green bowl, a blue bottle, and a black ball. What color is the ball? A:",black,3455,"Q: On the desk, I see a brown plate and a gold pen. What color is the pen? A: gold Q: On the desk, you see a green cup, a pink envelope, a brown plate, and a yellow bowl. What color is the cup? A:",green,6112
"Q: On the floor, there is a yellow envelope, an orange jug, and a purple lighter. What color is the lighter? A: purple Q: On the desk, there is a purple lighter, a pink ball, and a grey notebook. What color is the ball? A:",pink,13705,"Q: On the floor, there is a yellow envelope, an orange jug, and a purple lighter. What color is the lighter? A: purple Q: On the desk, there is a blue bottle, a green plate, and a grey cup. What color is the bottle? A:",blue,5813
"Q: On the table, there is a yellow envelope and a gold ball. What color is the ball? A: gold Q: On the table, I see a purple plate and a silver cup. What color is the cup? A:",silver,10514,"Q: On the table, there is a yellow envelope and a gold ball. What color is the ball? A: gold Q: On the table, I see a blue jug and a gold pen. What color is the pen? A:",gold,5782
"Q: On the floor, you see a grey bowl, a black jug, and a red ball. What color is the bowl? A: grey Q: On the desk, there is a red ball, a black puzzle, a brown cup, and an orange notebook. What color is the ball? A:",red,3528,"Q: On the floor, you see a grey bowl, a black jug, and a red ball. What color is the bowl? A: grey Q: On the desk, there is a pink bottle, a grey plate, a purple notebook, and a blue lighter. What color is the lighter? A:",blue,5813
"Q: On the table, you see a brown notebook, a gold bowl, and a red pen. What color is the bowl? A: gold Q: On the desk, you see a silver cup and a red ball. What color is the cup? A:",silver,10514,"Q: On the table, you see a brown notebook, a gold bowl, and a red pen. What color is the bowl? A: gold Q: On the desk, you see a black pen and an orange jug. What color is the pen? A:",black,3455
"Q: On the table, you see a gold pen, a grey bottle, a black plate, and a yellow envelope. What color is the pen? A: gold Q: On the desk, you see a pink puzzle and a purple pen. What color is the puzzle? A:",pink,13705,"Q: On the table, you see a gold pen, a grey bottle, a black plate, and a yellow envelope. What color is the pen? A: gold Q: On the desk, you see a purple envelope and a grey jug. What color is the envelope? A:",purple,20203
"Q: On the table, you see a grey bottle, a black envelope, and a green lighter. What color is the envelope? A: black Q: On the desk, there is a red notebook, a brown plate, a black cup, and a grey envelope. What color is the notebook? A:",red,3528,"Q: On the table, you see a grey bottle, a black envelope, and a green lighter. What color is the envelope? A: black Q: On the desk, there is a brown jug, a yellow cup, an orange envelope, and a pink pen. What color is the pen? A:",pink,13705
"Q: On the table, there is an orange notebook and a blue lighter. What color is the notebook? A: orange Q: On the table, I see a silver bowl and a purple lighter. What color is the lighter? A:",purple,20203,"Q: On the table, there is an orange notebook and a blue lighter. What color is the notebook? A: orange Q: On the table, I see a yellow ball and a grey pen. What color is the ball? A:",yellow,10452
"Q: On the table, you see a silver bottle and a yellow bowl. What color is the bowl? A: yellow Q: On the desk, I see a pink bottle, a yellow lighter, a brown puzzle, and a black notebook. What color is the bottle? A:",pink,13705,"Q: On the table, you see a silver bottle and a yellow bowl. What color is the bowl? A: yellow Q: On the desk, I see a grey bowl, a black puzzle, a blue ball, and a brown bottle. What color is the ball? A:",blue,5813
"Q: On the floor, I see an orange bottle, a grey bowl, a silver envelope, and a brown cup. What color is the bowl? A: grey Q: On the desk, I see an orange envelope and a black pen. What color is the envelope? A:",orange,15313,"Q: On the floor, I see an orange bottle, a grey bowl, a silver envelope, and a brown cup. What color is the bowl? A: grey Q: On the desk, I see a pink cup and a green plate. What color is the plate? A:",green,6112
"Q: On the table, I see a yellow puzzle, a black jug, and a pink bottle. What color is the puzzle? A: yellow Q: On the desk, you see a black envelope, an orange cup, a pink puzzle, and a blue bowl. What color is the envelope? A:",black,3455,"Q: On the table, I see a yellow puzzle, a black jug, and a pink bottle. What color is the puzzle? A: yellow Q: On the desk, you see a black plate, a pink bottle, a blue notebook, and a gold pen. What color is the notebook? A:",blue,5813
"Q: On the table, there is a pink cup and a yellow puzzle. What color is the cup? A: pink Q: On the table, you see a grey ball, a black jug, and a purple bottle. What color is the ball? A:",grey,16311,"Q: On the table, there is a pink cup and a yellow puzzle. What color is the cup? A: pink Q: On the table, you see a brown jug, a gold envelope, and a blue bowl. What color is the bowl? A:",blue,5813
"Q: On the desk, you see a yellow bowl, a pink cup, a brown ball, and a silver notebook. What color is the bowl? A: yellow Q: On the table, I see a yellow envelope, a brown cup, and an orange bottle. What color is the envelope? A:",yellow,10452,"Q: On the desk, you see a yellow bowl, a pink cup, a brown ball, and a silver notebook. What color is the bowl? A: yellow Q: On the table, I see a pink ball, a silver cup, and a purple bottle. What color is the ball? A:",pink,13705
"Q: On the table, I see a silver notebook, a gold bowl, a pink envelope, and a yellow pen. What color is the bowl? A: gold Q: On the desk, I see a grey puzzle, a black bowl, and a red pen. What color is the pen? A:",red,3528,"Q: On the table, I see a silver notebook, a gold bowl, a pink envelope, and a yellow pen. What color is the bowl? A: gold Q: On the desk, I see a purple ball, a green notebook, and a yellow puzzle. What color is the ball? A:",purple,20203
"Q: On the table, there is a yellow envelope and a blue pen. What color is the envelope? A: yellow Q: On the table, I see a gold plate, a grey jug, a purple bowl, and a yellow notebook. What color is the plate? A:",gold,5782,"Q: On the table, there is a yellow envelope and a blue pen. What color is the envelope? A: yellow Q: On the table, I see a purple ball, a black lighter, a blue notebook, and a red cup. What color is the notebook? A:",blue,5813
"Q: On the floor, I see a pink jug, a silver bottle, and a black lighter. What color is the lighter? A: black Q: On the table, there is an orange puzzle, a red lighter, a gold jug, and a grey notebook. What color is the jug? A:",gold,5782,"Q: On the floor, I see a pink jug, a silver bottle, and a black lighter. What color is the lighter? A: black Q: On the table, there is a blue puzzle, a purple envelope, a yellow jug, and a silver pen. What color is the pen? A:",silver,10514
"Q: On the table, I see a green notebook, a red bottle, and a yellow envelope. What color is the notebook? A: green Q: On the table, I see an orange lighter, a red pen, a gold cup, and a blue puzzle. What color is the lighter? A:",orange,15313,"Q: On the table, I see a green notebook, a red bottle, and a yellow envelope. What color is the notebook? A: green Q: On the table, I see a brown lighter, a purple jug, a green cup, and a red bottle. What color is the cup? A:",green,6112
"Q: On the table, you see a grey bottle, a green lighter, and a pink plate. What color is the lighter? A: green Q: On the table, I see a yellow jug, a green envelope, and a black bowl. What color is the envelope? A:",green,6112,"Q: On the table, you see a grey bottle, a green lighter, and a pink plate. What color is the lighter? A: green Q: On the table, I see a pink envelope, a purple bowl, and a brown notebook. What color is the envelope? A:",pink,13705
"Q: On the desk, there is a black pen, a brown envelope, and an orange bottle. What color is the pen? A: black Q: On the table, you see a yellow lighter and a grey envelope. What color is the lighter? A:",yellow,10452,"Q: On the desk, there is a black pen, a brown envelope, and an orange bottle. What color is the pen? A: black Q: On the table, you see a black plate and a gold pen. What color is the pen? A:",gold,5782
"Q: On the table, there is an orange jug, a pink plate, and a blue cup. What color is the cup? A: blue Q: On the table, you see a grey pen and a purple cup. What color is the pen? A:",grey,16311,"Q: On the table, there is an orange jug, a pink plate, and a blue cup. What color is the cup? A: blue Q: On the table, you see a blue envelope and a green ball. What color is the ball? A:",green,6112
"Q: On the table, there is a silver lighter, an orange cup, and a blue envelope. What color is the cup? A: orange Q: On the floor, you see a silver pen and a brown envelope. What color is the pen? A:",silver,10514,"Q: On the table, there is a silver lighter, an orange cup, and a blue envelope. What color is the cup? A: orange Q: On the floor, you see a pink bowl and an orange jug. What color is the bowl? A:",pink,13705
"Q: On the table, you see a purple envelope, a pink cup, and a black pen. What color is the pen? A: black Q: On the desk, there is a purple puzzle, a black envelope, a green plate, and a grey pen. What color is the pen? A:",grey,16311,"Q: On the table, you see a purple envelope, a pink cup, and a black pen. What color is the pen? A: black Q: On the desk, there is a blue ball, a gold notebook, a yellow pen, and a green bowl. What color is the bowl? A:",green,6112
"Q: On the floor, you see a black lighter, a yellow bottle, and a brown notebook. What color is the lighter? A: black Q: On the floor, I see a grey puzzle, a gold jug, and a silver notebook. What color is the notebook? A:",silver,10514,"Q: On the floor, you see a black lighter, a yellow bottle, and a brown notebook. What color is the lighter? A: black Q: On the floor, I see a red cup, a gold bottle, and an orange plate. What color is the cup? A:",red,3528
"Q: On the desk, there is a black bowl, a blue jug, and a pink ball. What color is the ball? A: pink Q: On the table, you see a gold lighter, a pink notebook, an orange cup, and a purple jug. What color is the jug? A:",purple,20203,"Q: On the desk, there is a black bowl, a blue jug, and a pink ball. What color is the ball? A: pink Q: On the table, you see a yellow plate, a red jug, an orange ball, and a silver cup. What color is the ball? A:",orange,15313
"Q: On the floor, you see a pink puzzle and a yellow ball. What color is the ball? A: yellow Q: On the table, I see a green plate, a black puzzle, and a purple lighter. What color is the puzzle? A:",black,3455,"Q: On the floor, you see a pink puzzle and a yellow ball. What color is the ball? A: yellow Q: On the table, I see a red jug, a pink pen, and a silver ball. What color is the ball? A:",silver,10514
"Q: On the desk, I see an orange pen and a gold envelope. What color is the pen? A: orange Q: On the floor, you see a yellow notebook and a grey jug. What color is the notebook? A:",yellow,10452,"Q: On the desk, I see an orange pen and a gold envelope. What color is the pen? A: orange Q: On the floor, you see a purple lighter and an orange notebook. What color is the lighter? A:",purple,20203
"Q: On the desk, you see a purple notebook, an orange bottle, a red plate, and a brown puzzle. What color is the puzzle? A: brown Q: On the desk, you see a pink puzzle, a brown pen, and an orange bowl. What color is the bowl? A:",orange,15313,"Q: On the desk, you see a purple notebook, an orange bottle, a red plate, and a brown puzzle. What color is the puzzle? A: brown Q: On the desk, you see a blue puzzle, a brown lighter, and a yellow pen. What color is the pen? A:",yellow,10452
"Q: On the desk, you see a grey plate, a black lighter, an orange pen, and a pink bowl. What color is the pen? A: orange Q: On the table, I see a black notebook and a gold ball. What color is the ball? A:",gold,5782,"Q: On the desk, you see a grey plate, a black lighter, an orange pen, and a pink bowl. What color is the pen? A: orange Q: On the table, I see a yellow notebook and a green puzzle. What color is the puzzle? A:",green,6112
"Q: On the desk, there is a pink envelope, a blue plate, and a green jug. What color is the jug? A: green Q: On the desk, there is a purple ball, a silver notebook, and a black bowl. What color is the ball? A:",purple,20203,"Q: On the desk, there is a pink envelope, a blue plate, and a green jug. What color is the jug? A: green Q: On the desk, there is a blue lighter, a red cup, and a green puzzle. What color is the puzzle? A:",green,6112
"Q: On the desk, I see a blue lighter and a brown envelope. What color is the lighter? A: blue Q: On the table, I see a grey jug, a red plate, a black cup, and a pink bowl. What color is the jug? A:",grey,16311,"Q: On the desk, I see a blue lighter and a brown envelope. What color is the lighter? A: blue Q: On the table, I see a grey notebook, a brown pen, a gold bottle, and an orange plate. What color is the pen? A:",brown,9828
"Q: On the desk, you see a green bottle, a red puzzle, and an orange envelope. What color is the bottle? A: green Q: On the floor, there is a yellow jug, a green lighter, a purple envelope, and a gold puzzle. What color is the envelope? A:",purple,20203,"Q: On the desk, you see a green bottle, a red puzzle, and an orange envelope. What color is the bottle? A: green Q: On the floor, there is a purple ball, a yellow cup, a red envelope, and a grey lighter. What color is the envelope? A:",red,3528
"Q: On the table, there is a green bowl and a gold ball. What color is the ball? A: gold Q: On the table, I see a green puzzle, a brown bowl, and a black pen. What color is the puzzle? A:",green,6112,"Q: On the table, there is a green bowl and a gold ball. What color is the ball? A: gold Q: On the table, I see a black envelope, a blue notebook, and a red jug. What color is the notebook? A:",blue,5813
"Q: On the desk, I see a green bowl, a pink puzzle, a red lighter, and a gold plate. What color is the puzzle? A: pink Q: On the table, I see a green bottle and a gold ball. What color is the bottle? A:",green,6112,"Q: On the desk, I see a green bowl, a pink puzzle, a red lighter, and a gold plate. What color is the puzzle? A: pink Q: On the table, I see a grey bowl and a silver puzzle. What color is the bowl? A:",grey,16311
"Q: On the floor, there is a red pen and a yellow puzzle. What color is the pen? A: red Q: On the floor, you see a grey bowl, a pink envelope, a red plate, and a blue puzzle. What color is the bowl? A:",grey,16311,"Q: On the floor, there is a red pen and a yellow puzzle. What color is the pen? A: red Q: On the floor, you see an orange notebook, a black ball, a grey puzzle, and a blue lighter. What color is the notebook? A:",orange,15313
"Q: On the desk, you see a yellow jug and a brown pen. What color is the jug? A: yellow Q: On the floor, I see a brown bottle and a pink puzzle. What color is the bottle? A:",brown,9828,"Q: On the desk, you see a yellow jug and a brown pen. What color is the jug? A: yellow Q: On the floor, I see a green cup and a yellow jug. What color is the jug? A:",yellow,10452
"Q: On the desk, there is a yellow notebook, a gold lighter, and an orange plate. What color is the plate? A: orange Q: On the floor, there is a red pen and a green jug. What color is the jug? A:",green,6112,"Q: On the desk, there is a yellow notebook, a gold lighter, and an orange plate. What color is the plate? A: orange Q: On the floor, there is a brown plate and a yellow lighter. What color is the lighter? A:",yellow,10452
"Q: On the table, I see a gold bottle, a pink cup, and an orange pen. What color is the pen? A: orange Q: On the table, there is a pink cup, a grey ball, a purple lighter, and a brown bottle. What color is the ball? A:",grey,16311,"Q: On the table, I see a gold bottle, a pink cup, and an orange pen. What color is the pen? A: orange Q: On the table, there is a silver bottle, an orange ball, a blue plate, and a brown jug. What color is the bottle? A:",silver,10514
"Q: On the floor, I see a blue envelope, a grey pen, a yellow bottle, and a purple jug. What color is the envelope? A: blue Q: On the floor, I see an orange jug, a purple ball, a silver bottle, and a grey lighter. What color is the jug? A:",orange,15313,"Q: On the floor, I see a blue envelope, a grey pen, a yellow bottle, and a purple jug. What color is the envelope? A: blue Q: On the floor, I see a gold puzzle, a black plate, a purple envelope, and a red pen. What color is the envelope? A:",purple,20203
"Q: On the table, you see a silver cup and a yellow plate. What color is the plate? A: yellow Q: On the table, there is a yellow lighter and a gold notebook. What color is the notebook? A:",gold,5782,"Q: On the table, you see a silver cup and a yellow plate. What color is the plate? A: yellow Q: On the table, there is a silver puzzle and a gold bottle. What color is the puzzle? A:",silver,10514
"Q: On the desk, there is a green pen, a blue envelope, a grey puzzle, and a brown notebook. What color is the puzzle? A: grey Q: On the desk, there is a yellow notebook, a green lighter, a grey cup, and a purple ball. What color is the lighter? A:",green,6112,"Q: On the desk, there is a green pen, a blue envelope, a grey puzzle, and a brown notebook. What color is the puzzle? A: grey Q: On the desk, there is a silver plate, a red pen, a green bottle, and a pink puzzle. What color is the plate? A:",silver,10514
