clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the floor, you see a yellow textbook, a black bowl, and an orange notebook. What color is the bowl? A: black Q: On the desk, I see a yellow lighter and a grey cup. What color is the lighter? A:",yellow,8862,"Q: On the floor, you see a yellow textbook, a black bowl, and an orange notebook. What color is the bowl? A: black Q: On the desk, I see an orange ball and a black necklace. What color is the ball? A:",orange,13735
"Q: On the desk, I see a pink jug, a silver puzzle, and a black bottle. What color is the puzzle? A: silver Q: On the desk, you see a gold bottle and a blue ball. What color is the bottle? A:",gold,5328,"Q: On the desk, I see a pink jug, a silver puzzle, and a black bottle. What color is the puzzle? A: silver Q: On the desk, you see a red envelope and a silver jug. What color is the envelope? A:",red,2502
"Q: On the desk, there is a silver lighter, a blue mug, and a black necklace. What color is the necklace? A: black Q: On the desk, you see a black pencil and a purple envelope. What color is the pencil? A:",black,2806,"Q: On the desk, there is a silver lighter, a blue mug, and a black necklace. What color is the necklace? A: black Q: On the desk, you see a red bowl and a green pen. What color is the pen? A:",green,4759
"Q: On the table, I see a red bowl, a grey ball, and a purple jug. What color is the ball? A: grey Q: On the table, I see a black ball, a green bottle, and a silver puzzle. What color is the bottle? A:",green,4759,"Q: On the table, I see a red bowl, a grey ball, and a purple jug. What color is the ball? A: grey Q: On the table, I see a brown mug, a black bottle, and a gold puzzle. What color is the puzzle? A:",gold,5328
"Q: On the table, you see a grey envelope, a silver notebook, and an orange textbook. What color is the envelope? A: grey Q: On the desk, you see a green necklace and a silver textbook. What color is the necklace? A:",green,4759,"Q: On the table, you see a grey envelope, a silver notebook, and an orange textbook. What color is the envelope? A: grey Q: On the desk, you see a yellow lighter and a pink bottle. What color is the lighter? A:",yellow,8862
"Q: On the desk, there is a purple textbook, a blue pencil, a pink jug, and a brown puzzle. What color is the pencil? A: blue Q: On the table, you see a blue plate, a silver envelope, and a green textbook. What color is the textbook? A:",green,4759,"Q: On the desk, there is a purple textbook, a blue pencil, a pink jug, and a brown puzzle. What color is the pencil? A: blue Q: On the table, you see a brown textbook, a pink lighter, and a silver puzzle. What color is the lighter? A:",pink,14863
"Q: On the table, there is a purple lighter, a yellow textbook, and a pink cup. What color is the lighter? A: purple Q: On the floor, there is a green lighter, a silver notebook, a yellow textbook, and an orange plate. What color is the textbook? A:",yellow,8862,"Q: On the table, there is a purple lighter, a yellow textbook, and a pink cup. What color is the lighter? A: purple Q: On the floor, there is a pink bottle, a brown bowl, a yellow envelope, and a purple ball. What color is the ball? A:",purple,19445
"Q: On the table, there is a gold lighter, a blue bottle, a pink notebook, and a purple jug. What color is the jug? A: purple Q: On the desk, I see a pink ball, a black puzzle, a red pencil, and a blue lighter. What color is the ball? A:",pink,14863,"Q: On the table, there is a gold lighter, a blue bottle, a pink notebook, and a purple jug. What color is the jug? A: purple Q: On the desk, I see a purple ball, a red lighter, a black notebook, and a brown puzzle. What color is the notebook? A:",black,2806
"Q: On the table, there is a pink necklace and a grey plate. What color is the plate? A: grey Q: On the table, I see a green pencil and a silver puzzle. What color is the puzzle? A:",silver,9711,"Q: On the table, there is a pink necklace and a grey plate. What color is the plate? A: grey Q: On the table, I see a brown pencil and a gold bowl. What color is the pencil? A:",brown,8516
"Q: On the table, you see a silver pencil, an orange pen, and a pink envelope. What color is the pen? A: orange Q: On the table, I see a pink bottle and an orange plate. What color is the bottle? A:",pink,14863,"Q: On the table, you see a silver pencil, an orange pen, and a pink envelope. What color is the pen? A: orange Q: On the table, I see a red ball and a gold puzzle. What color is the ball? A:",red,2502
"Q: On the table, you see a green envelope and a red puzzle. What color is the puzzle? A: red Q: On the table, I see a brown plate, an orange notebook, a yellow puzzle, and a black pencil. What color is the puzzle? A:",yellow,8862,"Q: On the table, you see a green envelope and a red puzzle. What color is the puzzle? A: red Q: On the table, I see a blue pen, a gold bowl, a red lighter, and a pink jug. What color is the jug? A:",pink,14863
"Q: On the table, there is a pink envelope, a purple plate, and a silver lighter. What color is the plate? A: purple Q: On the table, you see a green necklace, a pink textbook, a gold bottle, and a blue cup. What color is the cup? A:",blue,4797,"Q: On the table, there is a pink envelope, a purple plate, and a silver lighter. What color is the plate? A: purple Q: On the table, you see a black pen, a pink necklace, a blue pencil, and a gold jug. What color is the pen? A:",black,2806
"Q: On the floor, there is a yellow jug and an orange envelope. What color is the jug? A: yellow Q: On the table, I see a blue notebook, a yellow ball, and a black envelope. What color is the envelope? A:",black,2806,"Q: On the floor, there is a yellow jug and an orange envelope. What color is the jug? A: yellow Q: On the table, I see a silver pen, a green notebook, and a red plate. What color is the pen? A:",silver,9711
"Q: On the floor, I see an orange mug, a green bottle, a grey lighter, and a yellow necklace. What color is the lighter? A: grey Q: On the table, I see an orange jug, a pink notebook, and a purple mug. What color is the jug? A:",orange,13735,"Q: On the floor, I see an orange mug, a green bottle, a grey lighter, and a yellow necklace. What color is the lighter? A: grey Q: On the table, I see a silver jug, a pink textbook, and a gold necklace. What color is the necklace? A:",gold,5328
"Q: On the table, you see a silver pencil, a grey necklace, a brown textbook, and a red plate. What color is the textbook? A: brown Q: On the floor, I see a gold textbook, a silver ball, and a brown bottle. What color is the textbook? A:",gold,5328,"Q: On the table, you see a silver pencil, a grey necklace, a brown textbook, and a red plate. What color is the textbook? A: brown Q: On the floor, I see a grey envelope, a silver mug, and a brown bottle. What color is the bottle? A:",brown,8516
"Q: On the desk, I see a yellow lighter and a blue necklace. What color is the lighter? A: yellow Q: On the table, I see an orange cup, a pink mug, a green pencil, and a yellow bottle. What color is the bottle? A:",yellow,8862,"Q: On the desk, I see a yellow lighter and a blue necklace. What color is the lighter? A: yellow Q: On the table, I see a yellow plate, a black mug, a pink cup, and a brown puzzle. What color is the puzzle? A:",brown,8516
"Q: On the floor, I see a black ball and a purple plate. What color is the ball? A: black Q: On the desk, you see a black plate and a pink puzzle. What color is the plate? A:",black,2806,"Q: On the floor, I see a black ball and a purple plate. What color is the ball? A: black Q: On the desk, you see a silver bottle and a red lighter. What color is the bottle? A:",silver,9711
"Q: On the desk, there is a green pen and a yellow jug. What color is the pen? A: green Q: On the table, you see a grey puzzle, a black plate, and a purple ball. What color is the plate? A:",black,2806,"Q: On the desk, there is a green pen and a yellow jug. What color is the pen? A: green Q: On the table, you see a yellow plate, a brown bowl, and a gold envelope. What color is the envelope? A:",gold,5328
"Q: On the floor, I see a black necklace, a blue pen, and a silver lighter. What color is the pen? A: blue Q: On the desk, I see a pink pencil and a gold bowl. What color is the pencil? A:",pink,14863,"Q: On the floor, I see a black necklace, a blue pen, and a silver lighter. What color is the pen? A: blue Q: On the desk, I see a black lighter and a brown pen. What color is the pen? A:",brown,8516
"Q: On the table, I see a silver ball and a green mug. What color is the mug? A: green Q: On the desk, there is a yellow textbook, an orange mug, and a grey puzzle. What color is the puzzle? A:",grey,14370,"Q: On the table, I see a silver ball and a green mug. What color is the mug? A: green Q: On the desk, there is a purple pencil, a silver bowl, and a yellow ball. What color is the ball? A:",yellow,8862
"Q: On the floor, there is a blue mug and a black necklace. What color is the mug? A: blue Q: On the desk, you see a pink bowl and a purple cup. What color is the bowl? A:",pink,14863,"Q: On the floor, there is a blue mug and a black necklace. What color is the mug? A: blue Q: On the desk, you see a gold jug and a red pencil. What color is the jug? A:",gold,5328
"Q: On the table, I see a red textbook and a black jug. What color is the textbook? A: red Q: On the floor, I see a purple envelope, an orange textbook, a brown ball, and a gold jug. What color is the jug? A:",gold,5328,"Q: On the table, I see a red textbook and a black jug. What color is the textbook? A: red Q: On the floor, I see a purple cup, a pink textbook, a red jug, and a grey lighter. What color is the textbook? A:",pink,14863
"Q: On the floor, I see a pink cup, a silver bottle, a black pen, and a green puzzle. What color is the cup? A: pink Q: On the table, there is a blue notebook and a black pencil. What color is the notebook? A:",blue,4797,"Q: On the floor, I see a pink cup, a silver bottle, a black pen, and a green puzzle. What color is the cup? A: pink Q: On the table, there is a grey bowl and a gold necklace. What color is the bowl? A:",grey,14370
"Q: On the table, I see a green bottle, a red textbook, and a purple plate. What color is the plate? A: purple Q: On the floor, there is a purple pen, a grey plate, and a red ball. What color is the ball? A:",red,2502,"Q: On the table, I see a green bottle, a red textbook, and a purple plate. What color is the plate? A: purple Q: On the floor, there is a gold plate, a silver mug, and a black ball. What color is the mug? A:",silver,9711
"Q: On the floor, there is a grey envelope and an orange pencil. What color is the pencil? A: orange Q: On the floor, I see a brown pencil, a grey plate, and a blue lighter. What color is the lighter? A:",blue,4797,"Q: On the floor, there is a grey envelope and an orange pencil. What color is the pencil? A: orange Q: On the floor, I see a yellow jug, a grey textbook, and a silver plate. What color is the plate? A:",silver,9711
"Q: On the table, you see a purple envelope and a blue bowl. What color is the envelope? A: purple Q: On the table, there is a purple ball and a silver textbook. What color is the ball? A:",purple,19445,"Q: On the table, you see a purple envelope and a blue bowl. What color is the envelope? A: purple Q: On the table, there is a yellow notebook and a grey pencil. What color is the pencil? A:",grey,14370
"Q: On the floor, you see an orange notebook, a yellow jug, a brown bottle, and a black envelope. What color is the jug? A: yellow Q: On the table, I see a purple bowl, a yellow plate, and a silver pencil. What color is the plate? A:",yellow,8862,"Q: On the floor, you see an orange notebook, a yellow jug, a brown bottle, and a black envelope. What color is the jug? A: yellow Q: On the table, I see a brown envelope, a grey necklace, and a green mug. What color is the mug? A:",green,4759
"Q: On the table, you see a black bowl and a blue pen. What color is the bowl? A: black Q: On the floor, you see a pink ball, a black bottle, a blue jug, and a gold textbook. What color is the ball? A:",pink,14863,"Q: On the table, you see a black bowl and a blue pen. What color is the bowl? A: black Q: On the floor, you see a yellow textbook, a brown envelope, a pink jug, and a gold notebook. What color is the textbook? A:",yellow,8862
"Q: On the floor, you see a yellow pencil and a gold lighter. What color is the pencil? A: yellow Q: On the floor, I see a green notebook, a black puzzle, a gold cup, and a pink bowl. What color is the cup? A:",gold,5328,"Q: On the floor, you see a yellow pencil and a gold lighter. What color is the pencil? A: yellow Q: On the floor, I see an orange cup, a pink envelope, a blue pen, and a grey necklace. What color is the envelope? A:",pink,14863
"Q: On the desk, there is a purple plate, an orange cup, a yellow ball, and a grey textbook. What color is the textbook? A: grey Q: On the desk, there is a silver notebook and a pink lighter. What color is the lighter? A:",pink,14863,"Q: On the desk, there is a purple plate, an orange cup, a yellow ball, and a grey textbook. What color is the textbook? A: grey Q: On the desk, there is a grey necklace and a yellow bottle. What color is the bottle? A:",yellow,8862
"Q: On the floor, you see a silver ball and a brown envelope. What color is the ball? A: silver Q: On the floor, I see a pink bottle and an orange plate. What color is the bottle? A:",pink,14863,"Q: On the floor, you see a silver ball and a brown envelope. What color is the ball? A: silver Q: On the floor, I see a yellow plate and a brown bottle. What color is the plate? A:",yellow,8862
"Q: On the table, I see a red cup, a purple bowl, and a black jug. What color is the jug? A: black Q: On the floor, there is a gold puzzle and a blue pen. What color is the puzzle? A:",gold,5328,"Q: On the table, I see a red cup, a purple bowl, and a black jug. What color is the jug? A: black Q: On the floor, there is a gold notebook and a red puzzle. What color is the puzzle? A:",red,2502
"Q: On the floor, you see a black necklace, a yellow mug, and a brown pencil. What color is the necklace? A: black Q: On the floor, I see a grey jug, a gold bottle, and a silver plate. What color is the jug? A:",grey,14370,"Q: On the floor, you see a black necklace, a yellow mug, and a brown pencil. What color is the necklace? A: black Q: On the floor, I see a purple notebook, a red pen, and a gold mug. What color is the notebook? A:",purple,19445
"Q: On the table, you see a brown plate and a black bottle. What color is the bottle? A: black Q: On the desk, I see a silver puzzle and a black bowl. What color is the puzzle? A:",silver,9711,"Q: On the table, you see a brown plate and a black bottle. What color is the bottle? A: black Q: On the desk, I see a gold pencil and a grey pen. What color is the pen? A:",grey,14370
"Q: On the desk, there is an orange envelope and a silver cup. What color is the cup? A: silver Q: On the desk, there is a black ball, a gold lighter, and an orange pen. What color is the lighter? A:",gold,5328,"Q: On the desk, there is an orange envelope and a silver cup. What color is the cup? A: silver Q: On the desk, there is a pink notebook, a gold necklace, and a purple mug. What color is the notebook? A:",pink,14863
"Q: On the floor, I see a brown plate and a pink pencil. What color is the plate? A: brown Q: On the desk, you see a gold envelope and a grey lighter. What color is the lighter? A:",grey,14370,"Q: On the floor, I see a brown plate and a pink pencil. What color is the plate? A: brown Q: On the desk, you see a purple notebook and a red puzzle. What color is the notebook? A:",purple,19445
"Q: On the floor, I see a red pen, a black necklace, a blue pencil, and a pink plate. What color is the pen? A: red Q: On the floor, there is a red textbook, an orange bottle, a blue notebook, and a grey pencil. What color is the notebook? A:",blue,4797,"Q: On the floor, I see a red pen, a black necklace, a blue pencil, and a pink plate. What color is the pen? A: red Q: On the floor, there is a red jug, a purple mug, a silver puzzle, and a green envelope. What color is the puzzle? A:",silver,9711
"Q: On the floor, you see an orange bowl, a brown bottle, a pink plate, and a purple jug. What color is the bottle? A: brown Q: On the desk, I see a pink mug and a blue ball. What color is the mug? A:",pink,14863,"Q: On the floor, you see an orange bowl, a brown bottle, a pink plate, and a purple jug. What color is the bottle? A: brown Q: On the desk, I see an orange necklace and a green envelope. What color is the necklace? A:",orange,13735
"Q: On the table, I see an orange textbook, a black lighter, and a yellow puzzle. What color is the textbook? A: orange Q: On the desk, I see a yellow bottle, a green jug, and a red mug. What color is the jug? A:",green,4759,"Q: On the table, I see an orange textbook, a black lighter, and a yellow puzzle. What color is the textbook? A: orange Q: On the desk, I see a yellow lighter, a blue cup, and a purple textbook. What color is the lighter? A:",yellow,8862
"Q: On the desk, I see a red textbook, a brown puzzle, and a silver pencil. What color is the puzzle? A: brown Q: On the table, you see a green bottle and a grey pen. What color is the pen? A:",grey,14370,"Q: On the desk, I see a red textbook, a brown puzzle, and a silver pencil. What color is the puzzle? A: brown Q: On the table, you see a black envelope and a blue necklace. What color is the envelope? A:",black,2806
"Q: On the table, there is a silver lighter, a brown envelope, and a green ball. What color is the lighter? A: silver Q: On the floor, there is a brown necklace, a black pen, and a yellow bowl. What color is the necklace? A:",brown,8516,"Q: On the table, there is a silver lighter, a brown envelope, and a green ball. What color is the lighter? A: silver Q: On the floor, there is a green puzzle, a purple envelope, and a pink plate. What color is the plate? A:",pink,14863
"Q: On the floor, you see a blue bowl, a purple bottle, a yellow pencil, and a red puzzle. What color is the bottle? A: purple Q: On the floor, I see a black plate and a purple cup. What color is the plate? A:",black,2806,"Q: On the floor, you see a blue bowl, a purple bottle, a yellow pencil, and a red puzzle. What color is the bottle? A: purple Q: On the floor, I see a red ball and a green puzzle. What color is the puzzle? A:",green,4759
"Q: On the desk, there is a gold lighter, a green jug, a brown bowl, and a black notebook. What color is the lighter? A: gold Q: On the floor, you see a red puzzle, a black lighter, a pink bottle, and a blue jug. What color is the lighter? A:",black,2806,"Q: On the desk, there is a gold lighter, a green jug, a brown bowl, and a black notebook. What color is the lighter? A: gold Q: On the floor, you see a brown necklace, a gold bowl, a grey cup, and an orange pen. What color is the pen? A:",orange,13735
"Q: On the table, you see a blue envelope and a red pen. What color is the pen? A: red Q: On the floor, there is a yellow cup, a blue bowl, and a black pencil. What color is the bowl? A:",blue,4797,"Q: On the table, you see a blue envelope and a red pen. What color is the pen? A: red Q: On the floor, there is a pink jug, a purple cup, and a brown pen. What color is the jug? A:",pink,14863
"Q: On the floor, there is a gold puzzle and a silver notebook. What color is the notebook? A: silver Q: On the floor, you see a red notebook and a purple jug. What color is the jug? A:",purple,19445,"Q: On the floor, there is a gold puzzle and a silver notebook. What color is the notebook? A: silver Q: On the floor, you see a brown pencil and a yellow lighter. What color is the pencil? A:",brown,8516
"Q: On the table, you see a grey mug, an orange necklace, a green jug, and a brown puzzle. What color is the mug? A: grey Q: On the desk, there is a purple cup and a black pencil. What color is the cup? A:",purple,19445,"Q: On the table, you see a grey mug, an orange necklace, a green jug, and a brown puzzle. What color is the mug? A: grey Q: On the desk, there is a pink notebook and a yellow envelope. What color is the envelope? A:",yellow,8862
"Q: On the table, I see a grey pencil, a pink plate, and a purple ball. What color is the ball? A: purple Q: On the floor, I see a brown bowl and an orange lighter. What color is the bowl? A:",brown,8516,"Q: On the table, I see a grey pencil, a pink plate, and a purple ball. What color is the ball? A: purple Q: On the floor, I see a pink lighter and a black necklace. What color is the necklace? A:",black,2806
"Q: On the table, you see a pink puzzle, a brown jug, a gold pen, and a red envelope. What color is the pen? A: gold Q: On the floor, you see a green bottle and a purple cup. What color is the cup? A:",purple,19445,"Q: On the table, you see a pink puzzle, a brown jug, a gold pen, and a red envelope. What color is the pen? A: gold Q: On the floor, you see a brown bowl and a silver jug. What color is the bowl? A:",brown,8516
"Q: On the table, there is a blue textbook and a grey jug. What color is the jug? A: grey Q: On the table, there is a pink bowl, a silver puzzle, a black necklace, and a purple ball. What color is the necklace? A:",black,2806,"Q: On the table, there is a blue textbook and a grey jug. What color is the jug? A: grey Q: On the table, there is a brown bottle, a pink pen, a purple cup, and a black plate. What color is the cup? A:",purple,19445
"Q: On the desk, I see a red puzzle, an orange envelope, a yellow cup, and a green jug. What color is the envelope? A: orange Q: On the desk, there is an orange cup, a red textbook, and a grey envelope. What color is the envelope? A:",grey,14370,"Q: On the desk, I see a red puzzle, an orange envelope, a yellow cup, and a green jug. What color is the envelope? A: orange Q: On the desk, there is a yellow cup, a pink notebook, and a red ball. What color is the notebook? A:",pink,14863
"Q: On the desk, you see a green puzzle and a grey pen. What color is the pen? A: grey Q: On the desk, you see a silver lighter and a yellow notebook. What color is the lighter? A:",silver,9711,"Q: On the desk, you see a green puzzle and a grey pen. What color is the pen? A: grey Q: On the desk, you see a green bowl and a black ball. What color is the ball? A:",black,2806
"Q: On the table, you see a grey bowl, a silver mug, and a yellow notebook. What color is the mug? A: silver Q: On the floor, you see a gold notebook, a green bottle, and a blue jug. What color is the jug? A:",blue,4797,"Q: On the table, you see a grey bowl, a silver mug, and a yellow notebook. What color is the mug? A: silver Q: On the floor, you see a grey mug, a black jug, and a purple puzzle. What color is the jug? A:",black,2806
"Q: On the floor, you see a silver plate and a red lighter. What color is the plate? A: silver Q: On the floor, there is a red jug and a silver pen. What color is the jug? A:",red,2502,"Q: On the floor, you see a silver plate and a red lighter. What color is the plate? A: silver Q: On the floor, there is a pink bottle and a black puzzle. What color is the puzzle? A:",black,2806
"Q: On the desk, there is a grey lighter and a black envelope. What color is the envelope? A: black Q: On the floor, there is a yellow plate, a black pencil, an orange ball, and a silver bottle. What color is the plate? A:",yellow,8862,"Q: On the desk, there is a grey lighter and a black envelope. What color is the envelope? A: black Q: On the floor, there is a purple ball, a silver puzzle, a pink mug, and a blue textbook. What color is the textbook? A:",blue,4797
"Q: On the table, you see a black bowl, a red textbook, a brown notebook, and a green bottle. What color is the notebook? A: brown Q: On the table, you see a silver ball and a yellow pen. What color is the ball? A:",silver,9711,"Q: On the table, you see a black bowl, a red textbook, a brown notebook, and a green bottle. What color is the notebook? A: brown Q: On the table, you see a gold envelope and a green pen. What color is the envelope? A:",gold,5328
"Q: On the table, you see a red jug, a blue mug, a silver cup, and a gold puzzle. What color is the mug? A: blue Q: On the floor, there is a grey textbook, a brown ball, and an orange jug. What color is the jug? A:",orange,13735,"Q: On the table, you see a red jug, a blue mug, a silver cup, and a gold puzzle. What color is the mug? A: blue Q: On the floor, there is a red cup, a blue bottle, and a gold pen. What color is the cup? A:",red,2502
"Q: On the floor, there is a red cup, a grey mug, a yellow ball, and a gold pencil. What color is the mug? A: grey Q: On the desk, there is a purple necklace and a silver jug. What color is the necklace? A:",purple,19445,"Q: On the floor, there is a red cup, a grey mug, a yellow ball, and a gold pencil. What color is the mug? A: grey Q: On the desk, there is a grey necklace and a red notebook. What color is the notebook? A:",red,2502
"Q: On the table, you see a silver jug and a black lighter. What color is the lighter? A: black Q: On the table, you see a silver ball, a brown pen, and a grey mug. What color is the mug? A:",grey,14370,"Q: On the table, you see a silver jug and a black lighter. What color is the lighter? A: black Q: On the table, you see an orange jug, a blue envelope, and a green ball. What color is the jug? A:",orange,13735
"Q: On the desk, you see a green pen, a pink bowl, a brown cup, and a black jug. What color is the pen? A: green Q: On the table, there is a brown envelope, a green textbook, a silver plate, and a blue mug. What color is the mug? A:",blue,4797,"Q: On the desk, you see a green pen, a pink bowl, a brown cup, and a black jug. What color is the pen? A: green Q: On the table, there is a purple ball, a brown envelope, a green necklace, and a red cup. What color is the ball? A:",purple,19445
"Q: On the table, you see a yellow ball, a red notebook, a pink lighter, and a grey jug. What color is the ball? A: yellow Q: On the table, you see a brown mug, an orange pencil, a green ball, and a grey envelope. What color is the envelope? A:",grey,14370,"Q: On the table, you see a yellow ball, a red notebook, a pink lighter, and a grey jug. What color is the ball? A: yellow Q: On the table, you see an orange necklace, a yellow jug, a gold bowl, and a grey mug. What color is the jug? A:",yellow,8862
"Q: On the table, I see a silver necklace, a pink pen, a brown puzzle, and a yellow plate. What color is the plate? A: yellow Q: On the floor, there is a grey pen and a black cup. What color is the pen? A:",grey,14370,"Q: On the table, I see a silver necklace, a pink pen, a brown puzzle, and a yellow plate. What color is the plate? A: yellow Q: On the floor, there is a black cup and a pink puzzle. What color is the cup? A:",black,2806
"Q: On the desk, you see a brown mug and a pink notebook. What color is the mug? A: brown Q: On the desk, I see a blue lighter, a silver plate, a brown notebook, and a grey ball. What color is the plate? A:",silver,9711,"Q: On the desk, you see a brown mug and a pink notebook. What color is the mug? A: brown Q: On the desk, I see a black textbook, a gold notebook, a brown lighter, and a blue pen. What color is the textbook? A:",black,2806
"Q: On the table, I see a black puzzle and a yellow lighter. What color is the puzzle? A: black Q: On the table, there is a purple notebook and a brown cup. What color is the notebook? A:",purple,19445,"Q: On the table, I see a black puzzle and a yellow lighter. What color is the puzzle? A: black Q: On the table, there is a pink envelope and a yellow notebook. What color is the envelope? A:",pink,14863
"Q: On the table, I see a red puzzle and a yellow bottle. What color is the puzzle? A: red Q: On the floor, I see a grey puzzle, a gold textbook, and an orange lighter. What color is the lighter? A:",orange,13735,"Q: On the table, I see a red puzzle and a yellow bottle. What color is the puzzle? A: red Q: On the floor, I see a blue pencil, a black envelope, and a yellow pen. What color is the envelope? A:",black,2806
"Q: On the table, you see a red notebook and a brown bowl. What color is the bowl? A: brown Q: On the table, you see a green notebook, an orange bottle, and a yellow textbook. What color is the textbook? A:",yellow,8862,"Q: On the table, you see a red notebook and a brown bowl. What color is the bowl? A: brown Q: On the table, you see a brown jug, a pink notebook, and a yellow textbook. What color is the notebook? A:",pink,14863
"Q: On the floor, you see a yellow notebook, an orange lighter, a blue jug, and a grey ball. What color is the jug? A: blue Q: On the table, you see a silver bowl, a gold ball, and a yellow envelope. What color is the bowl? A:",silver,9711,"Q: On the floor, you see a yellow notebook, an orange lighter, a blue jug, and a grey ball. What color is the jug? A: blue Q: On the table, you see a red pen, a brown notebook, and a silver puzzle. What color is the notebook? A:",brown,8516
"Q: On the desk, you see a grey plate, a brown mug, a black puzzle, and a yellow envelope. What color is the plate? A: grey Q: On the desk, there is a brown puzzle, a gold necklace, and a green lighter. What color is the puzzle? A:",brown,8516,"Q: On the desk, you see a grey plate, a brown mug, a black puzzle, and a yellow envelope. What color is the plate? A: grey Q: On the desk, there is a grey plate, a brown pencil, and a black bottle. What color is the bottle? A:",black,2806
"Q: On the floor, I see a black textbook and an orange puzzle. What color is the puzzle? A: orange Q: On the floor, I see a blue mug, a purple envelope, and a red bowl. What color is the envelope? A:",purple,19445,"Q: On the floor, I see a black textbook and an orange puzzle. What color is the puzzle? A: orange Q: On the floor, I see an orange bowl, a red textbook, and a yellow notebook. What color is the notebook? A:",yellow,8862
"Q: On the floor, there is a purple ball, a silver bottle, and a pink pencil. What color is the ball? A: purple Q: On the desk, I see a gold necklace, a purple pencil, and a black cup. What color is the cup? A:",black,2806,"Q: On the floor, there is a purple ball, a silver bottle, and a pink pencil. What color is the ball? A: purple Q: On the desk, I see a grey plate, an orange bowl, and a green ball. What color is the ball? A:",green,4759
"Q: On the table, you see a gold pencil, a pink jug, and a yellow necklace. What color is the necklace? A: yellow Q: On the floor, I see a blue lighter and a red jug. What color is the jug? A:",red,2502,"Q: On the table, you see a gold pencil, a pink jug, and a yellow necklace. What color is the necklace? A: yellow Q: On the floor, I see a silver bottle and a yellow pen. What color is the pen? A:",yellow,8862
"Q: On the table, there is a black envelope and a grey plate. What color is the envelope? A: black Q: On the floor, there is a brown bowl, a gold jug, a red bottle, and a green pencil. What color is the jug? A:",gold,5328,"Q: On the table, there is a black envelope and a grey plate. What color is the envelope? A: black Q: On the floor, there is a purple puzzle, a pink bowl, a gold notebook, and a black cup. What color is the cup? A:",black,2806
"Q: On the floor, you see a purple pencil and a gold notebook. What color is the pencil? A: purple Q: On the floor, there is a purple textbook and a pink puzzle. What color is the textbook? A:",purple,19445,"Q: On the floor, you see a purple pencil and a gold notebook. What color is the pencil? A: purple Q: On the floor, there is a blue jug and a gold envelope. What color is the jug? A:",blue,4797
"Q: On the desk, you see an orange envelope, a yellow mug, and a red necklace. What color is the mug? A: yellow Q: On the table, I see a silver textbook, a green jug, and an orange cup. What color is the textbook? A:",silver,9711,"Q: On the desk, you see an orange envelope, a yellow mug, and a red necklace. What color is the mug? A: yellow Q: On the table, I see a black mug, a brown bottle, and a green jug. What color is the bottle? A:",brown,8516
"Q: On the table, there is a brown puzzle and a green ball. What color is the puzzle? A: brown Q: On the floor, I see a pink puzzle and a gold plate. What color is the plate? A:",gold,5328,"Q: On the table, there is a brown puzzle and a green ball. What color is the puzzle? A: brown Q: On the floor, I see a red pencil and a grey lighter. What color is the lighter? A:",grey,14370
"Q: On the desk, I see a silver lighter, a grey pencil, a gold bottle, and a pink ball. What color is the pencil? A: grey Q: On the table, there is a black notebook, a pink jug, a green plate, and a red pencil. What color is the jug? A:",pink,14863,"Q: On the desk, I see a silver lighter, a grey pencil, a gold bottle, and a pink ball. What color is the pencil? A: grey Q: On the table, there is a black notebook, a silver necklace, a brown bowl, and a pink pencil. What color is the notebook? A:",black,2806
"Q: On the floor, there is a purple pen, a silver plate, and a pink bottle. What color is the plate? A: silver Q: On the table, I see a yellow plate, a brown pencil, an orange envelope, and a purple lighter. What color is the plate? A:",yellow,8862,"Q: On the floor, there is a purple pen, a silver plate, and a pink bottle. What color is the plate? A: silver Q: On the table, I see a red pencil, a silver cup, a black plate, and a pink bottle. What color is the pencil? A:",red,2502
"Q: On the table, I see an orange puzzle, a yellow textbook, a gold plate, and a black pencil. What color is the puzzle? A: orange Q: On the desk, I see a blue necklace, a red notebook, a pink jug, and a brown plate. What color is the jug? A:",pink,14863,"Q: On the table, I see an orange puzzle, a yellow textbook, a gold plate, and a black pencil. What color is the puzzle? A: orange Q: On the desk, I see a purple notebook, an orange pencil, a blue plate, and a grey necklace. What color is the necklace? A:",grey,14370
"Q: On the desk, there is a grey mug and a green jug. What color is the mug? A: grey Q: On the desk, there is a brown necklace, a purple envelope, and a grey puzzle. What color is the necklace? A:",brown,8516,"Q: On the desk, there is a grey mug and a green jug. What color is the mug? A: grey Q: On the desk, there is a brown bottle, a purple envelope, and a gold bowl. What color is the envelope? A:",purple,19445
"Q: On the table, there is a grey puzzle and a silver bottle. What color is the puzzle? A: grey Q: On the table, you see an orange pen, a purple notebook, a brown pencil, and a blue plate. What color is the pen? A:",orange,13735,"Q: On the table, there is a grey puzzle and a silver bottle. What color is the puzzle? A: grey Q: On the table, you see a gold cup, a red lighter, a blue necklace, and an orange pen. What color is the cup? A:",gold,5328
"Q: On the table, I see a red pen and a green bowl. What color is the bowl? A: green Q: On the desk, I see a black ball, a silver pen, a purple textbook, and a blue bowl. What color is the textbook? A:",purple,19445,"Q: On the table, I see a red pen and a green bowl. What color is the bowl? A: green Q: On the desk, I see an orange puzzle, a pink textbook, a blue pencil, and a black mug. What color is the pencil? A:",blue,4797
