Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
98504,-,152-80=,72,141-82=,59,5332,2946
98505,-,152-81=,71,207-111=,96,6028,4161
98506,-,152-82=,70,95-36=,59,2031,2946
98507,-,152-83=,69,57-18=,39,3076,2137
98508,-,152-84=,68,172-33=,139,2614,10125
98509,-,152-85=,67,162-94=,68,3080,2614
98510,-,152-86=,66,285-55=,230,2287,9870
98511,-,152-87=,65,291-176=,115,2397,7322
98512,-,152-88=,64,130-45=,85,1227,5313
98513,-,152-89=,63,299-299=,0,5495,15
98514,-,152-90=,62,119-85=,34,5538,1958
98515,-,152-91=,61,284-138=,146,5547,10465
98516,-,152-92=,60,183-158=,25,1399,914
98517,-,152-93=,59,265-36=,229,2946,14378
98518,-,152-94=,58,72-0=,72,2970,5332
98519,-,152-95=,57,276-218=,58,3226,2970
98520,-,152-96=,56,225-133=,92,3487,6083
98521,-,152-97=,55,199-173=,26,2131,1627
98522,-,152-98=,54,284-275=,9,4370,24
98523,-,152-99=,53,299-58=,241,4331,13341
98524,-,152-100=,52,52-52=,0,4103,15
98525,-,152-101=,51,293-249=,44,3971,2096
98526,-,152-102=,50,281-251=,30,1135,966
98527,-,152-103=,49,127-110=,17,2491,1114
98528,-,152-104=,48,97-35=,62,2166,5538
98529,-,152-105=,47,296-184=,112,2618,7261
98530,-,152-106=,46,294-176=,118,2790,8899
98531,-,152-107=,45,136-54=,82,1774,6086
98532,-,152-108=,44,292-103=,189,2096,9378
98533,-,152-109=,43,229-2=,227,3391,14206
98534,-,152-110=,42,283-56=,227,2983,14206
98535,-,152-111=,41,277-46=,231,3174,12245
98536,-,152-112=,40,239-132=,107,1272,7699
98537,-,152-113=,39,77-74=,3,2137,18
98538,-,152-114=,38,43-32=,11,1987,806
98539,-,152-115=,37,195-86=,109,1806,7743
98540,-,152-116=,36,105-33=,72,1927,5332
98541,-,152-117=,35,39-36=,3,1758,18
98542,-,152-118=,34,256-182=,74,1958,5728
98543,-,152-119=,33,125-110=,15,1644,868
98544,-,152-120=,32,35-32=,3,843,18
98545,-,152-121=,31,261-203=,58,2148,2970
98546,-,152-122=,30,243-70=,173,966,11908
98547,-,152-123=,29,271-261=,10,1682,605
98548,-,152-124=,28,240-34=,206,1591,11056
98549,-,152-125=,27,161-64=,97,1544,3534
98550,-,152-126=,26,240-128=,112,1627,7261
98551,-,152-127=,25,246-227=,19,914,777
98552,-,152-128=,24,229-189=,40,1187,1272
98553,-,152-129=,23,254-100=,154,1419,10559
98554,-,152-130=,22,204-88=,116,1313,8027
98555,-,152-131=,21,143-98=,45,1691,1774
98556,-,152-132=,20,264-117=,147,508,10288
98557,-,152-133=,19,221-49=,172,777,10861
98558,-,152-134=,18,208-195=,13,972,1032
98559,-,152-135=,17,96-77=,19,1114,777
98560,-,152-136=,16,239-196=,43,845,3391
98561,-,152-137=,15,262-50=,212,868,11227
98562,-,152-138=,14,128-127=,1,975,16
98563,-,152-139=,13,199-106=,93,1032,6365
98564,-,152-140=,12,294-275=,19,717,777
98565,-,152-141=,11,79-25=,54,806,4370
98566,-,152-142=,10,257-218=,39,605,2137
98567,-,152-143=,9,103-42=,61,24,5547
98568,-,152-144=,8,96-34=,62,23,5538
98569,-,152-145=,7,285-82=,203,22,9639
98570,-,152-146=,6,266-125=,141,21,9335
98571,-,152-147=,5,265-0=,265,20,14374
98572,-,152-148=,4,221-65=,156,19,10132
98573,-,152-149=,3,178-71=,107,18,7699
98574,-,152-150=,2,171-3=,168,17,8953
98575,-,152-151=,1,219-20=,199,16,2550
98576,-,152-152=,0,225-225=,0,15,15
98577,-,153-0=,153,81-9=,72,9800,5332
98578,-,153-1=,152,235-39=,196,9756,5162
98579,-,153-2=,151,274-232=,42,9690,2983
98580,-,153-3=,150,56-8=,48,3965,2166
98581,-,153-4=,149,81-48=,33,10161,1644
98582,-,153-5=,148,202-79=,123,10410,4513
98583,-,153-6=,147,140-95=,45,10288,1774
98584,-,153-7=,146,38-22=,16,10465,845
98585,-,153-8=,145,259-8=,251,9591,13860
98586,-,153-9=,144,175-103=,72,8929,5332
98587,-,153-10=,143,269-52=,217,10290,13460
98588,-,153-11=,142,182-127=,55,10239,2131
98589,-,153-12=,141,219-7=,212,9335,11227
98590,-,153-13=,140,263-193=,70,6860,2031
98591,-,153-14=,139,260-61=,199,10125,2550
98592,-,153-16=,137,183-123=,60,10148,1399
98593,-,153-17=,136,270-192=,78,9795,2495
98594,-,153-18=,135,257-161=,96,8878,4161
98595,-,153-19=,134,160-49=,111,9565,5037
98596,-,153-20=,133,257-239=,18,9423,972
98597,-,153-21=,132,270-105=,165,9413,10680
98598,-,153-22=,131,243-4=,239,9263,14815
98599,-,153-23=,130,162-37=,125,5894,6549
98600,-,153-24=,129,139-52=,87,9748,4044
98601,-,153-26=,127,174-58=,116,6804,8027
98602,-,153-27=,126,158-78=,80,9390,1490
98603,-,153-28=,125,250-1=,249,6549,14735
98604,-,153-29=,124,123-95=,28,8874,1591
98605,-,153-30=,123,89-15=,74,4513,5728
98606,-,153-31=,122,213-188=,25,8259,914
98607,-,153-32=,121,84-70=,14,7994,975
98608,-,153-33=,120,292-233=,59,4364,2946
98609,-,153-34=,119,290-2=,288,9079,15287
98610,-,153-35=,118,90-67=,23,8899,1419
98611,-,153-36=,117,129-15=,114,8546,8011
98612,-,153-37=,116,245-73=,172,8027,10861
98613,-,153-38=,115,204-107=,97,7322,3534
98614,-,153-39=,114,171-67=,104,8011,6849
98615,-,153-40=,113,295-198=,97,8190,3534
98616,-,153-41=,112,284-59=,225,7261,11057
98617,-,153-42=,111,180-88=,92,5037,6083
98618,-,153-43=,110,280-248=,32,5120,843
98619,-,153-44=,109,296-175=,121,7743,7994
98620,-,153-45=,108,42-13=,29,6640,1682
98621,-,153-46=,107,185-161=,24,7699,1187
98622,-,153-47=,106,182-160=,22,7461,1313
98623,-,153-48=,105,257-114=,143,6550,10290
98624,-,153-49=,104,177-43=,134,6849,9565
98625,-,153-50=,103,277-245=,32,6889,843
98626,-,153-51=,102,260-120=,140,4278,6860
98627,-,153-52=,101,228-211=,17,4645,1114
98628,-,153-53=,100,275-103=,172,1041,10861
98629,-,153-55=,98,155-38=,117,3264,8546
98630,-,153-56=,97,232-61=,171,3534,11123
98631,-,153-57=,96,208-6=,202,4161,2366
98632,-,153-58=,95,107-60=,47,2721,2618
98633,-,153-59=,94,267-159=,108,6281,6640
98634,-,153-61=,92,181-20=,161,6083,10718
98635,-,153-65=,88,138-51=,87,2421,4044
98636,-,153-66=,87,226-51=,175,4044,10005
98637,-,153-67=,86,219-114=,105,4218,6550
98638,-,153-68=,85,242-231=,11,5313,806
98639,-,153-69=,84,171-10=,161,5833,10718
98640,-,153-70=,83,196-158=,38,6069,1987
98641,-,153-71=,82,102-49=,53,6086,4331
98642,-,153-72=,81,202-62=,140,5932,6860
98643,-,153-73=,80,223-57=,166,1490,11247
98644,-,153-74=,79,257-103=,154,4643,10559
98645,-,153-75=,78,232-227=,5,2495,20
98646,-,153-76=,77,226-172=,54,2813,4370
98647,-,153-77=,76,247-200=,47,4767,2618
98648,-,153-78=,75,291-20=,271,2075,15828
98649,-,153-79=,74,195-61=,134,5728,9565
98650,-,153-80=,73,221-59=,162,5958,10674
98651,-,153-81=,72,113-50=,63,5332,5495
98652,-,153-82=,71,250-182=,68,6028,2614
98653,-,153-83=,70,291-108=,183,2031,10750
98654,-,153-84=,69,282-174=,108,3076,6640
98655,-,153-85=,68,43-4=,39,2614,2137
98656,-,153-86=,67,194-164=,30,3080,966
98657,-,153-87=,66,189-57=,132,2287,9413
98658,-,153-88=,65,142-7=,135,2397,8878
98659,-,153-89=,64,198-116=,82,1227,6086
98660,-,153-90=,63,282-232=,50,5495,1135
98661,-,153-91=,62,244-103=,141,5538,9335
98662,-,153-92=,61,232-221=,11,5547,806
98663,-,153-93=,60,270-154=,116,1399,8027
98664,-,153-94=,59,284-34=,250,2946,5154
98665,-,153-95=,58,255-135=,120,2970,4364
98666,-,153-96=,57,228-109=,119,3226,9079
98667,-,153-97=,56,259-122=,137,3487,10148
98668,-,153-98=,55,119-42=,77,2131,2813
98669,-,153-99=,54,164-10=,154,4370,10559
98670,-,153-100=,53,256-71=,185,4331,9741
98671,-,153-101=,52,163-138=,25,4103,914
98672,-,153-102=,51,269-36=,233,3971,12994
98673,-,153-103=,50,259-145=,114,1135,8011
98674,-,153-104=,49,200-46=,154,2491,10559
98675,-,153-105=,48,97-63=,34,2166,1958
98676,-,153-106=,47,213-78=,135,2618,8878
98677,-,153-107=,46,211-99=,112,2790,7261
98678,-,153-108=,45,276-191=,85,1774,5313
98679,-,153-109=,44,63-51=,12,2096,717
98680,-,153-110=,43,158-51=,107,3391,7699
98681,-,153-111=,42,242-173=,69,2983,3076
98682,-,153-112=,41,142-13=,129,3174,9748
98683,-,153-113=,40,274-114=,160,1272,6330
98684,-,153-114=,39,295-202=,93,2137,6365
98685,-,153-115=,38,194-194=,0,1987,15
98686,-,153-116=,37,75-22=,53,1806,4331
98687,-,153-117=,36,212-56=,156,1927,10132
98688,-,153-118=,35,84-72=,12,1758,717
98689,-,153-119=,34,193-24=,169,1958,11739
98690,-,153-120=,33,258-178=,80,1644,1490
98691,-,153-121=,32,231-224=,7,843,22
98692,-,153-122=,31,216-71=,145,2148,9591
98693,-,153-123=,30,192-27=,165,966,10680
98694,-,153-124=,29,103-81=,22,1682,1313
98695,-,153-125=,28,298-185=,113,1591,8190
98696,-,153-126=,27,256-179=,77,1544,2813
98697,-,153-127=,26,79-66=,13,1627,1032
98698,-,153-128=,25,215-165=,50,914,1135
98699,-,153-129=,24,285-240=,45,1187,1774
98700,-,153-130=,23,276-61=,215,1419,12112
98701,-,153-131=,22,85-79=,6,1313,21
98702,-,153-132=,21,185-37=,148,1691,10410
98703,-,153-133=,20,147-100=,47,508,2618
98704,-,153-134=,19,178-130=,48,777,2166
98705,-,153-135=,18,46-23=,23,972,1419
98706,-,153-136=,17,95-75=,20,1114,508
98707,-,153-137=,16,169-160=,9,845,24
98708,-,153-138=,15,153-107=,46,868,2790
98709,-,153-139=,14,285-102=,183,975,10750
98710,-,153-140=,13,272-259=,13,1032,1032
98711,-,153-141=,12,272-169=,103,717,6889
98712,-,153-142=,11,270-44=,226,806,14057
98713,-,153-143=,10,200-168=,32,605,843
98714,-,153-144=,9,299-211=,88,24,2421
98715,-,153-145=,8,230-211=,19,23,777
98716,-,153-146=,7,126-85=,41,22,3174
98717,-,153-147=,6,135-42=,93,21,6365
98718,-,153-148=,5,97-30=,67,20,3080
98719,-,153-149=,4,93-55=,38,19,1987
98720,-,153-150=,3,259-161=,98,18,3264
98721,-,153-151=,2,289-117=,172,17,10861
98722,-,153-152=,1,197-47=,150,16,3965
98723,-,153-153=,0,282-259=,23,15,1419
98724,-,154-0=,154,174-62=,112,10559,7261
98725,-,154-1=,153,100-44=,56,9800,3487
98726,-,154-2=,152,57-56=,1,9756,16
98727,-,154-3=,151,282-130=,152,9690,9756
98728,-,154-4=,150,171-158=,13,3965,1032
98729,-,154-5=,149,218-154=,64,10161,1227
98730,-,154-6=,148,214-58=,156,10410,10132
98731,-,154-7=,147,191-184=,7,10288,22
98732,-,154-8=,146,241-127=,114,10465,8011
98733,-,154-9=,145,149-81=,68,9591,2614
98734,-,154-10=,144,175-60=,115,8929,7322
98735,-,154-11=,143,156-12=,144,10290,8929
98736,-,154-12=,142,233-146=,87,10239,4044
98737,-,154-13=,141,15-0=,15,9335,868
98738,-,154-14=,140,86-47=,39,6860,2137
98739,-,154-15=,139,207-112=,95,10125,2721
98740,-,154-16=,138,93-26=,67,10350,3080
98741,-,154-17=,137,193-177=,16,10148,845
98742,-,154-18=,136,203-190=,13,9795,1032
98743,-,154-19=,135,192-72=,120,8878,4364
98744,-,154-20=,134,129-2=,127,9565,6804
98745,-,154-21=,133,193-78=,115,9423,7322
98746,-,154-22=,132,224-145=,79,9413,4643
98747,-,154-23=,131,284-197=,87,9263,4044
98748,-,154-24=,130,140-70=,70,5894,2031
98749,-,154-25=,129,257-179=,78,9748,2495
98750,-,154-26=,128,152-135=,17,4386,1114
98751,-,154-27=,127,244-171=,73,6804,5958
98752,-,154-28=,126,130-103=,27,9390,1544
98753,-,154-29=,125,295-244=,51,6549,3971
98754,-,154-30=,124,260-43=,217,8874,13460
98755,-,154-31=,123,239-207=,32,4513,843
98756,-,154-32=,122,179-68=,111,8259,5037
98757,-,154-33=,121,187-106=,81,7994,5932
98758,-,154-34=,120,274-52=,222,4364,9716
98759,-,154-35=,119,124-88=,36,9079,1927
98760,-,154-36=,118,179-35=,144,8899,8929
98761,-,154-37=,117,196-123=,73,8546,5958
98762,-,154-38=,116,62-36=,26,8027,1627
98763,-,154-39=,115,274-33=,241,7322,13341
98764,-,154-40=,114,281-231=,50,8011,1135
98765,-,154-41=,113,67-0=,67,8190,3080
98766,-,154-42=,112,275-194=,81,7261,5932
98767,-,154-43=,111,53-44=,9,5037,24
98768,-,154-44=,110,100-63=,37,5120,1806
98769,-,154-45=,109,186-71=,115,7743,7322
98770,-,154-46=,108,235-142=,93,6640,6365
98771,-,154-47=,107,126-77=,49,7699,2491
98772,-,154-48=,106,50-16=,34,7461,1958
98773,-,154-49=,105,281-156=,125,6550,6549
98774,-,154-50=,104,204-143=,61,6849,5547
98775,-,154-51=,103,127-34=,93,6889,6365
98776,-,154-52=,102,192-17=,175,4278,10005
98777,-,154-53=,101,53-17=,36,4645,1927
98778,-,154-54=,100,284-256=,28,1041,1591
98779,-,154-56=,98,231-230=,1,3264,16
98780,-,154-57=,97,82-14=,68,3534,2614
98781,-,154-58=,96,252-206=,46,4161,2790
98782,-,154-59=,95,263-146=,117,2721,8546
98783,-,154-60=,94,233-70=,163,6281,9892
98784,-,154-61=,93,187-161=,26,6365,1627
98785,-,154-62=,92,289-247=,42,6083,2983
98786,-,154-64=,90,186-78=,108,1954,6640
98787,-,154-65=,89,185-107=,78,4578,2495
98788,-,154-66=,88,256-104=,152,2421,9756
98789,-,154-67=,87,299-131=,168,4044,8953
98790,-,154-68=,86,214-169=,45,4218,1774
98791,-,154-69=,85,215-30=,185,5313,9741
98792,-,154-70=,84,109-76=,33,5833,1644
98793,-,154-71=,83,245-132=,113,6069,8190
98794,-,154-72=,82,215-87=,128,6086,4386
98795,-,154-73=,81,281-185=,96,5932,4161
98796,-,154-74=,80,201-188=,13,1490,1032
98797,-,154-75=,79,217-181=,36,4643,1927
98798,-,154-76=,78,196-143=,53,2495,4331
98799,-,154-77=,77,79-53=,26,2813,1627
98800,-,154-78=,76,243-71=,172,4767,10861
98801,-,154-79=,75,253-51=,202,2075,2366
98802,-,154-80=,74,231-169=,62,5728,5538
98803,-,154-81=,73,57-16=,41,5958,3174
98804,-,154-82=,72,242-31=,211,5332,11483
98805,-,154-83=,71,22-12=,10,6028,605
98806,-,154-84=,70,198-35=,163,2031,9892
98807,-,154-85=,69,175-174=,1,3076,16
98808,-,154-86=,68,122-100=,22,2614,1313
98809,-,154-87=,67,299-281=,18,3080,972
98810,-,154-88=,66,248-220=,28,2287,1591
98811,-,154-89=,65,216-171=,45,2397,1774
98812,-,154-90=,64,270-211=,59,1227,2946
98813,-,154-91=,63,99-31=,68,5495,2614
98814,-,154-92=,62,251-147=,104,5538,6849
98815,-,154-93=,61,104-67=,37,5547,1806
98816,-,154-95=,59,189-71=,118,2946,8899
98817,-,154-96=,58,125-98=,27,2970,1544
98818,-,154-97=,57,230-32=,198,3226,3753
98819,-,154-98=,56,285-182=,103,3487,6889
98820,-,154-99=,55,242-137=,105,2131,6550
98821,-,154-100=,54,278-78=,200,4370,1049
98822,-,154-101=,53,293-25=,268,4331,16332
98823,-,154-102=,52,247-72=,175,4103,10005
98824,-,154-103=,51,203-37=,166,3971,11247
98825,-,154-104=,50,162-157=,5,1135,20
98826,-,154-105=,49,173-152=,21,2491,1691
98827,-,154-106=,48,211-25=,186,2166,9714
98828,-,154-107=,47,213-87=,126,2618,9390
98829,-,154-108=,46,20-8=,12,2790,717
98830,-,154-109=,45,133-1=,132,1774,9413
98831,-,154-110=,44,119-23=,96,2096,4161
98832,-,154-111=,43,158-138=,20,3391,508
98833,-,154-112=,42,37-36=,1,2983,16
98834,-,154-113=,41,215-113=,102,3174,4278
98835,-,154-114=,40,279-155=,124,1272,8874
98836,-,154-115=,39,223-101=,122,2137,8259
98837,-,154-116=,38,98-69=,29,1987,1682
98838,-,154-117=,37,265-254=,11,1806,806
98839,-,154-118=,36,213-159=,54,1927,4370
98840,-,154-119=,35,288-222=,66,1758,2287
98841,-,154-120=,34,41-18=,23,1958,1419
98842,-,154-121=,33,68-39=,29,1644,1682
98843,-,154-122=,32,229-49=,180,843,5245
98844,-,154-123=,31,212-61=,151,2148,9690
98845,-,154-124=,30,192-149=,43,966,3391
98846,-,154-125=,29,216-160=,56,1682,3487
98847,-,154-126=,28,200-64=,136,1591,9795
98848,-,154-127=,27,63-53=,10,1544,605
98849,-,154-128=,26,285-285=,0,1627,15
98850,-,154-129=,25,271-214=,57,914,3226
98851,-,154-130=,24,292-60=,232,1187,12338
98852,-,154-131=,23,243-170=,73,1419,5958
98853,-,154-132=,22,295-167=,128,1313,4386
98854,-,154-133=,21,281-240=,41,1691,3174
98855,-,154-134=,20,190-12=,178,508,11256
98856,-,154-135=,19,276-54=,222,777,9716
98857,-,154-136=,18,266-70=,196,972,5162
98858,-,154-137=,17,225-177=,48,1114,2166
98859,-,154-138=,16,224-46=,178,845,11256
98860,-,154-139=,15,227-103=,124,868,8874
98861,-,154-140=,14,207-86=,121,975,7994
98862,-,154-141=,13,251-166=,85,1032,5313
98863,-,154-142=,12,196-186=,10,717,605
98864,-,154-143=,11,294-251=,43,806,3391
98865,-,154-144=,10,259-146=,113,605,8190
98866,-,154-145=,9,224-2=,222,24,9716
98867,-,154-146=,8,107-4=,103,23,6889
98868,-,154-147=,7,253-194=,59,22,2946
98869,-,154-148=,6,292-87=,205,21,10866
98870,-,154-149=,5,45-5=,40,20,1272
98871,-,154-150=,4,108-45=,63,19,5495
98872,-,154-151=,3,239-124=,115,18,7322
98873,-,154-152=,2,250-168=,82,17,6086
98874,-,154-153=,1,180-33=,147,16,10288
98875,-,154-154=,0,251-15=,236,15,14087
98876,-,155-0=,155,134-78=,56,9992,3487
98877,-,155-1=,154,149-86=,63,10559,5495
98878,-,155-2=,153,265-220=,45,9800,1774
98879,-,155-3=,152,190-129=,61,9756,5547
98880,-,155-4=,151,191-75=,116,9690,8027
98881,-,155-5=,150,113-88=,25,3965,914
98882,-,155-6=,149,286-14=,272,10161,15741
98883,-,155-7=,148,129-36=,93,10410,6365
98884,-,155-9=,146,296-17=,279,10465,17267
98885,-,155-10=,145,260-115=,145,9591,9591
98886,-,155-11=,144,248-215=,33,8929,1644
98887,-,155-12=,143,282-10=,272,10290,15741
98888,-,155-13=,142,202-93=,109,10239,7743
98889,-,155-14=,141,92-76=,16,9335,845
98890,-,155-15=,140,196-39=,157,6860,10895
98891,-,155-16=,139,238-229=,9,10125,24
98892,-,155-17=,138,255-169=,86,10350,4218
98893,-,155-18=,137,138-78=,60,10148,1399
98894,-,155-19=,136,122-83=,39,9795,2137
98895,-,155-20=,135,273-40=,233,8878,12994
98896,-,155-21=,134,278-171=,107,9565,7699
98897,-,155-22=,133,153-53=,100,9423,1041
98898,-,155-23=,132,150-13=,137,9413,10148
98899,-,155-24=,131,21-20=,1,9263,16
98900,-,155-25=,130,161-138=,23,5894,1419
98901,-,155-26=,129,14-8=,6,9748,21
98902,-,155-27=,128,212-112=,100,4386,1041
98903,-,155-28=,127,77-59=,18,6804,972
98904,-,155-29=,126,283-192=,91,9390,5925
98905,-,155-30=,125,172-58=,114,6549,8011
98906,-,155-31=,124,283-190=,93,8874,6365
98907,-,155-32=,123,95-50=,45,4513,1774
98908,-,155-33=,122,245-89=,156,8259,10132
98909,-,155-34=,121,103-15=,88,7994,2421
98910,-,155-35=,120,95-55=,40,4364,1272
98911,-,155-36=,119,250-224=,26,9079,1627
98912,-,155-37=,118,247-6=,241,8899,13341
98913,-,155-38=,117,157-136=,21,8546,1691
98914,-,155-39=,116,234-223=,11,8027,806
98915,-,155-40=,115,235-110=,125,7322,6549
98916,-,155-41=,114,107-86=,21,8011,1691
98917,-,155-42=,113,44-27=,17,8190,1114
98918,-,155-43=,112,166-110=,56,7261,3487
98919,-,155-44=,111,133-36=,97,5037,3534
98920,-,155-45=,110,29-4=,25,5120,914
98921,-,155-46=,109,163-112=,51,7743,3971
98922,-,155-47=,108,282-169=,113,6640,8190
98923,-,155-48=,107,264-46=,218,7699,13302
98924,-,155-49=,106,284-208=,76,7461,4767
98925,-,155-50=,105,296-239=,57,6550,3226
98926,-,155-51=,104,217-96=,121,6849,7994
98927,-,155-52=,103,251-128=,123,6889,4513
98928,-,155-53=,102,225-7=,218,4278,13302
98929,-,155-54=,101,127-27=,100,4645,1041
98930,-,155-55=,100,210-101=,109,1041,7743
98931,-,155-56=,99,150-9=,141,1484,9335
98932,-,155-57=,98,148-36=,112,3264,7261
98933,-,155-59=,96,270-69=,201,4161,679
98934,-,155-61=,94,86-13=,73,6281,5958
98935,-,155-65=,90,238-210=,28,1954,1591
98936,-,155-66=,89,128-55=,73,4578,5958
98937,-,155-67=,88,167-125=,42,2421,2983
98938,-,155-69=,86,136-86=,50,4218,1135
98939,-,155-70=,85,292-114=,178,5313,11256
98940,-,155-71=,84,211-122=,89,5833,4578
98941,-,155-72=,83,219-166=,53,6069,4331
98942,-,155-73=,82,113-17=,96,6086,4161
98943,-,155-74=,81,219-159=,60,5932,1399
98944,-,155-75=,80,264-33=,231,1490,12245
98945,-,155-76=,79,248-123=,125,4643,6549
98946,-,155-77=,78,195-177=,18,2495,972
98947,-,155-78=,77,153-2=,151,2813,9690
98948,-,155-79=,76,135-34=,101,4767,4645
98949,-,155-80=,75,136-44=,92,2075,6083
98950,-,155-81=,74,264-11=,253,5728,14022
98951,-,155-82=,73,280-194=,86,5958,4218
98952,-,155-83=,72,189-59=,130,5332,5894
98953,-,155-84=,71,220-62=,158,6028,11286
98954,-,155-85=,70,148-4=,144,2031,8929
98955,-,155-86=,69,246-163=,83,3076,6069
98956,-,155-87=,68,160-19=,141,2614,9335
98957,-,155-88=,67,286-75=,211,3080,11483
98958,-,155-89=,66,244-17=,227,2287,14206
98959,-,155-90=,65,229-187=,42,2397,2983
98960,-,155-91=,64,294-143=,151,1227,9690
98961,-,155-92=,63,291-257=,34,5495,1958
98962,-,155-93=,62,89-43=,46,5538,2790
98963,-,155-95=,60,163-66=,97,1399,3534
98964,-,155-96=,59,119-63=,56,2946,3487
98965,-,155-97=,58,255-148=,107,2970,7699
98966,-,155-98=,57,267-169=,98,3226,3264
98967,-,155-99=,56,246-20=,226,3487,14057
98968,-,155-100=,55,281-167=,114,2131,8011
98969,-,155-101=,54,287-265=,22,4370,1313
98970,-,155-102=,53,175-149=,26,4331,1627
98971,-,155-103=,52,203-44=,159,4103,11068
98972,-,155-104=,51,242-4=,238,3971,13895
98973,-,155-105=,50,231-189=,42,1135,2983
98974,-,155-106=,49,197-184=,13,2491,1032
98975,-,155-107=,48,155-90=,65,2166,2397
98976,-,155-108=,47,275-107=,168,2618,8953
98977,-,155-109=,46,178-40=,138,2790,10350
98978,-,155-110=,45,229-91=,138,1774,10350
98979,-,155-111=,44,126-94=,32,2096,843
98980,-,155-112=,43,24-8=,16,3391,845
98981,-,155-113=,42,176-5=,171,2983,11123
98982,-,155-114=,41,256-249=,7,3174,22
98983,-,155-115=,40,296-39=,257,1272,15574
98984,-,155-116=,39,290-115=,175,2137,10005
98985,-,155-117=,38,275-7=,268,1987,16332
98986,-,155-118=,37,297-3=,294,1806,17168
98987,-,155-119=,36,234-67=,167,1927,11515
98988,-,155-120=,35,162-103=,59,1758,2946
98989,-,155-121=,34,293-200=,93,1958,6365
98990,-,155-122=,33,254-181=,73,1644,5958
98991,-,155-123=,32,197-23=,174,843,11771
98992,-,155-124=,31,271-267=,4,2148,19
98993,-,155-125=,30,232-179=,53,966,4331
98994,-,155-126=,29,216-159=,57,1682,3226
98995,-,155-127=,28,104-71=,33,1591,1644
98996,-,155-128=,27,164-77=,87,1544,4044
98997,-,155-129=,26,220-86=,134,1627,9565
98998,-,155-130=,25,238-158=,80,914,1490
98999,-,155-131=,24,166-32=,134,1187,9565
99000,-,155-132=,23,191-190=,1,1419,16
99001,-,155-133=,22,294-287=,7,1313,22
99002,-,155-134=,21,259-89=,170,1691,8258
99003,-,155-135=,20,149-120=,29,508,1682
99004,-,155-136=,19,121-36=,85,777,5313
99005,-,155-137=,18,263-144=,119,972,9079
99006,-,155-138=,17,169-156=,13,1114,1032
99007,-,155-139=,16,255-227=,28,845,1591
99008,-,155-140=,15,209-188=,21,868,1691
99009,-,155-141=,14,243-17=,226,975,14057
99010,-,155-142=,13,182-41=,141,1032,9335
99011,-,155-143=,12,266-82=,184,717,10336
99012,-,155-144=,11,136-116=,20,806,508
99013,-,155-145=,10,193-168=,25,605,914
99014,-,155-146=,9,196-69=,127,24,6804
99015,-,155-147=,8,207-16=,191,23,7529
99016,-,155-148=,7,286-62=,224,22,10697
99017,-,155-149=,6,146-76=,70,21,2031
99018,-,155-150=,5,275-208=,67,20,3080
99019,-,155-151=,4,267-20=,247,19,14125
99020,-,155-152=,3,287-113=,174,18,11771
99021,-,155-153=,2,196-56=,140,17,6860
99022,-,155-154=,1,274-259=,15,16,868
99023,-,155-155=,0,278-25=,253,15,14022
99024,-,156-0=,156,199-179=,20,10132,508
99025,-,156-1=,155,118-86=,32,9992,843
99026,-,156-2=,154,271-216=,55,10559,2131
99027,-,156-3=,153,103-9=,94,9800,6281
99028,-,156-4=,152,246-135=,111,9756,5037
99029,-,156-5=,151,75-26=,49,9690,2491
99030,-,156-6=,150,81-68=,13,3965,1032
99031,-,156-7=,149,162-80=,82,10161,6086
99032,-,156-9=,147,252-186=,66,10288,2287
99033,-,156-10=,146,95-79=,16,10465,845
99034,-,156-11=,145,208-88=,120,9591,4364
99035,-,156-12=,144,244-218=,26,8929,1627
99036,-,156-13=,143,251-143=,108,10290,6640
99037,-,156-14=,142,205-19=,186,10239,9714
99038,-,156-15=,141,275-3=,272,9335,15741
99039,-,156-16=,140,221-144=,77,6860,2813
99040,-,156-17=,139,138-30=,108,10125,6640
99041,-,156-18=,138,276-33=,243,10350,14052
99042,-,156-19=,137,241-194=,47,10148,2618
99043,-,156-20=,136,280-114=,166,9795,11247
99044,-,156-21=,135,76-75=,1,8878,16
99045,-,156-22=,134,199-86=,113,9565,8190
99046,-,156-23=,133,237-45=,192,9423,5926
99047,-,156-24=,132,85-12=,73,9413,5958
99048,-,156-25=,131,69-14=,55,9263,2131
99049,-,156-26=,130,114-70=,44,5894,2096
99050,-,156-27=,129,242-86=,156,9748,10132
99051,-,156-28=,128,206-119=,87,4386,4044
99052,-,156-29=,127,290-210=,80,6804,1490
99053,-,156-30=,126,147-82=,65,9390,2397
99054,-,156-31=,125,87-58=,29,6549,1682
99055,-,156-32=,124,271-94=,177,8874,11242
99056,-,156-33=,123,124-39=,85,4513,5313
99057,-,156-34=,122,289-271=,18,8259,972
99058,-,156-35=,121,223-128=,95,7994,2721
99059,-,156-36=,120,190-56=,134,4364,9565
99060,-,156-37=,119,135-10=,125,9079,6549
99061,-,156-38=,118,247-223=,24,8899,1187
99062,-,156-39=,117,288-218=,70,8546,2031
99063,-,156-40=,116,236-141=,95,8027,2721
99064,-,156-41=,115,109-99=,10,7322,605
99065,-,156-42=,114,293-260=,33,8011,1644
99066,-,156-43=,113,78-55=,23,8190,1419
99067,-,156-44=,112,109-96=,13,7261,1032
