clean,corrupted,label1,label2
The trial lasted from the year 1529 to the year 152,The trial lasted from the year 1501 to the year 152,2,9
The rule lasted from the year 1460 to the year 146,The rule lasted from the year 1401 to the year 146,6,0
The quest lasted from the year 1653 to the year 165,The quest lasted from the year 1601 to the year 165,5,3
The order lasted from the year 1864 to the year 186,The order lasted from the year 1801 to the year 186,6,4
The practice lasted from the year 1783 to the year 178,The practice lasted from the year 1701 to the year 178,8,3
The trip lasted from the year 1552 to the year 155,The trip lasted from the year 1501 to the year 155,5,2
The coma lasted from the year 1162 to the year 116,The coma lasted from the year 1101 to the year 116,6,2
The practice lasted from the year 1351 to the year 135,The practice lasted from the year 1301 to the year 135,5,1
The relationship lasted from the year 1879 to the year 187,The relationship lasted from the year 1801 to the year 187,7,9
The impact lasted from the year 1284 to the year 128,The impact lasted from the year 1201 to the year 128,8,4
The process lasted from the year 1738 to the year 173,The process lasted from the year 1701 to the year 173,3,8
The attack lasted from the year 1749 to the year 174,The attack lasted from the year 1701 to the year 174,4,9
The order lasted from the year 1474 to the year 147,The order lasted from the year 1401 to the year 147,7,4
The tour lasted from the year 1840 to the year 184,The tour lasted from the year 1801 to the year 184,4,0
The increase lasted from the year 1692 to the year 169,The increase lasted from the year 1601 to the year 169,9,2
The riot lasted from the year 1420 to the year 142,The riot lasted from the year 1401 to the year 142,2,0
The coma lasted from the year 1240 to the year 124,The coma lasted from the year 1201 to the year 124,4,0
The trip lasted from the year 1376 to the year 137,The trip lasted from the year 1301 to the year 137,7,6
The work lasted from the year 1164 to the year 116,The work lasted from the year 1101 to the year 116,6,4
The tests lasted from the year 1103 to the year 110,The tests lasted from the year 1101 to the year 110,0,3
The evaluation lasted from the year 1181 to the year 118,The evaluation lasted from the year 1101 to the year 118,8,1
The evaluation lasted from the year 1361 to the year 136,The evaluation lasted from the year 1301 to the year 136,6,1
The impact lasted from the year 1633 to the year 163,The impact lasted from the year 1601 to the year 163,3,3
The work lasted from the year 1646 to the year 164,The work lasted from the year 1601 to the year 164,4,6
The practice lasted from the year 1398 to the year 139,The practice lasted from the year 1301 to the year 139,9,8
The tour lasted from the year 1784 to the year 178,The tour lasted from the year 1701 to the year 178,8,4
The impact lasted from the year 1709 to the year 170,The impact lasted from the year 1701 to the year 170,0,9
The progress lasted from the year 1650 to the year 165,The progress lasted from the year 1601 to the year 165,5,0
The trial lasted from the year 1102 to the year 110,The trial lasted from the year 1101 to the year 110,0,2
The testing lasted from the year 1659 to the year 165,The testing lasted from the year 1601 to the year 165,5,9
The impact lasted from the year 1186 to the year 118,The impact lasted from the year 1101 to the year 118,8,6
The trip lasted from the year 1820 to the year 182,The trip lasted from the year 1801 to the year 182,2,0
The work lasted from the year 1491 to the year 149,The work lasted from the year 1401 to the year 149,9,1
The program lasted from the year 1365 to the year 136,The program lasted from the year 1301 to the year 136,6,5
The competition lasted from the year 1175 to the year 117,The competition lasted from the year 1101 to the year 117,7,5
The growth lasted from the year 1642 to the year 164,The growth lasted from the year 1601 to the year 164,4,2
The assessment lasted from the year 1276 to the year 127,The assessment lasted from the year 1201 to the year 127,7,6
The shift lasted from the year 1222 to the year 122,The shift lasted from the year 1201 to the year 122,2,2
The test lasted from the year 1757 to the year 175,The test lasted from the year 1701 to the year 175,5,7
The attack lasted from the year 1727 to the year 172,The attack lasted from the year 1701 to the year 172,2,7
The contact lasted from the year 1812 to the year 181,The contact lasted from the year 1801 to the year 181,1,2
The order lasted from the year 1329 to the year 132,The order lasted from the year 1301 to the year 132,2,9
The effect lasted from the year 1276 to the year 127,The effect lasted from the year 1201 to the year 127,7,6
The order lasted from the year 1221 to the year 122,The order lasted from the year 1201 to the year 122,2,1
The testing lasted from the year 1262 to the year 126,The testing lasted from the year 1201 to the year 126,6,2
The tests lasted from the year 1868 to the year 186,The tests lasted from the year 1801 to the year 186,6,8
The existence lasted from the year 1711 to the year 171,The existence lasted from the year 1701 to the year 171,1,1
The increase lasted from the year 1519 to the year 151,The increase lasted from the year 1501 to the year 151,1,9
The rise lasted from the year 1253 to the year 125,The rise lasted from the year 1201 to the year 125,5,3
The process lasted from the year 1697 to the year 169,The process lasted from the year 1601 to the year 169,9,7
The deal lasted from the year 1186 to the year 118,The deal lasted from the year 1101 to the year 118,8,6
The therapy lasted from the year 1216 to the year 121,The therapy lasted from the year 1201 to the year 121,1,6
The quest lasted from the year 1403 to the year 140,The quest lasted from the year 1401 to the year 140,0,3
The outcome lasted from the year 1136 to the year 113,The outcome lasted from the year 1101 to the year 113,3,6
The evaluation lasted from the year 1484 to the year 148,The evaluation lasted from the year 1401 to the year 148,8,4
The practice lasted from the year 1558 to the year 155,The practice lasted from the year 1501 to the year 155,5,8
The testing lasted from the year 1623 to the year 162,The testing lasted from the year 1601 to the year 162,2,3
The effect lasted from the year 1383 to the year 138,The effect lasted from the year 1301 to the year 138,8,3
The exchange lasted from the year 1636 to the year 163,The exchange lasted from the year 1601 to the year 163,3,6
The employment lasted from the year 1875 to the year 187,The employment lasted from the year 1801 to the year 187,7,5
The relationship lasted from the year 1428 to the year 142,The relationship lasted from the year 1401 to the year 142,2,8
The process lasted from the year 1309 to the year 130,The process lasted from the year 1301 to the year 130,0,9
The test lasted from the year 1371 to the year 137,The test lasted from the year 1301 to the year 137,7,1
The tests lasted from the year 1642 to the year 164,The tests lasted from the year 1601 to the year 164,4,2
The coma lasted from the year 1158 to the year 115,The coma lasted from the year 1101 to the year 115,5,8
The test lasted from the year 1536 to the year 153,The test lasted from the year 1501 to the year 153,3,6
The project lasted from the year 1508 to the year 150,The project lasted from the year 1501 to the year 150,0,8
The growth lasted from the year 1651 to the year 165,The growth lasted from the year 1601 to the year 165,5,1
The work lasted from the year 1882 to the year 188,The work lasted from the year 1801 to the year 188,8,2
The therapy lasted from the year 1781 to the year 178,The therapy lasted from the year 1701 to the year 178,8,1
The order lasted from the year 1722 to the year 172,The order lasted from the year 1701 to the year 172,2,2
The test lasted from the year 1356 to the year 135,The test lasted from the year 1301 to the year 135,5,6
The existence lasted from the year 1343 to the year 134,The existence lasted from the year 1301 to the year 134,4,3
The evaluation lasted from the year 1862 to the year 186,The evaluation lasted from the year 1801 to the year 186,6,2
The work lasted from the year 1781 to the year 178,The work lasted from the year 1701 to the year 178,8,1
The attack lasted from the year 1787 to the year 178,The attack lasted from the year 1701 to the year 178,8,7
The evaluation lasted from the year 1432 to the year 143,The evaluation lasted from the year 1401 to the year 143,3,2
The construction lasted from the year 1393 to the year 139,The construction lasted from the year 1301 to the year 139,9,3
The tests lasted from the year 1274 to the year 127,The tests lasted from the year 1201 to the year 127,7,4
The coma lasted from the year 1482 to the year 148,The coma lasted from the year 1401 to the year 148,8,2
The employment lasted from the year 1704 to the year 170,The employment lasted from the year 1701 to the year 170,0,4
The trial lasted from the year 1326 to the year 132,The trial lasted from the year 1301 to the year 132,2,6
The shift lasted from the year 1875 to the year 187,The shift lasted from the year 1801 to the year 187,7,5
The operation lasted from the year 1574 to the year 157,The operation lasted from the year 1501 to the year 157,7,4
The practice lasted from the year 1441 to the year 144,The practice lasted from the year 1401 to the year 144,4,1
The work lasted from the year 1537 to the year 153,The work lasted from the year 1501 to the year 153,3,7
The relationship lasted from the year 1462 to the year 146,The relationship lasted from the year 1401 to the year 146,6,2
The exchange lasted from the year 1160 to the year 116,The exchange lasted from the year 1101 to the year 116,6,0
The campaign lasted from the year 1405 to the year 140,The campaign lasted from the year 1401 to the year 140,0,5
The employment lasted from the year 1580 to the year 158,The employment lasted from the year 1501 to the year 158,8,0
The impact lasted from the year 1159 to the year 115,The impact lasted from the year 1101 to the year 115,5,9
The fall lasted from the year 1647 to the year 164,The fall lasted from the year 1601 to the year 164,4,7
The tests lasted from the year 1426 to the year 142,The tests lasted from the year 1401 to the year 142,2,6
The program lasted from the year 1494 to the year 149,The program lasted from the year 1401 to the year 149,9,4
The trial lasted from the year 1742 to the year 174,The trial lasted from the year 1701 to the year 174,4,2
The riot lasted from the year 1323 to the year 132,The riot lasted from the year 1301 to the year 132,2,3
The project lasted from the year 1514 to the year 151,The project lasted from the year 1501 to the year 151,1,4
The campaign lasted from the year 1578 to the year 157,The campaign lasted from the year 1501 to the year 157,7,8
The employment lasted from the year 1261 to the year 126,The employment lasted from the year 1201 to the year 126,6,1
The assessment lasted from the year 1611 to the year 161,The assessment lasted from the year 1601 to the year 161,1,1
The project lasted from the year 1395 to the year 139,The project lasted from the year 1301 to the year 139,9,5
The competition lasted from the year 1672 to the year 167,The competition lasted from the year 1601 to the year 167,7,2
The shift lasted from the year 1656 to the year 165,The shift lasted from the year 1601 to the year 165,5,6
The construction lasted from the year 1213 to the year 121,The construction lasted from the year 1201 to the year 121,1,3
The increase lasted from the year 1442 to the year 144,The increase lasted from the year 1401 to the year 144,4,2
The tests lasted from the year 1246 to the year 124,The tests lasted from the year 1201 to the year 124,4,6
The shift lasted from the year 1574 to the year 157,The shift lasted from the year 1501 to the year 157,7,4
The work lasted from the year 1265 to the year 126,The work lasted from the year 1201 to the year 126,6,5
The progress lasted from the year 1603 to the year 160,The progress lasted from the year 1601 to the year 160,0,3
The rule lasted from the year 1167 to the year 116,The rule lasted from the year 1101 to the year 116,6,7
The employment lasted from the year 1359 to the year 135,The employment lasted from the year 1301 to the year 135,5,9
The impact lasted from the year 1171 to the year 117,The impact lasted from the year 1101 to the year 117,7,1
The quest lasted from the year 1273 to the year 127,The quest lasted from the year 1201 to the year 127,7,3
The increase lasted from the year 1408 to the year 140,The increase lasted from the year 1401 to the year 140,0,8
The riot lasted from the year 1188 to the year 118,The riot lasted from the year 1101 to the year 118,8,8
The deal lasted from the year 1432 to the year 143,The deal lasted from the year 1401 to the year 143,3,2
The relationship lasted from the year 1189 to the year 118,The relationship lasted from the year 1101 to the year 118,8,9
The evaluation lasted from the year 1188 to the year 118,The evaluation lasted from the year 1101 to the year 118,8,8
The operation lasted from the year 1333 to the year 133,The operation lasted from the year 1301 to the year 133,3,3
The project lasted from the year 1377 to the year 137,The project lasted from the year 1301 to the year 137,7,7
The tests lasted from the year 1616 to the year 161,The tests lasted from the year 1601 to the year 161,1,6
The riot lasted from the year 1570 to the year 157,The riot lasted from the year 1501 to the year 157,7,0
The construction lasted from the year 1712 to the year 171,The construction lasted from the year 1701 to the year 171,1,2
The impact lasted from the year 1705 to the year 170,The impact lasted from the year 1701 to the year 170,0,5
The contract lasted from the year 1254 to the year 125,The contract lasted from the year 1201 to the year 125,5,4
The deal lasted from the year 1216 to the year 121,The deal lasted from the year 1201 to the year 121,1,6
The order lasted from the year 1136 to the year 113,The order lasted from the year 1101 to the year 113,3,6
The plan lasted from the year 1240 to the year 124,The plan lasted from the year 1201 to the year 124,4,0
The employment lasted from the year 1847 to the year 184,The employment lasted from the year 1801 to the year 184,4,7
The shift lasted from the year 1195 to the year 119,The shift lasted from the year 1101 to the year 119,9,5
The attack lasted from the year 1106 to the year 110,The attack lasted from the year 1101 to the year 110,0,6
The growth lasted from the year 1511 to the year 151,The growth lasted from the year 1501 to the year 151,1,1
The tour lasted from the year 1474 to the year 147,The tour lasted from the year 1401 to the year 147,7,4
The rise lasted from the year 1564 to the year 156,The rise lasted from the year 1501 to the year 156,6,4
The competition lasted from the year 1171 to the year 117,The competition lasted from the year 1101 to the year 117,7,1
The rise lasted from the year 1777 to the year 177,The rise lasted from the year 1701 to the year 177,7,7
The construction lasted from the year 1257 to the year 125,The construction lasted from the year 1201 to the year 125,5,7
The fall lasted from the year 1719 to the year 171,The fall lasted from the year 1701 to the year 171,1,9
The growth lasted from the year 1119 to the year 111,The growth lasted from the year 1101 to the year 111,1,9
The quest lasted from the year 1873 to the year 187,The quest lasted from the year 1801 to the year 187,7,3
The deal lasted from the year 1559 to the year 155,The deal lasted from the year 1501 to the year 155,5,9
The shift lasted from the year 1738 to the year 173,The shift lasted from the year 1701 to the year 173,3,8
The deal lasted from the year 1459 to the year 145,The deal lasted from the year 1401 to the year 145,5,9
The tests lasted from the year 1703 to the year 170,The tests lasted from the year 1701 to the year 170,0,3
The testing lasted from the year 1604 to the year 160,The testing lasted from the year 1601 to the year 160,0,4
The campaign lasted from the year 1518 to the year 151,The campaign lasted from the year 1501 to the year 151,1,8
The study lasted from the year 1664 to the year 166,The study lasted from the year 1601 to the year 166,6,4
The development lasted from the year 1562 to the year 156,The development lasted from the year 1501 to the year 156,6,2
The testing lasted from the year 1284 to the year 128,The testing lasted from the year 1201 to the year 128,8,4
The program lasted from the year 1750 to the year 175,The program lasted from the year 1701 to the year 175,5,0
The evaluation lasted from the year 1242 to the year 124,The evaluation lasted from the year 1201 to the year 124,4,2
The attack lasted from the year 1346 to the year 134,The attack lasted from the year 1301 to the year 134,4,6
The tour lasted from the year 1464 to the year 146,The tour lasted from the year 1401 to the year 146,6,4
The order lasted from the year 1759 to the year 175,The order lasted from the year 1701 to the year 175,5,9
The study lasted from the year 1393 to the year 139,The study lasted from the year 1301 to the year 139,9,3
The attack lasted from the year 1516 to the year 151,The attack lasted from the year 1501 to the year 151,1,6
The operation lasted from the year 1411 to the year 141,The operation lasted from the year 1401 to the year 141,1,1
The employment lasted from the year 1527 to the year 152,The employment lasted from the year 1501 to the year 152,2,7
The testing lasted from the year 1772 to the year 177,The testing lasted from the year 1701 to the year 177,7,2
The testing lasted from the year 1851 to the year 185,The testing lasted from the year 1801 to the year 185,5,1
The trip lasted from the year 1157 to the year 115,The trip lasted from the year 1101 to the year 115,5,7
The riot lasted from the year 1653 to the year 165,The riot lasted from the year 1601 to the year 165,5,3
The exchange lasted from the year 1481 to the year 148,The exchange lasted from the year 1401 to the year 148,8,1
The rise lasted from the year 1306 to the year 130,The rise lasted from the year 1301 to the year 130,0,6
The order lasted from the year 1372 to the year 137,The order lasted from the year 1301 to the year 137,7,2
The trip lasted from the year 1829 to the year 182,The trip lasted from the year 1801 to the year 182,2,9
The order lasted from the year 1552 to the year 155,The order lasted from the year 1501 to the year 155,5,2
The effect lasted from the year 1891 to the year 189,The effect lasted from the year 1801 to the year 189,9,1
The rule lasted from the year 1721 to the year 172,The rule lasted from the year 1701 to the year 172,2,1
The evaluation lasted from the year 1136 to the year 113,The evaluation lasted from the year 1101 to the year 113,3,6
The project lasted from the year 1286 to the year 128,The project lasted from the year 1201 to the year 128,8,6
The study lasted from the year 1252 to the year 125,The study lasted from the year 1201 to the year 125,5,2
The increase lasted from the year 1108 to the year 110,The increase lasted from the year 1101 to the year 110,0,8
The growth lasted from the year 1475 to the year 147,The growth lasted from the year 1401 to the year 147,7,5
The process lasted from the year 1649 to the year 164,The process lasted from the year 1601 to the year 164,4,9
The campaign lasted from the year 1639 to the year 163,The campaign lasted from the year 1601 to the year 163,3,9
The contract lasted from the year 1692 to the year 169,The contract lasted from the year 1601 to the year 169,9,2
The effect lasted from the year 1585 to the year 158,The effect lasted from the year 1501 to the year 158,8,5
The project lasted from the year 1452 to the year 145,The project lasted from the year 1401 to the year 145,5,2
The case lasted from the year 1254 to the year 125,The case lasted from the year 1201 to the year 125,5,4
The exchange lasted from the year 1879 to the year 187,The exchange lasted from the year 1801 to the year 187,7,9
The coma lasted from the year 1221 to the year 122,The coma lasted from the year 1201 to the year 122,2,1
The impact lasted from the year 1592 to the year 159,The impact lasted from the year 1501 to the year 159,9,2
The existence lasted from the year 1762 to the year 176,The existence lasted from the year 1701 to the year 176,6,2
The trial lasted from the year 1127 to the year 112,The trial lasted from the year 1101 to the year 112,2,7
The growth lasted from the year 1371 to the year 137,The growth lasted from the year 1301 to the year 137,7,1
The trial lasted from the year 1545 to the year 154,The trial lasted from the year 1501 to the year 154,4,5
The project lasted from the year 1535 to the year 153,The project lasted from the year 1501 to the year 153,3,5
The fall lasted from the year 1450 to the year 145,The fall lasted from the year 1401 to the year 145,5,0
The testing lasted from the year 1525 to the year 152,The testing lasted from the year 1501 to the year 152,2,5
The increase lasted from the year 1672 to the year 167,The increase lasted from the year 1601 to the year 167,7,2
The deal lasted from the year 1832 to the year 183,The deal lasted from the year 1801 to the year 183,3,2
The quest lasted from the year 1411 to the year 141,The quest lasted from the year 1401 to the year 141,1,1
The impact lasted from the year 1247 to the year 124,The impact lasted from the year 1201 to the year 124,4,7
The tests lasted from the year 1422 to the year 142,The tests lasted from the year 1401 to the year 142,2,2
The growth lasted from the year 1652 to the year 165,The growth lasted from the year 1601 to the year 165,5,2
The trial lasted from the year 1153 to the year 115,The trial lasted from the year 1101 to the year 115,5,3
The exchange lasted from the year 1848 to the year 184,The exchange lasted from the year 1801 to the year 184,4,8
The work lasted from the year 1409 to the year 140,The work lasted from the year 1401 to the year 140,0,9
The therapy lasted from the year 1502 to the year 150,The therapy lasted from the year 1501 to the year 150,0,2
The deal lasted from the year 1646 to the year 164,The deal lasted from the year 1601 to the year 164,4,6
The quest lasted from the year 1658 to the year 165,The quest lasted from the year 1601 to the year 165,5,8
The competition lasted from the year 1727 to the year 172,The competition lasted from the year 1701 to the year 172,2,7
The coma lasted from the year 1164 to the year 116,The coma lasted from the year 1101 to the year 116,6,4
The riot lasted from the year 1829 to the year 182,The riot lasted from the year 1801 to the year 182,2,9
The coma lasted from the year 1233 to the year 123,The coma lasted from the year 1201 to the year 123,3,3
The work lasted from the year 1892 to the year 189,The work lasted from the year 1801 to the year 189,9,2
The deal lasted from the year 1113 to the year 111,The deal lasted from the year 1101 to the year 111,1,3
The growth lasted from the year 1842 to the year 184,The growth lasted from the year 1801 to the year 184,4,2
The increase lasted from the year 1597 to the year 159,The increase lasted from the year 1501 to the year 159,9,7
The contract lasted from the year 1253 to the year 125,The contract lasted from the year 1201 to the year 125,5,3
The project lasted from the year 1683 to the year 168,The project lasted from the year 1601 to the year 168,8,3
The rule lasted from the year 1410 to the year 141,The rule lasted from the year 1401 to the year 141,1,0
The construction lasted from the year 1346 to the year 134,The construction lasted from the year 1301 to the year 134,4,6
The work lasted from the year 1762 to the year 176,The work lasted from the year 1701 to the year 176,6,2
The competition lasted from the year 1449 to the year 144,The competition lasted from the year 1401 to the year 144,4,9
The employment lasted from the year 1690 to the year 169,The employment lasted from the year 1601 to the year 169,9,0
The deal lasted from the year 1670 to the year 167,The deal lasted from the year 1601 to the year 167,7,0
The rule lasted from the year 1228 to the year 122,The rule lasted from the year 1201 to the year 122,2,8
The progress lasted from the year 1397 to the year 139,The progress lasted from the year 1301 to the year 139,9,7
The rule lasted from the year 1102 to the year 110,The rule lasted from the year 1101 to the year 110,0,2
The shift lasted from the year 1248 to the year 124,The shift lasted from the year 1201 to the year 124,4,8
The process lasted from the year 1289 to the year 128,The process lasted from the year 1201 to the year 128,8,9
The tests lasted from the year 1542 to the year 154,The tests lasted from the year 1501 to the year 154,4,2
The assessment lasted from the year 1720 to the year 172,The assessment lasted from the year 1701 to the year 172,2,0
The challenge lasted from the year 1240 to the year 124,The challenge lasted from the year 1201 to the year 124,4,0
The rise lasted from the year 1633 to the year 163,The rise lasted from the year 1601 to the year 163,3,3
The trial lasted from the year 1553 to the year 155,The trial lasted from the year 1501 to the year 155,5,3
The tests lasted from the year 1565 to the year 156,The tests lasted from the year 1501 to the year 156,6,5
The test lasted from the year 1444 to the year 144,The test lasted from the year 1401 to the year 144,4,4
The progress lasted from the year 1325 to the year 132,The progress lasted from the year 1301 to the year 132,2,5
The relationship lasted from the year 1465 to the year 146,The relationship lasted from the year 1401 to the year 146,6,5
The exchange lasted from the year 1853 to the year 185,The exchange lasted from the year 1801 to the year 185,5,3
The assessment lasted from the year 1154 to the year 115,The assessment lasted from the year 1101 to the year 115,5,4
The challenge lasted from the year 1733 to the year 173,The challenge lasted from the year 1701 to the year 173,3,3
The therapy lasted from the year 1273 to the year 127,The therapy lasted from the year 1201 to the year 127,7,3
The riot lasted from the year 1377 to the year 137,The riot lasted from the year 1301 to the year 137,7,7
The fall lasted from the year 1580 to the year 158,The fall lasted from the year 1501 to the year 158,8,0
The plan lasted from the year 1240 to the year 124,The plan lasted from the year 1201 to the year 124,4,0
The coma lasted from the year 1262 to the year 126,The coma lasted from the year 1201 to the year 126,6,2
The quest lasted from the year 1893 to the year 189,The quest lasted from the year 1801 to the year 189,9,3
The campaign lasted from the year 1406 to the year 140,The campaign lasted from the year 1401 to the year 140,0,6
The growth lasted from the year 1357 to the year 135,The growth lasted from the year 1301 to the year 135,5,7
The growth lasted from the year 1828 to the year 182,The growth lasted from the year 1801 to the year 182,2,8
The exchange lasted from the year 1394 to the year 139,The exchange lasted from the year 1301 to the year 139,9,4
The plan lasted from the year 1119 to the year 111,The plan lasted from the year 1101 to the year 111,1,9
The outcome lasted from the year 1318 to the year 131,The outcome lasted from the year 1301 to the year 131,1,8
The process lasted from the year 1872 to the year 187,The process lasted from the year 1801 to the year 187,7,2
The increase lasted from the year 1420 to the year 142,The increase lasted from the year 1401 to the year 142,2,0
The competition lasted from the year 1278 to the year 127,The competition lasted from the year 1201 to the year 127,7,8
The process lasted from the year 1510 to the year 151,The process lasted from the year 1501 to the year 151,1,0
The trial lasted from the year 1303 to the year 130,The trial lasted from the year 1301 to the year 130,0,3
The program lasted from the year 1450 to the year 145,The program lasted from the year 1401 to the year 145,5,0
The exchange lasted from the year 1840 to the year 184,The exchange lasted from the year 1801 to the year 184,4,0
The order lasted from the year 1398 to the year 139,The order lasted from the year 1301 to the year 139,9,8
The operation lasted from the year 1147 to the year 114,The operation lasted from the year 1101 to the year 114,4,7
The development lasted from the year 1566 to the year 156,The development lasted from the year 1501 to the year 156,6,6
The riot lasted from the year 1279 to the year 127,The riot lasted from the year 1201 to the year 127,7,9
The construction lasted from the year 1734 to the year 173,The construction lasted from the year 1701 to the year 173,3,4
The increase lasted from the year 1526 to the year 152,The increase lasted from the year 1501 to the year 152,2,6
The trial lasted from the year 1612 to the year 161,The trial lasted from the year 1601 to the year 161,1,2
The assessment lasted from the year 1867 to the year 186,The assessment lasted from the year 1801 to the year 186,6,7
The exchange lasted from the year 1373 to the year 137,The exchange lasted from the year 1301 to the year 137,7,3
The order lasted from the year 1440 to the year 144,The order lasted from the year 1401 to the year 144,4,0
The program lasted from the year 1792 to the year 179,The program lasted from the year 1701 to the year 179,9,2
The therapy lasted from the year 1424 to the year 142,The therapy lasted from the year 1401 to the year 142,2,4
The outcome lasted from the year 1755 to the year 175,The outcome lasted from the year 1701 to the year 175,5,5
The employment lasted from the year 1684 to the year 168,The employment lasted from the year 1601 to the year 168,8,4
The practice lasted from the year 1243 to the year 124,The practice lasted from the year 1201 to the year 124,4,3
The existence lasted from the year 1827 to the year 182,The existence lasted from the year 1801 to the year 182,2,7
The rule lasted from the year 1745 to the year 174,The rule lasted from the year 1701 to the year 174,4,5
The deal lasted from the year 1381 to the year 138,The deal lasted from the year 1301 to the year 138,8,1
The process lasted from the year 1555 to the year 155,The process lasted from the year 1501 to the year 155,5,5
The exchange lasted from the year 1380 to the year 138,The exchange lasted from the year 1301 to the year 138,8,0
The rule lasted from the year 1805 to the year 180,The rule lasted from the year 1801 to the year 180,0,5
The plan lasted from the year 1740 to the year 174,The plan lasted from the year 1701 to the year 174,4,0
The challenge lasted from the year 1609 to the year 160,The challenge lasted from the year 1601 to the year 160,0,9
The order lasted from the year 1627 to the year 162,The order lasted from the year 1601 to the year 162,2,7
The trial lasted from the year 1845 to the year 184,The trial lasted from the year 1801 to the year 184,4,5
The tour lasted from the year 1449 to the year 144,The tour lasted from the year 1401 to the year 144,4,9
The challenge lasted from the year 1165 to the year 116,The challenge lasted from the year 1101 to the year 116,6,5
The competition lasted from the year 1129 to the year 112,The competition lasted from the year 1101 to the year 112,2,9
The contact lasted from the year 1534 to the year 153,The contact lasted from the year 1501 to the year 153,3,4
The existence lasted from the year 1415 to the year 141,The existence lasted from the year 1401 to the year 141,1,5
The exchange lasted from the year 1610 to the year 161,The exchange lasted from the year 1601 to the year 161,1,0
The tour lasted from the year 1546 to the year 154,The tour lasted from the year 1501 to the year 154,4,6
The study lasted from the year 1546 to the year 154,The study lasted from the year 1501 to the year 154,4,6
The practice lasted from the year 1673 to the year 167,The practice lasted from the year 1601 to the year 167,7,3
The effect lasted from the year 1337 to the year 133,The effect lasted from the year 1301 to the year 133,3,7
The trial lasted from the year 1190 to the year 119,The trial lasted from the year 1101 to the year 119,9,0
The fall lasted from the year 1297 to the year 129,The fall lasted from the year 1201 to the year 129,9,7
The process lasted from the year 1316 to the year 131,The process lasted from the year 1301 to the year 131,1,6
The work lasted from the year 1251 to the year 125,The work lasted from the year 1201 to the year 125,5,1
The outcome lasted from the year 1234 to the year 123,The outcome lasted from the year 1201 to the year 123,3,4
The deal lasted from the year 1705 to the year 170,The deal lasted from the year 1701 to the year 170,0,5
The outcome lasted from the year 1659 to the year 165,The outcome lasted from the year 1601 to the year 165,5,9
The assessment lasted from the year 1175 to the year 117,The assessment lasted from the year 1101 to the year 117,7,5
The therapy lasted from the year 1450 to the year 145,The therapy lasted from the year 1401 to the year 145,5,0
The test lasted from the year 1736 to the year 173,The test lasted from the year 1701 to the year 173,3,6
The employment lasted from the year 1784 to the year 178,The employment lasted from the year 1701 to the year 178,8,4
The case lasted from the year 1893 to the year 189,The case lasted from the year 1801 to the year 189,9,3
The therapy lasted from the year 1138 to the year 113,The therapy lasted from the year 1101 to the year 113,3,8
The case lasted from the year 1863 to the year 186,The case lasted from the year 1801 to the year 186,6,3
The rise lasted from the year 1175 to the year 117,The rise lasted from the year 1101 to the year 117,7,5
The attack lasted from the year 1663 to the year 166,The attack lasted from the year 1601 to the year 166,6,3
The construction lasted from the year 1154 to the year 115,The construction lasted from the year 1101 to the year 115,5,4
The tour lasted from the year 1419 to the year 141,The tour lasted from the year 1401 to the year 141,1,9
The trial lasted from the year 1315 to the year 131,The trial lasted from the year 1301 to the year 131,1,5
The shift lasted from the year 1581 to the year 158,The shift lasted from the year 1501 to the year 158,8,1
The tour lasted from the year 1381 to the year 138,The tour lasted from the year 1301 to the year 138,8,1
The practice lasted from the year 1282 to the year 128,The practice lasted from the year 1201 to the year 128,8,2
The campaign lasted from the year 1814 to the year 181,The campaign lasted from the year 1801 to the year 181,1,4
The attack lasted from the year 1884 to the year 188,The attack lasted from the year 1801 to the year 188,8,4
The employment lasted from the year 1374 to the year 137,The employment lasted from the year 1301 to the year 137,7,4
The effect lasted from the year 1355 to the year 135,The effect lasted from the year 1301 to the year 135,5,5
The coma lasted from the year 1533 to the year 153,The coma lasted from the year 1501 to the year 153,3,3
The program lasted from the year 1590 to the year 159,The program lasted from the year 1501 to the year 159,9,0
The therapy lasted from the year 1153 to the year 115,The therapy lasted from the year 1101 to the year 115,5,3
The campaign lasted from the year 1189 to the year 118,The campaign lasted from the year 1101 to the year 118,8,9
The outcome lasted from the year 1542 to the year 154,The outcome lasted from the year 1501 to the year 154,4,2
The rule lasted from the year 1444 to the year 144,The rule lasted from the year 1401 to the year 144,4,4
The campaign lasted from the year 1494 to the year 149,The campaign lasted from the year 1401 to the year 149,9,4
The effect lasted from the year 1568 to the year 156,The effect lasted from the year 1501 to the year 156,6,8
The development lasted from the year 1179 to the year 117,The development lasted from the year 1101 to the year 117,7,9
The exchange lasted from the year 1387 to the year 138,The exchange lasted from the year 1301 to the year 138,8,7
The existence lasted from the year 1697 to the year 169,The existence lasted from the year 1601 to the year 169,9,7
The quest lasted from the year 1245 to the year 124,The quest lasted from the year 1201 to the year 124,4,5
The existence lasted from the year 1267 to the year 126,The existence lasted from the year 1201 to the year 126,6,7
The fall lasted from the year 1717 to the year 171,The fall lasted from the year 1701 to the year 171,1,7
The test lasted from the year 1590 to the year 159,The test lasted from the year 1501 to the year 159,9,0
The process lasted from the year 1893 to the year 189,The process lasted from the year 1801 to the year 189,9,3
The progress lasted from the year 1465 to the year 146,The progress lasted from the year 1401 to the year 146,6,5
