clean,corrupted,label1,label2
The expansion lasted from the year 1313 to the year 131,The expansion lasted from the year 1301 to the year 131,1,3
The romance lasted from the year 1172 to the year 117,The romance lasted from the year 1101 to the year 117,7,2
The impact lasted from the year 1114 to the year 111,The impact lasted from the year 1101 to the year 111,1,4
The growth lasted from the year 1192 to the year 119,The growth lasted from the year 1101 to the year 119,9,2
The romance lasted from the year 1571 to the year 157,The romance lasted from the year 1501 to the year 157,7,1
The journey lasted from the year 1615 to the year 161,The journey lasted from the year 1601 to the year 161,1,5
The chaos lasted from the year 1202 to the year 120,The chaos lasted from the year 1201 to the year 120,0,2
The tour lasted from the year 1828 to the year 182,The tour lasted from the year 1801 to the year 182,2,8
The tradition lasted from the year 1848 to the year 184,The tradition lasted from the year 1801 to the year 184,4,8
The impact lasted from the year 1520 to the year 152,The impact lasted from the year 1501 to the year 152,2,0
The strikes lasted from the year 1682 to the year 168,The strikes lasted from the year 1601 to the year 168,8,2
The investigation lasted from the year 1464 to the year 146,The investigation lasted from the year 1401 to the year 146,6,4
The rule lasted from the year 1432 to the year 143,The rule lasted from the year 1401 to the year 143,3,2
The project lasted from the year 1661 to the year 166,The project lasted from the year 1601 to the year 166,6,1
The increase lasted from the year 1389 to the year 138,The increase lasted from the year 1301 to the year 138,8,9
The construction lasted from the year 1384 to the year 138,The construction lasted from the year 1301 to the year 138,8,4
The test lasted from the year 1854 to the year 185,The test lasted from the year 1801 to the year 185,5,4
The tour lasted from the year 1630 to the year 163,The tour lasted from the year 1601 to the year 163,3,0
The program lasted from the year 1856 to the year 185,The program lasted from the year 1801 to the year 185,5,6
The construction lasted from the year 1640 to the year 164,The construction lasted from the year 1601 to the year 164,4,0
The increase lasted from the year 1339 to the year 133,The increase lasted from the year 1301 to the year 133,3,9
The tradition lasted from the year 1703 to the year 170,The tradition lasted from the year 1701 to the year 170,0,3
The improvement lasted from the year 1293 to the year 129,The improvement lasted from the year 1201 to the year 129,9,3
The accord lasted from the year 1318 to the year 131,The accord lasted from the year 1301 to the year 131,1,8
The fame lasted from the year 1544 to the year 154,The fame lasted from the year 1501 to the year 154,4,4
The employment lasted from the year 1549 to the year 154,The employment lasted from the year 1501 to the year 154,4,9
The journey lasted from the year 1318 to the year 131,The journey lasted from the year 1301 to the year 131,1,8
The expansion lasted from the year 1840 to the year 184,The expansion lasted from the year 1801 to the year 184,4,0
The unemployment lasted from the year 1637 to the year 163,The unemployment lasted from the year 1601 to the year 163,3,7
The impact lasted from the year 1751 to the year 175,The impact lasted from the year 1701 to the year 175,5,1
The pursuit lasted from the year 1764 to the year 176,The pursuit lasted from the year 1701 to the year 176,6,4
The fall lasted from the year 1521 to the year 152,The fall lasted from the year 1501 to the year 152,2,1
The progress lasted from the year 1553 to the year 155,The progress lasted from the year 1501 to the year 155,5,3
The study lasted from the year 1704 to the year 170,The study lasted from the year 1701 to the year 170,0,4
The strikes lasted from the year 1511 to the year 151,The strikes lasted from the year 1501 to the year 151,1,1
The tradition lasted from the year 1103 to the year 110,The tradition lasted from the year 1101 to the year 110,0,3
The accord lasted from the year 1569 to the year 156,The accord lasted from the year 1501 to the year 156,6,9
The tradition lasted from the year 1724 to the year 172,The tradition lasted from the year 1701 to the year 172,2,4
The cooperation lasted from the year 1109 to the year 110,The cooperation lasted from the year 1101 to the year 110,0,9
The consequence lasted from the year 1152 to the year 115,The consequence lasted from the year 1101 to the year 115,5,2
The growth lasted from the year 1392 to the year 139,The growth lasted from the year 1301 to the year 139,9,2
The engagement lasted from the year 1813 to the year 181,The engagement lasted from the year 1801 to the year 181,1,3
The construction lasted from the year 1589 to the year 158,The construction lasted from the year 1501 to the year 158,8,9
The disorder lasted from the year 1688 to the year 168,The disorder lasted from the year 1601 to the year 168,8,8
The custody lasted from the year 1759 to the year 175,The custody lasted from the year 1701 to the year 175,5,9
The rise lasted from the year 1782 to the year 178,The rise lasted from the year 1701 to the year 178,8,2
The employment lasted from the year 1222 to the year 122,The employment lasted from the year 1201 to the year 122,2,2
The decline lasted from the year 1817 to the year 181,The decline lasted from the year 1801 to the year 181,1,7
The tradition lasted from the year 1853 to the year 185,The tradition lasted from the year 1801 to the year 185,5,3
The increase lasted from the year 1182 to the year 118,The increase lasted from the year 1101 to the year 118,8,2
The study lasted from the year 1453 to the year 145,The study lasted from the year 1401 to the year 145,5,3
The attack lasted from the year 1224 to the year 122,The attack lasted from the year 1201 to the year 122,2,4
The therapy lasted from the year 1654 to the year 165,The therapy lasted from the year 1601 to the year 165,5,4
The chaos lasted from the year 1105 to the year 110,The chaos lasted from the year 1101 to the year 110,0,5
The expedition lasted from the year 1125 to the year 112,The expedition lasted from the year 1101 to the year 112,2,5
The growth lasted from the year 1562 to the year 156,The growth lasted from the year 1501 to the year 156,6,2
The tests lasted from the year 1735 to the year 173,The tests lasted from the year 1701 to the year 173,3,5
The fall lasted from the year 1882 to the year 188,The fall lasted from the year 1801 to the year 188,8,2
The conspiracy lasted from the year 1404 to the year 140,The conspiracy lasted from the year 1401 to the year 140,0,4
The case lasted from the year 1238 to the year 123,The case lasted from the year 1201 to the year 123,3,8
The assessment lasted from the year 1883 to the year 188,The assessment lasted from the year 1801 to the year 188,8,3
The increase lasted from the year 1645 to the year 164,The increase lasted from the year 1601 to the year 164,4,5
The progress lasted from the year 1166 to the year 116,The progress lasted from the year 1101 to the year 116,6,6
The convention lasted from the year 1245 to the year 124,The convention lasted from the year 1201 to the year 124,4,5
The fame lasted from the year 1561 to the year 156,The fame lasted from the year 1501 to the year 156,6,1
The reign lasted from the year 1169 to the year 116,The reign lasted from the year 1101 to the year 116,6,9
The rise lasted from the year 1854 to the year 185,The rise lasted from the year 1801 to the year 185,5,4
The investigation lasted from the year 1284 to the year 128,The investigation lasted from the year 1201 to the year 128,8,4
The tour lasted from the year 1357 to the year 135,The tour lasted from the year 1301 to the year 135,5,7
The affair lasted from the year 1220 to the year 122,The affair lasted from the year 1201 to the year 122,2,0
The attack lasted from the year 1376 to the year 137,The attack lasted from the year 1301 to the year 137,7,6
The fame lasted from the year 1256 to the year 125,The fame lasted from the year 1201 to the year 125,5,6
The program lasted from the year 1481 to the year 148,The program lasted from the year 1401 to the year 148,8,1
The reign lasted from the year 1263 to the year 126,The reign lasted from the year 1201 to the year 126,6,3
The affair lasted from the year 1423 to the year 142,The affair lasted from the year 1401 to the year 142,2,3
The disorder lasted from the year 1471 to the year 147,The disorder lasted from the year 1401 to the year 147,7,1
The deal lasted from the year 1151 to the year 115,The deal lasted from the year 1101 to the year 115,5,1
The work lasted from the year 1388 to the year 138,The work lasted from the year 1301 to the year 138,8,8
The outbreak lasted from the year 1595 to the year 159,The outbreak lasted from the year 1501 to the year 159,9,5
The journey lasted from the year 1233 to the year 123,The journey lasted from the year 1201 to the year 123,3,3
The outcome lasted from the year 1106 to the year 110,The outcome lasted from the year 1101 to the year 110,0,6
The invasion lasted from the year 1317 to the year 131,The invasion lasted from the year 1301 to the year 131,1,7
The project lasted from the year 1789 to the year 178,The project lasted from the year 1701 to the year 178,8,9
The growth lasted from the year 1291 to the year 129,The growth lasted from the year 1201 to the year 129,9,1
The deal lasted from the year 1732 to the year 173,The deal lasted from the year 1701 to the year 173,3,2
The cooperation lasted from the year 1829 to the year 182,The cooperation lasted from the year 1801 to the year 182,2,9
The deal lasted from the year 1163 to the year 116,The deal lasted from the year 1101 to the year 116,6,3
The marriage lasted from the year 1794 to the year 179,The marriage lasted from the year 1701 to the year 179,9,4
The testing lasted from the year 1528 to the year 152,The testing lasted from the year 1501 to the year 152,2,8
The plan lasted from the year 1362 to the year 136,The plan lasted from the year 1301 to the year 136,6,2
The decrease lasted from the year 1346 to the year 134,The decrease lasted from the year 1301 to the year 134,4,6
The consequence lasted from the year 1645 to the year 164,The consequence lasted from the year 1601 to the year 164,4,5
The quest lasted from the year 1514 to the year 151,The quest lasted from the year 1501 to the year 151,1,4
The deal lasted from the year 1287 to the year 128,The deal lasted from the year 1201 to the year 128,8,7
The investigation lasted from the year 1233 to the year 123,The investigation lasted from the year 1201 to the year 123,3,3
The employment lasted from the year 1675 to the year 167,The employment lasted from the year 1601 to the year 167,7,5
The outcome lasted from the year 1393 to the year 139,The outcome lasted from the year 1301 to the year 139,9,3
The rise lasted from the year 1197 to the year 119,The rise lasted from the year 1101 to the year 119,9,7
The fall lasted from the year 1824 to the year 182,The fall lasted from the year 1801 to the year 182,2,4
The existence lasted from the year 1390 to the year 139,The existence lasted from the year 1301 to the year 139,9,0
The kingdom lasted from the year 1782 to the year 178,The kingdom lasted from the year 1701 to the year 178,8,2
The plan lasted from the year 1719 to the year 171,The plan lasted from the year 1701 to the year 171,1,9
The program lasted from the year 1576 to the year 157,The program lasted from the year 1501 to the year 157,7,6
The consultation lasted from the year 1670 to the year 167,The consultation lasted from the year 1601 to the year 167,7,0
The study lasted from the year 1886 to the year 188,The study lasted from the year 1801 to the year 188,8,6
The improvement lasted from the year 1608 to the year 160,The improvement lasted from the year 1601 to the year 160,0,8
The employment lasted from the year 1386 to the year 138,The employment lasted from the year 1301 to the year 138,8,6
The deal lasted from the year 1497 to the year 149,The deal lasted from the year 1401 to the year 149,9,7
The reign lasted from the year 1288 to the year 128,The reign lasted from the year 1201 to the year 128,8,8
The practice lasted from the year 1812 to the year 181,The practice lasted from the year 1801 to the year 181,1,2
The investigation lasted from the year 1213 to the year 121,The investigation lasted from the year 1201 to the year 121,1,3
The increase lasted from the year 1627 to the year 162,The increase lasted from the year 1601 to the year 162,2,7
The invasion lasted from the year 1853 to the year 185,The invasion lasted from the year 1801 to the year 185,5,3
The campaign lasted from the year 1580 to the year 158,The campaign lasted from the year 1501 to the year 158,8,0
The disorder lasted from the year 1419 to the year 141,The disorder lasted from the year 1401 to the year 141,1,9
The practice lasted from the year 1318 to the year 131,The practice lasted from the year 1301 to the year 131,1,8
The marriage lasted from the year 1477 to the year 147,The marriage lasted from the year 1401 to the year 147,7,7
The illness lasted from the year 1204 to the year 120,The illness lasted from the year 1201 to the year 120,0,4
The operation lasted from the year 1621 to the year 162,The operation lasted from the year 1601 to the year 162,2,1
The operation lasted from the year 1377 to the year 137,The operation lasted from the year 1301 to the year 137,7,7
The attempts lasted from the year 1720 to the year 172,The attempts lasted from the year 1701 to the year 172,2,0
The investigation lasted from the year 1598 to the year 159,The investigation lasted from the year 1501 to the year 159,9,8
The illness lasted from the year 1123 to the year 112,The illness lasted from the year 1101 to the year 112,2,3
The outbreak lasted from the year 1782 to the year 178,The outbreak lasted from the year 1701 to the year 178,8,2
The work lasted from the year 1269 to the year 126,The work lasted from the year 1201 to the year 126,6,9
The cooperation lasted from the year 1796 to the year 179,The cooperation lasted from the year 1701 to the year 179,9,6
The attempts lasted from the year 1219 to the year 121,The attempts lasted from the year 1201 to the year 121,1,9
The progress lasted from the year 1293 to the year 129,The progress lasted from the year 1201 to the year 129,9,3
The case lasted from the year 1855 to the year 185,The case lasted from the year 1801 to the year 185,5,5
The plan lasted from the year 1408 to the year 140,The plan lasted from the year 1401 to the year 140,0,8
The decrease lasted from the year 1385 to the year 138,The decrease lasted from the year 1301 to the year 138,8,5
The dispute lasted from the year 1845 to the year 184,The dispute lasted from the year 1801 to the year 184,4,5
The pursuit lasted from the year 1344 to the year 134,The pursuit lasted from the year 1301 to the year 134,4,4
The decline lasted from the year 1425 to the year 142,The decline lasted from the year 1401 to the year 142,2,5
The convention lasted from the year 1392 to the year 139,The convention lasted from the year 1301 to the year 139,9,2
The journey lasted from the year 1192 to the year 119,The journey lasted from the year 1101 to the year 119,9,2
The plan lasted from the year 1719 to the year 171,The plan lasted from the year 1701 to the year 171,1,9
The progress lasted from the year 1827 to the year 182,The progress lasted from the year 1801 to the year 182,2,7
The voyage lasted from the year 1372 to the year 137,The voyage lasted from the year 1301 to the year 137,7,2
The impact lasted from the year 1867 to the year 186,The impact lasted from the year 1801 to the year 186,6,7
The expansion lasted from the year 1685 to the year 168,The expansion lasted from the year 1601 to the year 168,8,5
The test lasted from the year 1804 to the year 180,The test lasted from the year 1801 to the year 180,0,4
The collaboration lasted from the year 1532 to the year 153,The collaboration lasted from the year 1501 to the year 153,3,2
The relationship lasted from the year 1587 to the year 158,The relationship lasted from the year 1501 to the year 158,8,7
The challenge lasted from the year 1370 to the year 137,The challenge lasted from the year 1301 to the year 137,7,0
The deal lasted from the year 1150 to the year 115,The deal lasted from the year 1101 to the year 115,5,0
The flights lasted from the year 1417 to the year 141,The flights lasted from the year 1401 to the year 141,1,7
The custody lasted from the year 1790 to the year 179,The custody lasted from the year 1701 to the year 179,9,0
The disorder lasted from the year 1872 to the year 187,The disorder lasted from the year 1801 to the year 187,7,2
The expedition lasted from the year 1354 to the year 135,The expedition lasted from the year 1301 to the year 135,5,4
The journey lasted from the year 1330 to the year 133,The journey lasted from the year 1301 to the year 133,3,0
The process lasted from the year 1687 to the year 168,The process lasted from the year 1601 to the year 168,8,7
The case lasted from the year 1497 to the year 149,The case lasted from the year 1401 to the year 149,9,7
The attempts lasted from the year 1749 to the year 174,The attempts lasted from the year 1701 to the year 174,4,9
The evaluation lasted from the year 1418 to the year 141,The evaluation lasted from the year 1401 to the year 141,1,8
The quest lasted from the year 1847 to the year 184,The quest lasted from the year 1801 to the year 184,4,7
The conspiracy lasted from the year 1612 to the year 161,The conspiracy lasted from the year 1601 to the year 161,1,2
The kingdom lasted from the year 1711 to the year 171,The kingdom lasted from the year 1701 to the year 171,1,1
The challenge lasted from the year 1760 to the year 176,The challenge lasted from the year 1701 to the year 176,6,0
The outcome lasted from the year 1197 to the year 119,The outcome lasted from the year 1101 to the year 119,9,7
The cooperation lasted from the year 1712 to the year 171,The cooperation lasted from the year 1701 to the year 171,1,2
The expansion lasted from the year 1238 to the year 123,The expansion lasted from the year 1201 to the year 123,3,8
The voyage lasted from the year 1405 to the year 140,The voyage lasted from the year 1401 to the year 140,0,5
The chaos lasted from the year 1741 to the year 174,The chaos lasted from the year 1701 to the year 174,4,1
The order lasted from the year 1193 to the year 119,The order lasted from the year 1101 to the year 119,9,3
The fall lasted from the year 1106 to the year 110,The fall lasted from the year 1101 to the year 110,0,6
The tradition lasted from the year 1102 to the year 110,The tradition lasted from the year 1101 to the year 110,0,2
The attempts lasted from the year 1337 to the year 133,The attempts lasted from the year 1301 to the year 133,3,7
The outbreak lasted from the year 1838 to the year 183,The outbreak lasted from the year 1801 to the year 183,3,8
The pursuit lasted from the year 1680 to the year 168,The pursuit lasted from the year 1601 to the year 168,8,0
The agreement lasted from the year 1112 to the year 111,The agreement lasted from the year 1101 to the year 111,1,2
The fame lasted from the year 1476 to the year 147,The fame lasted from the year 1401 to the year 147,7,6
The progress lasted from the year 1198 to the year 119,The progress lasted from the year 1101 to the year 119,9,8
The relationship lasted from the year 1184 to the year 118,The relationship lasted from the year 1101 to the year 118,8,4
The pursuit lasted from the year 1862 to the year 186,The pursuit lasted from the year 1801 to the year 186,6,2
The decline lasted from the year 1337 to the year 133,The decline lasted from the year 1301 to the year 133,3,7
The decrease lasted from the year 1271 to the year 127,The decrease lasted from the year 1201 to the year 127,7,1
The affair lasted from the year 1621 to the year 162,The affair lasted from the year 1601 to the year 162,2,1
The journey lasted from the year 1772 to the year 177,The journey lasted from the year 1701 to the year 177,7,2
The challenge lasted from the year 1429 to the year 142,The challenge lasted from the year 1401 to the year 142,2,9
The cooperation lasted from the year 1438 to the year 143,The cooperation lasted from the year 1401 to the year 143,3,8
The fall lasted from the year 1746 to the year 174,The fall lasted from the year 1701 to the year 174,4,6
The practice lasted from the year 1703 to the year 170,The practice lasted from the year 1701 to the year 170,0,3
The dispute lasted from the year 1618 to the year 161,The dispute lasted from the year 1601 to the year 161,1,8
The case lasted from the year 1545 to the year 154,The case lasted from the year 1501 to the year 154,4,5
The chaos lasted from the year 1575 to the year 157,The chaos lasted from the year 1501 to the year 157,7,5
The deal lasted from the year 1213 to the year 121,The deal lasted from the year 1201 to the year 121,1,3
The progress lasted from the year 1302 to the year 130,The progress lasted from the year 1301 to the year 130,0,2
The expansion lasted from the year 1158 to the year 115,The expansion lasted from the year 1101 to the year 115,5,8
The rule lasted from the year 1128 to the year 112,The rule lasted from the year 1101 to the year 112,2,8
The engagement lasted from the year 1380 to the year 138,The engagement lasted from the year 1301 to the year 138,8,0
The growth lasted from the year 1273 to the year 127,The growth lasted from the year 1201 to the year 127,7,3
The dispute lasted from the year 1407 to the year 140,The dispute lasted from the year 1401 to the year 140,0,7
The decrease lasted from the year 1738 to the year 173,The decrease lasted from the year 1701 to the year 173,3,8
The contact lasted from the year 1118 to the year 111,The contact lasted from the year 1101 to the year 111,1,8
The campaign lasted from the year 1890 to the year 189,The campaign lasted from the year 1801 to the year 189,9,0
The practice lasted from the year 1477 to the year 147,The practice lasted from the year 1401 to the year 147,7,7
The improvement lasted from the year 1115 to the year 111,The improvement lasted from the year 1101 to the year 111,1,5
The voyage lasted from the year 1115 to the year 111,The voyage lasted from the year 1101 to the year 111,1,5
The growth lasted from the year 1326 to the year 132,The growth lasted from the year 1301 to the year 132,2,6
The trial lasted from the year 1136 to the year 113,The trial lasted from the year 1101 to the year 113,3,6
The effort lasted from the year 1104 to the year 110,The effort lasted from the year 1101 to the year 110,0,4
The shift lasted from the year 1544 to the year 154,The shift lasted from the year 1501 to the year 154,4,4
The decrease lasted from the year 1833 to the year 183,The decrease lasted from the year 1801 to the year 183,3,3
The pursuit lasted from the year 1276 to the year 127,The pursuit lasted from the year 1201 to the year 127,7,6
The assessment lasted from the year 1367 to the year 136,The assessment lasted from the year 1301 to the year 136,6,7
The construction lasted from the year 1570 to the year 157,The construction lasted from the year 1501 to the year 157,7,0
The work lasted from the year 1285 to the year 128,The work lasted from the year 1201 to the year 128,8,5
The trip lasted from the year 1429 to the year 142,The trip lasted from the year 1401 to the year 142,2,9
The therapy lasted from the year 1874 to the year 187,The therapy lasted from the year 1801 to the year 187,7,4
The marriage lasted from the year 1458 to the year 145,The marriage lasted from the year 1401 to the year 145,5,8
The fall lasted from the year 1509 to the year 150,The fall lasted from the year 1501 to the year 150,0,9
The plan lasted from the year 1255 to the year 125,The plan lasted from the year 1201 to the year 125,5,5
The conspiracy lasted from the year 1452 to the year 145,The conspiracy lasted from the year 1401 to the year 145,5,2
The tests lasted from the year 1671 to the year 167,The tests lasted from the year 1601 to the year 167,7,1
The relationship lasted from the year 1361 to the year 136,The relationship lasted from the year 1301 to the year 136,6,1
The rule lasted from the year 1651 to the year 165,The rule lasted from the year 1601 to the year 165,5,1
The disorder lasted from the year 1740 to the year 174,The disorder lasted from the year 1701 to the year 174,4,0
The deal lasted from the year 1220 to the year 122,The deal lasted from the year 1201 to the year 122,2,0
The consequence lasted from the year 1794 to the year 179,The consequence lasted from the year 1701 to the year 179,9,4
The convention lasted from the year 1768 to the year 176,The convention lasted from the year 1701 to the year 176,6,8
The development lasted from the year 1807 to the year 180,The development lasted from the year 1801 to the year 180,0,7
The practice lasted from the year 1890 to the year 189,The practice lasted from the year 1801 to the year 189,9,0
The therapy lasted from the year 1504 to the year 150,The therapy lasted from the year 1501 to the year 150,0,4
The development lasted from the year 1368 to the year 136,The development lasted from the year 1301 to the year 136,6,8
The trial lasted from the year 1427 to the year 142,The trial lasted from the year 1401 to the year 142,2,7
The test lasted from the year 1830 to the year 183,The test lasted from the year 1801 to the year 183,3,0
The disorder lasted from the year 1577 to the year 157,The disorder lasted from the year 1501 to the year 157,7,7
The consultation lasted from the year 1575 to the year 157,The consultation lasted from the year 1501 to the year 157,7,5
The deal lasted from the year 1432 to the year 143,The deal lasted from the year 1401 to the year 143,3,2
The employment lasted from the year 1714 to the year 171,The employment lasted from the year 1701 to the year 171,1,4
The work lasted from the year 1682 to the year 168,The work lasted from the year 1601 to the year 168,8,2
The dispute lasted from the year 1633 to the year 163,The dispute lasted from the year 1601 to the year 163,3,3
The cooperation lasted from the year 1276 to the year 127,The cooperation lasted from the year 1201 to the year 127,7,6
The rule lasted from the year 1759 to the year 175,The rule lasted from the year 1701 to the year 175,5,9
The decrease lasted from the year 1833 to the year 183,The decrease lasted from the year 1801 to the year 183,3,3
The accord lasted from the year 1532 to the year 153,The accord lasted from the year 1501 to the year 153,3,2
The convention lasted from the year 1161 to the year 116,The convention lasted from the year 1101 to the year 116,6,1
The existence lasted from the year 1376 to the year 137,The existence lasted from the year 1301 to the year 137,7,6
The exchange lasted from the year 1344 to the year 134,The exchange lasted from the year 1301 to the year 134,4,4
The kingdom lasted from the year 1856 to the year 185,The kingdom lasted from the year 1801 to the year 185,5,6
The tradition lasted from the year 1667 to the year 166,The tradition lasted from the year 1601 to the year 166,6,7
The outbreak lasted from the year 1184 to the year 118,The outbreak lasted from the year 1101 to the year 118,8,4
The order lasted from the year 1452 to the year 145,The order lasted from the year 1401 to the year 145,5,2
The development lasted from the year 1458 to the year 145,The development lasted from the year 1401 to the year 145,5,8
The collaboration lasted from the year 1448 to the year 144,The collaboration lasted from the year 1401 to the year 144,4,8
The existence lasted from the year 1206 to the year 120,The existence lasted from the year 1201 to the year 120,0,6
The progress lasted from the year 1308 to the year 130,The progress lasted from the year 1301 to the year 130,0,8
The conspiracy lasted from the year 1296 to the year 129,The conspiracy lasted from the year 1201 to the year 129,9,6
The shift lasted from the year 1445 to the year 144,The shift lasted from the year 1401 to the year 144,4,5
The impact lasted from the year 1325 to the year 132,The impact lasted from the year 1301 to the year 132,2,5
The outcome lasted from the year 1743 to the year 174,The outcome lasted from the year 1701 to the year 174,4,3
The romance lasted from the year 1838 to the year 183,The romance lasted from the year 1801 to the year 183,3,8
The consultation lasted from the year 1852 to the year 185,The consultation lasted from the year 1801 to the year 185,5,2
The dispute lasted from the year 1547 to the year 154,The dispute lasted from the year 1501 to the year 154,4,7
The expansion lasted from the year 1157 to the year 115,The expansion lasted from the year 1101 to the year 115,5,7
The attack lasted from the year 1510 to the year 151,The attack lasted from the year 1501 to the year 151,1,0
The testing lasted from the year 1618 to the year 161,The testing lasted from the year 1601 to the year 161,1,8
The program lasted from the year 1582 to the year 158,The program lasted from the year 1501 to the year 158,8,2
The kingdom lasted from the year 1295 to the year 129,The kingdom lasted from the year 1201 to the year 129,9,5
The evaluation lasted from the year 1315 to the year 131,The evaluation lasted from the year 1301 to the year 131,1,5
The unemployment lasted from the year 1879 to the year 187,The unemployment lasted from the year 1801 to the year 187,7,9
The agreement lasted from the year 1753 to the year 175,The agreement lasted from the year 1701 to the year 175,5,3
The contract lasted from the year 1170 to the year 117,The contract lasted from the year 1101 to the year 117,7,0
The rule lasted from the year 1737 to the year 173,The rule lasted from the year 1701 to the year 173,3,7
The deal lasted from the year 1223 to the year 122,The deal lasted from the year 1201 to the year 122,2,3
The test lasted from the year 1222 to the year 122,The test lasted from the year 1201 to the year 122,2,2
The increase lasted from the year 1147 to the year 114,The increase lasted from the year 1101 to the year 114,4,7
The growth lasted from the year 1367 to the year 136,The growth lasted from the year 1301 to the year 136,6,7
The progress lasted from the year 1705 to the year 170,The progress lasted from the year 1701 to the year 170,0,5
The test lasted from the year 1789 to the year 178,The test lasted from the year 1701 to the year 178,8,9
The engagement lasted from the year 1586 to the year 158,The engagement lasted from the year 1501 to the year 158,8,6
The trip lasted from the year 1749 to the year 174,The trip lasted from the year 1701 to the year 174,4,9
The plan lasted from the year 1230 to the year 123,The plan lasted from the year 1201 to the year 123,3,0
The operation lasted from the year 1277 to the year 127,The operation lasted from the year 1201 to the year 127,7,7
The affair lasted from the year 1794 to the year 179,The affair lasted from the year 1701 to the year 179,9,4
The rise lasted from the year 1379 to the year 137,The rise lasted from the year 1301 to the year 137,7,9
The marriage lasted from the year 1895 to the year 189,The marriage lasted from the year 1801 to the year 189,9,5
The flights lasted from the year 1423 to the year 142,The flights lasted from the year 1401 to the year 142,2,3
The experiments lasted from the year 1521 to the year 152,The experiments lasted from the year 1501 to the year 152,2,1
The invasion lasted from the year 1203 to the year 120,The invasion lasted from the year 1201 to the year 120,0,3
The journey lasted from the year 1831 to the year 183,The journey lasted from the year 1801 to the year 183,3,1
The tradition lasted from the year 1697 to the year 169,The tradition lasted from the year 1601 to the year 169,9,7
The relationship lasted from the year 1669 to the year 166,The relationship lasted from the year 1601 to the year 166,6,9
The study lasted from the year 1312 to the year 131,The study lasted from the year 1301 to the year 131,1,2
The order lasted from the year 1333 to the year 133,The order lasted from the year 1301 to the year 133,3,3
The outcome lasted from the year 1208 to the year 120,The outcome lasted from the year 1201 to the year 120,0,8
The flights lasted from the year 1222 to the year 122,The flights lasted from the year 1201 to the year 122,2,2
The reign lasted from the year 1152 to the year 115,The reign lasted from the year 1101 to the year 115,5,2
The decrease lasted from the year 1275 to the year 127,The decrease lasted from the year 1201 to the year 127,7,5
The exchange lasted from the year 1694 to the year 169,The exchange lasted from the year 1601 to the year 169,9,4
The consequence lasted from the year 1774 to the year 177,The consequence lasted from the year 1701 to the year 177,7,4
The investigation lasted from the year 1150 to the year 115,The investigation lasted from the year 1101 to the year 115,5,0
The effort lasted from the year 1354 to the year 135,The effort lasted from the year 1301 to the year 135,5,4
The marriage lasted from the year 1144 to the year 114,The marriage lasted from the year 1101 to the year 114,4,4
The shift lasted from the year 1362 to the year 136,The shift lasted from the year 1301 to the year 136,6,2
The chaos lasted from the year 1174 to the year 117,The chaos lasted from the year 1101 to the year 117,7,4
The consultation lasted from the year 1710 to the year 171,The consultation lasted from the year 1701 to the year 171,1,0
The marriage lasted from the year 1165 to the year 116,The marriage lasted from the year 1101 to the year 116,6,5
The tests lasted from the year 1813 to the year 181,The tests lasted from the year 1801 to the year 181,1,3
The romance lasted from the year 1354 to the year 135,The romance lasted from the year 1301 to the year 135,5,4
The agreement lasted from the year 1454 to the year 145,The agreement lasted from the year 1401 to the year 145,5,4
The tour lasted from the year 1253 to the year 125,The tour lasted from the year 1201 to the year 125,5,3
The trial lasted from the year 1723 to the year 172,The trial lasted from the year 1701 to the year 172,2,3
The therapy lasted from the year 1152 to the year 115,The therapy lasted from the year 1101 to the year 115,5,2
The order lasted from the year 1313 to the year 131,The order lasted from the year 1301 to the year 131,1,3
The decline lasted from the year 1618 to the year 161,The decline lasted from the year 1601 to the year 161,1,8
The tradition lasted from the year 1246 to the year 124,The tradition lasted from the year 1201 to the year 124,4,6
The voyage lasted from the year 1396 to the year 139,The voyage lasted from the year 1301 to the year 139,9,6
The kingdom lasted from the year 1137 to the year 113,The kingdom lasted from the year 1101 to the year 113,3,7
The progress lasted from the year 1419 to the year 141,The progress lasted from the year 1401 to the year 141,1,9
The engagement lasted from the year 1563 to the year 156,The engagement lasted from the year 1501 to the year 156,6,3
The trial lasted from the year 1385 to the year 138,The trial lasted from the year 1301 to the year 138,8,5
The illness lasted from the year 1630 to the year 163,The illness lasted from the year 1601 to the year 163,3,0
The reign lasted from the year 1656 to the year 165,The reign lasted from the year 1601 to the year 165,5,6
The therapy lasted from the year 1872 to the year 187,The therapy lasted from the year 1801 to the year 187,7,2
The pursuit lasted from the year 1304 to the year 130,The pursuit lasted from the year 1301 to the year 130,0,4
The journey lasted from the year 1627 to the year 162,The journey lasted from the year 1601 to the year 162,2,7
The collaboration lasted from the year 1569 to the year 156,The collaboration lasted from the year 1501 to the year 156,6,9
The dispute lasted from the year 1546 to the year 154,The dispute lasted from the year 1501 to the year 154,4,6
The deal lasted from the year 1594 to the year 159,The deal lasted from the year 1501 to the year 159,9,4
The campaign lasted from the year 1695 to the year 169,The campaign lasted from the year 1601 to the year 169,9,5
The decline lasted from the year 1854 to the year 185,The decline lasted from the year 1801 to the year 185,5,4
The outbreak lasted from the year 1849 to the year 184,The outbreak lasted from the year 1801 to the year 184,4,9
The invasion lasted from the year 1734 to the year 173,The invasion lasted from the year 1701 to the year 173,3,4
