clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there was one raircay. Now there are two rairc","First, there were two raircays. Now there is one rairc",698,333,raircay,raircays,0
"First, there were two raircays. Now there is one rairc","First, there was one raircay. Now there are two rairc",333,698,raircay,raircays,1
"First, there was one codier. Now there are two cod","First, there were two codiers. Now there is one cod",4670,1321,codier,codiers,0
"First, there were two codiers. Now there is one cod","First, there was one codier. Now there are two cod",1321,4670,codier,codiers,1
"First, there was one hoff. Now there are two h","First, there were two hoffs. Now there is one h",14273,2727,hoff,hoffs,0
"First, there were two hoffs. Now there is one h","First, there was one hoff. Now there are two h",2727,14273,hoff,hoffs,1
"First, there was one alpyment. Now there are two alpy","First, there were two alpyments. Now there is one alpy",942,420,alpyment,alpyments,0
"First, there were two alpyments. Now there is one alpy","First, there was one alpyment. Now there are two alpy",420,942,alpyment,alpyments,1
"First, there was one epant. Now there are two ep","First, there were two epants. Now there is one ep",1103,386,epant,epants,0
"First, there were two epants. Now there is one ep","First, there was one epant. Now there are two ep",386,1103,epant,epants,1
"First, there was one calt. Now there are two cal","First, there were two calts. Now there is one cal",1641,85,calt,calts,0
"First, there were two calts. Now there is one cal","First, there was one calt. Now there are two cal",85,1641,calt,calts,1
"First, there was one podoation. Now there are two podo","First, there were two podoations. Now there is one podo",569,318,podoation,podoations,0
"First, there were two podoations. Now there is one podo","First, there was one podoation. Now there are two podo",318,569,podoation,podoations,1
"First, there was one deler. Now there are two del","First, there were two delers. Now there is one del",398,254,deler,delers,0
"First, there were two delers. Now there is one del","First, there was one deler. Now there are two del",254,398,deler,delers,1
"First, there was one stakedent. Now there are two staked","First, there were two stakedents. Now there is one staked",592,290,stakedent,stakedents,0
"First, there were two stakedents. Now there is one staked","First, there was one stakedent. Now there are two staked",290,592,stakedent,stakedents,1
"First, there was one lappital. Now there are two lapp","First, there were two lappitals. Now there is one lapp",32421,1562,lappital,lappitals,0
"First, there were two lappitals. Now there is one lapp","First, there was one lappital. Now there are two lapp",1562,32421,lappital,lappitals,1
"First, there was one moctor. Now there are two mo","First, there were two moctors. Now there is one mo",5285,1870,moctor,moctors,0
"First, there were two moctors. Now there is one mo","First, there was one moctor. Now there are two mo",1870,5285,moctor,moctors,1
"First, there was one tsale. Now there are two ts","First, there were two tsales. Now there is one ts",2339,1079,tsale,tsales,0
"First, there were two tsales. Now there is one ts","First, there was one tsale. Now there are two ts",1079,2339,tsale,tsales,1
"First, there was one cose. Now there are two c","First, there were two coses. Now there is one c",4863,583,cose,coses,0
"First, there were two coses. Now there is one c","First, there was one cose. Now there are two c",583,4863,cose,coses,1
"First, there was one demmer. Now there are two dem","First, there were two demmers. Now there is one dem",16451,961,demmer,demmers,0
"First, there were two demmers. Now there is one dem","First, there was one demmer. Now there are two dem",961,16451,demmer,demmers,1
"First, there was one ijurity. Now there are two ij","First, there were two ijurities. Now there is one ij",19940,5051,ijurity,ijurities,0
"First, there were two ijurities. Now there is one ij","First, there was one ijurity. Now there are two ij",5051,19940,ijurity,ijurities,1
"First, there was one advole. Now there are two adv","First, there were two advoles. Now there is one adv",3841,1306,advole,advoles,0
"First, there were two advoles. Now there is one adv","First, there was one advole. Now there are two adv",1306,3841,advole,advoles,1
"First, there was one retope. Now there are two ret","First, there were two retopes. Now there is one ret",11192,1714,retope,retopes,0
"First, there were two retopes. Now there is one ret","First, there was one retope. Now there are two ret",1714,11192,retope,retopes,1
"First, there was one stoif. Now there are two sto","First, there were two stoifs. Now there is one sto",27530,338,stoif,stoifs,0
"First, there were two stoifs. Now there is one sto","First, there was one stoif. Now there are two sto",338,27530,stoif,stoifs,1
"First, there was one clob. Now there are two cl","First, there were two clobs. Now there is one cl",10600,706,clob,clobs,0
"First, there were two clobs. Now there is one cl","First, there was one clob. Now there are two cl",706,10600,clob,clobs,1
"First, there was one dicustion. Now there are two dicust","First, there were two dicustions. Now there is one dicust",621,279,dicustion,dicustions,0
"First, there were two dicustions. Now there is one dicust","First, there was one dicustion. Now there are two dicust",279,621,dicustion,dicustions,1
"First, there was one lippital. Now there are two lipp","First, there were two lippitals. Now there is one lipp",32421,1562,lippital,lippitals,0
"First, there were two lippitals. Now there is one lipp","First, there was one lippital. Now there are two lipp",1562,32421,lippital,lippitals,1
"First, there was one gonter. Now there are two gon","First, there were two gonters. Now there is one gon",1336,350,gonter,gonters,0
"First, there were two gonters. Now there is one gon","First, there was one gonter. Now there are two gon",350,1336,gonter,gonters,1
"First, there was one progreted. Now there are two progret","First, there were two progreteds. Now there is one progret",5797,264,progreted,progreteds,0
"First, there were two progreteds. Now there is one progret","First, there was one progreted. Now there are two progret",264,5797,progreted,progreteds,1
"First, there was one latel. Now there are two lat","First, there were two latels. Now there is one lat",1241,293,latel,latels,0
"First, there were two latels. Now there is one lat","First, there was one latel. Now there are two lat",293,1241,latel,latels,1
"First, there was one popletary. Now there are two poplet","First, there were two popletaries. Now there is one poplet",3927,552,popletary,popletaries,0
"First, there were two popletaries. Now there is one poplet","First, there was one popletary. Now there are two poplet",552,3927,popletary,popletaries,1
"First, there was one mener. Now there are two men","First, there were two meners. Now there is one men",398,254,mener,meners,0
"First, there were two meners. Now there is one men","First, there was one mener. Now there are two men",254,398,mener,meners,1
"First, there was one attite. Now there are two att","First, there were two attites. Now there is one att",3254,614,attite,attites,0
"First, there were two attites. Now there is one att","First, there was one attite. Now there are two att",614,3254,attite,attites,1
"First, there was one pininger. Now there are two pining","First, there were two piningers. Now there is one pining",398,254,pininger,piningers,0
"First, there were two piningers. Now there is one pining","First, there was one pininger. Now there are two pining",254,398,pininger,piningers,1
"First, there was one purpon. Now there are two purp","First, there were two purpons. Now there is one purp",790,251,purpon,purpons,0
"First, there were two purpons. Now there is one purp","First, there was one purpon. Now there are two purp",251,790,purpon,purpons,1
"First, there was one surfay. Now there are two surf","First, there were two surfays. Now there is one surf",698,333,surfay,surfays,0
"First, there were two surfays. Now there is one surf","First, there was one surfay. Now there are two surf",333,698,surfay,surfays,1
"First, there was one pacy. Now there are two p","First, there were two pacies. Now there is one p",19103,1974,pacy,pacies,0
"First, there were two pacies. Now there is one p","First, there was one pacy. Now there are two p",1974,19103,pacy,pacies,1
"First, there was one soid. Now there are two so","First, there were two soids. Now there is one so",2352,301,soid,soids,0
"First, there were two soids. Now there is one so","First, there was one soid. Now there are two so",301,2352,soid,soids,1
"First, there was one umil. Now there are two um","First, there were two umils. Now there is one um",3683,300,umil,umils,0
"First, there were two umils. Now there is one um","First, there was one umil. Now there are two um",300,3683,umil,umils,1
"First, there was one cortossion. Now there are two cortoss","First, there were two cortossions. Now there is one cortoss",621,279,cortossion,cortossions,0
"First, there were two cortossions. Now there is one cortoss","First, there was one cortossion. Now there are two cortoss",279,621,cortossion,cortossions,1
"First, there was one imbestance. Now there are two imbest","First, there were two imbestances. Now there is one imbest",1972,593,imbestance,imbestances,0
"First, there were two imbestances. Now there is one imbest","First, there was one imbestance. Now there are two imbest",593,1972,imbestance,imbestances,1
"First, there was one ipand. Now there are two ip","First, there were two ipands. Now there is one ip",2287,395,ipand,ipands,0
"First, there were two ipands. Now there is one ip","First, there was one ipand. Now there are two ip",395,2287,ipand,ipands,1
"First, there was one prolattion. Now there are two prolatt","First, there were two prolattions. Now there is one prolatt",621,279,prolattion,prolattions,0
"First, there were two prolattions. Now there is one prolatt","First, there was one prolattion. Now there are two prolatt",279,621,prolattion,prolattions,1
"First, there was one farf. Now there are two far","First, there were two farves. Now there is one far",1634,71,farf,farves,0
"First, there were two farves. Now there is one far","First, there was one farf. Now there are two far",71,1634,farf,farves,1
"First, there was one sodeing. Now there are two sode","First, there were two sodeings. Now there is one sode",723,272,sodeing,sodeings,0
"First, there were two sodeings. Now there is one sode","First, there was one sodeing. Now there are two sode",272,723,sodeing,sodeings,1
"First, there was one inqueuse. Now there are two inque","First, there were two inqueuses. Now there is one inque",5123,2327,inqueuse,inqueuses,0
"First, there were two inqueuses. Now there is one inque","First, there was one inqueuse. Now there are two inque",2327,5123,inqueuse,inqueuses,1
"First, there was one epanition. Now there are two epan","First, there were two epanitions. Now there is one epan",4431,539,epanition,epanitions,0
"First, there were two epanitions. Now there is one epan","First, there was one epanition. Now there are two epan",539,4431,epanition,epanitions,1
"First, there was one virebision. Now there are two vireb","First, there were two virebisions. Now there is one vireb",3836,1297,virebision,virebisions,0
"First, there were two virebisions. Now there is one vireb","First, there was one virebision. Now there are two vireb",1297,3836,virebision,virebisions,1
"First, there was one egtete. Now there are two egt","First, there were two egtetes. Now there is one egt",6214,16606,egtete,egtetes,0
"First, there were two egtetes. Now there is one egt","First, there was one egtete. Now there are two egt",16606,6214,egtete,egtetes,1
"First, there was one sofurity. Now there are two sof","First, there were two sofurities. Now there is one sof",19940,5051,sofurity,sofurities,0
"First, there were two sofurities. Now there is one sof","First, there was one sofurity. Now there are two sof",5051,19940,sofurity,sofurities,1
"First, there was one apient. Now there are two ap","First, there were two apients. Now there is one ap",1104,850,apient,apients,0
"First, there were two apients. Now there is one ap","First, there was one apient. Now there are two ap",850,1104,apient,apients,1
"First, there was one dorer. Now there are two d","First, there were two dorers. Now there is one d",43770,14071,dorer,dorers,0
"First, there were two dorers. Now there is one d","First, there was one dorer. Now there are two d",14071,43770,dorer,dorers,1
"First, there was one chaxed. Now there are two chax","First, there were two chaxeds. Now there is one chax",5797,264,chaxed,chaxeds,0
"First, there were two chaxeds. Now there is one chax","First, there was one chaxed. Now there are two chax",264,5797,chaxed,chaxeds,1
"First, there was one sukress. Now there are two suk","First, there were two sukresses. Now there is one suk",16443,560,sukress,sukresses,0
"First, there were two sukresses. Now there is one suk","First, there was one sukress. Now there are two suk",560,16443,sukress,sukresses,1
"First, there was one lolily. Now there are two lol","First, there were two lolilies. Now there is one lol",5348,1031,lolily,lolilies,0
"First, there were two lolilies. Now there is one lol","First, there was one lolily. Now there are two lol",1031,5348,lolily,lolilies,1
"First, there was one posletary. Now there are two poslet","First, there were two posletaries. Now there is one poslet",3927,552,posletary,posletaries,0
"First, there were two posletaries. Now there is one poslet","First, there was one posletary. Now there are two poslet",552,3927,posletary,posletaries,1
"First, there was one ratution. Now there are two rat","First, there were two ratutions. Now there is one rat",3360,890,ratution,ratutions,0
"First, there were two ratutions. Now there is one rat","First, there was one ratution. Now there are two rat",890,3360,ratution,ratutions,1
"First, there was one intunchy. Now there are two intunch","First, there were two intunchies. Now there is one intunch",447,90,intunchy,intunchies,0
"First, there were two intunchies. Now there is one intunch","First, there was one intunchy. Now there are two intunch",90,447,intunchy,intunchies,1
"First, there was one poxoation. Now there are two poxo","First, there were two poxoations. Now there is one poxo",569,318,poxoation,poxoations,0
"First, there were two poxoations. Now there is one poxo","First, there was one poxoation. Now there are two poxo",318,569,poxoation,poxoations,1
"First, there was one sevutation. Now there are two sev","First, there were two sevutations. Now there is one sev",35294,19066,sevutation,sevutations,0
"First, there were two sevutations. Now there is one sev","First, there was one sevutation. Now there are two sev",19066,35294,sevutation,sevutations,1
"First, there was one stiry. Now there are two stir","First, there were two stiries. Now there is one stir",447,90,stiry,stiries,0
"First, there were two stiries. Now there is one stir","First, there was one stiry. Now there are two stir",90,447,stiry,stiries,1
"First, there was one podent. Now there are two pod","First, there were two podents. Now there is one pod",592,290,podent,podents,0
"First, there were two podents. Now there is one pod","First, there was one podent. Now there are two pod",290,592,podent,podents,1
"First, there was one ganmen. Now there are two gan","First, there were two ganmen. Now there is one gan",3767,3767,ganmen,ganmen,0
"First, there were two ganmen. Now there is one gan","First, there was one ganmen. Now there are two gan",3767,3767,ganmen,ganmen,1
"First, there was one emprepment. Now there are two emprep","First, there were two emprepments. Now there is one emprep",942,420,emprepment,emprepments,0
"First, there were two emprepments. Now there is one emprep","First, there was one emprepment. Now there are two emprep",420,942,emprepment,emprepments,1
"First, there was one inlisement. Now there are two inlis","First, there were two inlisements. Now there is one inlis",3658,1003,inlisement,inlisements,0
"First, there were two inlisements. Now there is one inlis","First, there was one inlisement. Now there are two inlis",1003,3658,inlisement,inlisements,1
"First, there was one cormuner. Now there are two cormun","First, there were two cormuners. Now there is one cormun",398,254,cormuner,cormuners,0
"First, there were two cormuners. Now there is one cormun","First, there was one cormuner. Now there are two cormun",254,398,cormuner,cormuners,1
"First, there was one nelfork. Now there are two nelf","First, there were two nelforks. Now there is one nelf",3869,1064,nelfork,nelforks,0
"First, there were two nelforks. Now there is one nelf","First, there was one nelfork. Now there are two nelf",1064,3869,nelfork,nelforks,1
"First, there was one mever. Now there are two me","First, there were two mevers. Now there is one me",735,332,mever,mevers,0
"First, there were two mevers. Now there is one me","First, there was one mever. Now there are two me",332,735,mever,mevers,1
"First, there was one vaverdment. Now there are two vaverd","First, there were two vaverdments. Now there is one vaverd",942,420,vaverdment,vaverdments,0
"First, there were two vaverdments. Now there is one vaverd","First, there was one vaverdment. Now there are two vaverd",420,942,vaverdment,vaverdments,1
"First, there was one slace. Now there are two sl","First, there were two slaces. Now there is one sl",1951,584,slace,slaces,0
"First, there were two slaces. Now there is one sl","First, there was one slace. Now there are two sl",584,1951,slace,slaces,1
"First, there was one staundent. Now there are two staund","First, there were two staundents. Now there is one staund",592,290,staundent,staundents,0
"First, there were two staundents. Now there is one staund","First, there was one staundent. Now there are two staund",290,592,staundent,staundents,1
"First, there was one ardeqity. Now there are two ardeq","First, there were two ardeqities. Now there is one ardeq",1005,414,ardeqity,ardeqities,0
"First, there were two ardeqities. Now there is one ardeq","First, there was one ardeqity. Now there are two ardeq",414,1005,ardeqity,ardeqities,1
"First, there was one tanour. Now there are two tan","First, there were two tanours. Now there is one tan",2108,454,tanour,tanours,0
"First, there were two tanours. Now there is one tan","First, there was one tanour. Now there are two tan",454,2108,tanour,tanours,1
"First, there was one acceine. Now there are two acce","First, there were two acceines. Now there is one acce",1100,460,acceine,acceines,0
"First, there were two acceines. Now there is one acce","First, there was one acceine. Now there are two acce",460,1100,acceine,acceines,1
"First, there was one courry. Now there are two cour","First, there were two courries. Now there is one cour",2246,610,courry,courries,0
"First, there were two courries. Now there is one cour","First, there was one courry. Now there are two cour",610,2246,courry,courries,1
"First, there was one popoation. Now there are two popo","First, there were two popoations. Now there is one popo",569,318,popoation,popoations,0
"First, there were two popoations. Now there is one popo","First, there was one popoation. Now there are two popo",318,569,popoation,popoations,1
"First, there was one manjet. Now there are two man","First, there were two manjets. Now there is one man",50241,13670,manjet,manjets,0
"First, there were two manjets. Now there is one man","First, there was one manjet. Now there are two man",13670,50241,manjet,manjets,1
"First, there was one frieve. Now there are two fri","First, there were two frieves. Now there is one fri",23841,20010,frieve,frieves,0
"First, there were two frieves. Now there is one fri","First, there was one frieve. Now there are two fri",20010,23841,frieve,frieves,1
"First, there was one romber. Now there are two rom","First, there were two rombers. Now there is one rom",1653,589,romber,rombers,0
"First, there were two rombers. Now there is one rom","First, there was one romber. Now there are two rom",589,1653,romber,rombers,1
"First, there was one ructor. Now there are two ru","First, there were two ructors. Now there is one ru",5285,1870,ructor,ructors,0
"First, there were two ructors. Now there is one ru","First, there was one ructor. Now there are two ru",1870,5285,ructor,ructors,1
"First, there was one lutude. Now there are two lut","First, there were two lutudes. Now there is one lut",14735,2496,lutude,lutudes,0
"First, there were two lutudes. Now there is one lut","First, there was one lutude. Now there are two lut",2496,14735,lutude,lutudes,1
"First, there was one inshoose. Now there are two insho","First, there were two inshooses. Now there is one insho",4863,583,inshoose,inshooses,0
"First, there were two inshooses. Now there is one insho","First, there was one inshoose. Now there are two insho",583,4863,inshoose,inshooses,1
"First, there was one propence. Now there are two prop","First, there were two propences. Now there is one prop",2979,566,propence,propences,0
"First, there were two propences. Now there is one prop","First, there was one propence. Now there are two prop",566,2979,propence,propences,1
"First, there was one tagy. Now there are two tag","First, there were two tagies. Now there is one tag",447,90,tagy,tagies,0
"First, there were two tagies. Now there is one tag","First, there was one tagy. Now there are two tag",90,447,tagy,tagies,1
"First, there was one ruter. Now there are two r","First, there were two ruters. Now there is one r",15807,18696,ruter,ruters,0
"First, there were two ruters. Now there is one r","First, there was one ruter. Now there are two r",18696,15807,ruter,ruters,1
"First, there was one sunaker. Now there are two sun","First, there were two sunakers. Now there is one sun",7380,4584,sunaker,sunakers,0
"First, there were two sunakers. Now there is one sun","First, there was one sunaker. Now there are two sun",4584,7380,sunaker,sunakers,1
"First, there was one cordussion. Now there are two cord","First, there were two cordussions. Now there is one cord",45874,26148,cordussion,cordussions,0
"First, there were two cordussions. Now there is one cord","First, there was one cordussion. Now there are two cord",26148,45874,cordussion,cordussions,1
"First, there was one congorn. Now there are two cong","First, there were two congorns. Now there is one cong",35546,1575,congorn,congorns,0
"First, there were two congorns. Now there is one cong","First, there was one congorn. Now there are two cong",1575,35546,congorn,congorns,1
"First, there was one corcoter. Now there are two corcot","First, there were two corcoters. Now there is one corcot",398,254,corcoter,corcoters,0
"First, there were two corcoters. Now there is one corcot","First, there was one corcoter. Now there are two corcot",254,398,corcoter,corcoters,1
"First, there was one swace. Now there are two sw","First, there were two swaces. Now there is one sw",1951,584,swace,swaces,0
"First, there were two swaces. Now there is one sw","First, there was one swace. Now there are two sw",584,1951,swace,swaces,1
"First, there was one proliftion. Now there are two prolift","First, there were two proliftions. Now there is one prolift",621,279,proliftion,proliftions,0
"First, there were two proliftions. Now there is one prolift","First, there was one proliftion. Now there are two prolift",279,621,proliftion,proliftions,1
"First, there was one deek. Now there are two de","First, there were two deeks. Now there is one de",3194,1441,deek,deeks,0
"First, there were two deeks. Now there is one de","First, there was one deek. Now there are two de",1441,3194,deek,deeks,1
"First, there was one corsererge. Now there are two corserer","First, there were two corsererges. Now there is one corserer",2510,463,corsererge,corsererges,0
"First, there were two corsererges. Now there is one corserer","First, there was one corsererge. Now there are two corserer",463,2510,corsererge,corsererges,1
"First, there was one chize. Now there are two ch","First, there were two chizes. Now there is one ch",4219,907,chize,chizes,0
"First, there were two chizes. Now there is one ch","First, there was one chize. Now there are two ch",907,4219,chize,chizes,1
"First, there was one hine. Now there are two h","First, there were two hines. Now there is one h",1100,460,hine,hines,0
"First, there were two hines. Now there is one h","First, there was one hine. Now there are two h",460,1100,hine,hines,1
"First, there was one nass. Now there are two n","First, there were two nasses. Now there is one n",30131,515,nass,nasses,0
"First, there were two nasses. Now there is one n","First, there was one nass. Now there are two n",515,30131,nass,nasses,1
"First, there was one dicistion. Now there are two dicist","First, there were two dicistions. Now there is one dicist",621,279,dicistion,dicistions,0
"First, there were two dicistions. Now there is one dicist","First, there was one dicistion. Now there are two dicist",279,621,dicistion,dicistions,1
"First, there was one marviement. Now there are two marvi","First, there were two marviements. Now there is one marvi",3658,1003,marviement,marviements,0
"First, there were two marviements. Now there is one marvi","First, there was one marviement. Now there are two marvi",1003,3658,marviement,marviements,1
"First, there was one dicactar. Now there are two dicact","First, there were two dicactars. Now there is one dicact",1032,274,dicactar,dicactars,0
"First, there were two dicactars. Now there is one dicact","First, there was one dicactar. Now there are two dicact",274,1032,dicactar,dicactars,1
"First, there was one ludel. Now there are two lud","First, there were two ludels. Now there is one lud",1241,293,ludel,ludels,0
"First, there were two ludels. Now there is one lud","First, there was one ludel. Now there are two lud",293,1241,ludel,ludels,1
"First, there was one ijamity. Now there are two ijam","First, there were two ijamities. Now there is one ijam",1005,414,ijamity,ijamities,0
"First, there were two ijamities. Now there is one ijam","First, there was one ijamity. Now there are two ijam",414,1005,ijamity,ijamities,1
"First, there was one muctor. Now there are two mu","First, there were two muctors. Now there is one mu",5285,1870,muctor,muctors,0
"First, there were two muctors. Now there is one mu","First, there was one muctor. Now there are two mu",1870,5285,muctor,muctors,1
"First, there was one brayter. Now there are two bray","First, there were two brayters. Now there is one bray",1336,350,brayter,brayters,0
"First, there were two brayters. Now there is one bray","First, there was one brayter. Now there are two bray",350,1336,brayter,brayters,1
"First, there was one sictude. Now there are two sict","First, there were two sictudes. Now there is one sict",14735,2496,sictude,sictudes,0
"First, there were two sictudes. Now there is one sict","First, there was one sictude. Now there are two sict",2496,14735,sictude,sictudes,1
"First, there was one camitut. Now there are two camit","First, there were two camituts. Now there is one camit",14298,307,camitut,camituts,0
"First, there were two camituts. Now there is one camit","First, there was one camitut. Now there are two camit",307,14298,camitut,camituts,1
"First, there was one ramition. Now there are two ram","First, there were two ramitions. Now there is one ram",4431,539,ramition,ramitions,0
"First, there were two ramitions. Now there is one ram","First, there was one ramition. Now there are two ram",539,4431,ramition,ramitions,1
"First, there was one denfussion. Now there are two denf","First, there were two denfussions. Now there is one denf",45874,26148,denfussion,denfussions,0
"First, there were two denfussions. Now there is one denf","First, there was one denfussion. Now there are two denf",26148,45874,denfussion,denfussions,1
"First, there was one liscosy. Now there are two liscos","First, there were two liscosies. Now there is one liscos",447,90,liscosy,liscosies,0
"First, there were two liscosies. Now there is one liscos","First, there was one liscosy. Now there are two liscos",90,447,liscosy,liscosies,1
"First, there was one ijutity. Now there are two ijut","First, there were two ijutities. Now there is one ijut",1005,414,ijutity,ijutities,0
"First, there were two ijutities. Now there is one ijut","First, there was one ijutity. Now there are two ijut",414,1005,ijutity,ijutities,1
"First, there was one regond. Now there are two reg","First, there were two regonds. Now there is one reg",39320,857,regond,regonds,0
"First, there were two regonds. Now there is one reg","First, there was one regond. Now there are two reg",857,39320,regond,regonds,1
"First, there was one netforn. Now there are two netfor","First, there were two netforns. Now there is one netfor",2224,79,netforn,netforns,0
"First, there were two netforns. Now there is one netfor","First, there was one netforn. Now there are two netfor",79,2224,netforn,netforns,1
"First, there was one wam. Now there are two w","First, there were two wams. Now there is one w",1317,312,wam,wams,0
"First, there were two wams. Now there is one w","First, there was one wam. Now there are two w",312,1317,wam,wams,1
"First, there was one abmitoon. Now there are two abmit","First, there were two abmitoons. Now there is one abmit",16954,3508,abmitoon,abmitoons,0
"First, there were two abmitoons. Now there is one abmit","First, there was one abmitoon. Now there are two abmit",3508,16954,abmitoon,abmitoons,1
"First, there was one micidion. Now there are two micid","First, there were two micidions. Now there is one micid",621,279,micidion,micidions,0
"First, there were two micidions. Now there is one micid","First, there was one micidion. Now there are two micid",279,621,micidion,micidions,1
"First, there was one steumy. Now there are two steum","First, there were two steumies. Now there is one steum",447,90,steumy,steumies,0
"First, there were two steumies. Now there is one steum","First, there was one steumy. Now there are two steum",90,447,steumy,steumies,1
"First, there was one esilofy. Now there are two esilof","First, there were two esilofies. Now there is one esilof",447,90,esilofy,esilofies,0
"First, there were two esilofies. Now there is one esilof","First, there was one esilofy. Now there are two esilof",90,447,esilofy,esilofies,1
"First, there was one combestee. Now there are two combest","First, there were two combestees. Now there is one combest",4317,1796,combestee,combestees,0
"First, there were two combestees. Now there is one combest","First, there was one combestee. Now there are two combest",1796,4317,combestee,combestees,1
"First, there was one simb. Now there are two sim","First, there were two simbs. Now there is one sim",1768,67,simb,simbs,0
"First, there were two simbs. Now there is one sim","First, there was one simb. Now there are two sim",67,1768,simb,simbs,1
"First, there was one appeet. Now there are two appe","First, there were two appeets. Now there is one appe",1507,292,appeet,appeets,0
"First, there were two appeets. Now there is one appe","First, there was one appeet. Now there are two appe",292,1507,appeet,appeets,1
"First, there was one langobed. Now there are two langob","First, there were two langobeds. Now there is one langob",5797,264,langobed,langobeds,0
"First, there were two langobeds. Now there is one langob","First, there was one langobed. Now there are two langob",264,5797,langobed,langobeds,1
"First, there was one sover. Now there are two so","First, there were two sovers. Now there is one so",735,332,sover,sovers,0
"First, there were two sovers. Now there is one so","First, there was one sover. Now there are two so",332,735,sover,sovers,1
"First, there was one dicuttion. Now there are two dicutt","First, there were two dicuttions. Now there is one dicutt",621,279,dicuttion,dicuttions,0
"First, there were two dicuttions. Now there is one dicutt","First, there was one dicuttion. Now there are two dicutt",279,621,dicuttion,dicuttions,1
"First, there was one chowst. Now there are two chow","First, there were two chowsts. Now there is one chow",7752,296,chowst,chowsts,0
"First, there were two chowsts. Now there is one chow","First, there was one chowst. Now there are two chow",296,7752,chowst,chowsts,1
"First, there was one tonest. Now there are two ton","First, there were two tonests. Now there is one ton",6655,383,tonest,tonests,0
"First, there were two tonests. Now there is one ton","First, there was one tonest. Now there are two ton",383,6655,tonest,tonests,1
"First, there was one cleb. Now there are two cle","First, there were two clebs. Now there is one cle",1768,67,cleb,clebs,0
"First, there were two clebs. Now there is one cle","First, there was one cleb. Now there are two cle",67,1768,cleb,clebs,1
"First, there was one pobed. Now there are two pob","First, there were two pobeds. Now there is one pob",5797,264,pobed,pobeds,0
"First, there were two pobeds. Now there is one pob","First, there was one pobed. Now there are two pob",264,5797,pobed,pobeds,1
"First, there was one vipue. Now there are two vip","First, there were two vipues. Now there is one vip",955,489,vipue,vipues,0
"First, there were two vipues. Now there is one vip","First, there was one vipue. Now there are two vip",489,955,vipue,vipues,1
"First, there was one prooble. Now there are two proob","First, there were two proobles. Now there is one proob",868,282,prooble,proobles,0
"First, there were two proobles. Now there is one proob","First, there was one prooble. Now there are two proob",282,868,prooble,proobles,1
"First, there was one appout. Now there are two app","First, there were two appouts. Now there is one app",8349,483,appout,appouts,0
"First, there were two appouts. Now there is one app","First, there was one appout. Now there are two app",483,8349,appout,appouts,1
"First, there was one coanle. Now there are two coan","First, there were two coanles. Now there is one coan",868,282,coanle,coanles,0
"First, there were two coanles. Now there is one coan","First, there was one coanle. Now there are two coan",282,868,coanle,coanles,1
"First, there was one nale. Now there are two n","First, there were two nales. Now there is one n",2339,1079,nale,nales,0
"First, there were two nales. Now there is one n","First, there was one nale. Now there are two n",1079,2339,nale,nales,1
"First, there was one kise. Now there are two k","First, there were two kises. Now there is one k",3013,885,kise,kises,0
"First, there were two kises. Now there is one k","First, there was one kise. Now there are two k",885,3013,kise,kises,1
"First, there was one resouche. Now there are two resou","First, there were two resouches. Now there is one resou",2706,1962,resouche,resouches,0
"First, there were two resouches. Now there is one resou","First, there was one resouche. Now there are two resou",1962,2706,resouche,resouches,1
"First, there was one recunk. Now there are two rec","First, there were two recunks. Now there is one rec",18357,3938,recunk,recunks,0
"First, there were two recunks. Now there is one rec","First, there was one recunk. Now there are two rec",3938,18357,recunk,recunks,1
"First, there was one grobess. Now there are two grob","First, there were two grobesses. Now there is one grob",48998,405,grobess,grobesses,0
"First, there were two grobesses. Now there is one grob","First, there was one grobess. Now there are two grob",405,48998,grobess,grobesses,1
"First, there was one pilory. Now there are two pil","First, there were two pilories. Now there is one pil",2370,590,pilory,pilories,0
"First, there were two pilories. Now there is one pil","First, there was one pilory. Now there are two pil",590,2370,pilory,pilories,1
"First, there was one cuftute. Now there are two cuft","First, there were two cuftutes. Now there is one cuft",2279,1137,cuftute,cuftutes,0
"First, there were two cuftutes. Now there is one cuft","First, there was one cuftute. Now there are two cuft",1137,2279,cuftute,cuftutes,1
"First, there was one puctor. Now there are two pu","First, there were two puctors. Now there is one pu",5285,1870,puctor,puctors,0
"First, there were two puctors. Now there is one pu","First, there was one puctor. Now there are two pu",1870,5285,puctor,puctors,1
"First, there was one silory. Now there are two sil","First, there were two silories. Now there is one sil",2370,590,silory,silories,0
"First, there were two silories. Now there is one sil","First, there was one silory. Now there are two sil",590,2370,silory,silories,1
"First, there was one prede. Now there are two pred","First, there were two predes. Now there is one pred",265,70,prede,predes,0
"First, there were two predes. Now there is one pred","First, there was one prede. Now there are two pred",70,265,prede,predes,1
"First, there was one stace. Now there are two st","First, there were two staces. Now there is one st",1951,584,stace,staces,0
"First, there were two staces. Now there is one st","First, there was one stace. Now there are two st",584,1951,stace,staces,1
"First, there was one altelsion. Now there are two altels","First, there were two altelsions. Now there is one altels",621,279,altelsion,altelsions,0
"First, there were two altelsions. Now there is one altels","First, there was one altelsion. Now there are two altels",279,621,altelsion,altelsions,1
"First, there was one mosio. Now there are two mos","First, there were two mosios. Now there is one mos",3783,900,mosio,mosios,0
