clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there was one uffide. Now there are two uff","First, there were two uffides. Now there is one uff",2694,1315,uffide,uffides,0
"First, there were two uffides. Now there is one uff","First, there was one uffide. Now there are two uff",1315,2694,uffide,uffides,1
"First, there was one febbtion. Now there are two febbt","First, there were two febbtions. Now there is one febbt",1362,1064,febbtion,febbtions,0
"First, there were two febbtions. Now there is one febbt","First, there was one febbtion. Now there are two febbt",1064,1362,febbtion,febbtions,1
"First, there was one ginler. Now there are two gin","First, there were two ginlers. Now there is one gin",9299,2291,ginler,ginlers,0
"First, there were two ginlers. Now there is one gin","First, there was one ginler. Now there are two gin",2291,9299,ginler,ginlers,1
"First, there was one menanity. Now there are two menan","First, there were two menanities. Now there is one menan",1986,1240,menanity,menanities,0
"First, there were two menanities. Now there is one menan","First, there was one menanity. Now there are two menan",1240,1986,menanity,menanities,1
"First, there was one teaker. Now there are two te","First, there were two teakers. Now there is one te",9542,5544,teaker,teakers,0
"First, there were two teakers. Now there is one te","First, there was one teaker. Now there are two te",5544,9542,teaker,teakers,1
"First, there was one prupent. Now there are two prup","First, there were two prupents. Now there is one prup",1556,1076,prupent,prupents,0
"First, there were two prupents. Now there is one prup","First, there was one prupent. Now there are two prup",1076,1556,prupent,prupents,1
"First, there was one revotoon. Now there are two revoto","First, there were two revotoons. Now there is one revoto",1821,1034,revotoon,revotoons,0
"First, there were two revotoons. Now there is one revoto","First, there was one revotoon. Now there are two revoto",1034,1821,revotoon,revotoons,1
"First, there was one heague. Now there are two he","First, there were two heagues. Now there is one he",12491,4280,heague,heagues,0
"First, there were two heagues. Now there is one he","First, there was one heague. Now there are two he",4280,12491,heague,heagues,1
"First, there was one cordassion. Now there are two cordass","First, there were two cordassions. Now there is one cordass",1362,1064,cordassion,cordassions,0
"First, there were two cordassions. Now there is one cordass","First, there was one cordassion. Now there are two cordass",1064,1362,cordassion,cordassions,1
"First, there was one whote. Now there are two wh","First, there were two whotes. Now there is one wh",5537,2358,whote,whotes,0
"First, there were two whotes. Now there is one wh","First, there was one whote. Now there are two wh",2358,5537,whote,whotes,1
"First, there was one dyny. Now there are two dyn","First, there were two dynies. Now there is one dyn",1265,29492,dyny,dynies,0
"First, there were two dynies. Now there is one dyn","First, there was one dyny. Now there are two dyn",29492,1265,dyny,dynies,1
"First, there was one comder. Now there are two com","First, there were two comders. Now there is one com",11570,1594,comder,comders,0
"First, there were two comders. Now there is one com","First, there was one comder. Now there are two com",1594,11570,comder,comders,1
"First, there was one uppicer. Now there are two uppic","First, there were two uppicers. Now there is one uppic",1172,1031,uppicer,uppicers,0
"First, there were two uppicers. Now there is one uppic","First, there was one uppicer. Now there are two uppic",1031,1172,uppicer,uppicers,1
"First, there was one constain. Now there are two const","First, there were two constains. Now there is one const",2374,1194,constain,constains,0
"First, there were two constains. Now there is one const","First, there was one constain. Now there are two const",1194,2374,constain,constains,1
"First, there was one estrolment. Now there are two estrol","First, there were two estrolments. Now there is one estrol",2107,1234,estrolment,estrolments,0
"First, there were two estrolments. Now there is one estrol","First, there was one estrolment. Now there are two estrol",1234,2107,estrolment,estrolments,1
"First, there was one trarkbort. Now there are two trarkb","First, there were two trarkborts. Now there is one trarkb",16355,1187,trarkbort,trarkborts,0
"First, there were two trarkborts. Now there is one trarkb","First, there was one trarkbort. Now there are two trarkb",1187,16355,trarkbort,trarkborts,1
"First, there was one boaple. Now there are two boap","First, there were two boaples. Now there is one boap",1635,1059,boaple,boaples,0
"First, there were two boaples. Now there is one boap","First, there was one boaple. Now there are two boap",1059,1635,boaple,boaples,1
"First, there was one congibance. Now there are two congib","First, there were two congibances. Now there is one congib",3001,1385,congibance,congibances,0
"First, there were two congibances. Now there is one congib","First, there was one congibance. Now there are two congib",1385,3001,congibance,congibances,1
"First, there was one attise. Now there are two att","First, there were two attises. Now there is one att",4668,1632,attise,attises,0
"First, there were two attises. Now there is one att","First, there was one attise. Now there are two att",1632,4668,attise,attises,1
"First, there was one corcaty. Now there are two corcat","First, there were two corcaties. Now there is one corcat",1265,29492,corcaty,corcaties,0
"First, there were two corcaties. Now there is one corcat","First, there was one corcaty. Now there are two corcat",29492,1265,corcaty,corcaties,1
"First, there was one steusy. Now there are two steus","First, there were two steusies. Now there is one steus",1265,29492,steusy,steusies,0
"First, there were two steusies. Now there is one steus","First, there was one steusy. Now there are two steus",29492,1265,steusy,steusies,1
"First, there was one scrool. Now there are two scro","First, there were two scrools. Now there is one scro",14078,1096,scrool,scrools,0
"First, there were two scrools. Now there is one scro","First, there was one scrool. Now there are two scro",1096,14078,scrool,scrools,1
"First, there was one yay. Now there are two y","First, there were two yays. Now there is one y",1516,1107,yay,yays,0
"First, there were two yays. Now there is one y","First, there was one yay. Now there are two y",1107,1516,yay,yays,1
"First, there was one treesle. Now there are two trees","First, there were two treesles. Now there is one trees",1635,1059,treesle,treesles,0
"First, there were two treesles. Now there is one trees","First, there was one treesle. Now there are two trees",1059,1635,treesle,treesles,1
"First, there was one imersy. Now there are two imers","First, there were two imersies. Now there is one imers",1265,29492,imersy,imersies,0
"First, there were two imersies. Now there is one imers","First, there was one imersy. Now there are two imers",29492,1265,imersy,imersies,1
"First, there was one cundumy. Now there are two cundum","First, there were two cundumies. Now there is one cundum",1265,29492,cundumy,cundumies,0
"First, there were two cundumies. Now there is one cundum","First, there was one cundumy. Now there are two cundum",29492,1265,cundumy,cundumies,1
"First, there was one blead. Now there are two ble","First, there were two bleads. Now there is one ble",7490,1084,blead,bleads,0
"First, there were two bleads. Now there is one ble","First, there was one blead. Now there are two ble",1084,7490,blead,bleads,1
"First, there was one roob. Now there are two ro","First, there were two roobs. Now there is one ro",8849,1366,roob,roobs,0
"First, there were two roobs. Now there is one ro","First, there was one roob. Now there are two ro",1366,8849,roob,roobs,1
"First, there was one threet. Now there are two thre","First, there were two threets. Now there is one thre",2236,1067,threet,threets,0
"First, there were two threets. Now there is one thre","First, there was one threet. Now there are two thre",1067,2236,threet,threets,1
"First, there was one potel. Now there are two pot","First, there were two potels. Now there is one pot",1958,1069,potel,potels,0
"First, there were two potels. Now there is one pot","First, there was one potel. Now there are two pot",1069,1958,potel,potels,1
"First, there was one imbict. Now there are two imb","First, there were two imbicts. Now there is one imb",24723,1616,imbict,imbicts,0
"First, there were two imbicts. Now there is one imb","First, there was one imbict. Now there are two imb",1616,24723,imbict,imbicts,1
"First, there was one nime. Now there are two n","First, there were two nimes. Now there is one n",1966,1313,nime,nimes,0
"First, there were two nimes. Now there is one n","First, there was one nime. Now there are two n",1313,1966,nime,nimes,1
"First, there was one pliewed. Now there are two pliew","First, there were two plieweds. Now there is one pliew",6715,1054,pliewed,plieweds,0
"First, there were two plieweds. Now there is one pliew","First, there was one pliewed. Now there are two pliew",1054,6715,pliewed,plieweds,1
"First, there was one uranation. Now there are two uran","First, there were two uranations. Now there is one uran",1465,1120,uranation,uranations,0
"First, there were two uranations. Now there is one uran","First, there was one uranation. Now there are two uran",1120,1465,uranation,uranations,1
"First, there was one sacotial. Now there are two sacot","First, there were two sacotials. Now there is one sacot",12742,1273,sacotial,sacotials,0
"First, there were two sacotials. Now there is one sacot","First, there was one sacotial. Now there are two sacot",1273,12742,sacotial,sacotials,1
"First, there was one cuffure. Now there are two cuff","First, there were two cuffures. Now there is one cuff",2006,1250,cuffure,cuffures,0
"First, there were two cuffures. Now there is one cuff","First, there was one cuffure. Now there are two cuff",1250,2006,cuffure,cuffures,1
"First, there was one deeson. Now there are two dees","First, there were two deesons. Now there is one dees",1821,1034,deeson,deesons,0
"First, there were two deesons. Now there is one dees","First, there was one deeson. Now there are two dees",1034,1821,deeson,deesons,1
"First, there was one chindman. Now there are two chind","First, there were two chindmen. Now there is one chind",2897,2062,chindman,chindmen,0
"First, there were two chindmen. Now there is one chind","First, there was one chindman. Now there are two chind",2062,2897,chindman,chindmen,1
"First, there was one ucot. Now there are two uc","First, there were two ucots. Now there is one uc",2417,1090,ucot,ucots,0
"First, there were two ucots. Now there is one uc","First, there was one ucot. Now there are two uc",1090,2417,ucot,ucots,1
"First, there was one projake. Now there are two proj","First, there were two projakes. Now there is one proj",2361,1389,projake,projakes,0
"First, there were two projakes. Now there is one proj","First, there was one projake. Now there are two proj",1389,2361,projake,projakes,1
"First, there was one promence. Now there are two prom","First, there were two promences. Now there is one prom",2887,1404,promence,promences,0
"First, there were two promences. Now there is one prom","First, there was one promence. Now there are two prom",1404,2887,promence,promences,1
"First, there was one preterny. Now there are two pretern","First, there were two preternies. Now there is one pretern",1265,29492,preterny,preternies,0
"First, there were two preternies. Now there is one pretern","First, there was one preterny. Now there are two pretern",29492,1265,preterny,preternies,1
"First, there was one dommer. Now there are two dom","First, there were two dommers. Now there is one dom",15216,1562,dommer,dommers,0
"First, there were two dommers. Now there is one dom","First, there was one dommer. Now there are two dom",1562,15216,dommer,dommers,1
"First, there was one fatest. Now there are two fat","First, there were two fatests. Now there is one fat",6714,1142,fatest,fatests,0
"First, there were two fatests. Now there is one fat","First, there was one fatest. Now there are two fat",1142,6714,fatest,fatests,1
"First, there was one decard. Now there are two dec","First, there were two decards. Now there is one dec",2946,1256,decard,decards,0
"First, there were two decards. Now there is one dec","First, there was one decard. Now there are two dec",1256,2946,decard,decards,1
"First, there was one calior. Now there are two cal","First, there were two caliors. Now there is one cal",14539,2550,calior,caliors,0
"First, there were two caliors. Now there is one cal","First, there was one calior. Now there are two cal",2550,14539,calior,caliors,1
"First, there was one awone. Now there are two aw","First, there were two awones. Now there is one aw",3170,1306,awone,awones,0
"First, there were two awones. Now there is one aw","First, there was one awone. Now there are two aw",1306,3170,awone,awones,1
"First, there was one sephile. Now there are two seph","First, there were two sephiles. Now there is one seph",4197,1314,sephile,sephiles,0
"First, there were two sephiles. Now there is one seph","First, there was one sephile. Now there are two seph",1314,4197,sephile,sephiles,1
"First, there was one chillman. Now there are two chill","First, there were two chillmen. Now there is one chill",2897,2062,chillman,chillmen,0
"First, there were two chillmen. Now there is one chill","First, there was one chillman. Now there are two chill",2062,2897,chillman,chillmen,1
"First, there was one floom. Now there are two flo","First, there were two flooms. Now there is one flo",5953,1068,floom,flooms,0
"First, there were two flooms. Now there is one flo","First, there was one floom. Now there are two flo",1068,5953,floom,flooms,1
"First, there was one denictment. Now there are two denict","First, there were two denictments. Now there is one denict",2107,1234,denictment,denictments,0
"First, there were two denictments. Now there is one denict","First, there was one denictment. Now there are two denict",1234,2107,denictment,denictments,1
"First, there was one stail. Now there are two st","First, there were two stails. Now there is one st",2782,1382,stail,stails,0
"First, there were two stails. Now there is one st","First, there was one stail. Now there are two st",1382,2782,stail,stails,1
"First, there was one pesber. Now there are two pes","First, there were two pesbers. Now there is one pes",2659,1305,pesber,pesbers,0
"First, there were two pesbers. Now there is one pes","First, there was one pesber. Now there are two pes",1305,2659,pesber,pesbers,1
"First, there was one condlyl. Now there are two condly","First, there were two condlyls. Now there is one condly",5679,29482,condlyl,condlyls,0
"First, there were two condlyls. Now there is one condly","First, there was one condlyl. Now there are two condly",29482,5679,condlyl,condlyls,1
"First, there was one natote. Now there are two nat","First, there were two natotes. Now there is one nat",5537,2358,natote,natotes,0
"First, there were two natotes. Now there is one nat","First, there was one natote. Now there are two nat",2358,5537,natote,natotes,1
"First, there was one esimutine. Now there are two esimut","First, there were two esimutines. Now there is one esimut",2071,1241,esimutine,esimutines,0
"First, there were two esimutines. Now there is one esimut","First, there was one esimutine. Now there are two esimut",1241,2071,esimutine,esimutines,1
"First, there was one turest. Now there are two ture","First, there were two turests. Now there is one ture",22282,1071,turest,turests,0
"First, there were two turests. Now there is one ture","First, there was one turest. Now there are two ture",1071,22282,turest,turests,1
"First, there was one dicuntion. Now there are two dicunt","First, there were two dicuntions. Now there is one dicunt",1362,1064,dicuntion,dicuntions,0
"First, there were two dicuntions. Now there is one dicunt","First, there was one dicuntion. Now there are two dicunt",1064,1362,dicuntion,dicuntions,1
"First, there was one moction. Now there are two mo","First, there were two moctions. Now there is one mo",2076,1213,moction,moctions,0
"First, there were two moctions. Now there is one mo","First, there was one moction. Now there are two mo",1213,2076,moction,moctions,1
"First, there was one machant. Now there are two mach","First, there were two machants. Now there is one mach",2317,1208,machant,machants,0
"First, there were two machants. Now there is one mach","First, there was one machant. Now there are two mach",1208,2317,machant,machants,1
"First, there was one skestean. Now there are two skeste","First, there were two skesteans. Now there is one skeste",1277,1044,skestean,skesteans,0
"First, there were two skesteans. Now there is one skeste","First, there was one skestean. Now there are two skeste",1044,1277,skestean,skesteans,1
"First, there was one cortuner. Now there are two cortun","First, there were two cortuners. Now there is one cortun",1172,1031,cortuner,cortuners,0
"First, there were two cortuners. Now there is one cortun","First, there was one cortuner. Now there are two cortun",1031,1172,cortuner,cortuners,1
"First, there was one potirt. Now there are two pot","First, there were two potirts. Now there is one pot",10106,3030,potirt,potirts,0
"First, there were two potirts. Now there is one pot","First, there was one potirt. Now there are two pot",3030,10106,potirt,potirts,1
"First, there was one decack. Now there are two dec","First, there were two decacks. Now there is one dec",7275,1236,decack,decacks,0
"First, there were two decacks. Now there is one dec","First, there was one decack. Now there are two dec",1236,7275,decack,decacks,1
"First, there was one futter. Now there are two fut","First, there were two futters. Now there is one fut",2300,1128,futter,futters,0
"First, there were two futters. Now there is one fut","First, there was one futter. Now there are two fut",1128,2300,futter,futters,1
"First, there was one breller. Now there are two brell","First, there were two brellers. Now there is one brell",1172,1031,breller,brellers,0
"First, there were two brellers. Now there is one brell","First, there was one breller. Now there are two brell",1031,1172,breller,brellers,1
"First, there was one effell. Now there are two eff","First, there were two effells. Now there is one eff",9623,1247,effell,effells,0
"First, there were two effells. Now there is one eff","First, there was one effell. Now there are two eff",1247,9623,effell,effells,1
"First, there was one ipack. Now there are two ip","First, there were two ipacks. Now there is one ip",7275,1236,ipack,ipacks,0
"First, there were two ipacks. Now there is one ip","First, there was one ipack. Now there are two ip",1236,7275,ipack,ipacks,1
"First, there was one jertion. Now there are two jert","First, there were two jertions. Now there is one jert",1362,1064,jertion,jertions,0
"First, there were two jertions. Now there is one jert","First, there was one jertion. Now there are two jert",1064,1362,jertion,jertions,1
"First, there was one raircay. Now there are two rairc","First, there were two raircays. Now there is one rairc",1516,1107,raircay,raircays,0
"First, there were two raircays. Now there is one rairc","First, there was one raircay. Now there are two rairc",1107,1516,raircay,raircays,1
"First, there was one codier. Now there are two cod","First, there were two codiers. Now there is one cod",4146,1517,codier,codiers,0
"First, there were two codiers. Now there is one cod","First, there was one codier. Now there are two cod",1517,4146,codier,codiers,1
"First, there was one hoff. Now there are two h","First, there were two hoffs. Now there is one h",15335,2537,hoff,hoffs,0
"First, there were two hoffs. Now there is one h","First, there was one hoff. Now there are two h",2537,15335,hoff,hoffs,1
"First, there was one alpyment. Now there are two alpy","First, there were two alpyments. Now there is one alpy",2107,1234,alpyment,alpyments,0
"First, there were two alpyments. Now there is one alpy","First, there was one alpyment. Now there are two alpy",1234,2107,alpyment,alpyments,1
"First, there was one epant. Now there are two ep","First, there were two epants. Now there is one ep",2317,1208,epant,epants,0
"First, there were two epants. Now there is one ep","First, there was one epant. Now there are two ep",1208,2317,epant,epants,1
"First, there was one calt. Now there are two cal","First, there were two calts. Now there is one cal",1842,29475,calt,calts,0
"First, there were two calts. Now there is one cal","First, there was one calt. Now there are two cal",29475,1842,calt,calts,1
"First, there was one podoation. Now there are two podo","First, there were two podoations. Now there is one podo",1465,1120,podoation,podoations,0
"First, there were two podoations. Now there is one podo","First, there was one podoation. Now there are two podo",1120,1465,podoation,podoations,1
"First, there was one deler. Now there are two del","First, there were two delers. Now there is one del",1172,1031,deler,delers,0
"First, there were two delers. Now there is one del","First, there was one deler. Now there are two del",1031,1172,deler,delers,1
"First, there was one stakedent. Now there are two staked","First, there were two stakedents. Now there is one staked",1556,1076,stakedent,stakedents,0
"First, there were two stakedents. Now there is one staked","First, there was one stakedent. Now there are two staked",1076,1556,stakedent,stakedents,1
"First, there was one lappital. Now there are two lapp","First, there were two lappitals. Now there is one lapp",15195,2571,lappital,lappitals,0
"First, there were two lappitals. Now there is one lapp","First, there was one lappital. Now there are two lapp",2571,15195,lappital,lappitals,1
"First, there was one moctor. Now there are two mo","First, there were two moctors. Now there is one mo",7243,2578,moctor,moctors,0
"First, there were two moctors. Now there is one mo","First, there was one moctor. Now there are two mo",2578,7243,moctor,moctors,1
"First, there was one tsale. Now there are two ts","First, there were two tsales. Now there is one ts",2998,1651,tsale,tsales,0
"First, there were two tsales. Now there is one ts","First, there was one tsale. Now there are two ts",1651,2998,tsale,tsales,1
"First, there was one surfert. Now there are two surfer","First, there were two surferts. Now there is one surfer",1842,29475,surfert,surferts,0
"First, there were two surferts. Now there is one surfer","First, there was one surfert. Now there are two surfer",29475,1842,surfert,surferts,1
"First, there was one demmer. Now there are two dem","First, there were two demmers. Now there is one dem",15216,1562,demmer,demmers,0
"First, there were two demmers. Now there is one dem","First, there was one demmer. Now there are two dem",1562,15216,demmer,demmers,1
"First, there was one advole. Now there are two adv","First, there were two advoles. Now there is one adv",5489,2022,advole,advoles,0
"First, there were two advoles. Now there is one adv","First, there was one advole. Now there are two adv",2022,5489,advole,advoles,1
"First, there was one aftercoad. Now there are two afterco","First, there were two aftercoads. Now there is one afterco",7490,1084,aftercoad,aftercoads,0
"First, there were two aftercoads. Now there is one afterco","First, there was one aftercoad. Now there are two afterco",1084,7490,aftercoad,aftercoads,1
"First, there was one stoif. Now there are two sto","First, there were two stoifs. Now there is one sto",13611,1103,stoif,stoifs,0
"First, there were two stoifs. Now there is one sto","First, there was one stoif. Now there are two sto",1103,13611,stoif,stoifs,1
"First, there was one clob. Now there are two cl","First, there were two clobs. Now there is one cl",8849,1366,clob,clobs,0
"First, there were two clobs. Now there is one cl","First, there was one clob. Now there are two cl",1366,8849,clob,clobs,1
"First, there was one sowsing. Now there are two sows","First, there were two sowsings. Now there is one sows",1510,1056,sowsing,sowsings,0
"First, there were two sowsings. Now there is one sows","First, there was one sowsing. Now there are two sows",1056,1510,sowsing,sowsings,1
"First, there was one camitic. Now there are two camit","First, there were two camitics. Now there is one camit",1831,1062,camitic,camitics,0
"First, there were two camitics. Now there is one camit","First, there was one camitic. Now there are two camit",1062,1831,camitic,camitics,1
"First, there was one dicustion. Now there are two dicust","First, there were two dicustions. Now there is one dicust",1362,1064,dicustion,dicustions,0
"First, there were two dicustions. Now there is one dicust","First, there was one dicustion. Now there are two dicust",1064,1362,dicustion,dicustions,1
"First, there was one houte. Now there are two h","First, there were two houtes. Now there is one h",15674,4009,houte,houtes,0
"First, there were two houtes. Now there is one h","First, there was one houte. Now there are two h",4009,15674,houte,houtes,1
"First, there was one lippital. Now there are two lipp","First, there were two lippitals. Now there is one lipp",15195,2571,lippital,lippitals,0
"First, there were two lippitals. Now there is one lipp","First, there was one lippital. Now there are two lipp",2571,15195,lippital,lippitals,1
"First, there was one gonter. Now there are two gon","First, there were two gonters. Now there is one gon",2300,1128,gonter,gonters,0
"First, there were two gonters. Now there is one gon","First, there was one gonter. Now there are two gon",1128,2300,gonter,gonters,1
"First, there was one progreted. Now there are two progret","First, there were two progreteds. Now there is one progret",6715,1054,progreted,progreteds,0
"First, there were two progreteds. Now there is one progret","First, there was one progreted. Now there are two progret",1054,6715,progreted,progreteds,1
"First, there was one latel. Now there are two lat","First, there were two latels. Now there is one lat",1958,1069,latel,latels,0
"First, there were two latels. Now there is one lat","First, there was one latel. Now there are two lat",1069,1958,latel,latels,1
"First, there was one stovy. Now there are two stov","First, there were two stovies. Now there is one stov",1265,29492,stovy,stovies,0
"First, there were two stovies. Now there is one stov","First, there was one stovy. Now there are two stov",29492,1265,stovy,stovies,1
"First, there was one popletary. Now there are two poplet","First, there were two popletaries. Now there is one poplet",5606,1396,popletary,popletaries,0
"First, there were two popletaries. Now there is one poplet","First, there was one popletary. Now there are two poplet",1396,5606,popletary,popletaries,1
"First, there was one attite. Now there are two att","First, there were two attites. Now there is one att",4155,1338,attite,attites,0
"First, there were two attites. Now there is one att","First, there was one attite. Now there are two att",1338,4155,attite,attites,1
"First, there was one orn. Now there are two or","First, there were two orns. Now there is one or",3693,29479,orn,orns,0
"First, there were two orns. Now there is one or","First, there was one orn. Now there are two or",29479,3693,orn,orns,1
"First, there was one pininger. Now there are two pining","First, there were two piningers. Now there is one pining",1172,1031,pininger,piningers,0
"First, there were two piningers. Now there is one pining","First, there was one pininger. Now there are two pining",1031,1172,pininger,piningers,1
"First, there was one purpon. Now there are two pur","First, there were two purpons. Now there is one pur",14300,1534,purpon,purpons,0
"First, there were two purpons. Now there is one pur","First, there was one purpon. Now there are two pur",1534,14300,purpon,purpons,1
"First, there was one surfay. Now there are two surf","First, there were two surfays. Now there is one surf",1516,1107,surfay,surfays,0
"First, there were two surfays. Now there is one surf","First, there was one surfay. Now there are two surf",1107,1516,surfay,surfays,1
"First, there was one soid. Now there are two so","First, there were two soids. Now there is one so",3066,1081,soid,soids,0
"First, there were two soids. Now there is one so","First, there was one soid. Now there are two so",1081,3066,soid,soids,1
"First, there was one behafnear. Now there are two behafne","First, there were two behafnears. Now there is one behafne",1936,1051,behafnear,behafnears,0
"First, there were two behafnears. Now there is one behafne","First, there was one behafnear. Now there are two behafne",1051,1936,behafnear,behafnears,1
"First, there was one umil. Now there are two um","First, there were two umils. Now there is one um",5312,1077,umil,umils,0
"First, there were two umils. Now there is one um","First, there was one umil. Now there are two um",1077,5312,umil,umils,1
"First, there was one cortossion. Now there are two cortoss","First, there were two cortossions. Now there is one cortoss",1362,1064,cortossion,cortossions,0
"First, there were two cortossions. Now there is one cortoss","First, there was one cortossion. Now there are two cortoss",1064,1362,cortossion,cortossions,1
"First, there was one imbestance. Now there are two imbest","First, there were two imbestances. Now there is one imbest",3001,1385,imbestance,imbestances,0
"First, there were two imbestances. Now there is one imbest","First, there was one imbestance. Now there are two imbest",1385,3001,imbestance,imbestances,1
"First, there was one ipand. Now there are two ip","First, there were two ipands. Now there is one ip",3119,1159,ipand,ipands,0
"First, there were two ipands. Now there is one ip","First, there was one ipand. Now there are two ip",1159,3119,ipand,ipands,1
"First, there was one prolattion. Now there are two prolatt","First, there were two prolattions. Now there is one prolatt",1362,1064,prolattion,prolattions,0
"First, there were two prolattions. Now there is one prolatt","First, there was one prolattion. Now there are two prolatt",1064,1362,prolattion,prolattions,1
"First, there was one farf. Now there are two far","First, there were two farves. Now there is one far",2623,29490,farf,farves,0
"First, there were two farves. Now there is one far","First, there was one farf. Now there are two far",29490,2623,farf,farves,1
"First, there was one sodeing. Now there are two sode","First, there were two sodeings. Now there is one sode",1510,1056,sodeing,sodeings,0
"First, there were two sodeings. Now there is one sode","First, there was one sodeing. Now there are two sode",1056,1510,sodeing,sodeings,1
"First, there was one inqueuse. Now there are two inque","First, there were two inqueuses. Now there is one inque",7680,2498,inqueuse,inqueuses,0
"First, there were two inqueuses. Now there is one inque","First, there was one inqueuse. Now there are two inque",2498,7680,inqueuse,inqueuses,1
"First, there was one epanition. Now there are two epan","First, there were two epanitions. Now there is one epan",2833,1453,epanition,epanitions,0
"First, there were two epanitions. Now there is one epan","First, there was one epanition. Now there are two epan",1453,2833,epanition,epanitions,1
"First, there was one ferttion. Now there are two fertt","First, there were two ferttions. Now there is one fertt",1362,1064,ferttion,ferttions,0
"First, there were two ferttions. Now there is one fertt","First, there was one ferttion. Now there are two fertt",1064,1362,ferttion,ferttions,1
"First, there was one virebision. Now there are two vireb","First, there were two virebisions. Now there is one vireb",6430,2290,virebision,virebisions,0
"First, there were two virebisions. Now there is one vireb","First, there was one virebision. Now there are two vireb",2290,6430,virebision,virebisions,1
"First, there was one refrert. Now there are two refr","First, there were two refrerts. Now there is one refr",10684,1698,refrert,refrerts,0
"First, there were two refrerts. Now there is one refr","First, there was one refrert. Now there are two refr",1698,10684,refrert,refrerts,1
"First, there was one egtete. Now there are two egt","First, there were two egtetes. Now there is one egt",10840,4579,egtete,egtetes,0
"First, there were two egtetes. Now there is one egt","First, there was one egtete. Now there are two egt",4579,10840,egtete,egtetes,1
"First, there was one apient. Now there are two ap","First, there were two apients. Now there is one ap",3553,1490,apient,apients,0
"First, there were two apients. Now there is one ap","First, there was one apient. Now there are two ap",1490,3553,apient,apients,1
"First, there was one chaxed. Now there are two chax","First, there were two chaxeds. Now there is one chax",6715,1054,chaxed,chaxeds,0
"First, there were two chaxeds. Now there is one chax","First, there was one chaxed. Now there are two chax",1054,6715,chaxed,chaxeds,1
"First, there was one posletary. Now there are two poslet","First, there were two posletaries. Now there is one poslet",5606,1396,posletary,posletaries,0
"First, there were two posletaries. Now there is one poslet","First, there was one posletary. Now there are two poslet",1396,5606,posletary,posletaries,1
"First, there was one intunchy. Now there are two intunch","First, there were two intunchies. Now there is one intunch",1265,29492,intunchy,intunchies,0
"First, there were two intunchies. Now there is one intunch","First, there was one intunchy. Now there are two intunch",29492,1265,intunchy,intunchies,1
"First, there was one poxoation. Now there are two poxo","First, there were two poxoations. Now there is one poxo",1465,1120,poxoation,poxoations,0
"First, there were two poxoations. Now there is one poxo","First, there was one poxoation. Now there are two poxo",1120,1465,poxoation,poxoations,1
"First, there was one sevutation. Now there are two sevut","First, there were two sevutations. Now there is one sevut",1465,1120,sevutation,sevutations,0
"First, there were two sevutations. Now there is one sevut","First, there was one sevutation. Now there are two sevut",1120,1465,sevutation,sevutations,1
"First, there was one stiry. Now there are two stir","First, there were two stiries. Now there is one stir",1265,29492,stiry,stiries,0
"First, there were two stiries. Now there is one stir","First, there was one stiry. Now there are two stir",29492,1265,stiry,stiries,1
"First, there was one podent. Now there are two pod","First, there were two podents. Now there is one pod",1556,1076,podent,podents,0
"First, there were two podents. Now there is one pod","First, there was one podent. Now there are two pod",1076,1556,podent,podents,1
"First, there was one ganmen. Now there are two gan","First, there were two ganmen. Now there is one gan",2897,2897,ganmen,ganmen,0
"First, there were two ganmen. Now there is one gan","First, there was one ganmen. Now there are two gan",2897,2897,ganmen,ganmen,1
"First, there was one emprepment. Now there are two emprep","First, there were two emprepments. Now there is one emprep",2107,1234,emprepment,emprepments,0
"First, there were two emprepments. Now there is one emprep","First, there was one emprepment. Now there are two emprep",1234,2107,emprepment,emprepments,1
"First, there was one inlisement. Now there are two inlis","First, there were two inlisements. Now there is one inlis",5253,1884,inlisement,inlisements,0
"First, there were two inlisements. Now there is one inlis","First, there was one inlisement. Now there are two inlis",1884,5253,inlisement,inlisements,1
"First, there was one cormuner. Now there are two cormun","First, there were two cormuners. Now there is one cormun",1172,1031,cormuner,cormuners,0
"First, there were two cormuners. Now there is one cormun","First, there was one cormuner. Now there are two cormun",1031,1172,cormuner,cormuners,1
"First, there was one mever. Now there are two me","First, there were two mevers. Now there is one me",1508,1111,mever,mevers,0
"First, there were two mevers. Now there is one me","First, there was one mever. Now there are two me",1111,1508,mever,mevers,1
"First, there was one rictor. Now there are two rict","First, there were two rictors. Now there is one rict",1502,1039,rictor,rictors,0
"First, there were two rictors. Now there is one rict","First, there was one rictor. Now there are two rict",1039,1502,rictor,rictors,1
"First, there was one vaverdment. Now there are two vaverd","First, there were two vaverdments. Now there is one vaverd",2107,1234,vaverdment,vaverdments,0
"First, there were two vaverdments. Now there is one vaverd","First, there was one vaverdment. Now there are two vaverd",1234,2107,vaverdment,vaverdments,1
"First, there was one slace. Now there are two sl","First, there were two slaces. Now there is one sl",2857,1329,slace,slaces,0
"First, there were two slaces. Now there is one sl","First, there was one slace. Now there are two sl",1329,2857,slace,slaces,1
"First, there was one staundent. Now there are two staund","First, there were two staundents. Now there is one staund",1556,1076,staundent,staundents,0
"First, there were two staundents. Now there is one staund","First, there was one staundent. Now there are two staund",1076,1556,staundent,staundents,1
