clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two awomes. Now there is one aw","First, there was one awome. Now there are two aw",764,12169,awome,awomes,1
"First, there was one setutation. Now there are two set","First, there were two setutations. Now there is one set",167006,27055,setutation,setutations,0
"First, there were two setutations. Now there is one set","First, there was one setutation. Now there are two set",27055,167006,setutation,setutations,1
"First, there was one eflamment. Now there are two eflam","First, there were two eflamments. Now there is one eflam",1132,677,eflamment,eflamments,0
"First, there were two eflamments. Now there is one eflam","First, there was one eflamment. Now there are two eflam",677,1132,eflamment,eflamments,1
"First, there was one constace. Now there are two const","First, there were two constaces. Now there is one const",4917,3200,constace,constaces,0
"First, there were two constaces. Now there is one const","First, there was one constace. Now there are two const",3200,4917,constace,constaces,1
"First, there was one ocation. Now there are two oc","First, there were two ocations. Now there is one oc",903,673,ocation,ocations,0
"First, there were two ocations. Now there is one oc","First, there was one ocation. Now there are two oc",673,903,ocation,ocations,1
"First, there was one pacerence. Now there are two pacer","First, there were two pacerences. Now there is one pacer",2061,876,pacerence,pacerences,0
"First, there were two pacerences. Now there is one pacer","First, there was one pacerence. Now there are two pacer",876,2061,pacerence,pacerences,1
"First, there was one houle. Now there are two hou","First, there were two houles. Now there is one hou",982,494,houle,houles,0
"First, there were two houles. Now there is one hou","First, there was one houle. Now there are two hou",494,982,houle,houles,1
"First, there was one altinsion. Now there are two altin","First, there were two altinsions. Now there is one altin",1974,817,altinsion,altinsions,0
"First, there were two altinsions. Now there is one altin","First, there was one altinsion. Now there are two altin",817,1974,altinsion,altinsions,1
"First, there was one prinnibra. Now there are two prinni","First, there were two prinnibras. Now there is one prinni",48977,3453,prinnibra,prinnibras,0
"First, there were two prinnibras. Now there is one prinni","First, there was one prinnibra. Now there are two prinni",3453,48977,prinnibra,prinnibras,1
"First, there was one vaveshment. Now there are two vavesh","First, there were two vaveshments. Now there is one vavesh",1132,677,vaveshment,vaveshments,0
"First, there were two vaveshments. Now there is one vavesh","First, there was one vaveshment. Now there are two vavesh",677,1132,vaveshment,vaveshments,1
"First, there was one ipard. Now there are two ip","First, there were two ipards. Now there is one ip",2050,735,ipard,ipards,0
"First, there were two ipards. Now there is one ip","First, there was one ipard. Now there are two ip",735,2050,ipard,ipards,1
"First, there was one prossute. Now there are two pross","First, there were two prossutes. Now there is one pross",3286,1714,prossute,prossutes,0
"First, there were two prossutes. Now there is one pross","First, there was one prossute. Now there are two pross",1714,3286,prossute,prossutes,1
"First, there was one runey. Now there are two rune","First, there were two runeys. Now there is one rune",762,235267,runey,runeys,0
"First, there were two runeys. Now there is one rune","First, there was one runey. Now there are two rune",235267,762,runey,runeys,1
"First, there was one degnerence. Now there are two degner","First, there were two degnerences. Now there is one degner",2061,876,degnerence,degnerences,0
"First, there were two degnerences. Now there is one degner","First, there was one degnerence. Now there are two degner",876,2061,degnerence,degnerences,1
"First, there was one repdition. Now there are two rep","First, there were two repditions. Now there is one rep",3252,1543,repdition,repditions,0
"First, there were two repditions. Now there is one rep","First, there was one repdition. Now there are two rep",1543,3252,repdition,repditions,1
"First, there was one prosture. Now there are two prost","First, there were two prostures. Now there is one prost",1415,711,prosture,prostures,0
"First, there were two prostures. Now there is one prost","First, there was one prosture. Now there are two prost",711,1415,prosture,prostures,1
"First, there was one tabier. Now there are two tab","First, there were two tabiers. Now there is one tab",24298,1129,tabier,tabiers,0
"First, there were two tabiers. Now there is one tab","First, there was one tabier. Now there are two tab",1129,24298,tabier,tabiers,1
"First, there was one effake. Now there are two eff","First, there were two effakes. Now there is one eff",7195,1262,effake,effakes,0
"First, there were two effakes. Now there is one eff","First, there was one effake. Now there are two eff",1262,7195,effake,effakes,1
"First, there was one clade. Now there are two cla","First, there were two clades. Now there is one cla",1609,495,clade,clades,0
"First, there were two clades. Now there is one cla","First, there was one clade. Now there are two cla",495,1609,clade,clades,1
"First, there was one povoation. Now there are two povo","First, there were two povoations. Now there is one povo",903,673,povoation,povoations,0
"First, there were two povoations. Now there is one povo","First, there was one povoation. Now there are two povo",673,903,povoation,povoations,1
"First, there was one trument. Now there are two tr","First, there were two truments. Now there is one tr",3865,1760,trument,truments,0
"First, there were two truments. Now there is one tr","First, there was one trument. Now there are two tr",1760,3865,trument,truments,1
"First, there was one progresce. Now there are two progres","First, there were two progresces. Now there is one progres",915,532,progresce,progresces,0
"First, there were two progresces. Now there is one progres","First, there was one progresce. Now there are two progres",532,915,progresce,progresces,1
"First, there was one aif. Now there are two a","First, there were two aifs. Now there is one a",42449,648,aif,aifs,0
"First, there were two aifs. Now there is one a","First, there was one aif. Now there are two a",648,42449,aif,aifs,1
"First, there was one presibate. Now there are two presib","First, there were two presibates. Now there is one presib",1204,607,presibate,presibates,0
"First, there were two presibates. Now there is one presib","First, there was one presibate. Now there are two presib",607,1204,presibate,presibates,1
"First, there was one nobed. Now there are two no","First, there were two nobeds. Now there is one no",95117,2907,nobed,nobeds,0
"First, there were two nobeds. Now there is one no","First, there was one nobed. Now there are two no",2907,95117,nobed,nobeds,1
"First, there was one thiend. Now there are two thi","First, there were two thiends. Now there is one thi",1825,615,thiend,thiends,0
"First, there were two thiends. Now there is one thi","First, there was one thiend. Now there are two thi",615,1825,thiend,thiends,1
"First, there was one tabear. Now there are two ta","First, there were two tabears. Now there is one ta",122493,21033,tabear,tabears,0
"First, there were two tabears. Now there is one ta","First, there was one tabear. Now there are two ta",21033,122493,tabear,tabears,1
"First, there was one cordaty. Now there are two cord","First, there were two cordaties. Now there is one cord",27097,14760,cordaty,cordaties,0
"First, there were two cordaties. Now there is one cord","First, there was one cordaty. Now there are two cord",14760,27097,cordaty,cordaties,1
"First, there was one fotter. Now there are two fot","First, there were two fotters. Now there is one fot",1518,610,fotter,fotters,0
"First, there were two fotters. Now there is one fot","First, there was one fotter. Now there are two fot",610,1518,fotter,fotters,1
"First, there was one sephime. Now there are two sephi","First, there were two sephimes. Now there is one sephi",1360,504,sephime,sephimes,0
"First, there were two sephimes. Now there is one sephi","First, there was one sephime. Now there are two sephi",504,1360,sephime,sephimes,1
"First, there was one uffide. Now there are two uff","First, there were two uffides. Now there is one uff",3368,914,uffide,uffides,0
"First, there were two uffides. Now there is one uff","First, there was one uffide. Now there are two uff",914,3368,uffide,uffides,1
"First, there was one cunske. Now there are two cuns","First, there were two cunskes. Now there is one cuns",2207,655,cunske,cunskes,0
"First, there were two cunskes. Now there is one cuns","First, there was one cunske. Now there are two cuns",655,2207,cunske,cunskes,1
"First, there was one febbtion. Now there are two febb","First, there were two febbtions. Now there is one febb",1078,588,febbtion,febbtions,0
"First, there were two febbtions. Now there is one febb","First, there was one febbtion. Now there are two febb",588,1078,febbtion,febbtions,1
"First, there was one ginler. Now there are two gin","First, there were two ginlers. Now there is one gin",11404,1595,ginler,ginlers,0
"First, there were two ginlers. Now there is one gin","First, there was one ginler. Now there are two gin",1595,11404,ginler,ginlers,1
"First, there was one teaker. Now there are two tea","First, there were two teakers. Now there is one tea",13803,2303,teaker,teakers,0
"First, there were two teakers. Now there is one tea","First, there was one teaker. Now there are two tea",2303,13803,teaker,teakers,1
"First, there was one constarn. Now there are two const","First, there were two constarns. Now there is one const",134278,2535,constarn,constarns,0
"First, there were two constarns. Now there is one const","First, there was one constarn. Now there are two const",2535,134278,constarn,constarns,1
"First, there was one prupent. Now there are two prup","First, there were two prupents. Now there is one prup",990,579,prupent,prupents,0
"First, there were two prupents. Now there is one prup","First, there was one prupent. Now there are two prup",579,990,prupent,prupents,1
"First, there was one heague. Now there are two he","First, there were two heagues. Now there is one he",17311,9522,heague,heagues,0
"First, there were two heagues. Now there is one he","First, there was one heague. Now there are two he",9522,17311,heague,heagues,1
"First, there was one satvey. Now there are two sat","First, there were two satveys. Now there is one sat",91796,4580,satvey,satveys,0
"First, there were two satveys. Now there is one sat","First, there was one satvey. Now there are two sat",4580,91796,satvey,satveys,1
"First, there was one anby. Now there are two an","First, there were two anbies. Now there is one an",42389,1547,anby,anbies,0
"First, there were two anbies. Now there is one an","First, there was one anby. Now there are two an",1547,42389,anby,anbies,1
"First, there was one bouscil. Now there are two bous","First, there were two bouscils. Now there is one bous",28695,3608,bouscil,bouscils,0
"First, there were two bouscils. Now there is one bous","First, there was one bouscil. Now there are two bous",3608,28695,bouscil,bouscils,1
"First, there was one delind. Now there are two del","First, there were two delinds. Now there is one del",9781,767,delind,delinds,0
"First, there were two delinds. Now there is one del","First, there was one delind. Now there are two del",767,9781,delind,delinds,1
"First, there was one indombly. Now there are two indomb","First, there were two indomblies. Now there is one indomb",3439,605,indombly,indomblies,0
"First, there were two indomblies. Now there is one indomb","First, there was one indombly. Now there are two indomb",605,3439,indombly,indomblies,1
"First, there was one comder. Now there are two com","First, there were two comders. Now there is one com",10290,866,comder,comders,0
"First, there were two comders. Now there is one com","First, there was one comder. Now there are two com",866,10290,comder,comders,1
"First, there was one constain. Now there are two const","First, there were two constains. Now there is one const",28344,985,constain,constains,0
"First, there were two constains. Now there is one const","First, there was one constain. Now there are two const",985,28344,constain,constains,1
"First, there was one boaple. Now there are two boap","First, there were two boaples. Now there is one boap",982,494,boaple,boaples,0
"First, there were two boaples. Now there is one boap","First, there was one boaple. Now there are two boap",494,982,boaple,boaples,1
"First, there was one stocicion. Now there are two stocic","First, there were two stocicions. Now there is one stocic",3014,587,stocicion,stocicions,0
"First, there were two stocicions. Now there is one stocic","First, there was one stocicion. Now there are two stocic",587,3014,stocicion,stocicions,1
"First, there was one suffess. Now there are two suff","First, there were two suffesses. Now there is one suff",35459,669,suffess,suffesses,0
"First, there were two suffesses. Now there is one suff","First, there was one suffess. Now there are two suff",669,35459,suffess,suffesses,1
"First, there was one congibance. Now there are two congib","First, there were two congibances. Now there is one congib",2933,851,congibance,congibances,0
"First, there were two congibances. Now there is one congib","First, there was one congibance. Now there are two congib",851,2933,congibance,congibances,1
"First, there was one brub. Now there are two br","First, there were two brubs. Now there is one br",37374,657,brub,brubs,0
"First, there were two brubs. Now there is one br","First, there was one brub. Now there are two br",657,37374,brub,brubs,1
"First, there was one scrool. Now there are two scro","First, there were two scrools. Now there is one scro",2838,561,scrool,scrools,0
"First, there were two scrools. Now there is one scro","First, there was one scrool. Now there are two scro",561,2838,scrool,scrools,1
"First, there was one treesle. Now there are two trees","First, there were two treesles. Now there is one trees",982,494,treesle,treesles,0
"First, there were two treesles. Now there is one trees","First, there was one treesle. Now there are two trees",494,982,treesle,treesles,1
"First, there was one afress. Now there are two af","First, there were two afresses. Now there is one af",22590,1054,afress,afresses,0
"First, there were two afresses. Now there is one af","First, there was one afress. Now there are two af",1054,22590,afress,afresses,1
"First, there was one cundumy. Now there are two cundum","First, there were two cundumies. Now there is one cundum",924,235267,cundumy,cundumies,0
"First, there were two cundumies. Now there is one cundum","First, there was one cundumy. Now there are two cundum",235267,924,cundumy,cundumies,1
"First, there was one blead. Now there are two ble","First, there were two bleads. Now there is one ble",11801,566,blead,bleads,0
"First, there were two bleads. Now there is one ble","First, there was one blead. Now there are two ble",566,11801,blead,bleads,1
"First, there was one roob. Now there are two ro","First, there were two roobs. Now there is one ro",29061,1023,roob,roobs,0
"First, there were two roobs. Now there is one ro","First, there was one roob. Now there are two ro",1023,29061,roob,roobs,1
"First, there was one potel. Now there are two po","First, there were two potels. Now there is one po",23358,2214,potel,potels,0
"First, there were two potels. Now there is one po","First, there was one potel. Now there are two po",2214,23358,potel,potels,1
"First, there was one imbict. Now there are two imb","First, there were two imbicts. Now there is one imb",160965,2114,imbict,imbicts,0
"First, there were two imbicts. Now there is one imb","First, there was one imbict. Now there are two imb",2114,160965,imbict,imbicts,1
"First, there was one pliewed. Now there are two pliew","First, there were two plieweds. Now there is one pliew",4325,509,pliewed,plieweds,0
"First, there were two plieweds. Now there is one pliew","First, there was one pliewed. Now there are two pliew",509,4325,pliewed,plieweds,1
"First, there was one uranation. Now there are two uran","First, there were two uranations. Now there is one uran",903,673,uranation,uranations,0
"First, there were two uranations. Now there is one uran","First, there was one uranation. Now there are two uran",673,903,uranation,uranations,1
"First, there was one camitet. Now there are two cam","First, there were two camitets. Now there is one cam",121884,14412,camitet,camitets,0
"First, there were two camitets. Now there is one cam","First, there was one camitet. Now there are two cam",14412,121884,camitet,camitets,1
"First, there was one cuffure. Now there are two cuff","First, there were two cuffures. Now there is one cuff",1415,711,cuffure,cuffures,0
"First, there were two cuffures. Now there is one cuff","First, there was one cuffure. Now there are two cuff",711,1415,cuffure,cuffures,1
"First, there was one chindman. Now there are two chind","First, there were two chindmen. Now there is one chind",631,1066,chindman,chindmen,0
"First, there were two chindmen. Now there is one chind","First, there was one chindman. Now there are two chind",1066,631,chindman,chindmen,1
"First, there was one ucot. Now there are two u","First, there were two ucots. Now there is one u",105408,10120,ucot,ucots,0
"First, there were two ucots. Now there is one u","First, there was one ucot. Now there are two u",10120,105408,ucot,ucots,1
"First, there was one projake. Now there are two proj","First, there were two projakes. Now there is one proj",7195,1262,projake,projakes,0
"First, there were two projakes. Now there is one proj","First, there was one projake. Now there are two proj",1262,7195,projake,projakes,1
"First, there was one dommer. Now there are two dom","First, there were two dommers. Now there is one dom",11863,977,dommer,dommers,0
"First, there were two dommers. Now there is one dom","First, there was one dommer. Now there are two dom",977,11863,dommer,dommers,1
"First, there was one effeld. Now there are two eff","First, there were two effelds. Now there is one eff",37943,4794,effeld,effelds,0
"First, there were two effelds. Now there is one eff","First, there was one effeld. Now there are two eff",4794,37943,effeld,effelds,1
"First, there was one decard. Now there are two dec","First, there were two decards. Now there is one dec",2050,735,decard,decards,0
"First, there were two decards. Now there is one dec","First, there was one decard. Now there are two dec",735,2050,decard,decards,1
"First, there was one mundod. Now there are two mund","First, there were two mundods. Now there is one mund",40480,643,mundod,mundods,0
"First, there were two mundods. Now there is one mund","First, there was one mundod. Now there are two mund",643,40480,mundod,mundods,1
"First, there was one calior. Now there are two cal","First, there were two caliors. Now there is one cal",22477,2051,calior,caliors,0
"First, there were two caliors. Now there is one cal","First, there was one calior. Now there are two cal",2051,22477,calior,caliors,1
"First, there was one awone. Now there are two aw","First, there were two awones. Now there is one aw",2368,785,awone,awones,0
"First, there were two awones. Now there is one aw","First, there was one awone. Now there are two aw",785,2368,awone,awones,1
"First, there was one chillman. Now there are two chill","First, there were two chillmen. Now there is one chill",631,1066,chillman,chillmen,0
"First, there were two chillmen. Now there is one chill","First, there was one chillman. Now there are two chill",1066,631,chillman,chillmen,1
"First, there was one floom. Now there are two flo","First, there were two flooms. Now there is one flo",11101,537,floom,flooms,0
"First, there were two flooms. Now there is one flo","First, there was one floom. Now there are two flo",537,11101,floom,flooms,1
"First, there was one inlitement. Now there are two inlite","First, there were two inlitements. Now there is one inlite",1132,677,inlitement,inlitements,0
"First, there were two inlitements. Now there is one inlite","First, there was one inlitement. Now there are two inlite",677,1132,inlitement,inlitements,1
"First, there was one denictment. Now there are two denict","First, there were two denictments. Now there is one denict",1132,677,denictment,denictments,0
"First, there were two denictments. Now there is one denict","First, there was one denictment. Now there are two denict",677,1132,denictment,denictments,1
"First, there was one stail. Now there are two sta","First, there were two stails. Now there is one sta",1649,540,stail,stails,0
"First, there were two stails. Now there is one sta","First, there was one stail. Now there are two sta",540,1649,stail,stails,1
"First, there was one pesber. Now there are two pes","First, there were two pesbers. Now there is one pes",7749,758,pesber,pesbers,0
"First, there were two pesbers. Now there is one pes","First, there was one pesber. Now there are two pes",758,7749,pesber,pesbers,1
"First, there was one natote. Now there are two nat","First, there were two natotes. Now there is one nat",3180,804,natote,natotes,0
"First, there were two natotes. Now there is one nat","First, there was one natote. Now there are two nat",804,3180,natote,natotes,1
"First, there was one esimutine. Now there are two esimut","First, there were two esimutines. Now there is one esimut",1542,622,esimutine,esimutines,0
"First, there were two esimutines. Now there is one esimut","First, there was one esimutine. Now there are two esimut",622,1542,esimutine,esimutines,1
"First, there was one turest. Now there are two ture","First, there were two turests. Now there is one ture",3537,490,turest,turests,0
"First, there were two turests. Now there is one ture","First, there was one turest. Now there are two ture",490,3537,turest,turests,1
"First, there was one prelt. Now there are two pre","First, there were two prelts. Now there is one pre",195774,4526,prelt,prelts,0
"First, there were two prelts. Now there is one pre","First, there was one prelt. Now there are two pre",4526,195774,prelt,prelts,1
"First, there was one dicuntion. Now there are two dicun","First, there were two dicuntions. Now there is one dicun",1078,588,dicuntion,dicuntions,0
"First, there were two dicuntions. Now there is one dicun","First, there was one dicuntion. Now there are two dicun",588,1078,dicuntion,dicuntions,1
"First, there was one moction. Now there are two mo","First, there were two moctions. Now there is one mo",1831,676,moction,moctions,0
"First, there were two moctions. Now there is one mo","First, there was one moction. Now there are two mo",676,1831,moction,moctions,1
"First, there was one machant. Now there are two mach","First, there were two machants. Now there is one mach",1834,741,machant,machants,0
"First, there were two machants. Now there is one mach","First, there was one machant. Now there are two mach",741,1834,machant,machants,1
"First, there was one skestean. Now there are two skeste","First, there were two skesteans. Now there is one skeste",779,481,skestean,skesteans,0
"First, there were two skesteans. Now there is one skeste","First, there was one skestean. Now there are two skeste",481,779,skestean,skesteans,1
"First, there was one decack. Now there are two dec","First, there were two decacks. Now there is one dec",18042,787,decack,decacks,0
"First, there were two decacks. Now there is one dec","First, there was one decack. Now there are two dec",787,18042,decack,decacks,1
"First, there was one effell. Now there are two eff","First, there were two effells. Now there is one eff",9748,806,effell,effells,0
"First, there were two effells. Now there is one eff","First, there was one effell. Now there are two eff",806,9748,effell,effells,1
"First, there was one irsparity. Now there are two irsp","First, there were two irsparities. Now there is one irsp",25121,25909,irsparity,irsparities,0
"First, there were two irsparities. Now there is one irsp","First, there was one irsparity. Now there are two irsp",25909,25121,irsparity,irsparities,1
"First, there was one ipack. Now there are two i","First, there were two ipacks. Now there is one i",115712,1779,ipack,ipacks,0
"First, there were two ipacks. Now there is one i","First, there was one ipack. Now there are two i",1779,115712,ipack,ipacks,1
"First, there was one jertion. Now there are two jer","First, there were two jertions. Now there is one jer",1078,588,jertion,jertions,0
"First, there were two jertions. Now there is one jer","First, there was one jertion. Now there are two jer",588,1078,jertion,jertions,1
"First, there was one codier. Now there are two co","First, there were two codiers. Now there is one co",14694,11153,codier,codiers,0
"First, there were two codiers. Now there is one co","First, there was one codier. Now there are two co",11153,14694,codier,codiers,1
"First, there was one alpyment. Now there are two alpy","First, there were two alpyments. Now there is one alpy",1132,677,alpyment,alpyments,0
"First, there were two alpyments. Now there is one alpy","First, there was one alpyment. Now there are two alpy",677,1132,alpyment,alpyments,1
"First, there was one epant. Now there are two ep","First, there were two epants. Now there is one ep",1834,741,epant,epants,0
"First, there were two epants. Now there is one ep","First, there was one epant. Now there are two ep",741,1834,epant,epants,1
"First, there was one calt. Now there are two cal","First, there were two calts. Now there is one cal",617,235251,calt,calts,0
"First, there were two calts. Now there is one cal","First, there was one calt. Now there are two cal",235251,617,calt,calts,1
"First, there was one podoation. Now there are two podo","First, there were two podoations. Now there is one podo",903,673,podoation,podoations,0
"First, there were two podoations. Now there is one podo","First, there was one podoation. Now there are two podo",673,903,podoation,podoations,1
"First, there was one stakedent. Now there are two staked","First, there were two stakedents. Now there is one staked",990,579,stakedent,stakedents,0
"First, there were two stakedents. Now there is one staked","First, there was one stakedent. Now there are two staked",579,990,stakedent,stakedents,1
"First, there was one lappital. Now there are two lapp","First, there were two lappitals. Now there is one lapp",15730,1824,lappital,lappitals,0
"First, there were two lappitals. Now there is one lapp","First, there was one lappital. Now there are two lapp",1824,15730,lappital,lappitals,1
"First, there was one moctor. Now there are two mo","First, there were two moctors. Now there is one mo",6577,1290,moctor,moctors,0
"First, there were two moctors. Now there is one mo","First, there was one moctor. Now there are two mo",1290,6577,moctor,moctors,1
"First, there was one tsale. Now there are two ts","First, there were two tsales. Now there is one ts",2325,1091,tsale,tsales,0
"First, there were two tsales. Now there is one ts","First, there was one tsale. Now there are two ts",1091,2325,tsale,tsales,1
"First, there was one ijurity. Now there are two ij","First, there were two ijurities. Now there is one ij",22113,3730,ijurity,ijurities,0
"First, there were two ijurities. Now there is one ij","First, there was one ijurity. Now there are two ij",3730,22113,ijurity,ijurities,1
"First, there was one aftercoad. Now there are two afterco","First, there were two aftercoads. Now there is one afterco",11801,566,aftercoad,aftercoads,0
"First, there were two aftercoads. Now there is one afterco","First, there was one aftercoad. Now there are two afterco",566,11801,aftercoad,aftercoads,1
"First, there was one stoif. Now there are two sto","First, there were two stoifs. Now there is one sto",42449,648,stoif,stoifs,0
"First, there were two stoifs. Now there is one sto","First, there was one stoif. Now there are two sto",648,42449,stoif,stoifs,1
"First, there was one clob. Now there are two clo","First, there were two clobs. Now there is one clo",2473,235268,clob,clobs,0
"First, there were two clobs. Now there is one clo","First, there was one clob. Now there are two clo",235268,2473,clob,clobs,1
"First, there was one inceld. Now there are two incel","First, there were two incelds. Now there is one incel",2342,235258,inceld,incelds,0
"First, there were two incelds. Now there is one incel","First, there was one inceld. Now there are two incel",235258,2342,inceld,incelds,1
"First, there was one woin. Now there are two wo","First, there were two woins. Now there is one wo",1137,473,woin,woins,0
"First, there were two woins. Now there is one wo","First, there was one woin. Now there are two wo",473,1137,woin,woins,1
"First, there was one sowsing. Now there are two sows","First, there were two sowsings. Now there is one sows",1014,574,sowsing,sowsings,0
"First, there were two sowsings. Now there is one sows","First, there was one sowsing. Now there are two sows",574,1014,sowsing,sowsings,1
"First, there was one freen. Now there are two fre","First, there were two freens. Now there is one fre",952,479,freen,freens,0
"First, there were two freens. Now there is one fre","First, there was one freen. Now there are two fre",479,952,freen,freens,1
"First, there was one dicustion. Now there are two dicus","First, there were two dicustions. Now there is one dicus",1078,588,dicustion,dicustions,0
"First, there were two dicustions. Now there is one dicus","First, there was one dicustion. Now there are two dicus",588,1078,dicustion,dicustions,1
"First, there was one houte. Now there are two h","First, there were two houtes. Now there is one h",7915,4047,houte,houtes,0
"First, there were two houtes. Now there is one h","First, there was one houte. Now there are two h",4047,7915,houte,houtes,1
"First, there was one lippital. Now there are two lipp","First, there were two lippitals. Now there is one lipp",15730,1824,lippital,lippitals,0
"First, there were two lippitals. Now there is one lipp","First, there was one lippital. Now there are two lipp",1824,15730,lippital,lippitals,1
"First, there was one gonter. Now there are two gon","First, there were two gonters. Now there is one gon",1518,610,gonter,gonters,0
"First, there were two gonters. Now there is one gon","First, there was one gonter. Now there are two gon",610,1518,gonter,gonters,1
"First, there was one latel. Now there are two lat","First, there were two latels. Now there is one lat",2435,521,latel,latels,0
"First, there were two latels. Now there is one lat","First, there was one latel. Now there are two lat",521,2435,latel,latels,1
"First, there was one stovy. Now there are two sto","First, there were two stovies. Now there is one sto",8435,6065,stovy,stovies,0
"First, there were two stovies. Now there is one sto","First, there was one stovy. Now there are two sto",6065,8435,stovy,stovies,1
"First, there was one popletary. Now there are two poplet","First, there were two popletaries. Now there is one poplet",5313,828,popletary,popletaries,0
"First, there were two popletaries. Now there is one poplet","First, there was one popletary. Now there are two poplet",828,5313,popletary,popletaries,1
"First, there was one spooper. Now there are two spo","First, there were two spoopers. Now there is one spo",103126,3237,spooper,spoopers,0
"First, there were two spoopers. Now there is one spo","First, there was one spooper. Now there are two spo",3237,103126,spooper,spoopers,1
"First, there was one orn. Now there are two or","First, there were two orns. Now there is one or",558,235254,orn,orns,0
"First, there were two orns. Now there is one or","First, there was one orn. Now there are two or",235254,558,orn,orns,1
"First, there was one purpon. Now there are two pur","First, there were two purpons. Now there is one pur",7982,1255,purpon,purpons,0
"First, there were two purpons. Now there is one pur","First, there was one purpon. Now there are two pur",1255,7982,purpon,purpons,1
"First, there was one surfay. Now there are two surf","First, there were two surfays. Now there is one surf",1096,626,surfay,surfays,0
"First, there were two surfays. Now there is one surf","First, there was one surfay. Now there are two surf",626,1096,surfay,surfays,1
"First, there was one soid. Now there are two so","First, there were two soids. Now there is one so",2689,539,soid,soids,0
"First, there were two soids. Now there is one so","First, there was one soid. Now there are two so",539,2689,soid,soids,1
"First, there was one umil. Now there are two um","First, there were two umils. Now there is one um",1649,540,umil,umils,0
"First, there were two umils. Now there is one um","First, there was one umil. Now there are two um",540,1649,umil,umils,1
"First, there was one cortossion. Now there are two cortos","First, there were two cortossions. Now there is one cortos",1974,817,cortossion,cortossions,0
"First, there were two cortossions. Now there is one cortos","First, there was one cortossion. Now there are two cortos",817,1974,cortossion,cortossions,1
"First, there was one imbestance. Now there are two imbest","First, there were two imbestances. Now there is one imbest",2933,851,imbestance,imbestances,0
"First, there were two imbestances. Now there is one imbest","First, there was one imbestance. Now there are two imbest",851,2933,imbestance,imbestances,1
"First, there was one ipand. Now there are two ip","First, there were two ipands. Now there is one ip",4339,639,ipand,ipands,0
"First, there were two ipands. Now there is one ip","First, there was one ipand. Now there are two ip",639,4339,ipand,ipands,1
"First, there was one prolattion. Now there are two prolat","First, there were two prolattions. Now there is one prolat",1078,588,prolattion,prolattions,0
"First, there were two prolattions. Now there is one prolat","First, there was one prolattion. Now there are two prolat",588,1078,prolattion,prolattions,1
"First, there was one farf. Now there are two far","First, there were two farves. Now there is one far",1143,235266,farf,farves,0
"First, there were two farves. Now there is one far","First, there was one farf. Now there are two far",235266,1143,farf,farves,1
"First, there was one sodeing. Now there are two sode","First, there were two sodeings. Now there is one sode",1014,574,sodeing,sodeings,0
"First, there were two sodeings. Now there is one sode","First, there was one sodeing. Now there are two sode",574,1014,sodeing,sodeings,1
"First, there was one inqueuse. Now there are two inque","First, there were two inqueuses. Now there is one inque",4453,1589,inqueuse,inqueuses,0
"First, there were two inqueuses. Now there is one inque","First, there was one inqueuse. Now there are two inque",1589,4453,inqueuse,inqueuses,1
"First, there was one epanition. Now there are two epan","First, there were two epanitions. Now there is one epan",26727,5914,epanition,epanitions,0
"First, there were two epanitions. Now there is one epan","First, there was one epanition. Now there are two epan",5914,26727,epanition,epanitions,1
"First, there was one ferttion. Now there are two fert","First, there were two ferttions. Now there is one fert",1078,588,ferttion,ferttions,0
"First, there were two ferttions. Now there is one fert","First, there was one ferttion. Now there are two fert",588,1078,ferttion,ferttions,1
"First, there was one virebision. Now there are two vireb","First, there were two virebisions. Now there is one vireb",22663,1585,virebision,virebisions,0
"First, there were two virebisions. Now there is one vireb","First, there was one virebision. Now there are two vireb",1585,22663,virebision,virebisions,1
"First, there was one sofurity. Now there are two sof","First, there were two sofurities. Now there is one sof",22113,3730,sofurity,sofurities,0
"First, there were two sofurities. Now there is one sof","First, there was one sofurity. Now there are two sof",3730,22113,sofurity,sofurities,1
"First, there was one dorer. Now there are two dor","First, there were two dorers. Now there is one dor",618,475,dorer,dorers,0
"First, there were two dorers. Now there is one dor","First, there was one dorer. Now there are two dor",475,618,dorer,dorers,1
"First, there was one sukress. Now there are two suk","First, there were two sukresses. Now there is one suk",22590,1054,sukress,sukresses,0
"First, there were two sukresses. Now there is one suk","First, there was one sukress. Now there are two suk",1054,22590,sukress,sukresses,1
"First, there was one posletary. Now there are two poslet","First, there were two posletaries. Now there is one poslet",5313,828,posletary,posletaries,0
"First, there were two posletaries. Now there is one poslet","First, there was one posletary. Now there are two poslet",828,5313,posletary,posletaries,1
"First, there was one fiphory. Now there are two fiph","First, there were two fiphories. Now there is one fiph",2771,929,fiphory,fiphories,0
"First, there were two fiphories. Now there is one fiph","First, there was one fiphory. Now there are two fiph",929,2771,fiphory,fiphories,1
"First, there was one intunchy. Now there are two intunch","First, there were two intunchies. Now there is one intunch",924,235267,intunchy,intunchies,0
"First, there were two intunchies. Now there is one intunch","First, there was one intunchy. Now there are two intunch",235267,924,intunchy,intunchies,1
"First, there was one poxoation. Now there are two poxo","First, there were two poxoations. Now there is one poxo",903,673,poxoation,poxoations,0
"First, there were two poxoations. Now there is one poxo","First, there was one poxoation. Now there are two poxo",673,903,poxoation,poxoations,1
"First, there was one sevutation. Now there are two sev","First, there were two sevutations. Now there is one sev",167006,27055,sevutation,sevutations,0
