,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
431,"Then, Katie and Crystal were working at the school. Crystal decided to give a ring to","Then, Katie and Crystal were working at the school. Gregory decided to give a ring to","Then, Katie and Crystal were working at the school. Katie decided to give a ring to",44463,27916
439,"Then, Jessica and Brandon had a long argument, and afterwards Brandon said to","Then, Jessica and Brandon had a long argument, and afterwards Nathan said to","Then, Jessica and Brandon had a long argument, and afterwards Jessica said to",32367,31766
696,"Then, Brittany and Amy had a lot of fun at the school. Brittany gave a ring to","Then, Brittany and Amy had a lot of fun at the school. Cody gave a ring to","Then, Brittany and Amy had a lot of fun at the school. Amy gave a ring to",28693,88154
152,"When Dustin and Emily got a drink at the office, Dustin decided to give it to","When Dustin and Emily got a drink at the office, Kimberly decided to give it to","When Dustin and Emily got a drink at the office, Emily decided to give it to",34166,78318
561,"After Melissa and Erin went to the hospital, Melissa gave a kiss to","After Melissa and Erin went to the hospital, Amber gave a kiss to","After Melissa and Erin went to the hospital, Erin gave a kiss to",55814,47048
859,"Then, Kristen and Kelly went to the hospital. Kristen gave a drink to","Then, Kristen and Kelly went to the hospital. Jonathan gave a drink to","Then, Kristen and Kelly went to the hospital. Kelly gave a drink to",18661,76114
383,"After Tyler and Anthony went to the store, Anthony gave a kiss to","After Tyler and Anthony went to the store, Paul gave a kiss to","After Tyler and Anthony went to the store, Tyler gave a kiss to",31220,20696
314,"Then, Courtney and Michelle had a lot of fun at the garden. Michelle gave a computer to","Then, Courtney and Michelle had a lot of fun at the garden. Andrew gave a computer to","Then, Courtney and Michelle had a lot of fun at the garden. Courtney gave a computer to",70682,32026
995,"Then, Adam and Nicole had a long argument, and afterwards Adam said to","Then, Adam and Nicole had a long argument, and afterwards Benjamin said to","Then, Adam and Nicole had a long argument, and afterwards Nicole said to",44030,15037
415,"When Christina and Amy got a necklace at the school, Amy decided to give it to","When Christina and Amy got a necklace at the school, Kelly decided to give it to","When Christina and Amy got a necklace at the school, Christina decided to give it to",59671,28693
384,"Then, Jamie and Nicole had a long argument, and afterwards Jamie said to","Then, Jamie and Nicole had a long argument, and afterwards Samantha said to","Then, Jamie and Nicole had a long argument, and afterwards Nicole said to",44030,35757
838,"Then, Benjamin and Lisa went to the garden. Benjamin gave a bone to","Then, Benjamin and Lisa went to the garden. Katie gave a bone to","Then, Benjamin and Lisa went to the garden. Lisa gave a bone to",28556,29311
131,"After Brittany and Jessica went to the office, Jessica gave a drink to","After Brittany and Jessica went to the office, Richard gave a drink to","After Brittany and Jessica went to the office, Brittany gave a drink to",88154,32367
522,"When Katie and Samantha got a kiss at the garden, Katie decided to give it to","When Katie and Samantha got a kiss at the garden, Daniel decided to give it to","When Katie and Samantha got a kiss at the garden, Samantha decided to give it to",62808,44463
517,"Then, Joshua and James were working at the house. James decided to give a necklace to","Then, Joshua and James were working at the house. Melissa decided to give a necklace to","Then, Joshua and James were working at the house. Joshua decided to give a necklace to",39492,7801
109,"Then, Christine and Samuel had a long argument, and afterwards Christine said to","Then, Christine and Samuel had a long argument, and afterwards Brandon said to","Then, Christine and Samuel had a long argument, and afterwards Samuel said to",31907,45893
56,"Then, Gregory and Alexander were working at the station. Alexander decided to give a computer to","Then, Gregory and Alexander were working at the station. Matthew decided to give a computer to","Then, Gregory and Alexander were working at the station. Gregory decided to give a computer to",42969,20042
661,"When Joseph and Aaron got a ring at the house, Joseph decided to give it to","When Joseph and Aaron got a ring at the house, Erin decided to give it to","When Joseph and Aaron got a ring at the house, Aaron decided to give it to",25673,15115
516,"Then, Richard and Andrew went to the house. Richard gave a necklace to","Then, Richard and Andrew went to the house. Anthony gave a necklace to","Then, Richard and Andrew went to the house. Andrew gave a necklace to",13615,11867
713,"Then, Kyle and Kenneth had a lot of fun at the office. Kenneth gave a bone to","Then, Kyle and Kenneth had a lot of fun at the office. Anthony gave a bone to","Then, Kyle and Kenneth had a lot of fun at the office. Kyle gave a bone to",30259,48398
292,"Then, Andrea and Steven went to the hospital. Andrea gave a ring to","Then, Andrea and Steven went to the hospital. Christine gave a ring to","Then, Andrea and Steven went to the hospital. Steven gave a ring to",23644,40084
927,"When Katherine and Erin got a drink at the office, Erin decided to give it to","When Katherine and Erin got a drink at the office, Sara decided to give it to","When Katherine and Erin got a drink at the office, Katherine decided to give it to",61326,55814
626,"Then, Samuel and Jacob were thinking about going to the garden. Jacob wanted to give a necklace to","Then, Samuel and Jacob were thinking about going to the garden. Christine wanted to give a necklace to","Then, Samuel and Jacob were thinking about going to the garden. Samuel wanted to give a necklace to",31907,24521
236,"Then, Brandon and Amanda had a long argument, and afterwards Amanda said to","Then, Brandon and Amanda had a long argument, and afterwards Alexander said to","Then, Brandon and Amanda had a long argument, and afterwards Brandon said to",31766,41759
667,"Then, Alexander and Jesse had a long argument, and afterwards Alexander said to","Then, Alexander and Jesse had a long argument, and afterwards Gregory said to","Then, Alexander and Jesse had a long argument, and afterwards Jesse said to",39171,20042
215,"After Jeremy and Jesse went to the hospital, Jeremy gave a bone to","After Jeremy and Jesse went to the hospital, Joshua gave a bone to","After Jeremy and Jesse went to the hospital, Jesse gave a bone to",39171,27118
963,"Then, Kevin and Aaron went to the restaurant. Aaron gave a basketball to","Then, Kevin and Aaron went to the restaurant. Thomas gave a basketball to","Then, Kevin and Aaron went to the restaurant. Kevin gave a basketball to",16364,25673
622,"Then, Joshua and Kyle were thinking about going to the house. Kyle wanted to give a kiss to","Then, Joshua and Kyle were thinking about going to the house. Angela wanted to give a kiss to","Then, Joshua and Kyle were thinking about going to the house. Joshua wanted to give a kiss to",39492,30259
540,"Then, Jessica and Kyle had a long argument, and afterwards Jessica said to","Then, Jessica and Kyle had a long argument, and afterwards Bryan said to","Then, Jessica and Kyle had a long argument, and afterwards Kyle said to",30259,32367
698,"Then, Kenneth and Jeremy had a lot of fun at the school. Kenneth gave a computer to","Then, Kenneth and Jeremy had a lot of fun at the school. Amanda gave a computer to","Then, Kenneth and Jeremy had a lot of fun at the school. Jeremy gave a computer to",27118,48398
563,"Then, Stephanie and Jeremy had a long argument, and afterwards Stephanie said to","Then, Stephanie and Jeremy had a long argument, and afterwards Richard said to","Then, Stephanie and Jeremy had a long argument, and afterwards Jeremy said to",27118,48143
224,"Then, Alicia and Megan had a lot of fun at the restaurant. Megan gave a computer to","Then, Alicia and Megan had a lot of fun at the restaurant. Elizabeth gave a computer to","Then, Alicia and Megan had a lot of fun at the restaurant. Alicia gave a computer to",78902,54529
298,"Then, Jacob and Amber had a lot of fun at the house. Amber gave a snack to","Then, Jacob and Amber had a lot of fun at the house. Andrew gave a snack to","Then, Jacob and Amber had a lot of fun at the house. Jacob gave a snack to",24521,46664
65,"Then, Aaron and Lauren went to the garden. Lauren gave a snack to","Then, Aaron and Lauren went to the garden. David gave a snack to","Then, Aaron and Lauren went to the garden. Aaron gave a snack to",25673,42360
170,"Then, Nicole and Amanda had a long argument, and afterwards Amanda said to","Then, Nicole and Amanda had a long argument, and afterwards Alexander said to","Then, Nicole and Amanda had a long argument, and afterwards Nicole said to",44030,41759
318,"Then, Amy and Mark had a long argument, and afterwards Amy said to","Then, Amy and Mark had a long argument, and afterwards Gregory said to","Then, Amy and Mark had a long argument, and afterwards Mark said to",4389,28693
531,"Then, Lindsay and Nathan had a long argument, and afterwards Nathan said to","Then, Lindsay and Nathan had a long argument, and afterwards Eric said to","Then, Lindsay and Nathan had a long argument, and afterwards Lindsay said to",62784,36737
992,"Then, Kelly and Mark were thinking about going to the hospital. Mark wanted to give a drink to","Then, Kelly and Mark were thinking about going to the hospital. Jeffrey wanted to give a drink to","Then, Kelly and Mark were thinking about going to the hospital. Kelly wanted to give a drink to",18661,4389
861,"Then, William and Elizabeth had a lot of fun at the station. Elizabeth gave a snack to","Then, William and Elizabeth had a lot of fun at the station. Jessica gave a snack to","Then, William and Elizabeth had a lot of fun at the station. William gave a snack to",12375,20731
497,"Then, Jesse and Robert were working at the station. Jesse decided to give a necklace to","Then, Jesse and Robert were working at the station. Erin decided to give a necklace to","Then, Jesse and Robert were working at the station. Robert decided to give a necklace to",8397,39171
375,"When Nicole and Erin got a computer at the office, Nicole decided to give it to","When Nicole and Erin got a computer at the office, Tiffany decided to give it to","When Nicole and Erin got a computer at the office, Erin decided to give it to",55814,44030
270,"Then, Andrea and Brandon had a long argument, and afterwards Brandon said to","Then, Andrea and Brandon had a long argument, and afterwards John said to","Then, Andrea and Brandon had a long argument, and afterwards Andrea said to",40084,31766
297,"Then, Lindsey and Kelly had a lot of fun at the school. Kelly gave a drink to","Then, Lindsey and Kelly had a lot of fun at the school. Elizabeth gave a drink to","Then, Lindsey and Kelly had a lot of fun at the school. Lindsey gave a drink to",64279,18661
684,"When Tyler and Alicia got a bone at the house, Tyler decided to give it to","When Tyler and Alicia got a bone at the house, Jose decided to give it to","When Tyler and Alicia got a bone at the house, Alicia decided to give it to",78902,31220
690,"When Angela and Nicole got a computer at the hospital, Angela decided to give it to","When Angela and Nicole got a computer at the hospital, Bradley decided to give it to","When Angela and Nicole got a computer at the hospital, Nicole decided to give it to",44030,37143
911,"After Eric and Steven went to the house, Eric gave a basketball to","After Eric and Steven went to the house, Stephen gave a basketball to","After Eric and Steven went to the house, Steven gave a basketball to",23644,16247
303,"Then, David and Joseph went to the store. David gave a computer to","Then, David and Joseph went to the store. Patrick gave a computer to","Then, David and Joseph went to the store. Joseph gave a computer to",15115,6798
836,"Then, Jeffrey and Brittany had a lot of fun at the office. Jeffrey gave a necklace to","Then, Jeffrey and Brittany had a lot of fun at the office. Jessica gave a necklace to","Then, Jeffrey and Brittany had a lot of fun at the office. Brittany gave a necklace to",88154,41007
312,"Then, Scott and Jeremy had a lot of fun at the hospital. Scott gave a computer to","Then, Scott and Jeremy had a lot of fun at the hospital. Jessica gave a computer to","Then, Scott and Jeremy had a lot of fun at the hospital. Jeremy gave a computer to",27118,9815
794,"Then, Brian and Nicole had a long argument, and afterwards Brian said to","Then, Brian and Nicole had a long argument, and afterwards Patrick said to","Then, Brian and Nicole had a long argument, and afterwards Nicole said to",44030,17083
423,"Then, Cody and Kyle had a long argument, and afterwards Kyle said to","Then, Cody and Kyle had a long argument, and afterwards Brian said to","Then, Cody and Kyle had a long argument, and afterwards Cody said to",57282,30259
374,"Then, Stephen and Gregory were working at the station. Gregory decided to give a bone to","Then, Stephen and Gregory were working at the station. Elizabeth decided to give a bone to","Then, Stephen and Gregory were working at the station. Stephen decided to give a bone to",18095,42969
500,"Then, Lisa and Ryan were thinking about going to the hospital. Ryan wanted to give a snack to","Then, Lisa and Ryan were thinking about going to the hospital. Jonathan wanted to give a snack to","Then, Lisa and Ryan were thinking about going to the hospital. Lisa wanted to give a snack to",28556,13646
578,"After Matthew and Courtney went to the store, Courtney gave a bone to","After Matthew and Courtney went to the store, Kelly gave a bone to","After Matthew and Courtney went to the store, Matthew gave a bone to",18939,70682
202,"Then, Bradley and Megan were thinking about going to the restaurant. Megan wanted to give a kiss to","Then, Bradley and Megan were thinking about going to the restaurant. Jose wanted to give a kiss to","Then, Bradley and Megan were thinking about going to the restaurant. Bradley wanted to give a kiss to",36448,54529
520,"Then, Nathan and Elizabeth were working at the restaurant. Elizabeth decided to give a snack to","Then, Nathan and Elizabeth were working at the restaurant. Jose decided to give a snack to","Then, Nathan and Elizabeth were working at the restaurant. Nathan decided to give a snack to",36737,20731
428,"Then, Gregory and Lisa went to the restaurant. Gregory gave a snack to","Then, Gregory and Lisa went to the restaurant. Amanda gave a snack to","Then, Gregory and Lisa went to the restaurant. Lisa gave a snack to",28556,42969
389,"Then, Adam and Michael were working at the store. Michael decided to give a computer to","Then, Adam and Michael were working at the store. Jacob decided to give a computer to","Then, Adam and Michael were working at the store. Adam decided to give a computer to",15037,7937
317,"When Justin and Michael got a drink at the house, Michael decided to give it to","When Justin and Michael got a drink at the house, Amber decided to give it to","When Justin and Michael got a drink at the house, Justin decided to give it to",22467,7937
769,"Then, Heather and Danielle were thinking about going to the hospital. Danielle wanted to give a computer to","Then, Heather and Danielle were thinking about going to the hospital. Joseph wanted to give a computer to","Then, Heather and Danielle were thinking about going to the hospital. Heather wanted to give a computer to",46263,71616
347,"Then, Kristen and Alexander went to the restaurant. Alexander gave a bone to","Then, Kristen and Alexander went to the restaurant. Timothy gave a bone to","Then, Kristen and Alexander went to the restaurant. Kristen gave a bone to",76114,20042
918,"Then, Lisa and Stephanie were working at the house. Stephanie decided to give a kiss to","Then, Lisa and Stephanie were working at the house. Christine decided to give a kiss to","Then, Lisa and Stephanie were working at the house. Lisa decided to give a kiss to",28556,48143
27,"Then, Robert and Rachel went to the store. Robert gave a necklace to","Then, Robert and Rachel went to the store. Samuel gave a necklace to","Then, Robert and Rachel went to the store. Rachel gave a necklace to",31432,8397
494,"Then, Jesse and Jennifer went to the garden. Jesse gave a necklace to","Then, Jesse and Jennifer went to the garden. William gave a necklace to","Then, Jesse and Jennifer went to the garden. Jennifer gave a necklace to",29650,39171
477,"Then, Alicia and Courtney went to the garden. Alicia gave a computer to","Then, Alicia and Courtney went to the garden. Kevin gave a computer to","Then, Alicia and Courtney went to the garden. Courtney gave a computer to",70682,78902
960,"Then, Patrick and Megan went to the house. Megan gave a necklace to","Then, Patrick and Megan went to the house. Samantha gave a necklace to","Then, Patrick and Megan went to the house. Patrick gave a necklace to",19626,54529
907,"Then, Mark and Steven had a long argument, and afterwards Steven said to","Then, Mark and Steven had a long argument, and afterwards Aaron said to","Then, Mark and Steven had a long argument, and afterwards Mark said to",4389,23644
69,"Then, Kimberly and Jennifer had a lot of fun at the office. Kimberly gave a computer to","Then, Kimberly and Jennifer had a lot of fun at the office. Timothy gave a computer to","Then, Kimberly and Jennifer had a lot of fun at the office. Jennifer gave a computer to",29650,85653
138,"After Patrick and Thomas went to the office, Patrick gave a basketball to","After Patrick and Thomas went to the office, Stephanie gave a basketball to","After Patrick and Thomas went to the office, Thomas gave a basketball to",11108,19626
920,"Then, Lauren and Katie had a long argument, and afterwards Katie said to","Then, Lauren and Katie had a long argument, and afterwards Nicholas said to","Then, Lauren and Katie had a long argument, and afterwards Lauren said to",42360,44463
843,"Then, Alicia and Ryan went to the restaurant. Alicia gave a necklace to","Then, Alicia and Ryan went to the restaurant. Kenneth gave a necklace to","Then, Alicia and Ryan went to the restaurant. Ryan gave a necklace to",13646,78902
511,"Then, Jesse and Cody were thinking about going to the store. Cody wanted to give a kiss to","Then, Jesse and Cody were thinking about going to the store. Travis wanted to give a kiss to","Then, Jesse and Cody were thinking about going to the store. Jesse wanted to give a kiss to",39171,57282
76,"Then, Scott and Alexander had a long argument, and afterwards Alexander said to","Then, Scott and Alexander had a long argument, and afterwards Charles said to","Then, Scott and Alexander had a long argument, and afterwards Scott said to",9815,20042
476,"Then, Brandon and Joshua were thinking about going to the house. Brandon wanted to give a basketball to","Then, Brandon and Joshua were thinking about going to the house. Kevin wanted to give a basketball to","Then, Brandon and Joshua were thinking about going to the house. Joshua wanted to give a basketball to",39492,31766
416,"After Robert and James went to the store, Robert gave a drink to","After Robert and James went to the store, Justin gave a drink to","After Robert and James went to the store, James gave a drink to",7801,8397
692,"Then, Ashley and Rebecca were working at the station. Rebecca decided to give a bone to","Then, Ashley and Rebecca were working at the station. Scott decided to give a bone to","Then, Ashley and Rebecca were working at the station. Ashley decided to give a bone to",37118,44457
576,"Then, Bradley and Andrea were working at the station. Andrea decided to give a kiss to","Then, Bradley and Andrea were working at the station. Adam decided to give a kiss to","Then, Bradley and Andrea were working at the station. Bradley decided to give a kiss to",36448,40084
29,"Then, Timothy and Allison were working at the office. Timothy decided to give a basketball to","Then, Timothy and Allison were working at the office. Sarah decided to give a basketball to","Then, Timothy and Allison were working at the office. Allison decided to give a basketball to",62408,44468
816,"After Alicia and Ashley went to the restaurant, Ashley gave a basketball to","After Alicia and Ashley went to the restaurant, Sarah gave a basketball to","After Alicia and Ashley went to the restaurant, Alicia gave a basketball to",78902,37118
371,"Then, Ryan and Lindsey were working at the house. Lindsey decided to give a bone to","Then, Ryan and Lindsey were working at the house. Brandon decided to give a bone to","Then, Ryan and Lindsey were working at the house. Ryan decided to give a bone to",13646,64279
815,"Then, Katie and Andrew were thinking about going to the station. Katie wanted to give a drink to","Then, Katie and Andrew were thinking about going to the station. Megan wanted to give a drink to","Then, Katie and Andrew were thinking about going to the station. Andrew wanted to give a drink to",13615,44463
207,"Then, Nicole and Adam were working at the office. Nicole decided to give a bone to","Then, Nicole and Adam were working at the office. Mary decided to give a bone to","Then, Nicole and Adam were working at the office. Adam decided to give a bone to",15037,44030
165,"Then, Kristen and Jesse had a long argument, and afterwards Kristen said to","Then, Kristen and Jesse had a long argument, and afterwards Andrea said to","Then, Kristen and Jesse had a long argument, and afterwards Jesse said to",39171,76114
855,"Then, Rachel and Alexander had a lot of fun at the station. Alexander gave a snack to","Then, Rachel and Alexander had a lot of fun at the station. Ashley gave a snack to","Then, Rachel and Alexander had a lot of fun at the station. Rachel gave a snack to",31432,20042
588,"Then, Mark and Kenneth were thinking about going to the office. Kenneth wanted to give a necklace to","Then, Mark and Kenneth were thinking about going to the office. Nicole wanted to give a necklace to","Then, Mark and Kenneth were thinking about going to the office. Mark wanted to give a necklace to",4389,48398
490,"Then, Lindsay and Heather had a long argument, and afterwards Heather said to","Then, Lindsay and Heather had a long argument, and afterwards Mark said to","Then, Lindsay and Heather had a long argument, and afterwards Lindsay said to",62784,46263
345,"Then, Jose and Amy had a lot of fun at the office. Amy gave a snack to","Then, Jose and Amy had a lot of fun at the office. James gave a snack to","Then, Jose and Amy had a lot of fun at the office. Jose gave a snack to",10860,28693
85,"After Jessica and Lindsey went to the station, Jessica gave a necklace to","After Jessica and Lindsey went to the station, Bradley gave a necklace to","After Jessica and Lindsey went to the station, Lindsey gave a necklace to",64279,32367
12,"Then, Kevin and Christine had a lot of fun at the restaurant. Kevin gave a ring to","Then, Kevin and Christine had a lot of fun at the restaurant. David gave a ring to","Then, Kevin and Christine had a lot of fun at the restaurant. Christine gave a ring to",45893,16364
93,"Then, Lauren and Jeffrey were working at the hospital. Lauren decided to give a kiss to","Then, Lauren and Jeffrey were working at the hospital. Anthony decided to give a kiss to","Then, Lauren and Jeffrey were working at the hospital. Jeffrey decided to give a kiss to",41007,42360
334,"Then, Samantha and Nicholas had a lot of fun at the office. Nicholas gave a kiss to","Then, Samantha and Nicholas had a lot of fun at the office. Thomas gave a kiss to","Then, Samantha and Nicholas had a lot of fun at the office. Samantha gave a kiss to",62808,39696
496,"Then, Kristen and Sara went to the store. Kristen gave a necklace to","Then, Kristen and Sara went to the store. Nicholas gave a necklace to","Then, Kristen and Sara went to the store. Sara gave a necklace to",42920,76114
493,"After Amy and Emily went to the house, Amy gave a bone to","After Amy and Emily went to the house, Kelly gave a bone to","After Amy and Emily went to the house, Emily gave a bone to",34166,28693
765,"Then, Tyler and Brian went to the store. Brian gave a kiss to","Then, Tyler and Brian went to the store. Travis gave a kiss to","Then, Tyler and Brian went to the store. Tyler gave a kiss to",31220,17083
964,"Then, Daniel and Megan had a lot of fun at the office. Megan gave a snack to","Then, Daniel and Megan had a lot of fun at the office. Jose gave a snack to","Then, Daniel and Megan had a lot of fun at the office. Daniel gave a snack to",15118,54529
669,"Then, Charles and Lindsey were working at the station. Lindsey decided to give a bone to","Then, Charles and Lindsey were working at the station. Amanda decided to give a bone to","Then, Charles and Lindsey were working at the station. Charles decided to give a bone to",14927,64279
509,"Then, Tiffany and Ashley had a lot of fun at the school. Tiffany gave a computer to","Then, Tiffany and Ashley had a lot of fun at the school. John gave a computer to","Then, Tiffany and Ashley had a lot of fun at the school. Ashley gave a computer to",37118,67473
826,"Then, Erica and Samantha went to the store. Erica gave a ring to","Then, Erica and Samantha went to the store. Nicole gave a ring to","Then, Erica and Samantha went to the store. Samantha gave a ring to",62808,91835
860,"Then, Samantha and Thomas were thinking about going to the store. Samantha wanted to give a snack to","Then, Samantha and Thomas were thinking about going to the store. Timothy wanted to give a snack to","Then, Samantha and Thomas were thinking about going to the store. Thomas wanted to give a snack to",11108,62808
892,"Then, Matthew and Christopher went to the station. Matthew gave a bone to","Then, Matthew and Christopher went to the station. Brittany gave a bone to","Then, Matthew and Christopher went to the station. Christopher gave a bone to",24986,18939
791,"When Adam and Steven got a bone at the office, Adam decided to give it to","When Adam and Steven got a bone at the office, Alexander decided to give it to","When Adam and Steven got a bone at the office, Steven decided to give it to",23644,15037
608,"When Ryan and Andrea got a ring at the office, Andrea decided to give it to","When Ryan and Andrea got a ring at the office, Christopher decided to give it to","When Ryan and Andrea got a ring at the office, Ryan decided to give it to",13646,40084
981,"When Benjamin and Adam got a kiss at the school, Benjamin decided to give it to","When Benjamin and Adam got a kiss at the school, William decided to give it to","When Benjamin and Adam got a kiss at the school, Adam decided to give it to",15037,29311
830,"Then, Heather and Nicholas had a long argument, and afterwards Heather said to","Then, Heather and Nicholas had a long argument, and afterwards Jonathan said to","Then, Heather and Nicholas had a long argument, and afterwards Nicholas said to",39696,46263
878,"After James and Jose went to the hospital, Jose gave a computer to","After James and Jose went to the hospital, Shannon gave a computer to","After James and Jose went to the hospital, James gave a computer to",7801,10860
191,"Then, Michael and Jennifer had a lot of fun at the store. Jennifer gave a ring to","Then, Michael and Jennifer had a lot of fun at the store. Robert gave a ring to","Then, Michael and Jennifer had a lot of fun at the store. Michael gave a ring to",7937,29650
485,"When Gregory and Jason got a necklace at the hospital, Jason decided to give it to","When Gregory and Jason got a necklace at the hospital, Ashley decided to give it to","When Gregory and Jason got a necklace at the hospital, Gregory decided to give it to",42969,18477
258,"When Jamie and Travis got a bone at the hospital, Jamie decided to give it to","When Jamie and Travis got a bone at the hospital, Matthew decided to give it to","When Jamie and Travis got a bone at the hospital, Travis decided to give it to",40710,35757
825,"When Kimberly and Amy got a snack at the garden, Amy decided to give it to","When Kimberly and Amy got a snack at the garden, Kyle decided to give it to","When Kimberly and Amy got a snack at the garden, Kimberly decided to give it to",85653,28693
650,"After Patrick and John went to the school, Patrick gave a computer to","After Patrick and John went to the school, Jessica gave a computer to","After Patrick and John went to the school, John gave a computer to",3757,19626
275,"When Kyle and Jonathan got a computer at the house, Jonathan decided to give it to","When Kyle and Jonathan got a computer at the house, Lindsay decided to give it to","When Kyle and Jonathan got a computer at the house, Kyle decided to give it to",30259,23269
882,"After Gregory and Amber went to the garden, Gregory gave a snack to","After Gregory and Amber went to the garden, Alexander gave a snack to","After Gregory and Amber went to the garden, Amber gave a snack to",46664,42969
443,"Then, Michael and Michelle had a lot of fun at the house. Michael gave a necklace to","Then, Michael and Michelle had a lot of fun at the house. John gave a necklace to","Then, Michael and Michelle had a lot of fun at the house. Michelle gave a necklace to",32026,7937
296,"When Jesse and Richard got a basketball at the garden, Richard decided to give it to","When Jesse and Richard got a basketball at the garden, Jose decided to give it to","When Jesse and Richard got a basketball at the garden, Jesse decided to give it to",39171,11867
851,"Then, Amber and Mary were working at the store. Amber decided to give a ring to","Then, Amber and Mary were working at the store. Lauren decided to give a ring to","Then, Amber and Mary were working at the store. Mary decided to give a ring to",10244,46664
250,"After Alicia and Aaron went to the restaurant, Alicia gave a basketball to","After Alicia and Aaron went to the restaurant, Scott gave a basketball to","After Alicia and Aaron went to the restaurant, Aaron gave a basketball to",25673,78902
136,"Then, Mary and Daniel had a long argument, and afterwards Mary said to","Then, Mary and Daniel had a long argument, and afterwards Kenneth said to","Then, Mary and Daniel had a long argument, and afterwards Daniel said to",15118,10244
651,"Then, Melissa and Laura were thinking about going to the office. Melissa wanted to give a basketball to","Then, Melissa and Laura were thinking about going to the office. Angela wanted to give a basketball to","Then, Melissa and Laura were thinking about going to the office. Laura wanted to give a basketball to",29828,47048
158,"After Aaron and Joshua went to the hospital, Aaron gave a basketball to","After Aaron and Joshua went to the hospital, Adam gave a basketball to","After Aaron and Joshua went to the hospital, Joshua gave a basketball to",39492,25673
979,"Then, Lisa and Nicole went to the restaurant. Lisa gave a bone to","Then, Lisa and Nicole went to the restaurant. Erin gave a bone to","Then, Lisa and Nicole went to the restaurant. Nicole gave a bone to",44030,28556
426,"Then, Christine and Jacob went to the office. Christine gave a ring to","Then, Christine and Jacob went to the office. Alicia gave a ring to","Then, Christine and Jacob went to the office. Jacob gave a ring to",24521,45893
344,"When Megan and Alexander got a basketball at the restaurant, Megan decided to give it to","When Megan and Alexander got a basketball at the restaurant, Danielle decided to give it to","When Megan and Alexander got a basketball at the restaurant, Alexander decided to give it to",20042,54529
373,"Then, Anthony and Eric had a lot of fun at the office. Eric gave a basketball to","Then, Anthony and Eric had a lot of fun at the office. Brittany gave a basketball to","Then, Anthony and Eric had a lot of fun at the office. Anthony gave a basketball to",20696,16247
322,"Then, Allison and Jamie went to the restaurant. Jamie gave a drink to","Then, Allison and Jamie went to the restaurant. Cody gave a drink to","Then, Allison and Jamie went to the restaurant. Allison gave a drink to",62408,35757
471,"Then, Joshua and Travis had a lot of fun at the office. Joshua gave a computer to","Then, Joshua and Travis had a lot of fun at the office. Nathan gave a computer to","Then, Joshua and Travis had a lot of fun at the office. Travis gave a computer to",40710,39492
601,"Then, Sean and Sarah had a lot of fun at the store. Sean gave a ring to","Then, Sean and Sarah had a lot of fun at the store. Erin gave a ring to","Then, Sean and Sarah had a lot of fun at the store. Sarah gave a ring to",20445,24995
955,"Then, Amy and Christina were working at the house. Amy decided to give a kiss to","Then, Amy and Christina were working at the house. Christine decided to give a kiss to","Then, Amy and Christina were working at the house. Christina decided to give a kiss to",59671,28693
672,"Then, Eric and Amber went to the station. Eric gave a basketball to","Then, Eric and Amber went to the station. Nicholas gave a basketball to","Then, Eric and Amber went to the station. Amber gave a basketball to",46664,16247
600,"Then, Kyle and Kimberly were thinking about going to the garden. Kimberly wanted to give a bone to","Then, Kyle and Kimberly were thinking about going to the garden. Nicole wanted to give a bone to","Then, Kyle and Kimberly were thinking about going to the garden. Kyle wanted to give a bone to",30259,85653
246,"After David and Brittany went to the restaurant, David gave a basketball to","After David and Brittany went to the restaurant, Kyle gave a basketball to","After David and Brittany went to the restaurant, Brittany gave a basketball to",88154,6798
268,"When Katie and Bradley got a computer at the station, Bradley decided to give it to","When Katie and Bradley got a computer at the station, Kyle decided to give it to","When Katie and Bradley got a computer at the station, Katie decided to give it to",44463,36448
948,"Then, Richard and Scott were working at the garden. Scott decided to give a computer to","Then, Richard and Scott were working at the garden. Bradley decided to give a computer to","Then, Richard and Scott were working at the garden. Richard decided to give a computer to",11867,9815
122,"Then, Angela and Mary had a lot of fun at the hospital. Angela gave a ring to","Then, Angela and Mary had a lot of fun at the hospital. Lindsey gave a ring to","Then, Angela and Mary had a lot of fun at the hospital. Mary gave a ring to",10244,37143
161,"Then, Christopher and Amy had a lot of fun at the station. Christopher gave a necklace to","Then, Christopher and Amy had a lot of fun at the station. Kristen gave a necklace to","Then, Christopher and Amy had a lot of fun at the station. Amy gave a necklace to",28693,24986
3,"When Travis and Tyler got a drink at the store, Tyler decided to give it to","When Travis and Tyler got a drink at the store, Alicia decided to give it to","When Travis and Tyler got a drink at the store, Travis decided to give it to",40710,31220
603,"Then, Amber and Paul were thinking about going to the restaurant. Amber wanted to give a computer to","Then, Amber and Paul were thinking about going to the restaurant. Shannon wanted to give a computer to","Then, Amber and Paul were thinking about going to the restaurant. Paul wanted to give a computer to",6898,46664
346,"Then, Jonathan and David went to the station. David gave a bone to","Then, Jonathan and David went to the station. Bryan gave a bone to","Then, Jonathan and David went to the station. Jonathan gave a bone to",23269,6798
332,"Then, Emily and Vanessa went to the garden. Emily gave a kiss to","Then, Emily and Vanessa went to the garden. Alexander gave a kiss to","Then, Emily and Vanessa went to the garden. Vanessa gave a kiss to",70519,34166
