,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
673,"Then, Christopher and Sean went to the restaurant. Christopher gave a ring to","Then, Christopher and Sean went to the restaurant. Joshua gave a ring to","Then, Christopher and Sean went to the restaurant. Sean gave a ring to",26044,26035
877,"When Elizabeth and Charles got a computer at the office, Charles decided to give it to","When Elizabeth and Charles got a computer at the office, David decided to give it to","When Elizabeth and Charles got a computer at the office, Elizabeth decided to give it to",21393,15274
210,"Then, Patrick and William had a lot of fun at the hospital. William gave a necklace to","Then, Patrick and William had a lot of fun at the hospital. Ryan gave a necklace to","Then, Patrick and William had a lot of fun at the hospital. Patrick gave a necklace to",20199,12656
390,"When Lisa and Alicia got a kiss at the hospital, Alicia decided to give it to","When Lisa and Alicia got a kiss at the hospital, Elizabeth decided to give it to","When Lisa and Alicia got a kiss at the hospital, Lisa decided to give it to",29656,80002
777,"Then, Nathan and Christina had a long argument, and afterwards Christina said to","Then, Nathan and Christina had a long argument, and afterwards Brittany said to","Then, Nathan and Christina had a long argument, and afterwards Nathan said to",37837,60771
169,"Then, Crystal and Samuel were thinking about going to the store. Crystal wanted to give a snack to","Then, Crystal and Samuel were thinking about going to the store. Alexander wanted to give a snack to","Then, Crystal and Samuel were thinking about going to the store. Samuel wanted to give a snack to",33007,29016
838,"Then, Anthony and Tiffany were working at the garden. Anthony decided to give a snack to","Then, Anthony and Tiffany were working at the garden. Andrew decided to give a snack to","Then, Anthony and Tiffany were working at the garden. Tiffany decided to give a snack to",68573,21353
845,"Then, Angela and Adam were working at the hospital. Adam decided to give a bone to","Then, Angela and Adam were working at the hospital. Patrick decided to give a bone to","Then, Angela and Adam were working at the hospital. Angela decided to give a bone to",38243,15387
822,"Then, Jennifer and Adam went to the garden. Adam gave a bone to","Then, Jennifer and Adam went to the garden. Megan gave a bone to","Then, Jennifer and Adam went to the garden. Jennifer gave a bone to",30750,15387
923,"Then, Dustin and Emily had a long argument, and afterwards Emily said to","Then, Dustin and Emily had a long argument, and afterwards Eric said to","Then, Dustin and Emily had a long argument, and afterwards Dustin said to",79418,35266
623,"Then, Charles and John went to the school. John gave a kiss to","Then, Charles and John went to the school. Rebecca gave a kiss to","Then, Charles and John went to the school. Charles gave a kiss to",15274,3842
349,"After Nathan and Paul went to the hospital, Nathan gave a ring to","After Nathan and Paul went to the hospital, Amber gave a ring to","After Nathan and Paul went to the hospital, Paul gave a ring to",7043,37837
702,"Then, Melissa and Kyle went to the school. Melissa gave a bone to","Then, Melissa and Kyle went to the school. Sean gave a bone to","Then, Melissa and Kyle went to the school. Kyle gave a bone to",31359,48148
180,"Then, William and Brittany were thinking about going to the school. Brittany wanted to give a drink to","Then, William and Brittany were thinking about going to the school. Megan wanted to give a drink to","Then, William and Brittany were thinking about going to the school. William wanted to give a drink to",12656,89254
800,"Then, Mark and Jesse went to the hospital. Jesse gave a drink to","Then, Mark and Jesse went to the hospital. Courtney gave a drink to","Then, Mark and Jesse went to the hospital. Mark gave a drink to",4488,40271
142,"Then, Gregory and Kevin were working at the station. Gregory decided to give a ring to","Then, Gregory and Kevin were working at the station. Jeffrey decided to give a ring to","Then, Gregory and Kevin were working at the station. Kevin decided to give a ring to",16768,44069
158,"Then, Jessica and Richard had a long argument, and afterwards Jessica said to","Then, Jessica and Richard had a long argument, and afterwards Katherine said to","Then, Jessica and Richard had a long argument, and afterwards Richard said to",12131,33467
726,"Then, Cody and Kelly were working at the house. Kelly decided to give a basketball to","Then, Cody and Kelly were working at the house. Jason decided to give a basketball to","Then, Cody and Kelly were working at the house. Cody decided to give a basketball to",58382,19178
336,"Then, Crystal and Shannon had a lot of fun at the station. Shannon gave a basketball to","Then, Crystal and Shannon had a lot of fun at the station. Aaron gave a basketball to","Then, Crystal and Shannon had a lot of fun at the station. Crystal gave a basketball to",29016,54763
654,"Then, Emily and Michelle had a lot of fun at the school. Emily gave a ring to","Then, Emily and Michelle had a lot of fun at the school. Lisa gave a ring to","Then, Emily and Michelle had a lot of fun at the school. Michelle gave a ring to",33126,35266
906,"After Gregory and Kimberly went to the house, Kimberly gave a bone to","After Gregory and Kimberly went to the house, Michael gave a bone to","After Gregory and Kimberly went to the house, Gregory gave a bone to",44069,86753
902,"When Travis and Alicia got a bone at the station, Travis decided to give it to","When Travis and Alicia got a bone at the station, Shannon decided to give it to","When Travis and Alicia got a bone at the station, Alicia decided to give it to",80002,41810
863,"Then, Stephanie and Samantha had a long argument, and afterwards Samantha said to","Then, Stephanie and Samantha had a long argument, and afterwards Danielle said to","Then, Stephanie and Samantha had a long argument, and afterwards Stephanie said to",49243,63908
771,"Then, Joshua and Jesse were working at the restaurant. Jesse decided to give a ring to","Then, Joshua and Jesse were working at the restaurant. Vanessa decided to give a ring to","Then, Joshua and Jesse were working at the restaurant. Joshua decided to give a ring to",40592,40271
83,"Then, Jason and Steven had a long argument, and afterwards Steven said to","Then, Jason and Steven had a long argument, and afterwards Timothy said to","Then, Jason and Steven had a long argument, and afterwards Jason said to",18984,24565
466,"Then, Rebecca and Kristen were working at the office. Rebecca decided to give a bone to","Then, Rebecca and Kristen were working at the office. Katie decided to give a bone to","Then, Rebecca and Kristen were working at the office. Kristen decided to give a bone to",77214,45557
449,"Then, Mark and Brittany were thinking about going to the garden. Mark wanted to give a bone to","Then, Mark and Brittany were thinking about going to the garden. Christine wanted to give a bone to","Then, Mark and Brittany were thinking about going to the garden. Brittany wanted to give a bone to",89254,4488
916,"Then, Rebecca and Shannon were working at the house. Shannon decided to give a bone to","Then, Rebecca and Shannon were working at the house. Joshua decided to give a bone to","Then, Rebecca and Shannon were working at the house. Rebecca decided to give a bone to",45557,54763
924,"After Crystal and Kristen went to the garden, Crystal gave a necklace to","After Crystal and Kristen went to the garden, Elizabeth gave a necklace to","After Crystal and Kristen went to the garden, Kristen gave a necklace to",77214,29016
558,"Then, Elizabeth and Ryan had a lot of fun at the store. Ryan gave a necklace to","Then, Elizabeth and Ryan had a lot of fun at the store. Jacob gave a necklace to","Then, Elizabeth and Ryan had a lot of fun at the store. Elizabeth gave a necklace to",21393,13960
461,"Then, Allison and Samantha went to the garden. Allison gave a computer to","Then, Allison and Samantha went to the garden. David gave a computer to","Then, Allison and Samantha went to the garden. Samantha gave a computer to",63908,63508
592,"Then, Jonathan and Kevin were thinking about going to the restaurant. Kevin wanted to give a kiss to","Then, Jonathan and Kevin were thinking about going to the restaurant. Bryan wanted to give a kiss to","Then, Jonathan and Kevin were thinking about going to the restaurant. Jonathan wanted to give a kiss to",24150,16768
200,"Then, Dustin and Crystal had a long argument, and afterwards Crystal said to","Then, Dustin and Crystal had a long argument, and afterwards Jesse said to","Then, Dustin and Crystal had a long argument, and afterwards Dustin said to",79418,29016
749,"Then, Lindsay and Angela went to the school. Angela gave a snack to","Then, Lindsay and Angela went to the school. Sarah gave a snack to","Then, Lindsay and Angela went to the school. Lindsay gave a snack to",63884,38243
742,"Then, Jennifer and Michael went to the station. Michael gave a necklace to","Then, Jennifer and Michael went to the station. Justin gave a necklace to","Then, Jennifer and Michael went to the station. Jennifer gave a necklace to",30750,8096
453,"After Mark and Timothy went to the house, Timothy gave a kiss to","After Mark and Timothy went to the house, Jamie gave a kiss to","After Mark and Timothy went to the house, Mark gave a kiss to",4488,45568
254,"Then, Bryan and Brian were thinking about going to the hospital. Bryan wanted to give a snack to","Then, Bryan and Brian were thinking about going to the hospital. Patrick wanted to give a snack to","Then, Bryan and Brian were thinking about going to the hospital. Brian wanted to give a snack to",17520,37453
45,"Then, Kristen and Andrew were working at the hospital. Kristen decided to give a kiss to","Then, Kristen and Andrew were working at the hospital. Anthony decided to give a kiss to","Then, Kristen and Andrew were working at the hospital. Andrew decided to give a kiss to",13929,77214
542,"After Elizabeth and Stephen went to the store, Elizabeth gave a kiss to","After Elizabeth and Stephen went to the store, Amber gave a kiss to","After Elizabeth and Stephen went to the store, Stephen gave a kiss to",18587,21393
957,"Then, Melissa and Nicholas had a long argument, and afterwards Nicholas said to","Then, Melissa and Nicholas had a long argument, and afterwards James said to","Then, Melissa and Nicholas had a long argument, and afterwards Melissa said to",48148,40796
883,"Then, Samantha and Bradley had a lot of fun at the school. Samantha gave a ring to","Then, Samantha and Bradley had a lot of fun at the school. Ryan gave a ring to","Then, Samantha and Bradley had a lot of fun at the school. Bradley gave a ring to",37548,63908
289,"Then, Jennifer and Danielle were working at the hospital. Jennifer decided to give a ring to","Then, Jennifer and Danielle were working at the hospital. Brandon decided to give a ring to","Then, Jennifer and Danielle were working at the hospital. Danielle decided to give a ring to",72716,30750
979,"Then, Allison and Stephen had a lot of fun at the office. Stephen gave a snack to","Then, Allison and Stephen had a lot of fun at the office. Lisa gave a snack to","Then, Allison and Stephen had a lot of fun at the office. Allison gave a snack to",63508,18587
492,"Then, Cody and Emily went to the garden. Emily gave a basketball to","Then, Cody and Emily went to the garden. Lisa gave a basketball to","Then, Cody and Emily went to the garden. Cody gave a basketball to",58382,35266
787,"Then, Lindsay and Bryan had a long argument, and afterwards Lindsay said to","Then, Lindsay and Bryan had a long argument, and afterwards Ryan said to","Then, Lindsay and Bryan had a long argument, and afterwards Bryan said to",37453,63884
497,"Then, Benjamin and Jeffrey went to the restaurant. Benjamin gave a ring to","Then, Benjamin and Jeffrey went to the restaurant. Katie gave a ring to","Then, Benjamin and Jeffrey went to the restaurant. Jeffrey gave a ring to",42107,30411
242,"Then, Bradley and Christopher were working at the station. Christopher decided to give a basketball to","Then, Bradley and Christopher were working at the station. Michelle decided to give a basketball to","Then, Bradley and Christopher were working at the station. Bradley decided to give a basketball to",37548,26035
627,"Then, Jeffrey and Mark went to the office. Jeffrey gave a basketball to","Then, Jeffrey and Mark went to the office. Brandon gave a basketball to","Then, Jeffrey and Mark went to the office. Mark gave a basketball to",4488,42107
644,"Then, Angela and Mark went to the office. Angela gave a kiss to","Then, Angela and Mark went to the office. Bradley gave a kiss to","Then, Angela and Mark went to the office. Mark gave a kiss to",4488,38243
552,"Then, Heather and Brandon went to the school. Heather gave a computer to","Then, Heather and Brandon went to the school. Kevin gave a computer to","Then, Heather and Brandon went to the school. Brandon gave a computer to",32866,47363
601,"Then, John and Jessica had a long argument, and afterwards John said to","Then, John and Jessica had a long argument, and afterwards Angela said to","Then, John and Jessica had a long argument, and afterwards Jessica said to",33467,3842
21,"Then, Ryan and Daniel went to the station. Daniel gave a bone to","Then, Ryan and Daniel went to the station. Stephanie gave a bone to","Then, Ryan and Daniel went to the station. Ryan gave a bone to",13960,15469
329,"After Erin and Scott went to the restaurant, Erin gave a ring to","After Erin and Scott went to the restaurant, Kyle gave a ring to","After Erin and Scott went to the restaurant, Scott gave a ring to",10016,56914
121,"When Brittany and Melissa got a kiss at the house, Melissa decided to give it to","When Brittany and Melissa got a kiss at the house, Heather decided to give it to","When Brittany and Melissa got a kiss at the house, Brittany decided to give it to",89254,48148
831,"Then, Mark and Erin had a lot of fun at the office. Erin gave a drink to","Then, Mark and Erin had a lot of fun at the office. Jonathan gave a drink to","Then, Mark and Erin had a lot of fun at the office. Mark gave a drink to",4488,56914
296,"Then, Joshua and Kristen went to the restaurant. Joshua gave a necklace to","Then, Joshua and Kristen went to the restaurant. Brittany gave a necklace to","Then, Joshua and Kristen went to the restaurant. Kristen gave a necklace to",77214,40592
608,"Then, Michael and Heather were thinking about going to the store. Heather wanted to give a basketball to","Then, Michael and Heather were thinking about going to the store. Nathan wanted to give a basketball to","Then, Michael and Heather were thinking about going to the store. Michael wanted to give a basketball to",8096,47363
716,"After James and Allison went to the school, James gave a ring to","After James and Allison went to the school, Rachel gave a ring to","After James and Allison went to the school, Allison gave a ring to",63508,7957
208,"Then, Sean and Matthew were working at the office. Sean decided to give a bone to","Then, Sean and Matthew were working at the office. Erin decided to give a bone to","Then, Sean and Matthew were working at the office. Matthew decided to give a bone to",19475,26044
706,"Then, Katie and Paul had a lot of fun at the restaurant. Paul gave a bone to","Then, Katie and Paul had a lot of fun at the restaurant. Kelly gave a bone to","Then, Katie and Paul had a lot of fun at the restaurant. Katie gave a bone to",45563,7043
747,"Then, Stephen and Lauren had a lot of fun at the house. Stephen gave a basketball to","Then, Stephen and Lauren had a lot of fun at the house. Christina gave a basketball to","Then, Stephen and Lauren had a lot of fun at the house. Lauren gave a basketball to",43460,18587
895,"When Brittany and John got a necklace at the garden, John decided to give it to","When Brittany and John got a necklace at the garden, Lindsay decided to give it to","When Brittany and John got a necklace at the garden, Brittany decided to give it to",89254,3842
222,"Then, Matthew and Heather went to the office. Matthew gave a ring to","Then, Matthew and Heather went to the office. Melissa gave a ring to","Then, Matthew and Heather went to the office. Heather gave a ring to",47363,19475
132,"Then, Brandon and Jason had a long argument, and afterwards Brandon said to","Then, Brandon and Jason had a long argument, and afterwards Mary said to","Then, Brandon and Jason had a long argument, and afterwards Jason said to",18984,32866
658,"Then, Rachel and Lauren had a long argument, and afterwards Rachel said to","Then, Rachel and Lauren had a long argument, and afterwards Adam said to","Then, Rachel and Lauren had a long argument, and afterwards Lauren said to",43460,32532
10,"When Timothy and Jennifer got a drink at the hospital, Timothy decided to give it to","When Timothy and Jennifer got a drink at the hospital, Bradley decided to give it to","When Timothy and Jennifer got a drink at the hospital, Jennifer decided to give it to",30750,45568
796,"After Joseph and Amanda went to the house, Amanda gave a bone to","After Joseph and Amanda went to the house, Jeffrey gave a bone to","After Joseph and Amanda went to the house, Joseph gave a bone to",15466,42859
38,"Then, Eric and Christina were thinking about going to the office. Eric wanted to give a kiss to","Then, Eric and Christina were thinking about going to the office. Jamie wanted to give a kiss to","Then, Eric and Christina were thinking about going to the office. Christina wanted to give a kiss to",60771,16645
22,"Then, Tiffany and Samuel went to the house. Tiffany gave a bone to","Then, Tiffany and Samuel went to the house. John gave a bone to","Then, Tiffany and Samuel went to the house. Samuel gave a bone to",33007,68573
54,"Then, Cody and Bradley had a lot of fun at the garden. Cody gave a drink to","Then, Cody and Bradley had a lot of fun at the garden. Rebecca gave a drink to","Then, Cody and Bradley had a lot of fun at the garden. Bradley gave a drink to",37548,58382
683,"When Gregory and Timothy got a snack at the store, Gregory decided to give it to","When Gregory and Timothy got a snack at the store, Christina decided to give it to","When Gregory and Timothy got a snack at the store, Timothy decided to give it to",45568,44069
687,"When Bradley and Andrew got a ring at the office, Andrew decided to give it to","When Bradley and Andrew got a ring at the office, Kimberly decided to give it to","When Bradley and Andrew got a ring at the office, Bradley decided to give it to",37548,13929
511,"When Erica and Katie got a basketball at the station, Erica decided to give it to","When Erica and Katie got a basketball at the station, Jason decided to give it to","When Erica and Katie got a basketball at the station, Katie decided to give it to",45563,92935
392,"Then, Thomas and Kevin had a long argument, and afterwards Thomas said to","Then, Thomas and Kevin had a long argument, and afterwards Andrea said to","Then, Thomas and Kevin had a long argument, and afterwards Kevin said to",16768,11355
405,"Then, Heather and Sarah had a long argument, and afterwards Sarah said to","Then, Heather and Sarah had a long argument, and afterwards Danielle said to","Then, Heather and Sarah had a long argument, and afterwards Heather said to",47363,21077
406,"Then, Sean and Amy were working at the school. Amy decided to give a drink to","Then, Sean and Amy were working at the school. Jesse decided to give a drink to","Then, Sean and Amy were working at the school. Sean decided to give a drink to",26044,29793
439,"When Paul and Bryan got a computer at the store, Paul decided to give it to","When Paul and Bryan got a computer at the store, Christine decided to give it to","When Paul and Bryan got a computer at the store, Bryan decided to give it to",37453,7043
600,"After Kelly and Kenneth went to the restaurant, Kelly gave a snack to","After Kelly and Kenneth went to the restaurant, Daniel gave a snack to","After Kelly and Kenneth went to the restaurant, Kenneth gave a snack to",49498,19178
730,"Then, Ryan and Scott went to the store. Scott gave a ring to","Then, Ryan and Scott went to the store. Gregory gave a ring to","Then, Ryan and Scott went to the store. Ryan gave a ring to",13960,10016
969,"When Kevin and Alicia got a drink at the station, Alicia decided to give it to","When Kevin and Alicia got a drink at the station, Nicholas decided to give it to","When Kevin and Alicia got a drink at the station, Kevin decided to give it to",16768,80002
409,"Then, Aaron and Matthew were working at the restaurant. Matthew decided to give a necklace to","Then, Aaron and Matthew were working at the restaurant. Kevin decided to give a necklace to","Then, Aaron and Matthew were working at the restaurant. Aaron decided to give a necklace to",26757,19475
929,"When Katie and Paul got a kiss at the station, Katie decided to give it to","When Katie and Paul got a kiss at the station, Stephen decided to give it to","When Katie and Paul got a kiss at the station, Paul decided to give it to",7043,45563
806,"Then, Patrick and Brian had a lot of fun at the school. Patrick gave a basketball to","Then, Patrick and Brian had a lot of fun at the school. Mary gave a basketball to","Then, Patrick and Brian had a lot of fun at the school. Brian gave a basketball to",17520,20199
164,"Then, Travis and Christopher were working at the hospital. Travis decided to give a computer to","Then, Travis and Christopher were working at the hospital. Lisa decided to give a computer to","Then, Travis and Christopher were working at the hospital. Christopher decided to give a computer to",26035,41810
160,"Then, Christopher and Michael had a lot of fun at the store. Christopher gave a basketball to","Then, Christopher and Michael had a lot of fun at the store. Kevin gave a basketball to","Then, Christopher and Michael had a lot of fun at the store. Michael gave a basketball to",8096,26035
98,"Then, Joshua and Christopher had a long argument, and afterwards Joshua said to","Then, Joshua and Christopher had a long argument, and afterwards Alexander said to","Then, Joshua and Christopher had a long argument, and afterwards Christopher said to",26035,40592
667,"Then, Jeremy and Tyler had a lot of fun at the restaurant. Jeremy gave a bone to","Then, Jeremy and Tyler had a lot of fun at the restaurant. Paul gave a bone to","Then, Jeremy and Tyler had a lot of fun at the restaurant. Tyler gave a bone to",32320,28217
479,"Then, Ashley and Anthony were working at the house. Ashley decided to give a kiss to","Then, Ashley and Anthony were working at the house. Alexander decided to give a kiss to","Then, Ashley and Anthony were working at the house. Anthony decided to give a kiss to",21353,38218
96,"Then, Angela and Nicholas had a long argument, and afterwards Nicholas said to","Then, Angela and Nicholas had a long argument, and afterwards Jacob said to","Then, Angela and Nicholas had a long argument, and afterwards Angela said to",38243,40796
989,"Then, David and Mark had a lot of fun at the house. David gave a drink to","Then, David and Mark had a lot of fun at the house. Joseph gave a drink to","Then, David and Mark had a lot of fun at the house. Mark gave a drink to",4488,6941
918,"Then, Katie and Mark were working at the store. Mark decided to give a bone to","Then, Katie and Mark were working at the store. Robert decided to give a bone to","Then, Katie and Mark were working at the store. Katie decided to give a bone to",45563,4488
377,"Then, Jesse and Jose had a long argument, and afterwards Jose said to","Then, Jesse and Jose had a long argument, and afterwards Lindsay said to","Then, Jesse and Jose had a long argument, and afterwards Jesse said to",40271,11097
703,"Then, Lindsey and Justin were thinking about going to the house. Justin wanted to give a ring to","Then, Lindsey and Justin were thinking about going to the house. Andrew wanted to give a ring to","Then, Lindsey and Justin were thinking about going to the house. Lindsey wanted to give a ring to",65379,23278
34,"Then, Erica and Sarah had a long argument, and afterwards Sarah said to","Then, Erica and Sarah had a long argument, and afterwards Jeffrey said to","Then, Erica and Sarah had a long argument, and afterwards Erica said to",92935,21077
458,"Then, Tiffany and Bradley were working at the store. Tiffany decided to give a drink to","Then, Tiffany and Bradley were working at the store. Kenneth decided to give a drink to","Then, Tiffany and Bradley were working at the store. Bradley decided to give a drink to",37548,68573
75,"When Heather and Megan got a kiss at the store, Megan decided to give it to","When Heather and Megan got a kiss at the store, Shannon decided to give it to","When Heather and Megan got a kiss at the store, Heather decided to give it to",47363,55629
678,"Then, Vanessa and Aaron were thinking about going to the school. Aaron wanted to give a snack to","Then, Vanessa and Aaron were thinking about going to the school. Rebecca wanted to give a snack to","Then, Vanessa and Aaron were thinking about going to the school. Vanessa wanted to give a snack to",71619,26757
456,"After Angela and Stephanie went to the house, Angela gave a kiss to","After Angela and Stephanie went to the house, Vanessa gave a kiss to","After Angela and Stephanie went to the house, Stephanie gave a kiss to",49243,38243
757,"After Laura and Nicholas went to the hospital, Nicholas gave a necklace to","After Laura and Nicholas went to the hospital, Katherine gave a necklace to","After Laura and Nicholas went to the hospital, Laura gave a necklace to",30928,40796
128,"Then, Christopher and Brian had a long argument, and afterwards Brian said to","Then, Christopher and Brian had a long argument, and afterwards Samuel said to","Then, Christopher and Brian had a long argument, and afterwards Christopher said to",26035,17520
191,"When Amy and Elizabeth got a bone at the hospital, Elizabeth decided to give it to","When Amy and Elizabeth got a bone at the hospital, Stephen decided to give it to","When Amy and Elizabeth got a bone at the hospital, Amy decided to give it to",29793,21393
546,"Then, Allison and Nicole had a lot of fun at the hospital. Allison gave a ring to","Then, Allison and Nicole had a lot of fun at the hospital. Kenneth gave a ring to","Then, Allison and Nicole had a lot of fun at the hospital. Nicole gave a ring to",45130,63508
869,"When Alicia and Jesse got a snack at the school, Jesse decided to give it to","When Alicia and Jesse got a snack at the school, Aaron decided to give it to","When Alicia and Jesse got a snack at the school, Alicia decided to give it to",80002,40271
457,"Then, Joshua and Michael went to the office. Joshua gave a basketball to","Then, Joshua and Michael went to the office. Kristen gave a basketball to","Then, Joshua and Michael went to the office. Michael gave a basketball to",8096,40592
661,"Then, Katie and Stephanie had a long argument, and afterwards Stephanie said to","Then, Katie and Stephanie had a long argument, and afterwards Anthony said to","Then, Katie and Stephanie had a long argument, and afterwards Katie said to",45563,49243
493,"Then, Melissa and James had a lot of fun at the office. Melissa gave a kiss to","Then, Melissa and James had a lot of fun at the office. Vanessa gave a kiss to","Then, Melissa and James had a lot of fun at the office. James gave a kiss to",7957,48148
324,"Then, Kyle and Nathan were working at the hospital. Nathan decided to give a snack to","Then, Kyle and Nathan were working at the hospital. Nicholas decided to give a snack to","Then, Kyle and Nathan were working at the hospital. Kyle decided to give a snack to",31359,37837
645,"When Nicole and Erin got a basketball at the hospital, Nicole decided to give it to","When Nicole and Erin got a basketball at the hospital, William decided to give it to","When Nicole and Erin got a basketball at the hospital, Erin decided to give it to",56914,45130
715,"Then, Crystal and Shannon went to the station. Crystal gave a snack to","Then, Crystal and Shannon went to the station. Joshua gave a snack to","Then, Crystal and Shannon went to the station. Shannon gave a snack to",54763,29016
722,"Then, James and Jennifer were thinking about going to the store. James wanted to give a basketball to","Then, James and Jennifer were thinking about going to the store. Crystal wanted to give a basketball to","Then, James and Jennifer were thinking about going to the store. Jennifer wanted to give a basketball to",30750,7957
305,"After Jeffrey and Anthony went to the restaurant, Jeffrey gave a bone to","After Jeffrey and Anthony went to the restaurant, Ashley gave a bone to","After Jeffrey and Anthony went to the restaurant, Anthony gave a bone to",21353,42107
401,"After Erica and Joshua went to the garden, Erica gave a kiss to","After Erica and Joshua went to the garden, Lisa gave a kiss to","After Erica and Joshua went to the garden, Joshua gave a kiss to",40592,92935
977,"Then, Crystal and Michelle went to the school. Crystal gave a bone to","Then, Crystal and Michelle went to the school. Erica gave a bone to","Then, Crystal and Michelle went to the school. Michelle gave a bone to",33126,29016
486,"Then, Eric and Timothy had a long argument, and afterwards Eric said to","Then, Eric and Timothy had a long argument, and afterwards Robert said to","Then, Eric and Timothy had a long argument, and afterwards Timothy said to",45568,16645
915,"Then, Brian and Benjamin had a long argument, and afterwards Benjamin said to","Then, Brian and Benjamin had a long argument, and afterwards Christina said to","Then, Brian and Benjamin had a long argument, and afterwards Brian said to",17520,30411
865,"Then, Matthew and Melissa were working at the restaurant. Matthew decided to give a computer to","Then, Matthew and Melissa were working at the restaurant. Rebecca decided to give a computer to","Then, Matthew and Melissa were working at the restaurant. Melissa decided to give a computer to",48148,19475
630,"Then, Anthony and Samantha went to the school. Anthony gave a ring to","Then, Anthony and Samantha went to the school. Kevin gave a ring to","Then, Anthony and Samantha went to the school. Samantha gave a ring to",63908,21353
145,"Then, Robert and Nicole were thinking about going to the store. Nicole wanted to give a bone to","Then, Robert and Nicole were thinking about going to the store. Jamie wanted to give a bone to","Then, Robert and Nicole were thinking about going to the store. Robert wanted to give a bone to",8563,45130
362,"Then, Jason and Laura were working at the station. Laura decided to give a drink to","Then, Jason and Laura were working at the station. Brian decided to give a drink to","Then, Jason and Laura were working at the station. Jason decided to give a drink to",18984,30928
451,"Then, Patrick and Ryan went to the garden. Ryan gave a bone to","Then, Patrick and Ryan went to the garden. Erica gave a bone to","Then, Patrick and Ryan went to the garden. Patrick gave a bone to",20199,13960
991,"Then, James and Kimberly had a lot of fun at the restaurant. Kimberly gave a kiss to","Then, James and Kimberly had a lot of fun at the restaurant. Samantha gave a kiss to","Then, James and Kimberly had a lot of fun at the restaurant. James gave a kiss to",7957,86753
842,"Then, Ryan and Angela had a lot of fun at the garden. Angela gave a snack to","Then, Ryan and Angela had a lot of fun at the garden. Alexander gave a snack to","Then, Ryan and Angela had a lot of fun at the garden. Ryan gave a snack to",13960,38243
117,"Then, Mark and Robert were thinking about going to the store. Mark wanted to give a necklace to","Then, Mark and Robert were thinking about going to the store. James wanted to give a necklace to","Then, Mark and Robert were thinking about going to the store. Robert wanted to give a necklace to",8563,4488
852,"Then, Elizabeth and Brian were thinking about going to the restaurant. Elizabeth wanted to give a kiss to","Then, Elizabeth and Brian were thinking about going to the restaurant. Paul wanted to give a kiss to","Then, Elizabeth and Brian were thinking about going to the restaurant. Brian wanted to give a kiss to",17520,21393
218,"When Daniel and Sara got a necklace at the garden, Sara decided to give it to","When Daniel and Sara got a necklace at the garden, Jamie decided to give it to","When Daniel and Sara got a necklace at the garden, Daniel decided to give it to",15469,44020
672,"When Tiffany and Kenneth got a bone at the office, Kenneth decided to give it to","When Tiffany and Kenneth got a bone at the office, Kelly decided to give it to","When Tiffany and Kenneth got a bone at the office, Tiffany decided to give it to",68573,49498
639,"Then, Alexander and Sean were thinking about going to the school. Sean wanted to give a bone to","Then, Alexander and Sean were thinking about going to the school. Ryan wanted to give a bone to","Then, Alexander and Sean were thinking about going to the school. Alexander wanted to give a bone to",20643,26044
234,"Then, Samuel and Jeffrey were working at the office. Jeffrey decided to give a kiss to","Then, Samuel and Jeffrey were working at the office. Sarah decided to give a kiss to","Then, Samuel and Jeffrey were working at the office. Samuel decided to give a kiss to",33007,42107
817,"Then, Lindsey and Jamie went to the garden. Jamie gave a snack to","Then, Lindsey and Jamie went to the garden. Courtney gave a snack to","Then, Lindsey and Jamie went to the garden. Lindsey gave a snack to",65379,36857
237,"Then, Emily and Nathan had a long argument, and afterwards Emily said to","Then, Emily and Nathan had a long argument, and afterwards David said to","Then, Emily and Nathan had a long argument, and afterwards Nathan said to",37837,35266
163,"After Benjamin and Erica went to the hospital, Erica gave a computer to","After Benjamin and Erica went to the hospital, Steven gave a computer to","After Benjamin and Erica went to the hospital, Benjamin gave a computer to",30411,92935
481,"When Sean and Samantha got a computer at the station, Samantha decided to give it to","When Sean and Samantha got a computer at the station, Jessica decided to give it to","When Sean and Samantha got a computer at the station, Sean decided to give it to",26044,63908
994,"Then, Nathan and Sarah were working at the restaurant. Nathan decided to give a basketball to","Then, Nathan and Sarah were working at the restaurant. William decided to give a basketball to","Then, Nathan and Sarah were working at the restaurant. Sarah decided to give a basketball to",21077,37837
572,"After Katherine and Lindsey went to the restaurant, Lindsey gave a ring to","After Katherine and Lindsey went to the restaurant, Amber gave a ring to","After Katherine and Lindsey went to the restaurant, Katherine gave a ring to",62426,65379
733,"After Ryan and Paul went to the garden, Ryan gave a necklace to","After Ryan and Paul went to the garden, Stephanie gave a necklace to","After Ryan and Paul went to the garden, Paul gave a necklace to",7043,13960
127,"Then, Scott and Benjamin had a lot of fun at the hospital. Scott gave a computer to","Then, Scott and Benjamin had a lot of fun at the hospital. Angela gave a computer to","Then, Scott and Benjamin had a lot of fun at the hospital. Benjamin gave a computer to",30411,10016
410,"After Anthony and Ryan went to the hospital, Ryan gave a computer to","After Anthony and Ryan went to the hospital, Daniel gave a computer to","After Anthony and Ryan went to the hospital, Anthony gave a computer to",21353,13960
545,"Then, Cody and Jeffrey had a long argument, and afterwards Jeffrey said to","Then, Cody and Jeffrey had a long argument, and afterwards Dustin said to","Then, Cody and Jeffrey had a long argument, and afterwards Cody said to",58382,42107
