,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
687,"Then, Scott and Mark were thinking about going to the hospital. Mark wanted to give a necklace to","Then, Scott and Mark were thinking about going to the hospital. Sarah wanted to give a necklace to","Then, Scott and Mark were thinking about going to the hospital. Scott wanted to give a necklace to",8404,4423
946,"Then, Ryan and Aaron had a long argument, and afterwards Aaron said to","Then, Ryan and Aaron had a long argument, and afterwards Jose said to","Then, Ryan and Aaron had a long argument, and afterwards Ryan said to",13962,21254
579,"Then, Emily and James were working at the store. Emily decided to give a basketball to","Then, Emily and James were working at the store. Richard decided to give a basketball to","Then, Emily and James were working at the store. James decided to give a basketball to",5565,17709
481,"Then, Samuel and Jacob were thinking about going to the station. Jacob wanted to give a computer to","Then, Samuel and Jacob were thinking about going to the station. Stephen wanted to give a computer to","Then, Samuel and Jacob were thinking about going to the station. Samuel wanted to give a computer to",17363,13383
494,"Then, David and Emily were working at the house. David decided to give a computer to","Then, David and Emily were working at the house. Patrick decided to give a computer to","Then, David and Emily were working at the house. Emily decided to give a computer to",17709,5185
684,"Then, Daniel and Brian were thinking about going to the store. Brian wanted to give a snack to","Then, Daniel and Brian were thinking about going to the store. Emily wanted to give a snack to","Then, Daniel and Brian were thinking about going to the store. Daniel wanted to give a snack to",8871,13337
766,"Then, Jacob and Andrea went to the office. Andrea gave a kiss to","Then, Jacob and Andrea went to the office. Robert gave a kiss to","Then, Jacob and Andrea went to the office. Jacob gave a kiss to",13383,24777
219,"Then, Tyler and Charles went to the hospital. Tyler gave a basketball to","Then, Tyler and Charles went to the hospital. Kevin gave a basketball to","Then, Tyler and Charles went to the hospital. Charles gave a basketball to",7195,24075
41,"Then, Andrea and Amanda had a long argument, and afterwards Amanda said to","Then, Andrea and Amanda had a long argument, and afterwards Jason said to","Then, Andrea and Amanda had a long argument, and afterwards Andrea said to",24777,27181
73,"When Kelly and Patrick got a snack at the store, Kelly decided to give it to","When Kelly and Patrick got a snack at the store, Steven decided to give it to","When Kelly and Patrick got a snack at the store, Patrick decided to give it to",14455,16050
6,"Then, Joseph and Benjamin had a lot of fun at the school. Joseph gave a snack to","Then, Joseph and Benjamin had a lot of fun at the school. Adam gave a snack to","Then, Joseph and Benjamin had a lot of fun at the school. Benjamin gave a snack to",19026,8986
961,"Then, Alexander and Paul were thinking about going to the station. Paul wanted to give a ring to","Then, Alexander and Paul were thinking about going to the station. Joseph wanted to give a ring to","Then, Alexander and Paul were thinking about going to the station. Alexander wanted to give a ring to",11823,4688
967,"After Michelle and Kevin went to the garden, Michelle gave a bone to","After Michelle and Kevin went to the garden, Michael gave a bone to","After Michelle and Kevin went to the garden, Kevin gave a bone to",14357,25738
774,"Then, Jose and Laura went to the garden. Jose gave a drink to","Then, Jose and Laura went to the garden. Jonathan gave a drink to","Then, Jose and Laura went to the garden. Laura gave a drink to",16913,7050
951,"Then, Jonathan and Elizabeth went to the school. Jonathan gave a basketball to","Then, Jonathan and Elizabeth went to the school. Ryan gave a basketball to","Then, Jonathan and Elizabeth went to the school. Elizabeth gave a basketball to",12057,17424
635,"Then, Mark and John were working at the office. Mark decided to give a basketball to","Then, Mark and John were working at the office. Emily decided to give a basketball to","Then, Mark and John were working at the office. John decided to give a basketball to",2983,4423
508,"Then, Alexander and Andrew were working at the garden. Andrew decided to give a necklace to","Then, Alexander and Andrew were working at the garden. Mark decided to give a necklace to","Then, Alexander and Andrew were working at the garden. Alexander decided to give a necklace to",11823,11158
146,"Then, Scott and David had a long argument, and afterwards Scott said to","Then, Scott and David had a long argument, and afterwards Mary said to","Then, Scott and David had a long argument, and afterwards David said to",5185,8404
126,"Then, David and Charles had a long argument, and afterwards David said to","Then, David and Charles had a long argument, and afterwards Jason said to","Then, David and Charles had a long argument, and afterwards Charles said to",7195,5185
861,"Then, Jose and Emily were working at the station. Jose decided to give a bone to","Then, Jose and Emily were working at the station. James decided to give a bone to","Then, Jose and Emily were working at the station. Emily decided to give a bone to",17709,7050
808,"Then, Benjamin and Patrick were working at the station. Patrick decided to give a computer to","Then, Benjamin and Patrick were working at the station. Lauren decided to give a computer to","Then, Benjamin and Patrick were working at the station. Benjamin decided to give a computer to",19026,14455
584,"Then, Michael and Brian were working at the office. Brian decided to give a basketball to","Then, Michael and Brian were working at the office. Jason decided to give a basketball to","Then, Michael and Brian were working at the office. Michael decided to give a basketball to",6227,13337
407,"When Jose and Jesse got a bone at the school, Jose decided to give it to","When Jose and Jesse got a bone at the school, Jamie decided to give it to","When Jose and Jesse got a bone at the school, Jesse decided to give it to",27457,7050
433,"Then, Christopher and Stephen went to the hospital. Christopher gave a basketball to","Then, Christopher and Stephen went to the hospital. Matthew gave a basketball to","Then, Christopher and Stephen went to the hospital. Stephen gave a basketball to",13100,18329
725,"When Angela and Jessica got a drink at the house, Jessica decided to give it to","When Angela and Jessica got a drink at the house, Kyle decided to give it to","When Angela and Jessica got a drink at the house, Angela decided to give it to",27759,24830
408,"Then, Adam and Bryan went to the store. Bryan gave a computer to","Then, Adam and Bryan went to the store. Andrew gave a computer to","Then, Adam and Bryan went to the store. Adam gave a computer to",11302,28687
293,"Then, Gregory and Angela were thinking about going to the house. Gregory wanted to give a drink to","Then, Gregory and Angela were thinking about going to the house. Jennifer wanted to give a drink to","Then, Gregory and Angela were thinking about going to the house. Angela wanted to give a drink to",27759,27881
370,"Then, Kelly and Nathan had a lot of fun at the house. Nathan gave a necklace to","Then, Kelly and Nathan had a lot of fun at the house. Kevin gave a necklace to","Then, Kelly and Nathan had a lot of fun at the house. Kelly gave a necklace to",16050,21282
800,"Then, Laura and Matthew went to the hospital. Matthew gave a basketball to","Then, Laura and Matthew went to the hospital. Kelly gave a basketball to","Then, Laura and Matthew went to the hospital. Laura gave a basketball to",16913,16073
412,"Then, Bryan and Steven were working at the house. Steven decided to give a necklace to","Then, Bryan and Steven were working at the house. Aaron decided to give a necklace to","Then, Bryan and Steven were working at the house. Bryan decided to give a necklace to",28687,21025
744,"Then, John and Andrew had a lot of fun at the restaurant. John gave a ring to","Then, John and Andrew had a lot of fun at the restaurant. Patrick gave a ring to","Then, John and Andrew had a lot of fun at the restaurant. Andrew gave a ring to",11158,2983
554,"Then, Benjamin and William went to the station. Benjamin gave a ring to","Then, Benjamin and William went to the station. Bryan gave a ring to","Then, Benjamin and William went to the station. William gave a ring to",5014,19026
221,"Then, Jose and Nathan went to the office. Jose gave a snack to","Then, Jose and Nathan went to the office. Jonathan gave a snack to","Then, Jose and Nathan went to the office. Nathan gave a snack to",21282,7050
809,"After Matthew and Charles went to the office, Matthew gave a ring to","After Matthew and Charles went to the office, Paul gave a ring to","After Matthew and Charles went to the office, Charles gave a ring to",7195,16073
3,"Then, Sarah and Aaron had a long argument, and afterwards Aaron said to","Then, Sarah and Aaron had a long argument, and afterwards Charles said to","Then, Sarah and Aaron had a long argument, and afterwards Sarah said to",13410,21254
914,"Then, Jeremy and Benjamin had a long argument, and afterwards Benjamin said to","Then, Jeremy and Benjamin had a long argument, and afterwards Daniel said to","Then, Jeremy and Benjamin had a long argument, and afterwards Jeremy said to",25019,19026
712,"Then, Jesse and Rachel had a long argument, and afterwards Jesse said to","Then, Jesse and Rachel had a long argument, and afterwards Bryan said to","Then, Jesse and Rachel had a long argument, and afterwards Rachel said to",17532,27457
231,"After Amanda and Joseph went to the hospital, Amanda gave a drink to","After Amanda and Joseph went to the hospital, Christopher gave a drink to","After Amanda and Joseph went to the hospital, Joseph gave a drink to",8986,27181
974,"Then, Andrea and John were thinking about going to the house. Andrea wanted to give a snack to","Then, Andrea and John were thinking about going to the house. Emily wanted to give a snack to","Then, Andrea and John were thinking about going to the house. John wanted to give a snack to",2983,24777
10,"Then, Patrick and Rachel had a lot of fun at the store. Rachel gave a kiss to","Then, Patrick and Rachel had a lot of fun at the store. Andrea gave a kiss to","Then, Patrick and Rachel had a lot of fun at the store. Patrick gave a kiss to",14455,17532
790,"Then, Charles and Emily were working at the hospital. Charles decided to give a basketball to","Then, Charles and Emily were working at the hospital. Nicholas decided to give a basketball to","Then, Charles and Emily were working at the hospital. Emily decided to give a basketball to",17709,7195
863,"Then, Ryan and Stephen had a long argument, and afterwards Ryan said to","Then, Ryan and Stephen had a long argument, and afterwards Nicole said to","Then, Ryan and Stephen had a long argument, and afterwards Stephen said to",13100,13962
740,"Then, Jesse and Lisa were thinking about going to the station. Jesse wanted to give a kiss to","Then, Jesse and Lisa were thinking about going to the station. Jason wanted to give a kiss to","Then, Jesse and Lisa were thinking about going to the station. Lisa wanted to give a kiss to",19767,27457
232,"Then, Rachel and Jesse went to the house. Rachel gave a kiss to","Then, Rachel and Jesse went to the house. Scott gave a kiss to","Then, Rachel and Jesse went to the house. Jesse gave a kiss to",27457,17532
990,"Then, Richard and Steven went to the restaurant. Richard gave a computer to","Then, Richard and Steven went to the restaurant. Nathan gave a computer to","Then, Richard and Steven went to the restaurant. Steven gave a computer to",21025,7127
954,"When Joseph and Thomas got a drink at the garden, Thomas decided to give it to","When Joseph and Thomas got a drink at the garden, Angela decided to give it to","When Joseph and Thomas got a drink at the garden, Joseph decided to give it to",8986,6851
216,"When Gregory and Michelle got a necklace at the house, Gregory decided to give it to","When Gregory and Michelle got a necklace at the house, Jason decided to give it to","When Gregory and Michelle got a necklace at the house, Michelle decided to give it to",25738,27881
291,"Then, Amanda and Sarah went to the station. Amanda gave a snack to","Then, Amanda and Sarah went to the station. Richard gave a snack to","Then, Amanda and Sarah went to the station. Sarah gave a snack to",13410,27181
469,"Then, Richard and John were thinking about going to the school. Richard wanted to give a bone to","Then, Richard and John were thinking about going to the school. Tyler wanted to give a bone to","Then, Richard and John were thinking about going to the school. John wanted to give a bone to",2983,7127
759,"Then, Mark and Sara were working at the garden. Sara decided to give a basketball to","Then, Mark and Sara were working at the garden. Scott decided to give a basketball to","Then, Mark and Sara were working at the garden. Mark decided to give a basketball to",4423,24133
324,"Then, Benjamin and Jamie went to the station. Benjamin gave a kiss to","Then, Benjamin and Jamie went to the station. Amy gave a kiss to","Then, Benjamin and Jamie went to the station. Jamie gave a kiss to",19785,19026
952,"Then, Jamie and Jacob had a lot of fun at the house. Jamie gave a bone to","Then, Jamie and Jacob had a lot of fun at the house. Joshua gave a bone to","Then, Jamie and Jacob had a lot of fun at the house. Jacob gave a bone to",13383,19785
868,"Then, Jamie and Alexander were thinking about going to the office. Jamie wanted to give a ring to","Then, Jamie and Alexander were thinking about going to the office. Charles wanted to give a ring to","Then, Jamie and Alexander were thinking about going to the office. Alexander wanted to give a ring to",11823,19785
878,"When Jeremy and John got a basketball at the restaurant, John decided to give it to","When Jeremy and John got a basketball at the restaurant, Mark decided to give it to","When Jeremy and John got a basketball at the restaurant, Jeremy decided to give it to",25019,2983
791,"Then, Joshua and Andrew went to the restaurant. Joshua gave a bone to","Then, Joshua and Andrew went to the restaurant. Kelly gave a bone to","Then, Joshua and Andrew went to the restaurant. Andrew gave a bone to",11158,29070
426,"Then, Joseph and William went to the store. Joseph gave a computer to","Then, Joseph and William went to the store. Sara gave a computer to","Then, Joseph and William went to the store. William gave a computer to",5014,8986
239,"After Jessica and Paul went to the garden, Paul gave a snack to","After Jessica and Paul went to the garden, Samuel gave a snack to","After Jessica and Paul went to the garden, Jessica gave a snack to",24830,4688
682,"Then, Jonathan and Tyler had a lot of fun at the restaurant. Jonathan gave a snack to","Then, Jonathan and Tyler had a lot of fun at the restaurant. Elizabeth gave a snack to","Then, Jonathan and Tyler had a lot of fun at the restaurant. Tyler gave a snack to",24075,17424
806,"Then, James and Laura had a lot of fun at the garden. James gave a bone to","Then, James and Laura had a lot of fun at the garden. Charles gave a bone to","Then, James and Laura had a lot of fun at the garden. Laura gave a bone to",16913,5565
832,"Then, Lauren and Kelly went to the office. Lauren gave a basketball to","Then, Lauren and Kelly went to the office. Richard gave a basketball to","Then, Lauren and Kelly went to the office. Kelly gave a basketball to",16050,23887
815,"Then, Andrew and Daniel were thinking about going to the station. Andrew wanted to give a drink to","Then, Andrew and Daniel were thinking about going to the station. Nicholas wanted to give a drink to","Then, Andrew and Daniel were thinking about going to the station. Daniel wanted to give a drink to",8871,11158
933,"Then, Gregory and Steven went to the garden. Steven gave a computer to","Then, Gregory and Steven went to the garden. Kevin gave a computer to","Then, Gregory and Steven went to the garden. Gregory gave a computer to",27881,21025
148,"Then, Matthew and Angela went to the hospital. Angela gave a drink to","Then, Matthew and Angela went to the hospital. Kyle gave a drink to","Then, Matthew and Angela went to the hospital. Matthew gave a drink to",16073,27759
645,"Then, Tyler and Ryan had a lot of fun at the school. Tyler gave a drink to","Then, Tyler and Ryan had a lot of fun at the school. William gave a drink to","Then, Tyler and Ryan had a lot of fun at the school. Ryan gave a drink to",13962,24075
853,"Then, Stephen and Justin had a long argument, and afterwards Stephen said to","Then, Stephen and Justin had a long argument, and afterwards James said to","Then, Stephen and Justin had a long argument, and afterwards Justin said to",22020,13100
305,"When Michelle and Jacob got a bone at the garden, Jacob decided to give it to","When Michelle and Jacob got a bone at the garden, Michael decided to give it to","When Michelle and Jacob got a bone at the garden, Michelle decided to give it to",25738,13383
259,"Then, Jacob and Emily had a long argument, and afterwards Emily said to","Then, Jacob and Emily had a long argument, and afterwards Stephen said to","Then, Jacob and Emily had a long argument, and afterwards Jacob said to",13383,17709
922,"Then, Mark and Jeremy were working at the house. Jeremy decided to give a bone to","Then, Mark and Jeremy were working at the house. Jason decided to give a bone to","Then, Mark and Jeremy were working at the house. Mark decided to give a bone to",4423,25019
205,"Then, Nicole and Sean went to the garden. Nicole gave a basketball to","Then, Nicole and Sean went to the garden. Eric gave a basketball to","Then, Nicole and Sean went to the garden. Sean gave a basketball to",21236,28456
741,"Then, Andrew and Laura had a lot of fun at the store. Laura gave a drink to","Then, Andrew and Laura had a lot of fun at the store. Bryan gave a drink to","Then, Andrew and Laura had a lot of fun at the store. Andrew gave a drink to",11158,16913
983,"When Eric and Ryan got a kiss at the restaurant, Ryan decided to give it to","When Eric and Ryan got a kiss at the restaurant, Benjamin decided to give it to","When Eric and Ryan got a kiss at the restaurant, Eric decided to give it to",13635,13962
899,"Then, Thomas and Charles were thinking about going to the station. Charles wanted to give a snack to","Then, Thomas and Charles were thinking about going to the station. James wanted to give a snack to","Then, Thomas and Charles were thinking about going to the station. Thomas wanted to give a snack to",6851,7195
380,"Then, Sarah and Lauren were working at the house. Lauren decided to give a ring to","Then, Sarah and Lauren were working at the house. Jonathan decided to give a ring to","Then, Sarah and Lauren were working at the house. Sarah decided to give a ring to",13410,23887
929,"When Angela and Daniel got a drink at the school, Daniel decided to give it to","When Angela and Daniel got a drink at the school, Sara decided to give it to","When Angela and Daniel got a drink at the school, Angela decided to give it to",27759,8871
583,"When Aaron and Rebecca got a basketball at the house, Aaron decided to give it to","When Aaron and Rebecca got a basketball at the house, Laura decided to give it to","When Aaron and Rebecca got a basketball at the house, Rebecca decided to give it to",26782,21254
940,"Then, Kelly and Eric were thinking about going to the hospital. Eric wanted to give a necklace to","Then, Kelly and Eric were thinking about going to the hospital. Daniel wanted to give a necklace to","Then, Kelly and Eric were thinking about going to the hospital. Kelly wanted to give a necklace to",16050,13635
194,"Then, William and Kevin had a lot of fun at the hospital. Kevin gave a computer to","Then, William and Kevin had a lot of fun at the hospital. Angela gave a computer to","Then, William and Kevin had a lot of fun at the hospital. William gave a computer to",5014,14357
737,"Then, Jacob and Eric went to the garden. Eric gave a drink to","Then, Jacob and Eric went to the garden. Jeremy gave a drink to","Then, Jacob and Eric went to the garden. Jacob gave a drink to",13383,13635
610,"When Jennifer and Scott got a computer at the school, Scott decided to give it to","When Jennifer and Scott got a computer at the school, James decided to give it to","When Jennifer and Scott got a computer at the school, Jennifer decided to give it to",22279,8404
686,"Then, Mark and Rachel were working at the school. Rachel decided to give a basketball to","Then, Mark and Rachel were working at the school. Brian decided to give a basketball to","Then, Mark and Rachel were working at the school. Mark decided to give a basketball to",4423,17532
35,"Then, Jose and Steven went to the office. Jose gave a basketball to","Then, Jose and Steven went to the office. Jennifer gave a basketball to","Then, Jose and Steven went to the office. Steven gave a basketball to",21025,7050
43,"When Jeremy and Alexander got a computer at the restaurant, Jeremy decided to give it to","When Jeremy and Alexander got a computer at the restaurant, Sarah decided to give it to","When Jeremy and Alexander got a computer at the restaurant, Alexander decided to give it to",11823,25019
874,"Then, Charles and Jacob had a lot of fun at the garden. Jacob gave a ring to","Then, Charles and Jacob had a lot of fun at the garden. Lauren gave a ring to","Then, Charles and Jacob had a lot of fun at the garden. Charles gave a ring to",7195,13383
82,"After Mary and Amy went to the office, Amy gave a bone to","After Mary and Amy went to the office, Paul gave a bone to","After Mary and Amy went to the office, Mary gave a bone to",6248,18491
669,"After Kelly and Patrick went to the restaurant, Patrick gave a drink to","After Kelly and Patrick went to the restaurant, Richard gave a drink to","After Kelly and Patrick went to the restaurant, Kelly gave a drink to",16050,14455
959,"Then, John and Rebecca went to the school. John gave a basketball to","Then, John and Rebecca went to the school. Steven gave a basketball to","Then, John and Rebecca went to the school. Rebecca gave a basketball to",26782,2983
361,"Then, Aaron and Anthony were thinking about going to the hospital. Aaron wanted to give a snack to","Then, Aaron and Anthony were thinking about going to the hospital. Joseph wanted to give a snack to","Then, Aaron and Anthony were thinking about going to the hospital. Anthony wanted to give a snack to",15857,21254
67,"Then, John and Joshua had a long argument, and afterwards Joshua said to","Then, John and Joshua had a long argument, and afterwards Joseph said to","Then, John and Joshua had a long argument, and afterwards John said to",2983,29070
496,"Then, Nathan and Kyle were thinking about going to the garden. Nathan wanted to give a necklace to","Then, Nathan and Kyle were thinking about going to the garden. Jacob wanted to give a necklace to","Then, Nathan and Kyle were thinking about going to the garden. Kyle wanted to give a necklace to",26131,21282
254,"Then, Rebecca and Angela were thinking about going to the garden. Angela wanted to give a snack to","Then, Rebecca and Angela were thinking about going to the garden. Richard wanted to give a snack to","Then, Rebecca and Angela were thinking about going to the garden. Rebecca wanted to give a snack to",26782,27759
121,"Then, Justin and Jeremy went to the hospital. Jeremy gave a necklace to","Then, Justin and Jeremy went to the hospital. Nicholas gave a necklace to","Then, Justin and Jeremy went to the hospital. Justin gave a necklace to",22020,25019
814,"After Adam and Daniel went to the station, Daniel gave a drink to","After Adam and Daniel went to the station, Michelle gave a drink to","After Adam and Daniel went to the station, Adam gave a drink to",11302,8871
763,"Then, Steven and Nicholas were thinking about going to the garden. Nicholas wanted to give a ring to","Then, Steven and Nicholas were thinking about going to the garden. Adam wanted to give a ring to","Then, Steven and Nicholas were thinking about going to the garden. Steven wanted to give a ring to",21025,23444
772,"Then, Alexander and Matthew were thinking about going to the garden. Matthew wanted to give a basketball to","Then, Alexander and Matthew were thinking about going to the garden. Jacob wanted to give a basketball to","Then, Alexander and Matthew were thinking about going to the garden. Alexander wanted to give a basketball to",11823,16073
546,"Then, Rebecca and Jennifer had a long argument, and afterwards Rebecca said to","Then, Rebecca and Jennifer had a long argument, and afterwards William said to","Then, Rebecca and Jennifer had a long argument, and afterwards Jennifer said to",22279,26782
670,"Then, Jennifer and Sean had a long argument, and afterwards Jennifer said to","Then, Jennifer and Sean had a long argument, and afterwards Thomas said to","Then, Jennifer and Sean had a long argument, and afterwards Sean said to",21236,22279
318,"Then, Samuel and Adam had a long argument, and afterwards Adam said to","Then, Samuel and Adam had a long argument, and afterwards Angela said to","Then, Samuel and Adam had a long argument, and afterwards Samuel said to",17363,11302
919,"After Jamie and Jonathan went to the garden, Jonathan gave a snack to","After Jamie and Jonathan went to the garden, Andrew gave a snack to","After Jamie and Jonathan went to the garden, Jamie gave a snack to",19785,17424
985,"Then, Aaron and Andrew had a long argument, and afterwards Aaron said to","Then, Aaron and Andrew had a long argument, and afterwards Jennifer said to","Then, Aaron and Andrew had a long argument, and afterwards Andrew said to",11158,21254
443,"After Paul and Ryan went to the station, Paul gave a kiss to","After Paul and Ryan went to the station, Mark gave a kiss to","After Paul and Ryan went to the station, Ryan gave a kiss to",13962,4688
905,"Then, Paul and Samuel had a long argument, and afterwards Paul said to","Then, Paul and Samuel had a long argument, and afterwards Kevin said to","Then, Paul and Samuel had a long argument, and afterwards Samuel said to",17363,4688
266,"Then, Robert and Lisa were working at the station. Lisa decided to give a necklace to","Then, Robert and Lisa were working at the station. Lauren decided to give a necklace to","Then, Robert and Lisa were working at the station. Robert decided to give a necklace to",6374,19767
330,"Then, James and Nicholas were working at the school. Nicholas decided to give a kiss to","Then, James and Nicholas were working at the school. Jonathan decided to give a kiss to","Then, James and Nicholas were working at the school. James decided to give a kiss to",5565,23444
958,"After Andrew and Robert went to the office, Robert gave a computer to","After Andrew and Robert went to the office, Jesse gave a computer to","After Andrew and Robert went to the office, Andrew gave a computer to",11158,6374
819,"Then, Brian and Lisa were working at the garden. Lisa decided to give a necklace to","Then, Brian and Lisa were working at the garden. Aaron decided to give a necklace to","Then, Brian and Lisa were working at the garden. Brian decided to give a necklace to",13337,19767
666,"When Andrea and Alexander got a kiss at the hospital, Andrea decided to give it to","When Andrea and Alexander got a kiss at the hospital, Nicole decided to give it to","When Andrea and Alexander got a kiss at the hospital, Alexander decided to give it to",11823,24777
31,"Then, Kevin and William were working at the station. Kevin decided to give a kiss to","Then, Kevin and William were working at the station. Robert decided to give a kiss to","Then, Kevin and William were working at the station. William decided to give a kiss to",5014,14357
988,"Then, Jason and Gregory were working at the house. Jason decided to give a kiss to","Then, Jason and Gregory were working at the house. Amanda decided to give a kiss to","Then, Jason and Gregory were working at the house. Gregory decided to give a kiss to",27881,15645
181,"Then, Amanda and Christopher had a lot of fun at the hospital. Christopher gave a necklace to","Then, Amanda and Christopher had a lot of fun at the hospital. Thomas gave a necklace to","Then, Amanda and Christopher had a lot of fun at the hospital. Amanda gave a necklace to",27181,18329
129,"When Thomas and Charles got a snack at the school, Charles decided to give it to","When Thomas and Charles got a snack at the school, Kyle decided to give it to","When Thomas and Charles got a snack at the school, Thomas decided to give it to",6851,7195
218,"Then, Matthew and Anthony were thinking about going to the hospital. Matthew wanted to give a necklace to","Then, Matthew and Anthony were thinking about going to the hospital. Stephen wanted to give a necklace to","Then, Matthew and Anthony were thinking about going to the hospital. Anthony wanted to give a necklace to",15857,16073
623,"Then, Jonathan and Tyler went to the hospital. Jonathan gave a bone to","Then, Jonathan and Tyler went to the hospital. Michelle gave a bone to","Then, Jonathan and Tyler went to the hospital. Tyler gave a bone to",24075,17424
342,"Then, Jonathan and Thomas were thinking about going to the hospital. Jonathan wanted to give a necklace to","Then, Jonathan and Thomas were thinking about going to the hospital. Kyle wanted to give a necklace to","Then, Jonathan and Thomas were thinking about going to the hospital. Thomas wanted to give a necklace to",6851,17424
939,"Then, Charles and Nathan went to the house. Charles gave a basketball to","Then, Charles and Nathan went to the house. Bryan gave a basketball to","Then, Charles and Nathan went to the house. Nathan gave a basketball to",21282,7195
282,"Then, Emily and Nathan had a lot of fun at the house. Nathan gave a necklace to","Then, Emily and Nathan had a lot of fun at the house. Andrea gave a necklace to","Then, Emily and Nathan had a lot of fun at the house. Emily gave a necklace to",17709,21282
613,"Then, Amanda and Gregory went to the restaurant. Amanda gave a bone to","Then, Amanda and Gregory went to the restaurant. Emily gave a bone to","Then, Amanda and Gregory went to the restaurant. Gregory gave a bone to",27881,27181
996,"Then, Jeremy and Alexander went to the store. Alexander gave a drink to","Then, Jeremy and Alexander went to the store. Kelly gave a drink to","Then, Jeremy and Alexander went to the store. Jeremy gave a drink to",25019,11823
891,"Then, Emily and Brian went to the school. Brian gave a bone to","Then, Emily and Brian went to the school. Michael gave a bone to","Then, Emily and Brian went to the school. Emily gave a bone to",17709,13337
731,"When Eric and Lauren got a ring at the restaurant, Lauren decided to give it to","When Eric and Lauren got a ring at the restaurant, Jesse decided to give it to","When Eric and Lauren got a ring at the restaurant, Eric decided to give it to",13635,23887
418,"Then, Paul and Patrick had a long argument, and afterwards Patrick said to","Then, Paul and Patrick had a long argument, and afterwards Robert said to","Then, Paul and Patrick had a long argument, and afterwards Paul said to",4688,14455
646,"Then, Joshua and Aaron were thinking about going to the school. Joshua wanted to give a kiss to","Then, Joshua and Aaron were thinking about going to the school. Mark wanted to give a kiss to","Then, Joshua and Aaron were thinking about going to the school. Aaron wanted to give a kiss to",21254,29070
237,"Then, Jose and Jeremy went to the store. Jose gave a ring to","Then, Jose and Jeremy went to the store. Daniel gave a ring to","Then, Jose and Jeremy went to the store. Jeremy gave a ring to",25019,7050
457,"Then, Gregory and Laura were thinking about going to the house. Laura wanted to give a bone to","Then, Gregory and Laura were thinking about going to the house. Anthony wanted to give a bone to","Then, Gregory and Laura were thinking about going to the house. Gregory wanted to give a bone to",27881,16913
261,"When Rebecca and Jose got a snack at the garden, Rebecca decided to give it to","When Rebecca and Jose got a snack at the garden, Kelly decided to give it to","When Rebecca and Jose got a snack at the garden, Jose decided to give it to",7050,26782
255,"Then, Andrea and Joseph had a long argument, and afterwards Joseph said to","Then, Andrea and Joseph had a long argument, and afterwards Michael said to","Then, Andrea and Joseph had a long argument, and afterwards Andrea said to",24777,8986
545,"Then, Rebecca and Kyle had a lot of fun at the store. Kyle gave a basketball to","Then, Rebecca and Kyle had a lot of fun at the store. Christopher gave a basketball to","Then, Rebecca and Kyle had a lot of fun at the store. Rebecca gave a basketball to",26782,26131
397,"When Rachel and Kyle got a necklace at the school, Kyle decided to give it to","When Rachel and Kyle got a necklace at the school, Tyler decided to give it to","When Rachel and Kyle got a necklace at the school, Rachel decided to give it to",17532,26131
56,"Then, Steven and Sara were thinking about going to the garden. Sara wanted to give a basketball to","Then, Steven and Sara were thinking about going to the garden. Ryan wanted to give a basketball to","Then, Steven and Sara were thinking about going to the garden. Steven wanted to give a basketball to",21025,24133
294,"Then, David and Stephen were thinking about going to the restaurant. Stephen wanted to give a basketball to","Then, David and Stephen were thinking about going to the restaurant. Amy wanted to give a basketball to","Then, David and Stephen were thinking about going to the restaurant. David wanted to give a basketball to",5185,13100
517,"Then, James and David went to the garden. David gave a necklace to","Then, James and David went to the garden. Anthony gave a necklace to","Then, James and David went to the garden. James gave a necklace to",5565,5185
242,"Then, Michael and Justin were working at the restaurant. Justin decided to give a computer to","Then, Michael and Justin were working at the restaurant. Stephen decided to give a computer to","Then, Michael and Justin were working at the restaurant. Michael decided to give a computer to",6227,22020
374,"Then, Adam and David went to the office. Adam gave a basketball to","Then, Adam and David went to the office. Rebecca gave a basketball to","Then, Adam and David went to the office. David gave a basketball to",5185,11302
196,"Then, Lisa and Angela were working at the station. Lisa decided to give a computer to","Then, Lisa and Angela were working at the station. Eric decided to give a computer to","Then, Lisa and Angela were working at the station. Angela decided to give a computer to",27759,19767
659,"Then, Charles and Stephen were thinking about going to the station. Charles wanted to give a kiss to","Then, Charles and Stephen were thinking about going to the station. Bryan wanted to give a kiss to","Then, Charles and Stephen were thinking about going to the station. Stephen wanted to give a kiss to",13100,7195
571,"Then, Charles and Rachel went to the house. Charles gave a necklace to","Then, Charles and Rachel went to the house. Tyler gave a necklace to","Then, Charles and Rachel went to the house. Rachel gave a necklace to",17532,7195
439,"Then, Nathan and Elizabeth had a lot of fun at the school. Nathan gave a snack to","Then, Nathan and Elizabeth had a lot of fun at the school. Stephen gave a snack to","Then, Nathan and Elizabeth had a lot of fun at the school. Elizabeth gave a snack to",12057,21282
796,"Then, Paul and Steven went to the garden. Steven gave a bone to","Then, Paul and Steven went to the garden. Robert gave a bone to","Then, Paul and Steven went to the garden. Paul gave a bone to",4688,21025
296,"After Matthew and Michelle went to the house, Michelle gave a bone to","After Matthew and Michelle went to the house, Benjamin gave a bone to","After Matthew and Michelle went to the house, Matthew gave a bone to",16073,25738
942,"Then, John and David were thinking about going to the office. David wanted to give a ring to","Then, John and David were thinking about going to the office. Jesse wanted to give a ring to","Then, John and David were thinking about going to the office. John wanted to give a ring to",2983,5185
