clean,corrupted,label,corrupted_label
" Sima Bina, citizen of"," Victor Pinchuk, citizen of",10471,19278
The official language in Raahe is,The official language in Hammarland is,58953,31209
The official language in Pacific Alliance is,The official language in South Sudan is,15506,6498
The official language in Alavus is,The official language in Transnistria is,58953,8690
The official language in Ukraine is,The official language in Mali is,34725,8753
Karol Szymanowski known for playing the,Pyotr Stolyarsky known for playing the,27374,63137
The official language in Iitti is,The official language in Haryana is,58953,45080
" Mahnaz Afkhami, citizen of"," Ikki Kajiwara, citizen of",10471,6457
"Helen Lederer, a famous","Mori Arinori, a famous",51912,69050
The official language in Mistretta is,The official language in Lieto is,15155,58953
"David Yost, a famous","Jeff Bova, a famous",12360,40550
The official language in Oulu is,The official language in United Nations is,58953,6498
Giuseppe Tartini known for playing the,John Petrucci known for playing the,63137,17418
" Rokkaku Yoshikata, citizen of"," Shamash-shum-ukin, citizen of",6457,64678
Lubka Kolessa known for playing the,Tomaso Albinoni known for playing the,27374,63137
" Satoshi Tsumabuki, citizen of"," Mykola Tomenko, citizen of",6457,19278
" Kosuke Matsuura, citizen of"," Sven Wollter, citizen of",6457,24067
Franz Liszt known for playing the,Marin Alsop known for playing the,27374,63137
"Wolfe Morris, a famous","Cyril Wong, a famous",12360,40360
Tomaso Albinoni known for playing the,Alberto Nepomuceno known for playing the,63137,27374
" Ana Guevara, citizen of"," Thomas Hirschhorn, citizen of",12550,30221
Scott Klopfenstein known for playing the,Jimmy McCracklin known for playing the,92359,27374
" Santiago Botero, citizen of"," Tebey, citizen of",39133,7008
"Morris Carnovsky, a famous","Shawn Fanning, a famous",12360,48888
The official language in Easter Island is,The official language in Ivory Coast is,15506,8753
Sunnyland Slim known for playing the,Sidney De Paris known for playing the,27374,92359
Beppe Gambetta known for playing the,Yehudi Menuhin known for playing the,17418,63137
The official language in Bahamas is,The official language in Iceland is,6498,100248
The official language in Sastamala is,The official language in Krokom Municipality is,58953,31209
Kunnakudi Vaidyanathan known for playing the,Aloys and Alfons Kontarsky known for playing the,63137,27374
The official language in Laukaa is,The official language in Camorino is,58953,15155
"Huo Guang, a famous","William Hardy Wilson, a famous",37038,11726
"Max Volmer, a famous","William Burnside, a famous",8590,21651
" Irfan Habib, citizen of"," Facundo Bagnis, citizen of",6890,32164
The official language in Japan is,The official language in Finland is,11002,58953
" Vidar Busk, citizen of"," Nassib Lahoud, citizen of",32603,40371
" Chespirito, citizen of"," Mars Bonfire, citizen of",12550,7008
The official language in Coimbatore is,The official language in Kannonkoski is,44883,58953
The official language in Bahia is,The official language in Canary Islands is,43288,15506
"Phil Coulter, a famous","Joseph Shivers, a famous",40550,8590
Henning Kraggerud known for playing the,Diblo Dibala known for playing the,63137,17418
" Salim Saleh, citizen of"," Per Joar Hansen, citizen of",58149,32603
The official language in Sotkamo is,The official language in French Polynesia is,58953,8753
" Rubens Barrichello, citizen of"," Randy Raine-Reusch, citizen of",16327,7008
The official language in Molina de Segura is,The official language in Hyrynsalmi is,15506,58953
" Orestis Laskos, citizen of"," Etsuko Inoue, citizen of",25431,6457
" Naimee Coleman, citizen of"," Francesco Calogero, citizen of",14990,15704
Eddie Palmieri known for playing the,Sidney De Paris known for playing the,27374,92359
" Giuseppe Angeli, citizen of"," Frank Hsieh, citizen of",15704,29389
The official language in Liminka is,The official language in County Cork is,58953,6498
" Yves Larock, citizen of"," Antonis Samaras, citizen of",30221,25431
The official language in Alaska is,The official language in Honduras is,6498,15506
" Ryszard Engelking, citizen of"," Farid Mammadov, citizen of",28702,74577
" Pierre Janssen, citizen of"," Rahul Dev Burman, citizen of",9822,6890
"Paul McGann, a famous","Ctesias, a famous",12360,28378
" Mahito Tsujimura, citizen of"," Ashim Ahluwalia, citizen of",6457,6890
" Howe Yoon Chong, citizen of"," Eiko Shimamiya, citizen of",21181,6457
The official language in Quetzaltenango is,The official language in Lapinlahti is,15506,58953
" Norimoto Yoda, citizen of"," Magnar Solberg, citizen of",6457,32603
The official language in Somero is,The official language in Czech Republic is,58953,34250
" Ermete Zacconi, citizen of"," Henri Maurice Berteaux, citizen of",15704,9822
The official language in Guinea-Bissau is,The official language in Jharkhand is,43288,45080
" Malick Badiane, citizen of"," Kenta Fukasaku, citizen of",5476,6457
" Borys Kolesnikov, citizen of"," Rajeev Chandrasekhar, citizen of",19278,6890
" Patrik Jensen, citizen of"," Bille August, citizen of",24067,35440
"Kazys Lozoraitis, a famous","Wan Azizah Wan Ismail, a famous",69050,37038
" Paul Gustav Fischer, citizen of"," Luis Bacalov, citizen of",35440,15704
Louis Moreau Gottschalk known for playing the,Henryk Wieniawski known for playing the,27374,63137
" Peter Velits, citizen of"," Pavel Bure, citizen of",81785,8524
Charlie Palmieri known for playing the,Tim Vesely known for playing the,27374,17418
The official language in Khanty-Mansi Autonomous Okrug is,The official language in Akrotiri and Dhekelia is,8690,6498
Diblo Dibala known for playing the,Theodor Leschetizky known for playing the,17418,27374
" Potti Sreeramulu, citizen of"," Masahiko Nishimura, citizen of",6890,6457
The official language in Niger is,The official language in Philippines is,8753,63517
The official language in Mykolaiv Oblast is,The official language in First Czechoslovak Republic is,34725,34250
Soozie Tyrell known for playing the,Tony Bevilacqua known for playing the,63137,17418
Micko Larkin known for playing the,Alberto Semprini known for playing the,17418,27374
"Clive Granger, a famous","John Adams Whipple, a famous",46215,29867
" Chula Chakrabongse, citizen of"," Ahmad Nadeem Qasmi, citizen of",30567,17076
The official language in Suomenniemi is,The official language in Democratic Republic of the Congo is,58953,8753
The official language in Brugg is,The official language in Mozambique is,6063,43288
Al Haig known for playing the,John Fogerty known for playing the,27374,17418
Frederick Grinke known for playing the,Friedrich Gulda known for playing the,63137,27374
" Duvvuri Subbarao, citizen of"," Massimiliano Fuksas, citizen of",6890,15704
Yves Nat known for playing the,John Hiatt known for playing the,27374,17418
The official language in Fiji is,The official language in Uruguay is,6498,15506
"Noon Meem Rashid, a famous","Kazuo Ishiguro, a famous",40360,81747
"Krister Henriksson, a famous","Arthur Creech Jones, a famous",12360,37038
Melissa Etheridge known for playing the,Marvin Stamm known for playing the,17418,92359
" Alireza Eftekhari, citizen of"," Potti Sreeramulu, citizen of",10471,6890
" Paolo Chiavenna, citizen of"," Ana Guevara, citizen of",15704,12550
" Frank Hsieh, citizen of"," Arvid Lindman, citizen of",29389,24067
Alberto Guerrero known for playing the,Deborah Conway known for playing the,27374,17418
The official language in British Antarctic Territory is,The official language in Central African Republic is,6498,8753
The official language in Kokkola is,The official language in Solomon Islands is,58953,6498
" Yahya Petra of Kelantan, citizen of"," Leif Sylvester Petersen, citizen of",28796,35440
Michael Denner known for playing the,Maynard Ferguson known for playing the,17418,92359
" Hiro Matsushita, citizen of"," Augustine Ahinful, citizen of",6457,48668
" Henri Guilbeaux, citizen of"," Mohammad Gharib, citizen of",9822,10471
" Juana Azurduy de Padilla, citizen of"," Vincenzo Santopadre, citizen of",77710,15704
The official language in Loviisa is,The official language in Sonvilier is,58953,8753
The official language in Quebec City is,The official language in Czech Republic is,8753,34250
" Irfan Yusuf, citizen of"," Rodolfo Mederos, citizen of",8494,32164
"Konrad Ekhof, a famous","Ian Hanomansing, a famous",12360,23672
" Violette Verdy, citizen of"," Adel Gholami, citizen of",9822,10471
"Dominic Dierkes, a famous","Kurt Furgler, a famous",12360,37038
" Moses Ndiema Masai, citizen of"," Grzegorz Lato, citizen of",37766,28702
The official language in Trinidad and Tobago is,The official language in Karijoki is,6498,58953
Sterling Morrison known for playing the,Sammy Price known for playing the,17418,27374
" Henriette Caillaux, citizen of"," Bernardo Houssay, citizen of",9822,32164
" Marshall Rothstein, citizen of"," Jens Evensen, citizen of",7008,32603
"John Koethe, a famous","Philip Warren Anderson, a famous",40360,83323
Anson Funderburgh known for playing the,Raoul Pugno known for playing the,17418,27374
The official language in Shimla is,The official language in South Carolina is,45080,6498
" Liis Lemsalu, citizen of"," Michael Fassbender, citizen of",69462,14990
The official language in Royal Society of British Artists is,The official language in Democratic Republic of the Congo is,6498,8753
The official language in Aragon is,The official language in British Columbia is,15506,6498
The official language in Mari El Republic is,The official language in Mikkeli is,8690,58953
The official language in Karkkila is,The official language in Nykarleby is,58953,31209
" Giovanni Ferrari, citizen of"," Alfred Werner, citizen of",15704,30221
The official language in Canton of Geneva is,The official language in Maaninka is,8753,58953
Lester Bowie known for playing the,Leonard Cohen known for playing the,92359,17418
The official language in Tamil Nadu is,The official language in Yukon is,44883,6498
"Robert David Hall, a famous","Richard Brauer, a famous",12360,21651
" Kaka Hathrasi, citizen of"," Koichi Kobayashi, citizen of",6890,6457
"Obaidullah Aleem, a famous","Ennio Girolami, a famous",40360,12360
" Jean-Pierre Van Rossem, citizen of"," Massimo D'Alema, citizen of",34061,15704
" Ely Guerra, citizen of"," Sola Aoi, citizen of",12550,6457
The official language in Ireland is,The official language in Mexico is,6498,15506
" Sirusho, citizen of"," Katy Garbi, citizen of",72630,25431
Bradley Joseph known for playing the,Isaac Stern known for playing the,27374,63137
The official language in Equatorial Guinea is,The official language in Kiiminki is,15506,58953
" Shanta Kumar, citizen of"," Paul Bogle, citizen of",6890,57275
Tadd Dameron known for playing the,Doc Severinsen known for playing the,27374,92359
The official language in Muonio is,The official language in Lucknow is,58953,45080
The official language in South Korea is,The official language in South Sudan is,16526,6498
Russell Gunn known for playing the,Anton Nel known for playing the,92359,27374
" Shadi Sadr, citizen of"," Giuseppe Angeli, citizen of",10471,15704
The official language in Vevey is,The official language in Bolama is,8753,43288
" Ravi Shankar, citizen of"," Takeshi Urata, citizen of",6890,6457
" Gert Steegmans, citizen of"," Nicola Ghiuselev, citizen of",34061,59819
"Klemens von Metternich, a famous","Poojappura Ravi, a famous",69050,12360
"Oskar Lafontaine, a famous","Louis Moreau Gottschalk, a famous",37038,40550
" Yoshio Shirai, citizen of"," Bimal Jalan, citizen of",6457,6890
" Suzy Batkovic, citizen of"," Farid Mammadov, citizen of",8494,74577
Geirr Tveitt known for playing the,Henning Kraggerud known for playing the,27374,63137
The official language in Caslano is,The official language in Flemish Community is,15155,24113
" Francisco Vallejo Pons, citizen of"," Atsunori Inaba, citizen of",18157,6457
" Marek Niit, citizen of"," Mathieu Bodmer, citizen of",69462,9822
The official language in Nastola is,The official language in Yerevan is,58953,67842
"Bruce Mahler, a famous","Max Volmer, a famous",12360,8590
"Adelaide Crapsey, a famous","Gian-Carlo Wick, a famous",40360,83323
" Lucien Van Impe, citizen of"," Kiichi Miyazawa, citizen of",34061,6457
The official language in Tierp Municipality is,The official language in Ilomantsi is,31209,58953
Ralph Towner known for playing the,Boris Berman known for playing the,17418,27374
"Sunny Hundal, a famous","Carlo Porta, a famous",23672,40360
The official language in Northern Mariana Islands is,The official language in Kirkkonummi is,6498,58953
"Malcolm Keen, a famous","Joel Barlow, a famous",12360,40360
The official language in Kuusamo is,The official language in Stockholm Municipality is,58953,31209
The official language in Prince Edward Island is,The official language in Kouvola is,6498,58953
"Walter Noll, a famous","Santiago Segura, a famous",21651,12360
"Andrew Ross Sorkin, a famous","Hermann Hagedorn, a famous",23672,40360
"Tomomi Inada, a famous","Michael William Balfe, a famous",37038,40550
Teddy Wilson known for playing the,Wes Montgomery known for playing the,27374,17418
The official language in Yverdon-les-Bains is,The official language in Chukotka Autonomous Okrug is,8753,8690
The official language in Southern Common Market is,The official language in Versoix is,15506,8753
The official language in Turku is,The official language in Norfolk Island is,58953,6498
" Luis Martins de Souza Dantas, citizen of"," Shamash-shum-ukin, citizen of",16327,64678
The official language in Bermuda is,The official language in Sweden is,6498,31209
" Yasutaka Nakata, citizen of"," Nandan Nilekani, citizen of",6457,6890
Julian Lennon known for playing the,Hank Jones known for playing the,17418,27374
The official language in Kuhmo is,The official language in Mendrisio is,58953,15155
Dave Hernandez known for playing the,George Duke known for playing the,17418,27374
"William S. Hart, a famous","Robert Grudin, a famous",12360,55475
" Ron Cantelon, citizen of"," Moreno Mannini, citizen of",7008,15704
" Moreno Mannini, citizen of"," Katy Garbi, citizen of",15704,25431
Philip Glass known for playing the,Jamie Cook known for playing the,27374,17418
The official language in Karvia is,The official language in Senegal is,58953,8753
The official language in Canton of Fribourg is,The official language in Sundbyberg Municipality is,8753,31209
The official language in Donetsk Oblast is,The official language in Raisio is,34725,58953
The official language in Tuusula is,The official language in Tavannes is,58953,8753
Bud Scott known for playing the,Henri Herz known for playing the,17418,27374
"Darius McCrary, a famous","Thomas W. Knox, a famous",12360,23672
Erich Gruenberg known for playing the,James Honeyman-Scott known for playing the,63137,17418
"David Gascoyne, a famous","Akira Emoto, a famous",40360,12360
" Yoko Moriguchi, citizen of"," Ameen Sayani, citizen of",6457,6890
The official language in Serbia is,The official language in Basel is,88264,6063
The official language in Djibouti is,The official language in East Kalimantan is,8753,59929
The official language in International Academy of Sciences San Marino is,The official language in Surahammar Municipality is,6498,31209
"Samuel Medary, a famous","Gregg Edelman, a famous",23672,12360
Heather Trost known for playing the,Earl Klugh known for playing the,63137,17418
The official language in Chardonne is,The official language in Orivesi is,8753,58953
The official language in Flemish Community is,The official language in Ulvila is,24113,58953
The official language in Liechtenstein is,The official language in Prince Edward Island is,6063,6498
Sylvie Courvoisier known for playing the,Carla Kihlstedt known for playing the,27374,63137
"Ernst Jaakson, a famous","Adelaide Crapsey, a famous",69050,40360
The official language in Independent State of Croatia is,The official language in Ilomantsi is,100170,58953
The official language in Saint Lucia is,The official language in Morges is,6498,8753
" Thorleif Haug, citizen of"," Randy Raine-Reusch, citizen of",32603,7008
" Felice Bonetto, citizen of"," Shadi Sadr, citizen of",15704,10471
Frank Mills known for playing the,Jimmy Rogers known for playing the,27374,17418
The official language in La Chaux-de-Fonds is,The official language in Saint Kitts and Nevis is,8753,6498
Thelonious Monk known for playing the,Terence Blanchard known for playing the,27374,92359
" Desmond O'Malley, citizen of"," Vidar Busk, citizen of",14990,32603
" Pasquale Di Sabatino, citizen of"," Georgios Papanikolaou, citizen of",15704,25431
" Philippe Leclerc de Hauteclocque, citizen of"," Daniela Iraschko-Stolz, citizen of",9822,35998
The official language in Moudon is,The official language in Raisio is,8753,58953
" Epeli Ganilau, citizen of"," Gabriel-Marie Garrone, citizen of",86196,9822
The official language in Kuhmoinen is,The official language in Sundsvall Municipality is,58953,31209
The official language in Kauhajoki is,The official language in Uddevalla Municipality is,58953,31209
" Koichi Kobayashi, citizen of"," Goffredo Petrassi, citizen of",6457,15704
Johann Strauss I known for playing the,Percy Grainger known for playing the,63137,27374
Ray Charles known for playing the,Jamie Cook known for playing the,27374,17418
" Erika Miyoshi, citizen of"," Wasis Diop, citizen of",6457,5476
The official language in Ruokolahti is,The official language in Kristinestad is,58953,31209
"Adrian Lewis Morgan, a famous","Roberto Gerhard, a famous",12360,40550
" Athanasia Tsoumeleka, citizen of"," Aleksejs Saramotins, citizen of",25431,79258
"Jack Boucher, a famous","Carl Barron, a famous",29867,51912
"Guy Doleman, a famous","Jourdan Miller, a famous",12360,1646
" Adil Abdul-Mahdi, citizen of"," Thiago Soares Alves, citizen of",11340,16327
" Hoshyar Zebari, citizen of"," Amanz Gressly, citizen of",11340,30221
Pete Lesperance known for playing the,Clara Haskil known for playing the,17418,27374
"Spencer Treat Clark, a famous","Wang Yaping, a famous",12360,47733
The official language in Khabarovsk Krai is,The official language in Sint Eustatius is,8690,24113
Maud Powell known for playing the,Count Basie known for playing the,63137,27374
" Cristina Favre-Moretti, citizen of"," Jean-Pierre Van Rossem, citizen of",30221,34061
The official language in Carouge is,The official language in Kuusamo is,8753,58953
The official language in L'Abbaye is,The official language in Kuhmoinen is,8753,58953
Wynton Marsalis known for playing the,George Enescu known for playing the,92359,63137
" Hanan al-Shaykh, citizen of"," Grzegorz Lato, citizen of",40371,28702
" Shaad Ali, citizen of"," Johan Karlsson, citizen of",6890,24067
"Richard Brauer, a famous","Karle Warren, a famous",21651,12360
" Rodolfo Mederos, citizen of"," Andrea Sartoretti, citizen of",32164,15704
Marian McPartland known for playing the,Franz Anton Ries known for playing the,27374,63137
" Awang Hassan, citizen of"," Mars Bonfire, citizen of",28796,7008
The official language in Saint Vincent and the Grenadines is,The official language in Chukotka Autonomous Okrug is,6498,8690
The official language in Spiez is,The official language in Bedano is,6063,15155
The official language in Utah is,The official language in India is,6498,45080
The official language in Soviet Union is,The official language in Lapua is,8690,58953
The official language in Indiana is,The official language in Turkey is,6498,24666
" Sukhdev Thapar, citizen of"," Orestis Laskos, citizen of",6890,25431
"Clancy Cooper, a famous","Edward Braddon, a famous",12360,37038
" George William Gordon, citizen of"," Dan Bejar, citizen of",57275,7008
The official language in Canton of Lucerne is,The official language in Siikajoki is,6063,58953
Lewis Kaplan known for playing the,Ray Bryant known for playing the,63137,27374
"Isidore de Lara, a famous","William John Gruffydd, a famous",40550,40360
The official language in Lapua is,The official language in South Africa is,58953,6498
The official language in Austria is,The official language in Florida is,6063,6498
"Habakkuk, a famous","Carlo Porta, a famous",53604,40360
The official language in Somalia is,The official language in Haiti is,85794,8753
" Narciso Campero, citizen of"," Ryszard Engelking, citizen of",77710,28702
" Gunnar Thoresen, citizen of"," Violette Verdy, citizen of",32603,9822
"Hilary Putnam, a famous","Rita Bahuguna, a famous",55475,37038
The official language in Suriname is,The official language in Liminka is,24113,58953
The official language in Armenia is,The official language in Mississippi is,67842,6498
Marv Tarplin known for playing the,Soozie Tyrell known for playing the,17418,63137
The official language in Costa Rica is,The official language in Niue is,15506,6498
" Katri Helena, citizen of"," Jens Evensen, citizen of",37355,32603
" Kishore Mahbubani, citizen of"," Theodosia Salome Okoh, citizen of",21181,48668
" Ole Ritter, citizen of"," Feng Tianwei, citizen of",35440,21181
" Vita Semerenko, citizen of"," Julius Nwosu, citizen of",19278,29258
Doug Raney known for playing the,Fanny Davies known for playing the,17418,27374
" Daniela Iraschko-Stolz, citizen of"," death of Ali Abdulhadi Mushaima, citizen of",35998,66739
"George Osborne, a famous","Peter Jason, a famous",37038,12360
The official language in Scotland is,The official language in Netherlands is,6498,24113
The official language in Spanish Empire is,The official language in Karvia is,15506,58953
The official language in Panama is,The official language in Uganda is,15506,6498
" Graciliano Ramos, citizen of"," Andrea Fischbacher, citizen of",16327,35998
Hank Jones known for playing the,Cary Hudson known for playing the,27374,17418
" Joe Peschisolido, citizen of"," Petros Voulgaris, citizen of",7008,25431
" Mehmet Ali Aybar, citizen of"," Audrey Fleurot, citizen of",17442,9822
"M. S. Viswanathan, a famous","Robert d'Escourt Atkinson, a famous",40550,46382
The official language in Uddevalla Municipality is,The official language in National Film Board of Canada is,31209,6498
" Nagendra Singh, citizen of"," Marcus Horan, citizen of",6890,14990
The official language in Canton of Jura is,The official language in Tierp Municipality is,8753,31209
The official language in Enlightenment in Spain is,The official language in Eurajoki is,15506,58953
" Duiliu Zamfirescu, citizen of"," Irakli Alasania, citizen of",47149,16272
The official language in Lapinlahti is,The official language in French Polynesia is,58953,8753
" Eric Frenzel, citizen of"," Takashi Yanase, citizen of",10057,6457
Philip Fowke known for playing the,Amund Maarud known for playing the,27374,17418
Lee Mavers known for playing the,Charlie Palmieri known for playing the,17418,27374
" Thomas Hirschhorn, citizen of"," Haruna Ishola, citizen of",30221,29258
"Thomas de Waal, a famous","Charles James Mathews, a famous",23672,12360
"Giovanni Maria Nanino, a famous","Eduardo Fajardo, a famous",40550,12360
"Peter Macdissi, a famous","Hermann Hagedorn, a famous",12360,40360
The official language in North Dakota is,The official language in Meyrin is,6498,8753
Wild Bill Davis known for playing the,Al Hirt known for playing the,27374,92359
The official language in Bhopal is,The official language in Moscow Mathematical Society is,45080,8690
"Christopher Guest, a famous","Harry Ham, a famous",51912,12360
"Dr. Rajasekhar, a famous","Jacobo Zabludovsky, a famous",12360,23672
The official language in Pori is,The official language in Dominica is,58953,6498
The official language in Netherlands is,The official language in Somalia is,24113,85794
"Miltos Sachtouris, a famous","Ermanno Wolf-Ferrari, a famous",40360,40550
"Ben Joseph Green, a famous","David Weigel, a famous",21651,23672
"Eric Etebari, a famous","Taku Iwasaki, a famous",12360,40550
"Gregg Edelman, a famous","Mia Freedman, a famous",12360,23672
" Anders Fannemel, citizen of"," Celso Amorim, citizen of",32603,16327
" Andre Spitzer, citizen of"," Shaad Ali, citizen of",6921,6890
" Maurice De Waele, citizen of"," Jerzy Topolski, citizen of",34061,28702
The official language in Republic of Bashkortostan is,The official language in Yverdon-les-Bains is,8690,8753
" Krisdayanti, citizen of"," Joseph Csaky, citizen of",24922,43876
" Jean-Pierre Ferland, citizen of"," Howe Yoon Chong, citizen of",7008,21181
" Mukul Roy, citizen of"," Francisco Goya, citizen of",6890,18157
"Jean Henri van Swinden, a famous","Taku Iwasaki, a famous",21651,40550
The official language in Virginia is,The official language in Mexico is,6498,15506
" Benson Idahosa, citizen of"," Albert Grisar, citizen of",29258,34061
The official language in Northwest Territories is,The official language in North Kosovo is,6498,88264
"Sairam Shankar, a famous","Paruyr Sevak, a famous",12360,40360
The official language in Republic of Dagestan is,The official language in Republic of Serbian Krajina is,8690,88264
The official language in Canary Islands is,The official language in Lucknow is,15506,45080
"Walter Hines Page, a famous","Manuel Sadosky, a famous",23672,21651
" Zenon Plech, citizen of"," Sakichi Toyoda, citizen of",28702,6457
"Peter Abelard, a famous","John Munch, a famous",55475,45259
" Carlos Duarte Costa, citizen of"," Sakichi Toyoda, citizen of",16327,6457
Harold Craxton known for playing the,Nigel Pulsford known for playing the,27374,17418
"Ethan Wayne, a famous","Herb Greene, a famous",12360,29867
Curley Weaver known for playing the,Steve Kuhn known for playing the,17418,27374
Lee Loughnane known for playing the,Theodor Kullak known for playing the,92359,27374
The official language in French Guiana is,The official language in Sipoo is,8753,58953
" Randy Raine-Reusch, citizen of"," Yuki Uchida, citizen of",7008,6457
" John Treacy, citizen of"," Jorge Rial, citizen of",14990,32164
" Elaine Cassidy, citizen of"," Anders Lange, citizen of",14990,32603
Ian Carr known for playing the,Lady Gaga known for playing the,92359,27374
Bradford Cox known for playing the,Leonard Bernstein known for playing the,17418,27374
" Francis Dhanis, citizen of"," Antoine Danchet, citizen of",34061,9822
Roy Paci known for playing the,Ma Sicong known for playing the,92359,63137
The official language in Izabal Department is,The official language in Kuopio is,15506,58953
The official language in Andorra is,The official language in Canary Islands is,81944,15506
" Muzaffar Ali, citizen of"," Satoshi Tsumabuki, citizen of",6890,6457
Dean Friedman known for playing the,Dave Hernandez known for playing the,27374,17418
" Pasi Rautiainen, citizen of"," Konosuke Matsushita, citizen of",37355,6457
Nicke Andersson known for playing the,Roy Hargrove known for playing the,17418,92359
The official language in Dundee is,The official language in Bolama is,6498,43288
" Paolo Bertoli, citizen of"," Manuel Uribe, citizen of",15704,12550
The official language in Khorasan Province is,The official language in Couto Misto is,50961,43288
The official language in Donetsk People's Republic is,The official language in Korsholm is,8690,31209
Leonard Cohen known for playing the,Franz Schmidt known for playing the,17418,27374
Tom Waits known for playing the,John Hiatt known for playing the,27374,17418
" Pierre Daye, citizen of"," Karl Scheurer, citizen of",34061,30221
" Rajeev Chandrasekhar, citizen of"," Kazimierz Makarczyk, citizen of",6890,28702
The official language in Haukipudas is,The official language in Jewish Autonomous Oblast is,58953,8690
Rick Braun known for playing the,Snakefinger known for playing the,92359,63137
The official language in Bulgaria is,The official language in Guam is,89724,6498
" Sabeer Bhatia, citizen of"," Phyllis Gotlieb, citizen of",6890,7008
" Nicolas Godin, citizen of"," Dan Bejar, citizen of",9822,7008
" Sergej Kraigher, citizen of"," Atsunori Inaba, citizen of",79317,6457
Pietro Locatelli known for playing the,Lubka Kolessa known for playing the,63137,27374
"Chris Barrie, a famous","Ron Grainer, a famous",51912,40550
The official language in Wallonia is,The official language in Nazi Germany is,8753,6063
John Hiatt known for playing the,Thad Jones known for playing the,17418,92359
"Santiago Segura, a famous","Sunny Hundal, a famous",12360,23672
" Riyu Kosaka, citizen of"," Lukas Ligeti, citizen of",6457,35998
Max Rostal known for playing the,Cow Cow Davenport known for playing the,63137,27374
Alberto Semprini known for playing the,Antonio Vivaldi known for playing the,27374,63137
The official language in Colorado is,The official language in Mexico is,6498,15506
Ralph Alessi known for playing the,Mikhail Kopelman known for playing the,92359,63137
"Barbara Farrell Vucanovich, a famous","Yanis Varoufakis, a famous",37038,46215
" Magda Linette, citizen of"," Paolo Nespoli, citizen of",28702,15704
The official language in Kalajoki is,The official language in Bellinzona is,58953,15155
The official language in Savukoski is,The official language in Independent State of Croatia is,58953,100170
Paz Lenchantin known for playing the,Nigel Pulsford known for playing the,63137,17418
The official language in Chennai is,The official language in Romania is,44883,74697
Freddie Hubbard known for playing the,Sammy Price known for playing the,92359,27374
The official language in Botkyrka Municipality is,The official language in Saint Kitts and Nevis is,31209,6498
The official language in Tuvalu is,The official language in North Korea is,6498,16526
The official language in Mali is,The official language in Florida is,8753,6498
" Mikhail Evstafiev, citizen of"," Kate Henshaw, citizen of",8524,29258
The official language in Hamina is,The official language in Puerto Rico is,58953,15506
" Hasibul Hossain, citizen of"," Natallia Solohub, citizen of",39601,70606
" Sugandha Garg, citizen of"," Juma Ikangaa, citizen of",6890,69894
The official language in Jokioinen is,The official language in Coimbatore is,58953,44883
" Hemlata, citizen of"," Wolfgang Pauli, citizen of",6890,35998
The official language in Haninge Municipality is,The official language in Hirvensalmi is,31209,58953
The official language in Orbe is,The official language in Malawi is,8753,6498
"Mircea Diaconu, a famous","James Elroy Flecker, a famous",12360,40360
"Cyril Wong, a famous","Trevor Wright, a famous",40360,12360
"Wes Bentley, a famous","Herb Greene, a famous",12360,29867
"Giovanni Poleni, a famous","Maurice Joly, a famous",21651,15779
" Idris I of Morocco, citizen of"," Hilde Marie Kjersem, citizen of",59230,32603
" Ryoji Ikeda, citizen of"," Suzy Batkovic, citizen of",6457,8494
"Joel Barlow, a famous","Paolo Soleri, a famous",40360,11726
" death of Ali Abdulhadi Mushaima, citizen of"," Chakrabongse Bhuvanadh, citizen of",66739,30567
Compay Segundo known for playing the,Cor Fuhler known for playing the,17418,27374
"Thomas Hailes Lacy, a famous","Harlan Carey Brewster, a famous",12360,37038
Karl Klindworth known for playing the,Romero Lubambo known for playing the,27374,17418
"Femi Jacobs, a famous","Li Yining, a famous",12360,46215
The official language in Formentera is,The official language in Aracena is,81944,15506
The official language in Wyoming is,The official language in Romania is,6498,74697
" Zadoc Kahn, citizen of"," Albert Grisar, citizen of",9822,34061
"Arun Kumar Ahuja, a famous","Rodolfo Gambini, a famous",12360,83323
" Vincenzo Santopadre, citizen of"," Rangsit Prayurasakdi, citizen of",15704,30567
" Svante August Arrhenius, citizen of"," Natallia Solohub, citizen of",24067,70606
The official language in Korsholm is,The official language in Jharkhand is,31209,45080
" Max Kade, citizen of"," Fa Ngum, citizen of",10057,96844
" H. V. Evatt, citizen of"," Vesa Vierikko, citizen of",8494,37355
The official language in Kiruna Municipality is,The official language in VASKhNIL is,31209,8690
" Diori Hamani, citizen of"," Linor Abargil, citizen of",20992,6921
Matthew Tuck known for playing the,Roy Paci known for playing the,17418,92359
" Nathuram Godse, citizen of"," Paul Duchesnay, citizen of",6890,9822
" Martinez de Pasqually, citizen of"," Graciliano Ramos, citizen of",9822,16327
Nadia Reisenberg known for playing the,Yehudi Menuhin known for playing the,27374,63137
The official language in Spain is,The official language in Tennessee is,15506,6498
The official language in Cook Islands is,The official language in Orbe is,6498,8753
"Vic Sotto, a famous","Michel Mossessian, a famous",51912,11726
" Nandan Nilekani, citizen of"," Ryoji Ikeda, citizen of",6890,6457
Cor Fuhler known for playing the,Aaron Lee Tasjan known for playing the,27374,17418
Tom Fletcher known for playing the,Frank London known for playing the,17418,92359
"Kim Kye-gwan, a famous","Ennio Girolami, a famous",69050,12360
The official language in Lausanne is,The official language in Ulvila is,8753,58953
" Jerzy Topolski, citizen of"," Afewerk Tekle, citizen of",28702,60457
