clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"," tangerines, and other",tangerines,fruit,"['fruits', 'fruit']","[26390, 14098]"
" America, and other",America,country,"['countries', 'country']","[5961, 3224]"," opera, and other",opera,music,['music'],[4731]
" Canada, and other",Canada,country,"['countries', 'country']","[5961, 3224]"," tents, and other",tents,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" France, and other",France,country,"['countries', 'country']","[5961, 3224]"," desks, and other",desks,furniture,['furniture'],[14891]
" Mexico, and other",Mexico,country,"['countries', 'country']","[5961, 3224]"," bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" England, and other",England,country,"['countries', 'country']","[5961, 3224]"," organs, and other",organs,instrument,"['musical', 'instruments']","[18273, 24198]"
" Germany, and other",Germany,country,"['countries', 'country']","[5961, 3224]"," heels, and other",heels,footwear,['footwear'],[68172]
" Spain, and other",Spain,country,"['countries', 'country']","[5961, 3224]"," lightning, and other",lightning,weather,"['weather', 'natural']","[9282, 5933]"
" Italy, and other",Italy,country,"['countries', 'country']","[5961, 3224]"," axes, and other",axes,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" China, and other",China,country,"['countries', 'country']","[5961, 3224]"," country, and other",country,music,['music'],[4731]
" Japan, and other",Japan,country,"['countries', 'country']","[5961, 3224]"," bananas, and other",bananas,fruit,"['fruits', 'fruit']","[26390, 14098]"
" Russia, and other",Russia,country,"['countries', 'country']","[5961, 3224]"," wind, and other",wind,weather,"['weather', 'natural']","[9282, 5933]"
" Brazil, and other",Brazil,country,"['countries', 'country']","[5961, 3224]"," hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" Ireland, and other",Ireland,country,"['countries', 'country']","[5961, 3224]"," golf, and other",golf,sport,['sports'],[10034]
" Australia, and other",Australia,country,"['countries', 'country']","[5961, 3224]"," vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" Iraq, and other",Iraq,country,"['countries', 'country']","[5961, 3224]"," doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[5961, 3224]"," goats, and other",goats,animal,['animals'],[10099]
" Argentina, and other",Argentina,country,"['countries', 'country']","[5961, 3224]"," running, and other",running,sport,['sports'],[10034]
" India, and other",India,country,"['countries', 'country']","[5961, 3224]"," weeks, and other",weeks,time,"['time', 'units']","[892, 8316]"
" Switzerland, and other",Switzerland,country,"['countries', 'country']","[5961, 3224]"," palms, and other",palms,tree,['trees'],[12690]
" Sweden, and other",Sweden,country,"['countries', 'country']","[5961, 3224]"," engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" Africa, and other",Africa,country,"['countries', 'country']","[5961, 3224]"," decades, and other",decades,time,"['time', 'units']","[892, 8316]"
" Chile, and other",Chile,country,"['countries', 'country']","[5961, 3224]"," jazz, and other",jazz,music,['music'],[4731]
" Britain, and other",Britain,country,"['countries', 'country']","[5961, 3224]"," dance, and other",dance,music,['music'],[4731]
" Iran, and other",Iran,country,"['countries', 'country']","[5961, 3224]"," motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" Portugal, and other",Portugal,country,"['countries', 'country']","[5961, 3224]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" Europe, and other",Europe,country,"['countries', 'country']","[5961, 3224]"," swords, and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" Greece, and other",Greece,country,"['countries', 'country']","[5961, 3224]"," sheep, and other",sheep,animal,['animals'],[10099]
" Scotland, and other",Scotland,country,"['countries', 'country']","[5961, 3224]"," pumps, and other",pumps,footwear,['footwear'],[68172]
" Egypt, and other",Egypt,country,"['countries', 'country']","[5961, 3224]"," governors, and other",governors,politician,"['elected', 'politicians']","[16689, 19287]"
" Israel, and other",Israel,country,"['countries', 'country']","[5961, 3224]"," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" Peru, and other",Peru,country,"['countries', 'country']","[5961, 3224]"," jazz, and other",jazz,music,['music'],[4731]
" South africa, and other",South africa,country,"['countries', 'country']","[5961, 3224]"," nephews, and other",nephews,relative,"['relatives', 'family']","[29658, 3070]"
" robbery, and other",robbery,crime,"['crimes', 'crime']","[17073, 9977]"," mice, and other",mice,animal,['animals'],[10099]
" homicide, and other",homicide,crime,"['crimes', 'crime']","[17073, 9977]"," India, and other",India,country,"['countries', 'country']","[5961, 3224]"
" rape, and other",rape,crime,"['crimes', 'crime']","[17073, 9977]"," guitars, and other",guitars,instrument,"['musical', 'instruments']","[18273, 24198]"
" assault, and other",assault,crime,"['crimes', 'crime']","[17073, 9977]"," hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[9282, 5933]"
" burglary, and other",burglary,crime,"['crimes', 'crime']","[17073, 9977]"," metal, and other",metal,music,['music'],[4731]
" arson, and other",arson,crime,"['crimes', 'crime']","[17073, 9977]"," axes, and other",axes,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" speeding, and other",speeding,crime,"['crimes', 'crime']","[17073, 9977]"," pumps, and other",pumps,footwear,['footwear'],[68172]
" breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[17073, 9977]"," grandfathers, and other",grandfathers,relative,"['relatives', 'family']","[29658, 3070]"
" drug use, and other",drug use,crime,"['crimes', 'crime']","[17073, 9977]"," lemons, and other",lemons,fruit,"['fruits', 'fruit']","[26390, 14098]"
" drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[17073, 9977]"," flounder, and other",flounder,fish,"['fish', 'fishes']","[7795, 95461]"
" larceny, and other",larceny,crime,"['crimes', 'crime']","[17073, 9977]"," topazs, and other",topazs,gem,"['gem', 'gems']","[19269, 43258]"
" kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[17073, 9977]"," soccer, and other",soccer,sport,['sports'],[10034]
" vandalism, and other",vandalism,crime,"['crimes', 'crime']","[17073, 9977]"," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" battery, and other",battery,crime,"['crimes', 'crime']","[17073, 9977]"," horns, and other",horns,instrument,"['musical', 'instruments']","[18273, 24198]"
" drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[17073, 9977]"," pigeons, and other",pigeons,bird,"['birds', 'bird']","[20229, 12224]"
" grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[17073, 9977]"," undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" hammers, and other",hammers,tool,['tools'],[7526]," blueberries, and other",blueberries,fruit,"['fruits', 'fruit']","[26390, 14098]"
" nails, and other",nails,tool,['tools'],[7526]," pop, and other",pop,music,['music'],[4731]
" saws, and other",saws,tool,['tools'],[7526]," lizards, and other",lizards,animal,['animals'],[10099]
" screwdrivers, and other",screwdrivers,tool,['tools'],[7526]," spruces, and other",spruces,tree,['trees'],[12690]
" drills, and other",drills,tool,['tools'],[7526]," rabbits, and other",rabbits,animal,['animals'],[10099]
" wrenches, and other",wrenches,tool,['tools'],[7526]," loafers, and other",loafers,footwear,['footwear'],[68172]
" screws, and other",screws,tool,['tools'],[7526]," soccer, and other",soccer,sport,['sports'],[10034]
" rulers, and other",rulers,tool,['tools'],[7526]," Ireland, and other",Ireland,country,"['countries', 'country']","[5961, 3224]"
" tape measures, and other",tape measures,tool,['tools'],[7526]," peaches, and other",peaches,fruit,"['fruits', 'fruit']","[26390, 14098]"
" sanders, and other",sanders,tool,['tools'],[7526]," hip hop, and other",hip hop,music,['music'],[4731]
" measuring sticks, and other",measuring sticks,tool,['tools'],[7526]," millenniums, and other",millenniums,time,"['time', 'units']","[892, 8316]"
" sandpapers, and other",sandpapers,tool,['tools'],[7526]," flutes, and other",flutes,instrument,"['musical', 'instruments']","[18273, 24198]"
" nail guns, and other",nail guns,tool,['tools'],[7526]," melons, and other",melons,fruit,"['fruits', 'fruit']","[26390, 14098]"
" pliers, and other",pliers,tool,['tools'],[7526]," businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," houses, and other",houses,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," months, and other",months,time,"['time', 'units']","[892, 8316]"
" lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," hours, and other",hours,time,"['time', 'units']","[892, 8316]"
" nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," tennis, and other",tennis,sport,['sports'],[10034]
" firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," generals, and other",generals,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," sneakers, and other",sneakers,footwear,['footwear'],[68172]
" accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[19837, 82339]"
" psychologists, and other",psychologists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," representatives, and other",representatives,politician,"['elected', 'politicians']","[16689, 19287]"
" dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," feets, and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," plums, and other",plums,fruit,"['fruits', 'fruit']","[26390, 14098]"
" managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," hockey, and other",hockey,sport,['sports'],[10034]
" cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," caves, and other",caves,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," axes, and other",axes,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," Scotland, and other",Scotland,country,"['countries', 'country']","[5961, 3224]"
" bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," salmon, and other",salmon,fish,"['fish', 'fishes']","[7795, 95461]"
" businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," classical, and other",classical,music,['music'],[4731]
" businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," catfish, and other",catfish,fish,"['fish', 'fishes']","[7795, 95461]"
" carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," centimeters, and other",centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," spears, and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"," apartments, and other",apartments,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" football, and other",football,sport,['sports'],[10034]," firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" basketball, and other",basketball,sport,['sports'],[10034]," scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" soccer, and other",soccer,sport,['sports'],[10034]," Switzerland, and other",Switzerland,country,"['countries', 'country']","[5961, 3224]"
" baseball, and other",baseball,sport,['sports'],[10034]," perch, and other",perch,fish,"['fish', 'fishes']","[7795, 95461]"
" tennis, and other",tennis,sport,['sports'],[10034]," managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" hockey, and other",hockey,sport,['sports'],[10034]," shelves, and other",shelves,furniture,['furniture'],[14891]
" swimming, and other",swimming,sport,['sports'],[10034]," Peru, and other",Peru,country,"['countries', 'country']","[5961, 3224]"
" golf, and other",golf,sport,['sports'],[10034]," desks, and other",desks,furniture,['furniture'],[14891]
" volleyball, and other",volleyball,sport,['sports'],[10034]," pigs, and other",pigs,animal,['animals'],[10099]
" lacrosse, and other",lacrosse,sport,['sports'],[10034]," papayas, and other",papayas,fruit,"['fruits', 'fruit']","[26390, 14098]"
" track, and other",track,sport,['sports'],[10034]," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" rugby, and other",rugby,sport,['sports'],[10034]," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" softball, and other",softball,sport,['sports'],[10034]," France, and other",France,country,"['countries', 'country']","[5961, 3224]"
" field hockey, and other",field hockey,sport,['sports'],[10034]," reggae, and other",reggae,music,['music'],[4731]
" skiing, and other",skiing,sport,['sports'],[10034]," secs, and other",secs,time,"['time', 'units']","[892, 8316]"
" cheerleading, and other",cheerleading,sport,['sports'],[10034]," cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" running, and other",running,sport,['sports'],[10034]," caves, and other",caves,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" gymnastics, and other",gymnastics,sport,['sports'],[10034]," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" polo, and other",polo,sport,['sports'],[10034]," dance, and other",dance,music,['music'],[4731]
" racquetball, and other",racquetball,sport,['sports'],[10034]," praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" wrestling, and other",wrestling,sport,['sports'],[10034]," Ireland, and other",Ireland,country,"['countries', 'country']","[5961, 3224]"
" bowling, and other",bowling,sport,['sports'],[10034]," bass, and other",bass,fish,"['fish', 'fishes']","[7795, 95461]"
" cross country, and other",cross country,sport,['sports'],[10034]," recliners, and other",recliners,furniture,['furniture'],[14891]
" badminton, and other",badminton,sport,['sports'],[10034]," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" cricket, and other",cricket,sport,['sports'],[10034]," gospel, and other",gospel,music,['music'],[4731]
" water polo, and other",water polo,sport,['sports'],[10034]," yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" tornados, and other",tornados,weather,"['weather', 'natural']","[9282, 5933]"," second cousins, and other",second cousins,relative,"['relatives', 'family']","[29658, 3070]"
" hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[9282, 5933]"," swimming, and other",swimming,sport,['sports'],[10034]
" rain, and other",rain,weather,"['weather', 'natural']","[9282, 5933]"," guitars, and other",guitars,instrument,"['musical', 'instruments']","[18273, 24198]"
" snow, and other",snow,weather,"['weather', 'natural']","[9282, 5933]"," Chile, and other",Chile,country,"['countries', 'country']","[5961, 3224]"
" hail, and other",hail,weather,"['weather', 'natural']","[9282, 5933]"," classical, and other",classical,music,['music'],[4731]
" floods, and other",floods,weather,"['weather', 'natural']","[9282, 5933]"," folk, and other",folk,music,['music'],[4731]
" lightning, and other",lightning,weather,"['weather', 'natural']","[9282, 5933]"," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" blizzards, and other",blizzards,weather,"['weather', 'natural']","[9282, 5933]"," granddads, and other",granddads,relative,"['relatives', 'family']","[29658, 3070]"
" earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9282, 5933]"," Scotland, and other",Scotland,country,"['countries', 'country']","[5961, 3224]"
" sleet, and other",sleet,weather,"['weather', 'natural']","[9282, 5933]"," maces, and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" monsoons, and other",monsoons,weather,"['weather', 'natural']","[9282, 5933]"," saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[18273, 24198]"
" thunder, and other",thunder,weather,"['weather', 'natural']","[9282, 5933]"," vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" wind, and other",wind,weather,"['weather', 'natural']","[9282, 5933]"," majors, and other",majors,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[9282, 5933]"," secretaries of state, and other",secretaries of state,politician,"['elected', 'politicians']","[16689, 19287]"
" storms, and other",storms,weather,"['weather', 'natural']","[9282, 5933]"," pop, and other",pop,music,['music'],[4731]
" thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[9282, 5933]"," hamsters, and other",hamsters,animal,['animals'],[10099]
" typhoons, and other",typhoons,weather,"['weather', 'natural']","[9282, 5933]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19837, 82339]"
" drought, and other",drought,weather,"['weather', 'natural']","[9282, 5933]"," Britain, and other",Britain,country,"['countries', 'country']","[5961, 3224]"
" clouds, and other",clouds,weather,"['weather', 'natural']","[9282, 5933]"," rifles, and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[9282, 5933]"," finches, and other",finches,bird,"['birds', 'bird']","[20229, 12224]"
" shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," bass, and other",bass,fish,"['fish', 'fishes']","[7795, 95461]"
" pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," sparrows, and other",sparrows,bird,"['birds', 'bird']","[20229, 12224]"
" socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," houses, and other",houses,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," raccoons, and other",raccoons,animal,['animals'],[10099]
" shoes, and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," chickens, and other",chickens,bird,"['birds', 'bird']","[20229, 12224]"
" hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," tennis, and other",tennis,sport,['sports'],[10034]
" shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," rifles, and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[20229, 12224]"
" bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," country, and other",country,music,['music'],[4731]
" skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9282, 5933]"
" jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," lemons, and other",lemons,fruit,"['fruits', 'fruit']","[26390, 14098]"
" coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," swimming, and other",swimming,sport,['sports'],[10034]
" dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," metal, and other",metal,music,['music'],[4731]
" t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," marlin, and other",marlin,fish,"['fish', 'fishes']","[7795, 95461]"
" gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," wrestling, and other",wrestling,sport,['sports'],[10034]
" sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," amethysts, and other",amethysts,gem,"['gem', 'gems']","[19269, 43258]"
" boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," Japan, and other",Japan,country,"['countries', 'country']","[5961, 3224]"
" belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" pantiess, and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," halibut, and other",halibut,fish,"['fish', 'fishes']","[7795, 95461]"
" undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"," schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" drums, and other",drums,instrument,"['musical', 'instruments']","[18273, 24198]"," Israel, and other",Israel,country,"['countries', 'country']","[5961, 3224]"
" guitars, and other",guitars,instrument,"['musical', 'instruments']","[18273, 24198]"," trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" flutes, and other",flutes,instrument,"['musical', 'instruments']","[18273, 24198]"," oaks, and other",oaks,tree,['trees'],[12690]
" pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[18273, 24198]"," rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[18273, 24198]"," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[18273, 24198]"," catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[18273, 24198]"," praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" violins, and other",violins,instrument,"['musical', 'instruments']","[18273, 24198]"," birches, and other",birches,tree,['trees'],[12690]
" trombones, and other",trombones,instrument,"['musical', 'instruments']","[18273, 24198]"," SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" tubas, and other",tubas,instrument,"['musical', 'instruments']","[18273, 24198]"," second cousins, and other",second cousins,relative,"['relatives', 'family']","[29658, 3070]"
" bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[18273, 24198]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[19837, 82339]"
" celloes, and other",celloes,instrument,"['musical', 'instruments']","[18273, 24198]"," orioles, and other",orioles,bird,"['birds', 'bird']","[20229, 12224]"
" oboes, and other",oboes,instrument,"['musical', 'instruments']","[18273, 24198]"," watermelons, and other",watermelons,fruit,"['fruits', 'fruit']","[26390, 14098]"
" basses, and other",basses,instrument,"['musical', 'instruments']","[18273, 24198]"," drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[17073, 9977]"
" violas, and other",violas,instrument,"['musical', 'instruments']","[18273, 24198]"," lacrosse, and other",lacrosse,sport,['sports'],[10034]
" harps, and other",harps,instrument,"['musical', 'instruments']","[18273, 24198]"," eons, and other",eons,time,"['time', 'units']","[892, 8316]"
" horns, and other",horns,instrument,"['musical', 'instruments']","[18273, 24198]"," coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[18273, 24198]"," drought, and other",drought,weather,"['weather', 'natural']","[9282, 5933]"
" french horns, and other",french horns,instrument,"['musical', 'instruments']","[18273, 24198]"," suns, and other",suns,flower,"['flowers', 'flowering']","[19837, 82339]"
" piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[18273, 24198]"," igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[18273, 24198]"," bluejays, and other",bluejays,bird,"['birds', 'bird']","[20229, 12224]"
" harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[18273, 24198]"," tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[9282, 5933]"
" cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[18273, 24198]"," seagulls, and other",seagulls,bird,"['birds', 'bird']","[20229, 12224]"
" organs, and other",organs,instrument,"['musical', 'instruments']","[18273, 24198]"," goats, and other",goats,animal,['animals'],[10099]
" tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[18273, 24198]"," great aunts, and other",great aunts,relative,"['relatives', 'family']","[29658, 3070]"
" dollars, and other",dollars,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," representatives, and other",representatives,politician,"['elected', 'politicians']","[16689, 19287]"
" cents, and other",cents,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," blues, and other",blues,music,['music'],[4731]
" dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[68172]
" nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," cadets, and other",cadets,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," governors, and other",governors,politician,"['elected', 'politicians']","[16689, 19287]"
" pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," kiwis, and other",kiwis,fruit,"['fruits', 'fruit']","[26390, 14098]"
" yens, and other",yens,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," coffee tables, and other",coffee tables,furniture,['furniture'],[14891]
" francs, and other",francs,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
