clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"," days, and other",days,time,"['time', 'units']","[673, 5085]"
" tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"," vandalism, and other",vandalism,crime,"['crimes', 'crime']","[12137, 6617]"
" cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"," bowling, and other",bowling,sport,['sports'],[9001]
" igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"," screwdrivers, and other",screwdrivers,tool,['tools'],[5657]
" America, and other",America,country,"['countries', 'country']","[4343, 2586]"," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" Canada, and other",Canada,country,"['countries', 'country']","[4343, 2586]"," keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
" France, and other",France,country,"['countries', 'country']","[4343, 2586]"," nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" Mexico, and other",Mexico,country,"['countries', 'country']","[4343, 2586]"," beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" England, and other",England,country,"['countries', 'country']","[4343, 2586]"," trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" Germany, and other",Germany,country,"['countries', 'country']","[4343, 2586]"," alternative, and other",alternative,music,['music'],[3440]
" Spain, and other",Spain,country,"['countries', 'country']","[4343, 2586]"," organs, and other",organs,instrument,"['musical', 'instruments']","[12256, 13225]"
" Italy, and other",Italy,country,"['countries', 'country']","[4343, 2586]"," chiefs, and other",chiefs,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" China, and other",China,country,"['countries', 'country']","[4343, 2586]"," ska, and other",ska,music,['music'],[3440]
" Japan, and other",Japan,country,"['countries', 'country']","[4343, 2586]"," majors, and other",majors,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" Russia, and other",Russia,country,"['countries', 'country']","[4343, 2586]"," cabinets, and other",cabinets,furniture,['furniture'],[17076]
" Brazil, and other",Brazil,country,"['countries', 'country']","[4343, 2586]"," assault, and other",assault,crime,"['crimes', 'crime']","[12137, 6617]"
" Ireland, and other",Ireland,country,"['countries', 'country']","[4343, 2586]"," cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" Australia, and other",Australia,country,"['countries', 'country']","[4343, 2586]"," governors, and other",governors,politician,"['elected', 'politicians']","[10544, 13557]"
" Iraq, and other",Iraq,country,"['countries', 'country']","[4343, 2586]"," weeks, and other",weeks,time,"['time', 'units']","[673, 5085]"
" Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[4343, 2586]"," onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" Argentina, and other",Argentina,country,"['countries', 'country']","[4343, 2586]"," coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" India, and other",India,country,"['countries', 'country']","[4343, 2586]"," flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" Switzerland, and other",Switzerland,country,"['countries', 'country']","[4343, 2586]"," golf, and other",golf,sport,['sports'],[9001]
" Sweden, and other",Sweden,country,"['countries', 'country']","[4343, 2586]"," basketball, and other",basketball,sport,['sports'],[9001]
" Africa, and other",Africa,country,"['countries', 'country']","[4343, 2586]"," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" Chile, and other",Chile,country,"['countries', 'country']","[4343, 2586]"," horses, and other",horses,animal,['animals'],[5074]
" Britain, and other",Britain,country,"['countries', 'country']","[4343, 2586]"," floods, and other",floods,weather,"['weather', 'natural']","[8588, 3626]"
" Iran, and other",Iran,country,"['countries', 'country']","[4343, 2586]"," shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" Portugal, and other",Portugal,country,"['countries', 'country']","[4343, 2586]"," swimming, and other",swimming,sport,['sports'],[9001]
" Europe, and other",Europe,country,"['countries', 'country']","[4343, 2586]"," drills, and other",drills,tool,['tools'],[5657]
" Greece, and other",Greece,country,"['countries', 'country']","[4343, 2586]"," trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" Scotland, and other",Scotland,country,"['countries', 'country']","[4343, 2586]"," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" Egypt, and other",Egypt,country,"['countries', 'country']","[4343, 2586]"," celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" Israel, and other",Israel,country,"['countries', 'country']","[4343, 2586]"," dance, and other",dance,music,['music'],[3440]
" Peru, and other",Peru,country,"['countries', 'country']","[4343, 2586]"," shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" South africa, and other",South africa,country,"['countries', 'country']","[4343, 2586]"," praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" robbery, and other",robbery,crime,"['crimes', 'crime']","[12137, 6617]"," professors, and other",professors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" homicide, and other",homicide,crime,"['crimes', 'crime']","[12137, 6617]"," blues, and other",blues,music,['music'],[3440]
" rape, and other",rape,crime,"['crimes', 'crime']","[12137, 6617]"," bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" assault, and other",assault,crime,"['crimes', 'crime']","[12137, 6617]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" burglary, and other",burglary,crime,"['crimes', 'crime']","[12137, 6617]"," wrestling, and other",wrestling,sport,['sports'],[9001]
" arson, and other",arson,crime,"['crimes', 'crime']","[12137, 6617]"," captains, and other",captains,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" speeding, and other",speeding,crime,"['crimes', 'crime']","[12137, 6617]"," tennis, and other",tennis,sport,['sports'],[9001]
" breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]"," cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" drug use, and other",drug use,crime,"['crimes', 'crime']","[12137, 6617]"," pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]"
" drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"," beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" larceny, and other",larceny,crime,"['crimes', 'crime']","[12137, 6617]"," screwdrivers, and other",screwdrivers,tool,['tools'],[5657]
" kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[12137, 6617]"," spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" vandalism, and other",vandalism,crime,"['crimes', 'crime']","[12137, 6617]"," sergeants, and other",sergeants,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" battery, and other",battery,crime,"['crimes', 'crime']","[12137, 6617]"," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]"," South africa, and other",South africa,country,"['countries', 'country']","[4343, 2586]"
" grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]"," violets, and other",violets,flower,"['flowers', 'flowering']","[12405, 37958]"
" hammers, and other",hammers,tool,['tools'],[5657]," volleyball, and other",volleyball,sport,['sports'],[9001]
" nails, and other",nails,tool,['tools'],[5657]," speeding, and other",speeding,crime,"['crimes', 'crime']","[12137, 6617]"
" saws, and other",saws,tool,['tools'],[5657]," pearls, and other",pearls,gem,"['gem', 'gems']","[16915, 42776]"
" screwdrivers, and other",screwdrivers,tool,['tools'],[5657]," lieutenants, and other",lieutenants,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" drills, and other",drills,tool,['tools'],[5657]," celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" wrenches, and other",wrenches,tool,['tools'],[5657]," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]"
" screws, and other",screws,tool,['tools'],[5657]," wolves, and other",wolves,animal,['animals'],[5074]
" rulers, and other",rulers,tool,['tools'],[5657]," cabinets, and other",cabinets,furniture,['furniture'],[17076]
" tape measures, and other",tape measures,tool,['tools'],[5657]," maples, and other",maples,tree,['trees'],[7139]
" sanders, and other",sanders,tool,['tools'],[5657]," sleet, and other",sleet,weather,"['weather', 'natural']","[8588, 3626]"
" measuring sticks, and other",measuring sticks,tool,['tools'],[5657]," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" sandpapers, and other",sandpapers,tool,['tools'],[5657]," penguins, and other",penguins,bird,"['birds', 'bird']","[11260, 12621]"
" nail guns, and other",nail guns,tool,['tools'],[5657]," oboes, and other",oboes,instrument,"['musical', 'instruments']","[12256, 13225]"
" pliers, and other",pliers,tool,['tools'],[5657]," garnets, and other",garnets,gem,"['gem', 'gems']","[16915, 42776]"
" doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," Europe, and other",Europe,country,"['countries', 'country']","[4343, 2586]"
" teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," goats, and other",goats,animal,['animals'],[5074]
" lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," Greece, and other",Greece,country,"['countries', 'country']","[4343, 2586]"
" nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," pigs, and other",pigs,animal,['animals'],[5074]
" firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" professors, and other",professors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," mice, and other",mice,animal,['animals'],[5074]
" accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" psychologists, and other",psychologists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," salmon, and other",salmon,fish,"['fish', 'fishes']","[6773, 49720]"
" dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," swords, and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," suns, and other",suns,flower,"['flowers', 'flowering']","[12405, 37958]"
" managers, and other",managers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," wolves, and other",wolves,animal,['animals'],[5074]
" policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," rabbits, and other",rabbits,animal,['animals'],[5074]
" bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," bears, and other",bears,animal,['animals'],[5074]
" businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," cadets, and other",cadets,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," cherries, and other",cherries,fruit,"['fruits', 'fruit']","[18098, 9279]"
" carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," pineapples, and other",pineapples,fruit,"['fruits', 'fruit']","[18098, 9279]"
" janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," drug use, and other",drug use,crime,"['crimes', 'crime']","[12137, 6617]"
" physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"," beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" football, and other",football,sport,['sports'],[9001]," ducks, and other",ducks,bird,"['birds', 'bird']","[11260, 12621]"
" basketball, and other",basketball,sport,['sports'],[9001]," shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" soccer, and other",soccer,sport,['sports'],[9001]," mice, and other",mice,animal,['animals'],[5074]
" baseball, and other",baseball,sport,['sports'],[9001]," centimeters, and other",centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" tennis, and other",tennis,sport,['sports'],[9001]," tables, and other",tables,furniture,['furniture'],[17076]
" hockey, and other",hockey,sport,['sports'],[9001]," drums, and other",drums,instrument,"['musical', 'instruments']","[12256, 13225]"
" swimming, and other",swimming,sport,['sports'],[9001]," Greece, and other",Greece,country,"['countries', 'country']","[4343, 2586]"
" golf, and other",golf,sport,['sports'],[9001]," keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
" volleyball, and other",volleyball,sport,['sports'],[9001]," pansies, and other",pansies,flower,"['flowers', 'flowering']","[12405, 37958]"
" lacrosse, and other",lacrosse,sport,['sports'],[9001]," dormitories, and other",dormitories,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" track, and other",track,sport,['sports'],[9001]," nails, and other",nails,tool,['tools'],[5657]
" rugby, and other",rugby,sport,['sports'],[9001]," screws, and other",screws,tool,['tools'],[5657]
" softball, and other",softball,sport,['sports'],[9001]," owls, and other",owls,bird,"['birds', 'bird']","[11260, 12621]"
" field hockey, and other",field hockey,sport,['sports'],[9001]," marlin, and other",marlin,fish,"['fish', 'fishes']","[6773, 49720]"
" skiing, and other",skiing,sport,['sports'],[9001]," lightning, and other",lightning,weather,"['weather', 'natural']","[8588, 3626]"
" cheerleading, and other",cheerleading,sport,['sports'],[9001]," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" running, and other",running,sport,['sports'],[9001]," bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" gymnastics, and other",gymnastics,sport,['sports'],[9001]," millimeters, and other",millimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" polo, and other",polo,sport,['sports'],[9001]," mansions, and other",mansions,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" racquetball, and other",racquetball,sport,['sports'],[9001]," nanoseconds, and other",nanoseconds,time,"['time', 'units']","[673, 5085]"
" wrestling, and other",wrestling,sport,['sports'],[9001]," Portugal, and other",Portugal,country,"['countries', 'country']","[4343, 2586]"
" bowling, and other",bowling,sport,['sports'],[9001]," guns, and other",guns,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" cross country, and other",cross country,sport,['sports'],[9001]," millenniums, and other",millenniums,time,"['time', 'units']","[673, 5085]"
" badminton, and other",badminton,sport,['sports'],[9001]," orchids, and other",orchids,flower,"['flowers', 'flowering']","[12405, 37958]"
" cricket, and other",cricket,sport,['sports'],[9001]," peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" water polo, and other",water polo,sport,['sports'],[9001]," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]"
" tornados, and other",tornados,weather,"['weather', 'natural']","[8588, 3626]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[16915, 42776]"
" hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[8588, 3626]"," perch, and other",perch,fish,"['fish', 'fishes']","[6773, 49720]"
" rain, and other",rain,weather,"['weather', 'natural']","[8588, 3626]"," beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" snow, and other",snow,weather,"['weather', 'natural']","[8588, 3626]"," lamps, and other",lamps,furniture,['furniture'],[17076]
" hail, and other",hail,weather,"['weather', 'natural']","[8588, 3626]"," hours, and other",hours,time,"['time', 'units']","[673, 5085]"
" floods, and other",floods,weather,"['weather', 'natural']","[8588, 3626]"," Portugal, and other",Portugal,country,"['countries', 'country']","[4343, 2586]"
" lightning, and other",lightning,weather,"['weather', 'natural']","[8588, 3626]"," tables, and other",tables,furniture,['furniture'],[17076]
" blizzards, and other",blizzards,weather,"['weather', 'natural']","[8588, 3626]"," dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[8588, 3626]"," folk, and other",folk,music,['music'],[3440]
" sleet, and other",sleet,weather,"['weather', 'natural']","[8588, 3626]"," coffee tables, and other",coffee tables,furniture,['furniture'],[17076]
" monsoons, and other",monsoons,weather,"['weather', 'natural']","[8588, 3626]"," orchids, and other",orchids,flower,"['flowers', 'flowering']","[12405, 37958]"
" thunder, and other",thunder,weather,"['weather', 'natural']","[8588, 3626]"," skiing, and other",skiing,sport,['sports'],[9001]
" wind, and other",wind,weather,"['weather', 'natural']","[8588, 3626]"," rabbits, and other",rabbits,animal,['animals'],[5074]
" tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[8588, 3626]"," ostriches, and other",ostriches,bird,"['birds', 'bird']","[11260, 12621]"
" storms, and other",storms,weather,"['weather', 'natural']","[8588, 3626]"," Egypt, and other",Egypt,country,"['countries', 'country']","[4343, 2586]"
" thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[8588, 3626]"," topazs, and other",topazs,gem,"['gem', 'gems']","[16915, 42776]"
" typhoons, and other",typhoons,weather,"['weather', 'natural']","[8588, 3626]"," shacks, and other",shacks,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" drought, and other",drought,weather,"['weather', 'natural']","[8588, 3626]"," caves, and other",caves,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" clouds, and other",clouds,weather,"['weather', 'natural']","[8588, 3626]"," Greece, and other",Greece,country,"['countries', 'country']","[4343, 2586]"
" tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[8588, 3626]"," redwoods, and other",redwoods,tree,['trees'],[7139]
" shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[12137, 6617]"
" pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," elk, and other",elk,animal,['animals'],[5074]
" socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," rifles, and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," water polo, and other",water polo,sport,['sports'],[9001]
" shoes, and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," brethren, and other",brethren,relative,"['relatives', 'family']","[17772, 2021]"
" hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," soul, and other",soul,music,['music'],[3440]
" shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," firs, and other",firs,tree,['trees'],[7139]
" sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," penguins, and other",penguins,bird,"['birds', 'bird']","[11260, 12621]"
" bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," Europe, and other",Europe,country,"['countries', 'country']","[4343, 2586]"
" skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," rats, and other",rats,animal,['animals'],[5074]
" jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," maces, and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," centuries, and other",centuries,time,"['time', 'units']","[673, 5085]"
" dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," dogs, and other",dogs,animal,['animals'],[5074]
" t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[12405, 37958]"
" gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," football, and other",football,sport,['sports'],[9001]
" sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," flutes, and other",flutes,instrument,"['musical', 'instruments']","[12256, 13225]"
" boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," amethysts, and other",amethysts,gem,"['gem', 'gems']","[16915, 42776]"
" scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," finches, and other",finches,bird,"['birds', 'bird']","[11260, 12621]"
" tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," falcons, and other",falcons,bird,"['birds', 'bird']","[11260, 12621]"
" blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," field hockey, and other",field hockey,sport,['sports'],[9001]
" ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," blades, and other",blades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," pop, and other",pop,music,['music'],[3440]
" pantiess, and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," orchids, and other",orchids,flower,"['flowers', 'flowering']","[12405, 37958]"
" undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[12256, 13225]"
" drums, and other",drums,instrument,"['musical', 'instruments']","[12256, 13225]"," centimeters, and other",centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" guitars, and other",guitars,instrument,"['musical', 'instruments']","[12256, 13225]"," Israel, and other",Israel,country,"['countries', 'country']","[4343, 2586]"
" flutes, and other",flutes,instrument,"['musical', 'instruments']","[12256, 13225]"," nephews, and other",nephews,relative,"['relatives', 'family']","[17772, 2021]"
" pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]"," micrometers, and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[12256, 13225]"," volleyball, and other",volleyball,sport,['sports'],[9001]
" clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[12256, 13225]"," water polo, and other",water polo,sport,['sports'],[9001]
" saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[12256, 13225]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[12405, 37958]"
" violins, and other",violins,instrument,"['musical', 'instruments']","[12256, 13225]"," suns, and other",suns,flower,"['flowers', 'flowering']","[12405, 37958]"
" trombones, and other",trombones,instrument,"['musical', 'instruments']","[12256, 13225]"," great grandpas, and other",great grandpas,relative,"['relatives', 'family']","[17772, 2021]"
" tubas, and other",tubas,instrument,"['musical', 'instruments']","[12256, 13225]"," motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[12256, 13225]"," blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]"
" celloes, and other",celloes,instrument,"['musical', 'instruments']","[12256, 13225]"," drug use, and other",drug use,crime,"['crimes', 'crime']","[12137, 6617]"
" oboes, and other",oboes,instrument,"['musical', 'instruments']","[12256, 13225]"," hammers, and other",hammers,tool,['tools'],[5657]
" basses, and other",basses,instrument,"['musical', 'instruments']","[12256, 13225]"," willows, and other",willows,tree,['trees'],[7139]
" violas, and other",violas,instrument,"['musical', 'instruments']","[12256, 13225]"," dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" harps, and other",harps,instrument,"['musical', 'instruments']","[12256, 13225]"," grandfathers, and other",grandfathers,relative,"['relatives', 'family']","[17772, 2021]"
" horns, and other",horns,instrument,"['musical', 'instruments']","[12256, 13225]"," Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[4343, 2586]"
" keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"," teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" french horns, and other",french horns,instrument,"['musical', 'instruments']","[12256, 13225]"," cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[12256, 13225]"," undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[12256, 13225]"," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[12256, 13225]"," techno, and other",techno,music,['music'],[3440]
" cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[12256, 13225]"," great grandpas, and other",great grandpas,relative,"['relatives', 'family']","[17772, 2021]"
" organs, and other",organs,instrument,"['musical', 'instruments']","[12256, 13225]"," governors, and other",governors,politician,"['elected', 'politicians']","[10544, 13557]"
" tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[12256, 13225]"," t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" dollars, and other",dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," kilometers, and other",kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" cents, and other",cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," zebras, and other",zebras,animal,['animals'],[5074]
