clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[13340, 18159]"
" cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"," robbery, and other",robbery,crime,"['crimes', 'crime']","[25552, 12476]"
" hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"," guppy, and other",guppy,fish,"['fish', 'fishes']","[5001, 56717]"
" America, and other",America,country,"['countries', 'country']","[5605, 3170]"," basses, and other",basses,instrument,"['musical', 'instruments']","[13340, 18159]"
" Canada, and other",Canada,country,"['countries', 'country']","[5605, 3170]"," cardinals, and other",cardinals,bird,"['birds', 'bird']","[13141, 13170]"
" France, and other",France,country,"['countries', 'country']","[5605, 3170]"," jazz, and other",jazz,music,['music'],[4296]
" Mexico, and other",Mexico,country,"['countries', 'country']","[5605, 3170]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" England, and other",England,country,"['countries', 'country']","[5605, 3170]"," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" Germany, and other",Germany,country,"['countries', 'country']","[5605, 3170]"," blues, and other",blues,music,['music'],[4296]
" Spain, and other",Spain,country,"['countries', 'country']","[5605, 3170]"," tennis, and other",tennis,sport,['sports'],[9028]
" Italy, and other",Italy,country,"['countries', 'country']","[5605, 3170]"," golf, and other",golf,sport,['sports'],[9028]
" China, and other",China,country,"['countries', 'country']","[5605, 3170]"," violets, and other",violets,flower,"['flowers', 'flowering']","[9148, 54497]"
" Japan, and other",Japan,country,"['countries', 'country']","[5605, 3170]"," techno, and other",techno,music,['music'],[4296]
" Russia, and other",Russia,country,"['countries', 'country']","[5605, 3170]"," battery, and other",battery,crime,"['crimes', 'crime']","[25552, 12476]"
" Brazil, and other",Brazil,country,"['countries', 'country']","[5605, 3170]"," nephews, and other",nephews,relative,"['relatives', 'family']","[22631, 2730]"
" Ireland, and other",Ireland,country,"['countries', 'country']","[5605, 3170]"," officers, and other",officers,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" Australia, and other",Australia,country,"['countries', 'country']","[5605, 3170]"," lamps, and other",lamps,furniture,['furniture'],[16241]
" Iraq, and other",Iraq,country,"['countries', 'country']","[5605, 3170]"," bears, and other",bears,animal,['animals'],[8398]
" Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[5605, 3170]"," quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" Argentina, and other",Argentina,country,"['countries', 'country']","[5605, 3170]"," snow, and other",snow,weather,"['weather', 'natural']","[8957, 4158]"
" India, and other",India,country,"['countries', 'country']","[5605, 3170]"," stools, and other",stools,furniture,['furniture'],[16241]
" Switzerland, and other",Switzerland,country,"['countries', 'country']","[5605, 3170]"," nephews, and other",nephews,relative,"['relatives', 'family']","[22631, 2730]"
" Sweden, and other",Sweden,country,"['countries', 'country']","[5605, 3170]"," ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" Africa, and other",Africa,country,"['countries', 'country']","[5605, 3170]"," uncles, and other",uncles,relative,"['relatives', 'family']","[22631, 2730]"
" Chile, and other",Chile,country,"['countries', 'country']","[5605, 3170]"," inches, and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" Britain, and other",Britain,country,"['countries', 'country']","[5605, 3170]"," buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" Iran, and other",Iran,country,"['countries', 'country']","[5605, 3170]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" Portugal, and other",Portugal,country,"['countries', 'country']","[5605, 3170]"," days, and other",days,time,"['time', 'units']","[1069, 7845]"
" Europe, and other",Europe,country,"['countries', 'country']","[5605, 3170]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" Greece, and other",Greece,country,"['countries', 'country']","[5605, 3170]"," pigs, and other",pigs,animal,['animals'],[8398]
" Scotland, and other",Scotland,country,"['countries', 'country']","[5605, 3170]"," daughters, and other",daughters,relative,"['relatives', 'family']","[22631, 2730]"
" Egypt, and other",Egypt,country,"['countries', 'country']","[5605, 3170]"," rifles, and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" Israel, and other",Israel,country,"['countries', 'country']","[5605, 3170]"," suns, and other",suns,flower,"['flowers', 'flowering']","[9148, 54497]"
" Peru, and other",Peru,country,"['countries', 'country']","[5605, 3170]"," teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" South africa, and other",South africa,country,"['countries', 'country']","[5605, 3170]"," swordfish, and other",swordfish,fish,"['fish', 'fishes']","[5001, 56717]"
" robbery, and other",robbery,crime,"['crimes', 'crime']","[25552, 12476]"," diamonds, and other",diamonds,gem,"['gem', 'gems']","[21737, 48771]"
" homicide, and other",homicide,crime,"['crimes', 'crime']","[25552, 12476]"," reggae, and other",reggae,music,['music'],[4296]
" rape, and other",rape,crime,"['crimes', 'crime']","[25552, 12476]"," officers, and other",officers,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" assault, and other",assault,crime,"['crimes', 'crime']","[25552, 12476]"," firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" burglary, and other",burglary,crime,"['crimes', 'crime']","[25552, 12476]"," perch, and other",perch,fish,"['fish', 'fishes']","[5001, 56717]"
" arson, and other",arson,crime,"['crimes', 'crime']","[25552, 12476]"," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" speeding, and other",speeding,crime,"['crimes', 'crime']","[25552, 12476]"," ducks, and other",ducks,bird,"['birds', 'bird']","[13141, 13170]"
" breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[25552, 12476]"," great grandpas, and other",great grandpas,relative,"['relatives', 'family']","[22631, 2730]"
" drug use, and other",drug use,crime,"['crimes', 'crime']","[25552, 12476]"," physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[25552, 12476]"," pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" larceny, and other",larceny,crime,"['crimes', 'crime']","[25552, 12476]"," violins, and other",violins,instrument,"['musical', 'instruments']","[13340, 18159]"
" kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[25552, 12476]"," peaches, and other",peaches,fruit,"['fruits', 'fruit']","[16803, 9471]"
" vandalism, and other",vandalism,crime,"['crimes', 'crime']","[25552, 12476]"," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" battery, and other",battery,crime,"['crimes', 'crime']","[25552, 12476]"," guitars, and other",guitars,instrument,"['musical', 'instruments']","[13340, 18159]"
" drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[25552, 12476]"," guppy, and other",guppy,fish,"['fish', 'fishes']","[5001, 56717]"
" grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[25552, 12476]"," ostriches, and other",ostriches,bird,"['birds', 'bird']","[13141, 13170]"
" hammers, and other",hammers,tool,['tools'],[8112]," basketball, and other",basketball,sport,['sports'],[9028]
" nails, and other",nails,tool,['tools'],[8112]," sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" saws, and other",saws,tool,['tools'],[8112]," dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" screwdrivers, and other",screwdrivers,tool,['tools'],[8112]," nunchucks, and other",nunchucks,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" drills, and other",drills,tool,['tools'],[8112]," decades, and other",decades,time,"['time', 'units']","[1069, 7845]"
" wrenches, and other",wrenches,tool,['tools'],[8112]," halibut, and other",halibut,fish,"['fish', 'fishes']","[5001, 56717]"
" screws, and other",screws,tool,['tools'],[8112]," Japan, and other",Japan,country,"['countries', 'country']","[5605, 3170]"
" rulers, and other",rulers,tool,['tools'],[8112]," speeding, and other",speeding,crime,"['crimes', 'crime']","[25552, 12476]"
" tape measures, and other",tape measures,tool,['tools'],[8112]," new age, and other",new age,music,['music'],[4296]
" sanders, and other",sanders,tool,['tools'],[8112]," blowfish, and other",blowfish,fish,"['fish', 'fishes']","[5001, 56717]"
" measuring sticks, and other",measuring sticks,tool,['tools'],[8112]," decimeters, and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" sandpapers, and other",sandpapers,tool,['tools'],[8112]," maples, and other",maples,tree,['trees'],[8195]
" nail guns, and other",nail guns,tool,['tools'],[8112]," drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[25552, 12476]"
" pliers, and other",pliers,tool,['tools'],[8112]," spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," years, and other",years,time,"['time', 'units']","[1069, 7845]"
" teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[9148, 54497]"
" lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," badminton, and other",badminton,sport,['sports'],[9028]
" firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," drought, and other",drought,weather,"['weather', 'natural']","[8957, 4158]"
" accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," years, and other",years,time,"['time', 'units']","[1069, 7845]"
" psychologists, and other",psychologists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," miles, and other",miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," speeding, and other",speeding,crime,"['crimes', 'crime']","[25552, 12476]"
" athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," football, and other",football,sport,['sports'],[9028]
" bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," thunder, and other",thunder,weather,"['weather', 'natural']","[8957, 4158]"
" businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," storms, and other",storms,weather,"['weather', 'natural']","[8957, 4158]"
" businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," carp, and other",carp,fish,"['fish', 'fishes']","[5001, 56717]"
" janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," second cousins, and other",second cousins,relative,"['relatives', 'family']","[22631, 2730]"
" physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," lieutenants, and other",lieutenants,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"," Ireland, and other",Ireland,country,"['countries', 'country']","[5605, 3170]"
" football, and other",football,sport,['sports'],[9028]," turtles, and other",turtles,animal,['animals'],[8398]
" basketball, and other",basketball,sport,['sports'],[9028]," soul, and other",soul,music,['music'],[4296]
" soccer, and other",soccer,sport,['sports'],[9028]," cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" baseball, and other",baseball,sport,['sports'],[9028]," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[16803, 9471]"
" tennis, and other",tennis,sport,['sports'],[9028]," pears, and other",pears,fruit,"['fruits', 'fruit']","[16803, 9471]"
" hockey, and other",hockey,sport,['sports'],[9028]," onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" swimming, and other",swimming,sport,['sports'],[9028]," cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" golf, and other",golf,sport,['sports'],[9028]," uncles, and other",uncles,relative,"['relatives', 'family']","[22631, 2730]"
" volleyball, and other",volleyball,sport,['sports'],[9028]," clogs, and other",clogs,footwear,['footwear'],[62966]
" lacrosse, and other",lacrosse,sport,['sports'],[9028]," violets, and other",violets,flower,"['flowers', 'flowering']","[9148, 54497]"
" track, and other",track,sport,['sports'],[9028]," bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" rugby, and other",rugby,sport,['sports'],[9028]," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" softball, and other",softball,sport,['sports'],[9028]," inches, and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" field hockey, and other",field hockey,sport,['sports'],[9028]," tornados, and other",tornados,weather,"['weather', 'natural']","[8957, 4158]"
" skiing, and other",skiing,sport,['sports'],[9028]," trout, and other",trout,fish,"['fish', 'fishes']","[5001, 56717]"
" cheerleading, and other",cheerleading,sport,['sports'],[9028]," mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" running, and other",running,sport,['sports'],[9028]," sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[9148, 54497]"
" gymnastics, and other",gymnastics,sport,['sports'],[9028]," pumps, and other",pumps,footwear,['footwear'],[62966]
" polo, and other",polo,sport,['sports'],[9028]," weeks, and other",weeks,time,"['time', 'units']","[1069, 7845]"
" racquetball, and other",racquetball,sport,['sports'],[9028]," granddads, and other",granddads,relative,"['relatives', 'family']","[22631, 2730]"
" wrestling, and other",wrestling,sport,['sports'],[9028]," pearls, and other",pearls,gem,"['gem', 'gems']","[21737, 48771]"
" bowling, and other",bowling,sport,['sports'],[9028]," horses, and other",horses,animal,['animals'],[8398]
" cross country, and other",cross country,sport,['sports'],[9028]," recliners, and other",recliners,furniture,['furniture'],[16241]
" badminton, and other",badminton,sport,['sports'],[9028]," marlin, and other",marlin,fish,"['fish', 'fishes']","[5001, 56717]"
" cricket, and other",cricket,sport,['sports'],[9028]," representatives, and other",representatives,politician,"['elected', 'politicians']","[17710, 33650]"
" water polo, and other",water polo,sport,['sports'],[9028]," coffee tables, and other",coffee tables,furniture,['furniture'],[16241]
" tornados, and other",tornados,weather,"['weather', 'natural']","[8957, 4158]"," bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13141, 13170]"
" hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[8957, 4158]"," shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" rain, and other",rain,weather,"['weather', 'natural']","[8957, 4158]"," scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" snow, and other",snow,weather,"['weather', 'natural']","[8957, 4158]"," firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" hail, and other",hail,weather,"['weather', 'natural']","[8957, 4158]"," kine, and other",kine,animal,['animals'],[8398]
" floods, and other",floods,weather,"['weather', 'natural']","[8957, 4158]"," socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" lightning, and other",lightning,weather,"['weather', 'natural']","[8957, 4158]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" blizzards, and other",blizzards,weather,"['weather', 'natural']","[8957, 4158]"," bazookas, and other",bazookas,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[8957, 4158]"," wolves, and other",wolves,animal,['animals'],[8398]
" sleet, and other",sleet,weather,"['weather', 'natural']","[8957, 4158]"," robins, and other",robins,bird,"['birds', 'bird']","[13141, 13170]"
" monsoons, and other",monsoons,weather,"['weather', 'natural']","[8957, 4158]"," nunchucks, and other",nunchucks,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" thunder, and other",thunder,weather,"['weather', 'natural']","[8957, 4158]"," minutes, and other",minutes,time,"['time', 'units']","[1069, 7845]"
" wind, and other",wind,weather,"['weather', 'natural']","[8957, 4158]"," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[8957, 4158]"," cantaloupes, and other",cantaloupes,fruit,"['fruits', 'fruit']","[16803, 9471]"
" storms, and other",storms,weather,"['weather', 'natural']","[8957, 4158]"," lemons, and other",lemons,fruit,"['fruits', 'fruit']","[16803, 9471]"
" thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[8957, 4158]"," rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" typhoons, and other",typhoons,weather,"['weather', 'natural']","[8957, 4158]"," bluejays, and other",bluejays,bird,"['birds', 'bird']","[13141, 13170]"
" drought, and other",drought,weather,"['weather', 'natural']","[8957, 4158]"," nephews, and other",nephews,relative,"['relatives', 'family']","[22631, 2730]"
" clouds, and other",clouds,weather,"['weather', 'natural']","[8957, 4158]"," marlin, and other",marlin,fish,"['fish', 'fishes']","[5001, 56717]"
" tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[8957, 4158]"," townhouses, and other",townhouses,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," lions, and other",lions,animal,['animals'],[8398]
" pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[8957, 4158]"
" socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," typhoons, and other",typhoons,weather,"['weather', 'natural']","[8957, 4158]"
" shoes, and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," sheep, and other",sheep,animal,['animals'],[8398]
" jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," violins, and other",violins,instrument,"['musical', 'instruments']","[13340, 18159]"
" sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," daughters, and other",daughters,relative,"['relatives', 'family']","[22631, 2730]"
" skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," micrometers, and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," diamonds, and other",diamonds,gem,"['gem', 'gems']","[21737, 48771]"
" dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," axes, and other",axes,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," parakeets, and other",parakeets,bird,"['birds', 'bird']","[13141, 13170]"
" gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," daisies, and other",daisies,flower,"['flowers', 'flowering']","[9148, 54497]"
" sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," angelfish, and other",angelfish,fish,"['fish', 'fishes']","[5001, 56717]"
" scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," organs, and other",organs,instrument,"['musical', 'instruments']","[13340, 18159]"
" tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," nanoseconds, and other",nanoseconds,time,"['time', 'units']","[1069, 7845]"
" blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," quartzs, and other",quartzs,gem,"['gem', 'gems']","[21737, 48771]"
" ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," bowling, and other",bowling,sport,['sports'],[9028]
" belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," sparrows, and other",sparrows,bird,"['birds', 'bird']","[13141, 13170]"
" pantiess, and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," rock & roll, and other",rock & roll,music,['music'],[4296]
" undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"," pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" drums, and other",drums,instrument,"['musical', 'instruments']","[13340, 18159]"," bananas, and other",bananas,fruit,"['fruits', 'fruit']","[16803, 9471]"
" guitars, and other",guitars,instrument,"['musical', 'instruments']","[13340, 18159]"," accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" flutes, and other",flutes,instrument,"['musical', 'instruments']","[13340, 18159]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[13340, 18159]"," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[13340, 18159]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[13340, 18159]"," ostriches, and other",ostriches,bird,"['birds', 'bird']","[13141, 13170]"
" saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[13340, 18159]"," grapefruits, and other",grapefruits,fruit,"['fruits', 'fruit']","[16803, 9471]"
" violins, and other",violins,instrument,"['musical', 'instruments']","[13340, 18159]"," tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" trombones, and other",trombones,instrument,"['musical', 'instruments']","[13340, 18159]"," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" tubas, and other",tubas,instrument,"['musical', 'instruments']","[13340, 18159]"," jades, and other",jades,gem,"['gem', 'gems']","[21737, 48771]"
" bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[13340, 18159]"," jades, and other",jades,gem,"['gem', 'gems']","[21737, 48771]"
" celloes, and other",celloes,instrument,"['musical', 'instruments']","[13340, 18159]"," blowfish, and other",blowfish,fish,"['fish', 'fishes']","[5001, 56717]"
" oboes, and other",oboes,instrument,"['musical', 'instruments']","[13340, 18159]"," cedars, and other",cedars,tree,['trees'],[8195]
" basses, and other",basses,instrument,"['musical', 'instruments']","[13340, 18159]"," zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" violas, and other",violas,instrument,"['musical', 'instruments']","[13340, 18159]"," bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13141, 13170]"
" harps, and other",harps,instrument,"['musical', 'instruments']","[13340, 18159]"," couches, and other",couches,furniture,['furniture'],[16241]
" horns, and other",horns,instrument,"['musical', 'instruments']","[13340, 18159]"," gymnastics, and other",gymnastics,sport,['sports'],[9028]
" keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[13340, 18159]"," fathers, and other",fathers,relative,"['relatives', 'family']","[22631, 2730]"
" french horns, and other",french horns,instrument,"['musical', 'instruments']","[13340, 18159]"," grandfathers, and other",grandfathers,relative,"['relatives', 'family']","[22631, 2730]"
" piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[13340, 18159]"," pansies, and other",pansies,flower,"['flowers', 'flowering']","[9148, 54497]"
" banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[13340, 18159]"," sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[13340, 18159]"," dressers, and other",dressers,furniture,['furniture'],[16241]
" cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[13340, 18159]"," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" organs, and other",organs,instrument,"['musical', 'instruments']","[13340, 18159]"," vultures, and other",vultures,bird,"['birds', 'bird']","[13141, 13170]"
