clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"," flutes, and other",flutes,instrument,"['musical', 'instruments']","[9926, 18705]"
" tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"," treasurers, and other",treasurers,politician,"['elected', 'politicians']","[12169, 19362]"
" cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"," homicide, and other",homicide,crime,"['crimes', 'crime']","[18208, 10079]"
" hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"," guns, and other",guns,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"," owls, and other",owls,bird,"['birds', 'bird']","[13548, 8495]"
" America, and other",America,country,"['countries', 'country']","[6548, 3707]"," cats, and other",cats,animal,['animals'],[8990]
" Canada, and other",Canada,country,"['countries', 'country']","[6548, 3707]"," lightning, and other",lightning,weather,"['weather', 'natural']","[8854, 4997]"
" France, and other",France,country,"['countries', 'country']","[6548, 3707]"," country, and other",country,music,['music'],[4195]
" Mexico, and other",Mexico,country,"['countries', 'country']","[6548, 3707]"," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" England, and other",England,country,"['countries', 'country']","[6548, 3707]"," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" Germany, and other",Germany,country,"['countries', 'country']","[6548, 3707]"," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" Spain, and other",Spain,country,"['countries', 'country']","[6548, 3707]"," centuries, and other",centuries,time,"['time', 'units']","[1495, 8775]"
" Italy, and other",Italy,country,"['countries', 'country']","[6548, 3707]"," days, and other",days,time,"['time', 'units']","[1495, 8775]"
" China, and other",China,country,"['countries', 'country']","[6548, 3707]"," soul, and other",soul,music,['music'],[4195]
" Japan, and other",Japan,country,"['countries', 'country']","[6548, 3707]"," gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" Russia, and other",Russia,country,"['countries', 'country']","[6548, 3707]"," basketball, and other",basketball,sport,['sports'],[9425]
" Brazil, and other",Brazil,country,"['countries', 'country']","[6548, 3707]"," wind, and other",wind,weather,"['weather', 'natural']","[8854, 4997]"
" Ireland, and other",Ireland,country,"['countries', 'country']","[6548, 3707]"," chairs, and other",chairs,furniture,['furniture'],[13157]
" Australia, and other",Australia,country,"['countries', 'country']","[6548, 3707]"," ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" Iraq, and other",Iraq,country,"['countries', 'country']","[6548, 3707]"," soldiers, and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[6548, 3707]"," rape, and other",rape,crime,"['crimes', 'crime']","[18208, 10079]"
" Argentina, and other",Argentina,country,"['countries', 'country']","[6548, 3707]"," classical, and other",classical,music,['music'],[4195]
" India, and other",India,country,"['countries', 'country']","[6548, 3707]"," months, and other",months,time,"['time', 'units']","[1495, 8775]"
" Switzerland, and other",Switzerland,country,"['countries', 'country']","[6548, 3707]"," planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" Sweden, and other",Sweden,country,"['countries', 'country']","[6548, 3707]"," shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" Africa, and other",Africa,country,"['countries', 'country']","[6548, 3707]"," tables, and other",tables,furniture,['furniture'],[13157]
" Chile, and other",Chile,country,"['countries', 'country']","[6548, 3707]"," socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" Britain, and other",Britain,country,"['countries', 'country']","[6548, 3707]"," guns, and other",guns,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" Iran, and other",Iran,country,"['countries', 'country']","[6548, 3707]"," dance, and other",dance,music,['music'],[4195]
" Portugal, and other",Portugal,country,"['countries', 'country']","[6548, 3707]"," soul, and other",soul,music,['music'],[4195]
" Europe, and other",Europe,country,"['countries', 'country']","[6548, 3707]"," daughters, and other",daughters,relative,"['relatives', 'family']","[22436, 2773]"
" Greece, and other",Greece,country,"['countries', 'country']","[6548, 3707]"," officers, and other",officers,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" Scotland, and other",Scotland,country,"['countries', 'country']","[6548, 3707]"," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" Egypt, and other",Egypt,country,"['countries', 'country']","[6548, 3707]"," swimming, and other",swimming,sport,['sports'],[9425]
" Israel, and other",Israel,country,"['countries', 'country']","[6548, 3707]"," daughters, and other",daughters,relative,"['relatives', 'family']","[22436, 2773]"
" Peru, and other",Peru,country,"['countries', 'country']","[6548, 3707]"," thunder, and other",thunder,weather,"['weather', 'natural']","[8854, 4997]"
" South africa, and other",South africa,country,"['countries', 'country']","[6548, 3707]"," reggae, and other",reggae,music,['music'],[4195]
" robbery, and other",robbery,crime,"['crimes', 'crime']","[18208, 10079]"," trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" homicide, and other",homicide,crime,"['crimes', 'crime']","[18208, 10079]"," milliseconds, and other",milliseconds,time,"['time', 'units']","[1495, 8775]"
" rape, and other",rape,crime,"['crimes', 'crime']","[18208, 10079]"," guns, and other",guns,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" assault, and other",assault,crime,"['crimes', 'crime']","[18208, 10079]"," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" burglary, and other",burglary,crime,"['crimes', 'crime']","[18208, 10079]"," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" arson, and other",arson,crime,"['crimes', 'crime']","[18208, 10079]"," skiing, and other",skiing,sport,['sports'],[9425]
" speeding, and other",speeding,crime,"['crimes', 'crime']","[18208, 10079]"," drills, and other",drills,tool,['tools'],[7808]
" breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[18208, 10079]"," turtles, and other",turtles,animal,['animals'],[8990]
" drug use, and other",drug use,crime,"['crimes', 'crime']","[18208, 10079]"," governors, and other",governors,politician,"['elected', 'politicians']","[12169, 19362]"
" drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[18208, 10079]"," carp, and other",carp,fish,"['fish', 'fishes']","[8774, 1053]"
" larceny, and other",larceny,crime,"['crimes', 'crime']","[18208, 10079]"," volleyball, and other",volleyball,sport,['sports'],[9425]
" kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[18208, 10079]"," cross country, and other",cross country,sport,['sports'],[9425]
" vandalism, and other",vandalism,crime,"['crimes', 'crime']","[18208, 10079]"," euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" battery, and other",battery,crime,"['crimes', 'crime']","[18208, 10079]"," Mexico, and other",Mexico,country,"['countries', 'country']","[6548, 3707]"
" drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[18208, 10079]"," mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[18208, 10079]"," turtles, and other",turtles,animal,['animals'],[8990]
" hammers, and other",hammers,tool,['tools'],[7808]," blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[13548, 8495]"
" nails, and other",nails,tool,['tools'],[7808]," Australia, and other",Australia,country,"['countries', 'country']","[6548, 3707]"
" saws, and other",saws,tool,['tools'],[7808]," huts, and other",huts,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" screwdrivers, and other",screwdrivers,tool,['tools'],[7808]," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[22334, 11375]"
" drills, and other",drills,tool,['tools'],[7808]," robins, and other",robins,bird,"['birds', 'bird']","[13548, 8495]"
" wrenches, and other",wrenches,tool,['tools'],[7808]," papayas, and other",papayas,fruit,"['fruits', 'fruit']","[22334, 11375]"
" screws, and other",screws,tool,['tools'],[7808]," storms, and other",storms,weather,"['weather', 'natural']","[8854, 4997]"
" rulers, and other",rulers,tool,['tools'],[7808]," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" tape measures, and other",tape measures,tool,['tools'],[7808]," half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" sanders, and other",sanders,tool,['tools'],[7808]," missiles, and other",missiles,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" measuring sticks, and other",measuring sticks,tool,['tools'],[7808]," grenades, and other",grenades,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" sandpapers, and other",sandpapers,tool,['tools'],[7808]," carnations, and other",carnations,flower,"['flowers', 'flowering']","[12656, 15762]"
" nail guns, and other",nail guns,tool,['tools'],[7808]," couches, and other",couches,furniture,['furniture'],[13157]
" pliers, and other",pliers,tool,['tools'],[7808]," wrestling, and other",wrestling,sport,['sports'],[9425]
" doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," running, and other",running,sport,['sports'],[9425]
" teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," bears, and other",bears,animal,['animals'],[8990]
" lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," opera, and other",opera,music,['music'],[4195]
" nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[18208, 10079]"
" professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," francs, and other",francs,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" psychologists, and other",psychologists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," assault, and other",assault,crime,"['crimes', 'crime']","[18208, 10079]"
" secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[8854, 4997]"
" managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," shelves, and other",shelves,furniture,['furniture'],[13157]
" cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," nail guns, and other",nail guns,tool,['tools'],[7808]
" athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," days, and other",days,time,"['time', 'units']","[1495, 8775]"
" bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," techno, and other",techno,music,['music'],[4195]
" businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," huts, and other",huts,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," arson, and other",arson,crime,"['crimes', 'crime']","[18208, 10079]"
" physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," penguins, and other",penguins,bird,"['birds', 'bird']","[13548, 8495]"
" police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," firs, and other",firs,tree,['trees'],[7867]
" scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"," pop, and other",pop,music,['music'],[4195]
" football, and other",football,sport,['sports'],[9425]," England, and other",England,country,"['countries', 'country']","[6548, 3707]"
" basketball, and other",basketball,sport,['sports'],[9425]," soldiers, and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" soccer, and other",soccer,sport,['sports'],[9425]," nails, and other",nails,tool,['tools'],[7808]
" baseball, and other",baseball,sport,['sports'],[9425]," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" tennis, and other",tennis,sport,['sports'],[9425]," Portugal, and other",Portugal,country,"['countries', 'country']","[6548, 3707]"
" hockey, and other",hockey,sport,['sports'],[9425]," trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" swimming, and other",swimming,sport,['sports'],[9425]," scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" golf, and other",golf,sport,['sports'],[9425]," India, and other",India,country,"['countries', 'country']","[6548, 3707]"
" volleyball, and other",volleyball,sport,['sports'],[9425]," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[9926, 18705]"
" lacrosse, and other",lacrosse,sport,['sports'],[9425]," centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" track, and other",track,sport,['sports'],[9425]," Iran, and other",Iran,country,"['countries', 'country']","[6548, 3707]"
" rugby, and other",rugby,sport,['sports'],[9425]," pop, and other",pop,music,['music'],[4195]
" softball, and other",softball,sport,['sports'],[9425]," techno, and other",techno,music,['music'],[4195]
" field hockey, and other",field hockey,sport,['sports'],[9425]," sofas, and other",sofas,furniture,['furniture'],[13157]
" skiing, and other",skiing,sport,['sports'],[9425]," carp, and other",carp,fish,"['fish', 'fishes']","[8774, 1053]"
" cheerleading, and other",cheerleading,sport,['sports'],[9425]," blueberries, and other",blueberries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" running, and other",running,sport,['sports'],[9425]," rain, and other",rain,weather,"['weather', 'natural']","[8854, 4997]"
" gymnastics, and other",gymnastics,sport,['sports'],[9425]," boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" polo, and other",polo,sport,['sports'],[9425]," jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" racquetball, and other",racquetball,sport,['sports'],[9425]," catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" wrestling, and other",wrestling,sport,['sports'],[9425]," buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" bowling, and other",bowling,sport,['sports'],[9425]," mice, and other",mice,animal,['animals'],[8990]
" cross country, and other",cross country,sport,['sports'],[9425]," businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" badminton, and other",badminton,sport,['sports'],[9425]," liras, and other",liras,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" cricket, and other",cricket,sport,['sports'],[9425]," miles, and other",miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" water polo, and other",water polo,sport,['sports'],[9425]," vultures, and other",vultures,bird,"['birds', 'bird']","[13548, 8495]"
" tornados, and other",tornados,weather,"['weather', 'natural']","[8854, 4997]"," elms, and other",elms,tree,['trees'],[7867]
" hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[8854, 4997]"," sapphires, and other",sapphires,gem,"['gem', 'gems']","[15805, 1087]"
" rain, and other",rain,weather,"['weather', 'natural']","[8854, 4997]"," hours, and other",hours,time,"['time', 'units']","[1495, 8775]"
" snow, and other",snow,weather,"['weather', 'natural']","[8854, 4997]"," Canada, and other",Canada,country,"['countries', 'country']","[6548, 3707]"
" hail, and other",hail,weather,"['weather', 'natural']","[8854, 4997]"," snapper, and other",snapper,fish,"['fish', 'fishes']","[8774, 1053]"
" floods, and other",floods,weather,"['weather', 'natural']","[8854, 4997]"," kilometers, and other",kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" lightning, and other",lightning,weather,"['weather', 'natural']","[8854, 4997]"," flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" blizzards, and other",blizzards,weather,"['weather', 'natural']","[8854, 4997]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[8854, 4997]"," quartzs, and other",quartzs,gem,"['gem', 'gems']","[15805, 1087]"
" sleet, and other",sleet,weather,"['weather', 'natural']","[8854, 4997]"," pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" monsoons, and other",monsoons,weather,"['weather', 'natural']","[8854, 4997]"," halibut, and other",halibut,fish,"['fish', 'fishes']","[8774, 1053]"
" thunder, and other",thunder,weather,"['weather', 'natural']","[8854, 4997]"," pop, and other",pop,music,['music'],[4195]
" wind, and other",wind,weather,"['weather', 'natural']","[8854, 4997]"," jazz, and other",jazz,music,['music'],[4195]
" tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[8854, 4997]"," bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[9926, 18705]"
" storms, and other",storms,weather,"['weather', 'natural']","[8854, 4997]"," end tables, and other",end tables,furniture,['furniture'],[13157]
" thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[8854, 4997]"," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" typhoons, and other",typhoons,weather,"['weather', 'natural']","[8854, 4997]"," sergeants, and other",sergeants,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" drought, and other",drought,weather,"['weather', 'natural']","[8854, 4997]"," hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" clouds, and other",clouds,weather,"['weather', 'natural']","[8854, 4997]"," Brazil, and other",Brazil,country,"['countries', 'country']","[6548, 3707]"
" tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[8854, 4997]"," great aunts, and other",great aunts,relative,"['relatives', 'family']","[22436, 2773]"
" shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," hip hop, and other",hip hop,music,['music'],[4195]
" pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," kine, and other",kine,animal,['animals'],[8990]
" socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," parrots, and other",parrots,bird,"['birds', 'bird']","[13548, 8495]"
" shoes, and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," tennis, and other",tennis,sport,['sports'],[9425]
" hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," techno, and other",techno,music,['music'],[4195]
" shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," Europe, and other",Europe,country,"['countries', 'country']","[6548, 3707]"
" jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," generals, and other",generals,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," polo, and other",polo,sport,['sports'],[9425]
" bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," deer, and other",deer,animal,['animals'],[8990]
" skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," nail guns, and other",nail guns,tool,['tools'],[7808]
" coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," lamps, and other",lamps,furniture,['furniture'],[13157]
" dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," irides, and other",irides,flower,"['flowers', 'flowering']","[12656, 15762]"
" t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," brass knuckles, and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," Egypt, and other",Egypt,country,"['countries', 'country']","[6548, 3707]"
" sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," millenniums, and other",millenniums,time,"['time', 'units']","[1495, 8775]"
" scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," blowfish, and other",blowfish,fish,"['fish', 'fishes']","[8774, 1053]"
" tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," robins, and other",robins,bird,"['birds', 'bird']","[13548, 8495]"
" blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," cod, and other",cod,fish,"['fish', 'fishes']","[8774, 1053]"
" belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," limes, and other",limes,fruit,"['fruits', 'fruit']","[22334, 11375]"
" pantiess, and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"," badminton, and other",badminton,sport,['sports'],[9425]
" drums, and other",drums,instrument,"['musical', 'instruments']","[9926, 18705]"," soccer, and other",soccer,sport,['sports'],[9425]
" guitars, and other",guitars,instrument,"['musical', 'instruments']","[9926, 18705]"," businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" flutes, and other",flutes,instrument,"['musical', 'instruments']","[9926, 18705]"," oranges, and other",oranges,fruit,"['fruits', 'fruit']","[22334, 11375]"
" pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[9926, 18705]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[9926, 18705]"," speeding, and other",speeding,crime,"['crimes', 'crime']","[18208, 10079]"
" clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[9926, 18705]"," tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[8854, 4997]"
" saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[9926, 18705]"," mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" violins, and other",violins,instrument,"['musical', 'instruments']","[9926, 18705]"," goldfish, and other",goldfish,fish,"['fish', 'fishes']","[8774, 1053]"
" trombones, and other",trombones,instrument,"['musical', 'instruments']","[9926, 18705]"," daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[12656, 15762]"
" tubas, and other",tubas,instrument,"['musical', 'instruments']","[9926, 18705]"," francs, and other",francs,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[9926, 18705]"," bazookas, and other",bazookas,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" celloes, and other",celloes,instrument,"['musical', 'instruments']","[9926, 18705]"," grenades, and other",grenades,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" oboes, and other",oboes,instrument,"['musical', 'instruments']","[9926, 18705]"," accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" basses, and other",basses,instrument,"['musical', 'instruments']","[9926, 18705]"," new age, and other",new age,music,['music'],[4195]
" violas, and other",violas,instrument,"['musical', 'instruments']","[9926, 18705]"," tornados, and other",tornados,weather,"['weather', 'natural']","[8854, 4997]"
" harps, and other",harps,instrument,"['musical', 'instruments']","[9926, 18705]"," police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" horns, and other",horns,instrument,"['musical', 'instruments']","[9926, 18705]"," cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[9926, 18705]"," saws, and other",saws,tool,['tools'],[7808]
" french horns, and other",french horns,instrument,"['musical', 'instruments']","[9926, 18705]"," tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[8854, 4997]"
" piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[9926, 18705]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[15805, 1087]"
" banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[9926, 18705]"," skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[9926, 18705]"," mooses, and other",mooses,animal,['animals'],[8990]
" cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[9926, 18705]"," paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" organs, and other",organs,instrument,"['musical', 'instruments']","[9926, 18705]"," grandparents, and other",grandparents,relative,"['relatives', 'family']","[22436, 2773]"
" tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[9926, 18705]"," badminton, and other",badminton,sport,['sports'],[9425]
" dollars, and other",dollars,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," Egypt, and other",Egypt,country,"['countries', 'country']","[6548, 3707]"
" cents, and other",cents,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," minutes, and other",minutes,time,"['time', 'units']","[1495, 8775]"
" dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," quartzs, and other",quartzs,gem,"['gem', 'gems']","[15805, 1087]"
