clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 China and Portugal are two types of,China,Portugal,country,"['countries', 'country']","[2678, 1499]", trains and bicycles are two types of,trains,bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 China and Europe are two types of,China,Europe,country,"['countries', 'country']","[2678, 1499]", tuna and cod are two types of,tuna,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 China and Greece are two types of,China,Greece,country,"['countries', 'country']","[2678, 1499]", screws and drills are two types of,screws,drills,tool,['tools'],[4899]
 China and Scotland are two types of,China,Scotland,country,"['countries', 'country']","[2678, 1499]", commanders and chiefs are two types of,commanders,chiefs,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 China and Egypt are two types of,China,Egypt,country,"['countries', 'country']","[2678, 1499]", generals and officers are two types of,generals,officers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 China and Israel are two types of,China,Israel,country,"['countries', 'country']","[2678, 1499]", mosquitoes and flies are two types of,mosquitoes,flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 China and Peru are two types of,China,Peru,country,"['countries', 'country']","[2678, 1499]", brethren and fathers are two types of,brethren,fathers,relative,"['relatives', 'family']","[12772, 1641]"
 China and South africa are two types of,China,South africa,country,"['countries', 'country']","[2678, 1499]", oranges and watermelons are two types of,oranges,watermelons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Japan and America are two types of,Japan,America,country,"['countries', 'country']","[2678, 1499]", kilometers and miles are two types of,kilometers,miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Japan and Canada are two types of,Japan,Canada,country,"['countries', 'country']","[2678, 1499]", mayors and senators are two types of,mayors,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 Japan and France are two types of,Japan,France,country,"['countries', 'country']","[2678, 1499]", goats and cats are two types of,goats,cats,animal,['animals'],[4695]
 Japan and Mexico are two types of,Japan,Mexico,country,"['countries', 'country']","[2678, 1499]", screws and nails are two types of,screws,nails,tool,['tools'],[4899]
 Japan and England are two types of,Japan,England,country,"['countries', 'country']","[2678, 1499]", lettuce and potatoes are two types of,lettuce,potatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Japan and Germany are two types of,Japan,Germany,country,"['countries', 'country']","[2678, 1499]", lightning and thunder are two types of,lightning,thunder,weather,"['weather', 'natural']","[6193, 3288]"
 Japan and Spain are two types of,Japan,Spain,country,"['countries', 'country']","[2678, 1499]", ants and butterflies are two types of,ants,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Japan and Italy are two types of,Japan,Italy,country,"['countries', 'country']","[2678, 1499]", elephants and horses are two types of,elephants,horses,animal,['animals'],[4695]
 Japan and China are two types of,Japan,China,country,"['countries', 'country']","[2678, 1499]", apples and strawberries are two types of,apples,strawberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Japan and Russia are two types of,Japan,Russia,country,"['countries', 'country']","[2678, 1499]", chiefs and majors are two types of,chiefs,majors,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Japan and Brazil are two types of,Japan,Brazil,country,"['countries', 'country']","[2678, 1499]", managers and nurses are two types of,managers,nurses,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 Japan and Ireland are two types of,Japan,Ireland,country,"['countries', 'country']","[2678, 1499]", wrestling and tennis are two types of,wrestling,tennis,sport,['sports'],[5701]
 Japan and Australia are two types of,Japan,Australia,country,"['countries', 'country']","[2678, 1499]", weeks and years are two types of,weeks,years,time,"['time', 'units']","[640, 4991]"
 Japan and Iraq are two types of,Japan,Iraq,country,"['countries', 'country']","[2678, 1499]", earthquakes and drought are two types of,earthquakes,drought,weather,"['weather', 'natural']","[6193, 3288]"
 Japan and Afghanistan are two types of,Japan,Afghanistan,country,"['countries', 'country']","[2678, 1499]", strawberries and bananas are two types of,strawberries,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Japan and Argentina are two types of,Japan,Argentina,country,"['countries', 'country']","[2678, 1499]", days and months are two types of,days,months,time,"['time', 'units']","[640, 4991]"
 Japan and India are two types of,Japan,India,country,"['countries', 'country']","[2678, 1499]", motorcycles and trucks are two types of,motorcycles,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Japan and Switzerland are two types of,Japan,Switzerland,country,"['countries', 'country']","[2678, 1499]", majors and generals are two types of,majors,generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Japan and Sweden are two types of,Japan,Sweden,country,"['countries', 'country']","[2678, 1499]", alternative and techno are two types of,alternative,techno,music,['music'],[2647]
 Japan and Africa are two types of,Japan,Africa,country,"['countries', 'country']","[2678, 1499]", cod and trout are two types of,cod,trout,fish,"['fish', 'fishes']","[5916, 49765]"
 Japan and Chile are two types of,Japan,Chile,country,"['countries', 'country']","[2678, 1499]", majors and soldiers are two types of,majors,soldiers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Japan and Britain are two types of,Japan,Britain,country,"['countries', 'country']","[2678, 1499]", jazz and soul are two types of,jazz,soul,music,['music'],[2647]
 Japan and Iran are two types of,Japan,Iran,country,"['countries', 'country']","[2678, 1499]", bombs and guns are two types of,bombs,guns,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Japan and Portugal are two types of,Japan,Portugal,country,"['countries', 'country']","[2678, 1499]", pounds and cents are two types of,pounds,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 Japan and Europe are two types of,Japan,Europe,country,"['countries', 'country']","[2678, 1499]", hotels and houses are two types of,hotels,houses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Japan and Greece are two types of,Japan,Greece,country,"['countries', 'country']","[2678, 1499]", butterflies and ants are two types of,butterflies,ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Japan and Scotland are two types of,Japan,Scotland,country,"['countries', 'country']","[2678, 1499]", fathers and daughters are two types of,fathers,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 Japan and Egypt are two types of,Japan,Egypt,country,"['countries', 'country']","[2678, 1499]", governors and presidents are two types of,governors,presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 Japan and Israel are two types of,Japan,Israel,country,"['countries', 'country']","[2678, 1499]", jackets and coats are two types of,jackets,coats,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Japan and Peru are two types of,Japan,Peru,country,"['countries', 'country']","[2678, 1499]", horns and drums are two types of,horns,drums,instrument,"['musical', 'instruments']","[10530, 12834]"
 Japan and South africa are two types of,Japan,South africa,country,"['countries', 'country']","[2678, 1499]", commanders and admirals are two types of,commanders,admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Russia and America are two types of,Russia,America,country,"['countries', 'country']","[2678, 1499]", handguns and grenades are two types of,handguns,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Russia and Canada are two types of,Russia,Canada,country,"['countries', 'country']","[2678, 1499]", homicide and arson are two types of,homicide,arson,crime,"['crimes', 'crime']","[6741, 4065]"
 Russia and France are two types of,Russia,France,country,"['countries', 'country']","[2678, 1499]", pop and dance are two types of,pop,dance,music,['music'],[2647]
 Russia and Mexico are two types of,Russia,Mexico,country,"['countries', 'country']","[2678, 1499]", swimming and skiing are two types of,swimming,skiing,sport,['sports'],[5701]
 Russia and England are two types of,Russia,England,country,"['countries', 'country']","[2678, 1499]", shoes and boots are two types of,shoes,boots,footwear,['footwear'],[43463]
 Russia and Germany are two types of,Russia,Germany,country,"['countries', 'country']","[2678, 1499]", trailers and apartments are two types of,trailers,apartments,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Russia and Spain are two types of,Russia,Spain,country,"['countries', 'country']","[2678, 1499]", blades and missiles are two types of,blades,missiles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Russia and Italy are two types of,Russia,Italy,country,"['countries', 'country']","[2678, 1499]", majors and chiefs are two types of,majors,chiefs,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Russia and China are two types of,Russia,China,country,"['countries', 'country']","[2678, 1499]", commanders and majors are two types of,commanders,majors,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Russia and Japan are two types of,Russia,Japan,country,"['countries', 'country']","[2678, 1499]", gloves and bras are two types of,gloves,bras,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Russia and Brazil are two types of,Russia,Brazil,country,"['countries', 'country']","[2678, 1499]", trucks and vans are two types of,trucks,vans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Russia and Ireland are two types of,Russia,Ireland,country,"['countries', 'country']","[2678, 1499]", pounds and quarters are two types of,pounds,quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 Russia and Australia are two types of,Russia,Australia,country,"['countries', 'country']","[2678, 1499]", bras and dresses are two types of,bras,dresses,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Russia and Iraq are two types of,Russia,Iraq,country,"['countries', 'country']","[2678, 1499]", snow and clouds are two types of,snow,clouds,weather,"['weather', 'natural']","[6193, 3288]"
 Russia and Afghanistan are two types of,Russia,Afghanistan,country,"['countries', 'country']","[2678, 1499]", sheep and dogs are two types of,sheep,dogs,animal,['animals'],[4695]
 Russia and Argentina are two types of,Russia,Argentina,country,"['countries', 'country']","[2678, 1499]", country and techno are two types of,country,techno,music,['music'],[2647]
 Russia and India are two types of,Russia,India,country,"['countries', 'country']","[2678, 1499]", handguns and spears are two types of,handguns,spears,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Russia and Switzerland are two types of,Russia,Switzerland,country,"['countries', 'country']","[2678, 1499]", axes and knives are two types of,axes,knives,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Russia and Sweden are two types of,Russia,Sweden,country,"['countries', 'country']","[2678, 1499]", gloves and shirts are two types of,gloves,shirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Russia and Africa are two types of,Russia,Africa,country,"['countries', 'country']","[2678, 1499]", swords and knives are two types of,swords,knives,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Russia and Chile are two types of,Russia,Chile,country,"['countries', 'country']","[2678, 1499]", apples and oranges are two types of,apples,oranges,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Russia and Britain are two types of,Russia,Britain,country,"['countries', 'country']","[2678, 1499]", dance and opera are two types of,dance,opera,music,['music'],[2647]
 Russia and Iran are two types of,Russia,Iran,country,"['countries', 'country']","[2678, 1499]", drums and organs are two types of,drums,organs,instrument,"['musical', 'instruments']","[10530, 12834]"
 Russia and Portugal are two types of,Russia,Portugal,country,"['countries', 'country']","[2678, 1499]", hotels and caves are two types of,hotels,caves,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Russia and Europe are two types of,Russia,Europe,country,"['countries', 'country']","[2678, 1499]", months and years are two types of,months,years,time,"['time', 'units']","[640, 4991]"
 Russia and Greece are two types of,Russia,Greece,country,"['countries', 'country']","[2678, 1499]", skirts and gloves are two types of,skirts,gloves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Russia and Scotland are two types of,Russia,Scotland,country,"['countries', 'country']","[2678, 1499]", mothers and daughters are two types of,mothers,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 Russia and Egypt are two types of,Russia,Egypt,country,"['countries', 'country']","[2678, 1499]", tuna and carp are two types of,tuna,carp,fish,"['fish', 'fishes']","[5916, 49765]"
 Russia and Israel are two types of,Russia,Israel,country,"['countries', 'country']","[2678, 1499]", mosquitoes and flies are two types of,mosquitoes,flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Russia and Peru are two types of,Russia,Peru,country,"['countries', 'country']","[2678, 1499]", vandalism and homicide are two types of,vandalism,homicide,crime,"['crimes', 'crime']","[6741, 4065]"
 Russia and South africa are two types of,Russia,South africa,country,"['countries', 'country']","[2678, 1499]", flies and grasshoppers are two types of,flies,grasshoppers,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Brazil and America are two types of,Brazil,America,country,"['countries', 'country']","[2678, 1499]", spears and guns are two types of,spears,guns,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 Brazil and Canada are two types of,Brazil,Canada,country,"['countries', 'country']","[2678, 1499]", pop and metal are two types of,pop,metal,music,['music'],[2647]
 Brazil and France are two types of,Brazil,France,country,"['countries', 'country']","[2678, 1499]", screws and rulers are two types of,screws,rulers,tool,['tools'],[4899]
 Brazil and Mexico are two types of,Brazil,Mexico,country,"['countries', 'country']","[2678, 1499]", commanders and captains are two types of,commanders,captains,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Brazil and England are two types of,Brazil,England,country,"['countries', 'country']","[2678, 1499]", beetles and butterflies are two types of,beetles,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Brazil and Germany are two types of,Brazil,Germany,country,"['countries', 'country']","[2678, 1499]", bras and skirts are two types of,bras,skirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Brazil and Spain are two types of,Brazil,Spain,country,"['countries', 'country']","[2678, 1499]", presidents and governors are two types of,presidents,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 Brazil and Italy are two types of,Brazil,Italy,country,"['countries', 'country']","[2678, 1499]", trout and cod are two types of,trout,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 Brazil and China are two types of,Brazil,China,country,"['countries', 'country']","[2678, 1499]", meters and centimeters are two types of,meters,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Brazil and Japan are two types of,Brazil,Japan,country,"['countries', 'country']","[2678, 1499]", rape and robbery are two types of,rape,robbery,crime,"['crimes', 'crime']","[6741, 4065]"
 Brazil and Russia are two types of,Brazil,Russia,country,"['countries', 'country']","[2678, 1499]", cars and trains are two types of,cars,trains,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Brazil and Ireland are two types of,Brazil,Ireland,country,"['countries', 'country']","[2678, 1499]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 Brazil and Australia are two types of,Brazil,Australia,country,"['countries', 'country']","[2678, 1499]", gospel and metal are two types of,gospel,metal,music,['music'],[2647]
 Brazil and Iraq are two types of,Brazil,Iraq,country,"['countries', 'country']","[2678, 1499]", shorts and jackets are two types of,shorts,jackets,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Brazil and Afghanistan are two types of,Brazil,Afghanistan,country,"['countries', 'country']","[2678, 1499]", majors and chiefs are two types of,majors,chiefs,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Brazil and Argentina are two types of,Brazil,Argentina,country,"['countries', 'country']","[2678, 1499]", organs and drums are two types of,organs,drums,instrument,"['musical', 'instruments']","[10530, 12834]"
 Brazil and India are two types of,Brazil,India,country,"['countries', 'country']","[2678, 1499]", sisters and sons are two types of,sisters,sons,relative,"['relatives', 'family']","[12772, 1641]"
 Brazil and Switzerland are two types of,Brazil,Switzerland,country,"['countries', 'country']","[2678, 1499]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 Brazil and Sweden are two types of,Brazil,Sweden,country,"['countries', 'country']","[2678, 1499]", heels and shoes are two types of,heels,shoes,footwear,['footwear'],[43463]
 Brazil and Africa are two types of,Brazil,Africa,country,"['countries', 'country']","[2678, 1499]", ants and butterflies are two types of,ants,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Brazil and Chile are two types of,Brazil,Chile,country,"['countries', 'country']","[2678, 1499]", chiefs and generals are two types of,chiefs,generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Brazil and Britain are two types of,Brazil,Britain,country,"['countries', 'country']","[2678, 1499]", hockey and track are two types of,hockey,track,sport,['sports'],[5701]
 Brazil and Iran are two types of,Brazil,Iran,country,"['countries', 'country']","[2678, 1499]", carp and trout are two types of,carp,trout,fish,"['fish', 'fishes']","[5916, 49765]"
 Brazil and Portugal are two types of,Brazil,Portugal,country,"['countries', 'country']","[2678, 1499]", squash and lettuce are two types of,squash,lettuce,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Brazil and Europe are two types of,Brazil,Europe,country,"['countries', 'country']","[2678, 1499]", grandparents and mothers are two types of,grandparents,mothers,relative,"['relatives', 'family']","[12772, 1641]"
 Brazil and Greece are two types of,Brazil,Greece,country,"['countries', 'country']","[2678, 1499]", strawberries and grapes are two types of,strawberries,grapes,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Brazil and Scotland are two types of,Brazil,Scotland,country,"['countries', 'country']","[2678, 1499]", techno and rap are two types of,techno,rap,music,['music'],[2647]
 Brazil and Egypt are two types of,Brazil,Egypt,country,"['countries', 'country']","[2678, 1499]", tomatoes and carrots are two types of,tomatoes,carrots,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Brazil and Israel are two types of,Brazil,Israel,country,"['countries', 'country']","[2678, 1499]", speeding and arson are two types of,speeding,arson,crime,"['crimes', 'crime']","[6741, 4065]"
 Brazil and Peru are two types of,Brazil,Peru,country,"['countries', 'country']","[2678, 1499]", deer and wolves are two types of,deer,wolves,animal,['animals'],[4695]
 Brazil and South africa are two types of,Brazil,South africa,country,"['countries', 'country']","[2678, 1499]", jazz and R&B are two types of,jazz,R&B,music,['music'],[2647]
 Ireland and America are two types of,Ireland,America,country,"['countries', 'country']","[2678, 1499]", guitars and keyboards are two types of,guitars,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]"
 Ireland and Canada are two types of,Ireland,Canada,country,"['countries', 'country']","[2678, 1499]", salmon and carp are two types of,salmon,carp,fish,"['fish', 'fishes']","[5916, 49765]"
 Ireland and France are two types of,Ireland,France,country,"['countries', 'country']","[2678, 1499]", soul and punk are two types of,soul,punk,music,['music'],[2647]
 Ireland and Mexico are two types of,Ireland,Mexico,country,"['countries', 'country']","[2678, 1499]", miles and centimeters are two types of,miles,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 Ireland and England are two types of,Ireland,England,country,"['countries', 'country']","[2678, 1499]", drills and nails are two types of,drills,nails,tool,['tools'],[4899]
 Ireland and Germany are two types of,Ireland,Germany,country,"['countries', 'country']","[2678, 1499]", blues and metal are two types of,blues,metal,music,['music'],[2647]
 Ireland and Spain are two types of,Ireland,Spain,country,"['countries', 'country']","[2678, 1499]", drought and thunder are two types of,drought,thunder,weather,"['weather', 'natural']","[6193, 3288]"
 Ireland and Italy are two types of,Ireland,Italy,country,"['countries', 'country']","[2678, 1499]", jazz and country are two types of,jazz,country,music,['music'],[2647]
 Ireland and China are two types of,Ireland,China,country,"['countries', 'country']","[2678, 1499]", professors and athletes are two types of,professors,athletes,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 Ireland and Japan are two types of,Ireland,Japan,country,"['countries', 'country']","[2678, 1499]", apartments and tents are two types of,apartments,tents,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Ireland and Russia are two types of,Ireland,Russia,country,"['countries', 'country']","[2678, 1499]", deer and sheep are two types of,deer,sheep,animal,['animals'],[4695]
 Ireland and Brazil are two types of,Ireland,Brazil,country,"['countries', 'country']","[2678, 1499]", sneakers and boots are two types of,sneakers,boots,footwear,['footwear'],[43463]
 Ireland and Australia are two types of,Ireland,Australia,country,"['countries', 'country']","[2678, 1499]", grandparents and sons are two types of,grandparents,sons,relative,"['relatives', 'family']","[12772, 1641]"
 Ireland and Iraq are two types of,Ireland,Iraq,country,"['countries', 'country']","[2678, 1499]", representatives and presidents are two types of,representatives,presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 Ireland and Afghanistan are two types of,Ireland,Afghanistan,country,"['countries', 'country']","[2678, 1499]", shoes and pumps are two types of,shoes,pumps,footwear,['footwear'],[43463]
 Ireland and Argentina are two types of,Ireland,Argentina,country,"['countries', 'country']","[2678, 1499]", grandparents and daughters are two types of,grandparents,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 Ireland and India are two types of,Ireland,India,country,"['countries', 'country']","[2678, 1499]", cabinets and desks are two types of,cabinets,desks,furniture,['furniture'],[13091]
 Ireland and Switzerland are two types of,Ireland,Switzerland,country,"['countries', 'country']","[2678, 1499]", grapes and bananas are two types of,grapes,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Ireland and Sweden are two types of,Ireland,Sweden,country,"['countries', 'country']","[2678, 1499]", drums and keyboards are two types of,drums,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]"
 Ireland and Africa are two types of,Ireland,Africa,country,"['countries', 'country']","[2678, 1499]", drought and wind are two types of,drought,wind,weather,"['weather', 'natural']","[6193, 3288]"
 Ireland and Chile are two types of,Ireland,Chile,country,"['countries', 'country']","[2678, 1499]", carp and cod are two types of,carp,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 Ireland and Britain are two types of,Ireland,Britain,country,"['countries', 'country']","[2678, 1499]", doctors and psychologists are two types of,doctors,psychologists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 Ireland and Iran are two types of,Ireland,Iran,country,"['countries', 'country']","[2678, 1499]", representatives and governors are two types of,representatives,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 Ireland and Portugal are two types of,Ireland,Portugal,country,"['countries', 'country']","[2678, 1499]", guitars and horns are two types of,guitars,horns,instrument,"['musical', 'instruments']","[10530, 12834]"
 Ireland and Europe are two types of,Ireland,Europe,country,"['countries', 'country']","[2678, 1499]", captains and chiefs are two types of,captains,chiefs,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Ireland and Greece are two types of,Ireland,Greece,country,"['countries', 'country']","[2678, 1499]", carrots and tomatoes are two types of,carrots,tomatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Ireland and Scotland are two types of,Ireland,Scotland,country,"['countries', 'country']","[2678, 1499]", trout and salmon are two types of,trout,salmon,fish,"['fish', 'fishes']","[5916, 49765]"
 Ireland and Egypt are two types of,Ireland,Egypt,country,"['countries', 'country']","[2678, 1499]", robbery and vandalism are two types of,robbery,vandalism,crime,"['crimes', 'crime']","[6741, 4065]"
 Ireland and Israel are two types of,Ireland,Israel,country,"['countries', 'country']","[2678, 1499]", vandalism and battery are two types of,vandalism,battery,crime,"['crimes', 'crime']","[6741, 4065]"
 Ireland and Peru are two types of,Ireland,Peru,country,"['countries', 'country']","[2678, 1499]", caves and hotels are two types of,caves,hotels,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 Ireland and South africa are two types of,Ireland,South africa,country,"['countries', 'country']","[2678, 1499]", diamonds and emeralds are two types of,diamonds,emeralds,gem,"['gem', 'gems']","[16840, 23685]"
 Australia and America are two types of,Australia,America,country,"['countries', 'country']","[2678, 1499]", skiing and football are two types of,skiing,football,sport,['sports'],[5701]
 Australia and Canada are two types of,Australia,Canada,country,"['countries', 'country']","[2678, 1499]", generals and majors are two types of,generals,majors,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and France are two types of,Australia,France,country,"['countries', 'country']","[2678, 1499]", flies and spiders are two types of,flies,spiders,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Australia and Mexico are two types of,Australia,Mexico,country,"['countries', 'country']","[2678, 1499]", cats and sheep are two types of,cats,sheep,animal,['animals'],[4695]
 Australia and England are two types of,Australia,England,country,"['countries', 'country']","[2678, 1499]", majors and generals are two types of,majors,generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and Germany are two types of,Australia,Germany,country,"['countries', 'country']","[2678, 1499]", minutes and days are two types of,minutes,days,time,"['time', 'units']","[640, 4991]"
 Australia and Spain are two types of,Australia,Spain,country,"['countries', 'country']","[2678, 1499]", presidents and senators are two types of,presidents,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 Australia and Italy are two types of,Australia,Italy,country,"['countries', 'country']","[2678, 1499]", assault and rape are two types of,assault,rape,crime,"['crimes', 'crime']","[6741, 4065]"
 Australia and China are two types of,Australia,China,country,"['countries', 'country']","[2678, 1499]", lightning and snow are two types of,lightning,snow,weather,"['weather', 'natural']","[6193, 3288]"
 Australia and Japan are two types of,Australia,Japan,country,"['countries', 'country']","[2678, 1499]", chiefs and commanders are two types of,chiefs,commanders,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and Russia are two types of,Australia,Russia,country,"['countries', 'country']","[2678, 1499]", strawberries and oranges are two types of,strawberries,oranges,fruit,"['fruits', 'fruit']","[15921, 8234]"
 Australia and Brazil are two types of,Australia,Brazil,country,"['countries', 'country']","[2678, 1499]", bees and butterflies are two types of,bees,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Australia and Ireland are two types of,Australia,Ireland,country,"['countries', 'country']","[2678, 1499]", dance and opera are two types of,dance,opera,music,['music'],[2647]
 Australia and Iraq are two types of,Australia,Iraq,country,"['countries', 'country']","[2678, 1499]", years and months are two types of,years,months,time,"['time', 'units']","[640, 4991]"
 Australia and Afghanistan are two types of,Australia,Afghanistan,country,"['countries', 'country']","[2678, 1499]", soldiers and officers are two types of,soldiers,officers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and Argentina are two types of,Australia,Argentina,country,"['countries', 'country']","[2678, 1499]", coats and shoes are two types of,coats,shoes,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Australia and India are two types of,Australia,India,country,"['countries', 'country']","[2678, 1499]", homicide and rape are two types of,homicide,rape,crime,"['crimes', 'crime']","[6741, 4065]"
 Australia and Switzerland are two types of,Australia,Switzerland,country,"['countries', 'country']","[2678, 1499]", beds and cabinets are two types of,beds,cabinets,furniture,['furniture'],[13091]
 Australia and Sweden are two types of,Australia,Sweden,country,"['countries', 'country']","[2678, 1499]", butterflies and flies are two types of,butterflies,flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 Australia and Africa are two types of,Australia,Africa,country,"['countries', 'country']","[2678, 1499]", majors and generals are two types of,majors,generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and Chile are two types of,Australia,Chile,country,"['countries', 'country']","[2678, 1499]", carrots and squash are two types of,carrots,squash,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 Australia and Britain are two types of,Australia,Britain,country,"['countries', 'country']","[2678, 1499]", shorts and belts are two types of,shorts,belts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 Australia and Iran are two types of,Australia,Iran,country,"['countries', 'country']","[2678, 1499]", representatives and mayors are two types of,representatives,mayors,politician,"['elected', 'politicians']","[7018, 7602]"
 Australia and Portugal are two types of,Australia,Portugal,country,"['countries', 'country']","[2678, 1499]", commanders and officers are two types of,commanders,officers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 Australia and Europe are two types of,Australia,Europe,country,"['countries', 'country']","[2678, 1499]", bicycles and ships are two types of,bicycles,ships,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 Australia and Greece are two types of,Australia,Greece,country,"['countries', 'country']","[2678, 1499]", governors and senators are two types of,governors,senators,politician,"['elected', 'politicians']","[7018, 7602]"
