clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"," captains, and other",captains,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"," pliers, and other",pliers,tool,['tools'],[7375]
" cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"," flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"," typhoons, and other",typhoons,weather,"['weather', 'natural']","[9104, 5810]"
" America, and other",America,country,"['countries', 'country']","[5837, 3146]"," screws, and other",screws,tool,['tools'],[7375]
" Canada, and other",Canada,country,"['countries', 'country']","[5837, 3146]"," deer, and other",deer,animal,['animals'],[9898]
" France, and other",France,country,"['countries', 'country']","[5837, 3146]"," jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" Mexico, and other",Mexico,country,"['countries', 'country']","[5837, 3146]"," swords, and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" England, and other",England,country,"['countries', 'country']","[5837, 3146]"," captains, and other",captains,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" Germany, and other",Germany,country,"['countries', 'country']","[5837, 3146]"," blues, and other",blues,music,['music'],[4627]
" Spain, and other",Spain,country,"['countries', 'country']","[5837, 3146]"," bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" Italy, and other",Italy,country,"['countries', 'country']","[5837, 3146]"," broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" China, and other",China,country,"['countries', 'country']","[5837, 3146]"," horns, and other",horns,instrument,"['musical', 'instruments']","[17795, 23316]"
" Japan, and other",Japan,country,"['countries', 'country']","[5837, 3146]"," firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" Russia, and other",Russia,country,"['countries', 'country']","[5837, 3146]"," jazz, and other",jazz,music,['music'],[4627]
" Brazil, and other",Brazil,country,"['countries', 'country']","[5837, 3146]"," cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" Ireland, and other",Ireland,country,"['countries', 'country']","[5837, 3146]"," tables, and other",tables,furniture,['furniture'],[14549]
" Australia, and other",Australia,country,"['countries', 'country']","[5837, 3146]"," teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" Iraq, and other",Iraq,country,"['countries', 'country']","[5837, 3146]"," centuries, and other",centuries,time,"['time', 'units']","[882, 8153]"
" Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[5837, 3146]"," belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" Argentina, and other",Argentina,country,"['countries', 'country']","[5837, 3146]"," earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9104, 5810]"
" India, and other",India,country,"['countries', 'country']","[5837, 3146]"," governors, and other",governors,politician,"['elected', 'politicians']","[16290, 18761]"
" Switzerland, and other",Switzerland,country,"['countries', 'country']","[5837, 3146]"," inches, and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" Sweden, and other",Sweden,country,"['countries', 'country']","[5837, 3146]"," thunder, and other",thunder,weather,"['weather', 'natural']","[9104, 5810]"
" Africa, and other",Africa,country,"['countries', 'country']","[5837, 3146]"," drills, and other",drills,tool,['tools'],[7375]
" Chile, and other",Chile,country,"['countries', 'country']","[5837, 3146]"," senators, and other",senators,politician,"['elected', 'politicians']","[16290, 18761]"
" Britain, and other",Britain,country,"['countries', 'country']","[5837, 3146]"," peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" Iran, and other",Iran,country,"['countries', 'country']","[5837, 3146]"," turtles, and other",turtles,animal,['animals'],[9898]
" Portugal, and other",Portugal,country,"['countries', 'country']","[5837, 3146]"," managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" Europe, and other",Europe,country,"['countries', 'country']","[5837, 3146]"," bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" Greece, and other",Greece,country,"['countries', 'country']","[5837, 3146]"," broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" Scotland, and other",Scotland,country,"['countries', 'country']","[5837, 3146]"," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" Egypt, and other",Egypt,country,"['countries', 'country']","[5837, 3146]"," soldiers, and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" Israel, and other",Israel,country,"['countries', 'country']","[5837, 3146]"," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" Peru, and other",Peru,country,"['countries', 'country']","[5837, 3146]"," trout, and other",trout,fish,"['fish', 'fishes']","[7640, 94361]"
" South africa, and other",South africa,country,"['countries', 'country']","[5837, 3146]"," radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" robbery, and other",robbery,crime,"['crimes', 'crime']","[16660, 9778]"," Britain, and other",Britain,country,"['countries', 'country']","[5837, 3146]"
" homicide, and other",homicide,crime,"['crimes', 'crime']","[16660, 9778]"," golf, and other",golf,sport,['sports'],[9833]
" rape, and other",rape,crime,"['crimes', 'crime']","[16660, 9778]"," Canada, and other",Canada,country,"['countries', 'country']","[5837, 3146]"
" assault, and other",assault,crime,"['crimes', 'crime']","[16660, 9778]"," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" burglary, and other",burglary,crime,"['crimes', 'crime']","[16660, 9778]"," China, and other",China,country,"['countries', 'country']","[5837, 3146]"
" arson, and other",arson,crime,"['crimes', 'crime']","[16660, 9778]"," tennis, and other",tennis,sport,['sports'],[9833]
" speeding, and other",speeding,crime,"['crimes', 'crime']","[16660, 9778]"," kilometers, and other",kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[16660, 9778]"," armoires, and other",armoires,furniture,['furniture'],[14549]
" drug use, and other",drug use,crime,"['crimes', 'crime']","[16660, 9778]"," crows, and other",crows,bird,"['birds', 'bird']","[19654, 11958]"
" drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[16660, 9778]"," radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" larceny, and other",larceny,crime,"['crimes', 'crime']","[16660, 9778]"," blizzards, and other",blizzards,weather,"['weather', 'natural']","[9104, 5810]"
" kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[16660, 9778]"," daughters, and other",daughters,relative,"['relatives', 'family']","[28558, 2997]"
" vandalism, and other",vandalism,crime,"['crimes', 'crime']","[16660, 9778]"," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" battery, and other",battery,crime,"['crimes', 'crime']","[16660, 9778]"," cats, and other",cats,animal,['animals'],[9898]
" drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[16660, 9778]"," opals, and other",opals,gem,"['gem', 'gems']","[18747, 42158]"
" grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[16660, 9778]"," oboes, and other",oboes,instrument,"['musical', 'instruments']","[17795, 23316]"
" hammers, and other",hammers,tool,['tools'],[7375]," tulips, and other",tulips,flower,"['flowers', 'flowering']","[19281, 81239]"
" nails, and other",nails,tool,['tools'],[7375]," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" saws, and other",saws,tool,['tools'],[7375]," finches, and other",finches,bird,"['birds', 'bird']","[19654, 11958]"
" screwdrivers, and other",screwdrivers,tool,['tools'],[7375]," cherries, and other",cherries,fruit,"['fruits', 'fruit']","[25322, 13779]"
" drills, and other",drills,tool,['tools'],[7375]," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" wrenches, and other",wrenches,tool,['tools'],[7375]," lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[19281, 81239]"
" screws, and other",screws,tool,['tools'],[7375]," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" rulers, and other",rulers,tool,['tools'],[7375]," peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" tape measures, and other",tape measures,tool,['tools'],[7375]," thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[9104, 5810]"
" sanders, and other",sanders,tool,['tools'],[7375]," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[25322, 13779]"
" measuring sticks, and other",measuring sticks,tool,['tools'],[7375]," euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" sandpapers, and other",sandpapers,tool,['tools'],[7375]," opals, and other",opals,gem,"['gem', 'gems']","[18747, 42158]"
" nail guns, and other",nail guns,tool,['tools'],[7375]," janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" pliers, and other",pliers,tool,['tools'],[7375]," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," punk, and other",punk,music,['music'],[4627]
" teachers, and other",teachers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," Greece, and other",Greece,country,"['countries', 'country']","[5837, 3146]"
" lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," weeks, and other",weeks,time,"['time', 'units']","[882, 8153]"
" nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," hail, and other",hail,weather,"['weather', 'natural']","[9104, 5810]"
" firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," country, and other",country,music,['music'],[4627]
" professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," cod, and other",cod,fish,"['fish', 'fishes']","[7640, 94361]"
" accountants, and other",accountants,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" psychologists, and other",psychologists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," chairs, and other",chairs,furniture,['furniture'],[14549]
" dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," marlin, and other",marlin,fish,"['fish', 'fishes']","[7640, 94361]"
" engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," drills, and other",drills,tool,['tools'],[7375]
" secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" cooks, and other",cooks,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," salmon, and other",salmon,fish,"['fish', 'fishes']","[7640, 94361]"
" policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," sandals, and other",sandals,footwear,['footwear'],[67072]
" athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," caves, and other",caves,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," chiefs, and other",chiefs,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," Portugal, and other",Portugal,country,"['countries', 'country']","[5837, 3146]"
" businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[17795, 23316]"
" carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," grandmothers, and other",grandmothers,relative,"['relatives', 'family']","[28558, 2997]"
" janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," birches, and other",birches,tree,['trees'],[12408]
" physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," dogwoods, and other",dogwoods,tree,['trees'],[12408]
" scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"," peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" football, and other",football,sport,['sports'],[9833]," peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" basketball, and other",basketball,sport,['sports'],[9833]," homicide, and other",homicide,crime,"['crimes', 'crime']","[16660, 9778]"
" soccer, and other",soccer,sport,['sports'],[9833]," turtles, and other",turtles,animal,['animals'],[9898]
" baseball, and other",baseball,sport,['sports'],[9833]," Australia, and other",Australia,country,"['countries', 'country']","[5837, 3146]"
" tennis, and other",tennis,sport,['sports'],[9833]," onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" hockey, and other",hockey,sport,['sports'],[9833]," earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9104, 5810]"
" swimming, and other",swimming,sport,['sports'],[9833]," shoes, and other",shoes,footwear,['footwear'],[67072]
" golf, and other",golf,sport,['sports'],[9833]," ducks, and other",ducks,bird,"['birds', 'bird']","[19654, 11958]"
" volleyball, and other",volleyball,sport,['sports'],[9833]," bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" lacrosse, and other",lacrosse,sport,['sports'],[9833]," tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" track, and other",track,sport,['sports'],[9833]," Brazil, and other",Brazil,country,"['countries', 'country']","[5837, 3146]"
" rugby, and other",rugby,sport,['sports'],[9833]," firefighters, and other",firefighters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" softball, and other",softball,sport,['sports'],[9833]," trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"
" field hockey, and other",field hockey,sport,['sports'],[9833]," slippers, and other",slippers,footwear,['footwear'],[67072]
" skiing, and other",skiing,sport,['sports'],[9833]," presidents, and other",presidents,politician,"['elected', 'politicians']","[16290, 18761]"
" cheerleading, and other",cheerleading,sport,['sports'],[9833]," wrenches, and other",wrenches,tool,['tools'],[7375]
" running, and other",running,sport,['sports'],[9833]," jazz, and other",jazz,music,['music'],[4627]
" gymnastics, and other",gymnastics,sport,['sports'],[9833]," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" polo, and other",polo,sport,['sports'],[9833]," Argentina, and other",Argentina,country,"['countries', 'country']","[5837, 3146]"
" racquetball, and other",racquetball,sport,['sports'],[9833]," cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" wrestling, and other",wrestling,sport,['sports'],[9833]," scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" bowling, and other",bowling,sport,['sports'],[9833]," managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" cross country, and other",cross country,sport,['sports'],[9833]," cherries, and other",cherries,fruit,"['fruits', 'fruit']","[25322, 13779]"
" badminton, and other",badminton,sport,['sports'],[9833]," monsoons, and other",monsoons,weather,"['weather', 'natural']","[9104, 5810]"
" cricket, and other",cricket,sport,['sports'],[9833]," beds, and other",beds,furniture,['furniture'],[14549]
" water polo, and other",water polo,sport,['sports'],[9833]," mayors, and other",mayors,politician,"['elected', 'politicians']","[16290, 18761]"
" tornados, and other",tornados,weather,"['weather', 'natural']","[9104, 5810]"," beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[9104, 5810]"," quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" rain, and other",rain,weather,"['weather', 'natural']","[9104, 5810]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" snow, and other",snow,weather,"['weather', 'natural']","[9104, 5810]"," basketball, and other",basketball,sport,['sports'],[9833]
" hail, and other",hail,weather,"['weather', 'natural']","[9104, 5810]"," blades, and other",blades,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" floods, and other",floods,weather,"['weather', 'natural']","[9104, 5810]"," butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" lightning, and other",lightning,weather,"['weather', 'natural']","[9104, 5810]"," oranges, and other",oranges,fruit,"['fruits', 'fruit']","[25322, 13779]"
" blizzards, and other",blizzards,weather,"['weather', 'natural']","[9104, 5810]"," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9104, 5810]"," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" sleet, and other",sleet,weather,"['weather', 'natural']","[9104, 5810]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[19281, 81239]"
" monsoons, and other",monsoons,weather,"['weather', 'natural']","[9104, 5810]"," piranha, and other",piranha,fish,"['fish', 'fishes']","[7640, 94361]"
" thunder, and other",thunder,weather,"['weather', 'natural']","[9104, 5810]"," secs, and other",secs,time,"['time', 'units']","[882, 8153]"
" wind, and other",wind,weather,"['weather', 'natural']","[9104, 5810]"," France, and other",France,country,"['countries', 'country']","[5837, 3146]"
" tsunamis, and other",tsunamis,weather,"['weather', 'natural']","[9104, 5810]"," weeping willows, and other",weeping willows,tree,['trees'],[12408]
" storms, and other",storms,weather,"['weather', 'natural']","[9104, 5810]"," planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"
" thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[9104, 5810]"," hip hop, and other",hip hop,music,['music'],[4627]
" typhoons, and other",typhoons,weather,"['weather', 'natural']","[9104, 5810]"," carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" drought, and other",drought,weather,"['weather', 'natural']","[9104, 5810]"," blades, and other",blades,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" clouds, and other",clouds,weather,"['weather', 'natural']","[9104, 5810]"," Canada, and other",Canada,country,"['countries', 'country']","[5837, 3146]"
" tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[9104, 5810]"," janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" shirts, and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," France, and other",France,country,"['countries', 'country']","[5837, 3146]"
" pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"
" socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," petunias, and other",petunias,flower,"['flowers', 'flowering']","[19281, 81239]"
" shoes, and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," Chile, and other",Chile,country,"['countries', 'country']","[5837, 3146]"
" jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," commanders, and other",commanders,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," China, and other",China,country,"['countries', 'country']","[5837, 3146]"
" skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," blueberries, and other",blueberries,fruit,"['fruits', 'fruit']","[25322, 13779]"
" coats, and other",coats,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"
" t-shirts, and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," drills, and other",drills,tool,['tools'],[7375]
" sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," pineapples, and other",pineapples,fruit,"['fruits', 'fruit']","[25322, 13779]"
" boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," huts, and other",huts,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," boots, and other",boots,footwear,['footwear'],[67072]
" belts, and other",belts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," Egypt, and other",Egypt,country,"['countries', 'country']","[5837, 3146]"
" pantiess, and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," flip flops, and other",flip flops,footwear,['footwear'],[67072]
" undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"," tangerines, and other",tangerines,fruit,"['fruits', 'fruit']","[25322, 13779]"
" drums, and other",drums,instrument,"['musical', 'instruments']","[17795, 23316]"," grandparents, and other",grandparents,relative,"['relatives', 'family']","[28558, 2997]"
" guitars, and other",guitars,instrument,"['musical', 'instruments']","[17795, 23316]"," clouds, and other",clouds,weather,"['weather', 'natural']","[9104, 5810]"
" flutes, and other",flutes,instrument,"['musical', 'instruments']","[17795, 23316]"," pliers, and other",pliers,tool,['tools'],[7375]
" pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[17795, 23316]"," blowfish, and other",blowfish,fish,"['fish', 'fishes']","[7640, 94361]"
" trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[17795, 23316]"," spears, and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[17795, 23316]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19281, 81239]"
" saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[17795, 23316]"," carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" violins, and other",violins,instrument,"['musical', 'instruments']","[17795, 23316]"," field hockey, and other",field hockey,sport,['sports'],[9833]
" trombones, and other",trombones,instrument,"['musical', 'instruments']","[17795, 23316]"," battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" tubas, and other",tubas,instrument,"['musical', 'instruments']","[17795, 23316]"," cross country, and other",cross country,sport,['sports'],[9833]
" bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[17795, 23316]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" celloes, and other",celloes,instrument,"['musical', 'instruments']","[17795, 23316]"," carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" oboes, and other",oboes,instrument,"['musical', 'instruments']","[17795, 23316]"," centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" basses, and other",basses,instrument,"['musical', 'instruments']","[17795, 23316]"," nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" violas, and other",violas,instrument,"['musical', 'instruments']","[17795, 23316]"," gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" harps, and other",harps,instrument,"['musical', 'instruments']","[17795, 23316]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[19281, 81239]"
" horns, and other",horns,instrument,"['musical', 'instruments']","[17795, 23316]"," Europe, and other",Europe,country,"['countries', 'country']","[5837, 3146]"
" keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[17795, 23316]"," polo, and other",polo,sport,['sports'],[9833]
" french horns, and other",french horns,instrument,"['musical', 'instruments']","[17795, 23316]"," dormitories, and other",dormitories,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[17795, 23316]"," underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[17795, 23316]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19281, 81239]"
" harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[17795, 23316]"," mayors, and other",mayors,politician,"['elected', 'politicians']","[16290, 18761]"
" cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[17795, 23316]"," catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" organs, and other",organs,instrument,"['musical', 'instruments']","[17795, 23316]"," screws, and other",screws,tool,['tools'],[7375]
